"","Region","Modification","Frequency","axisGroup","Expression","SampleGenes"
"1156","Gene60","H3-3",76.9230769230769,60,"Intermediate Expression","control1_Seedling"
"1157","Gene60","H3K9me2",0,60,"Intermediate Expression","control1_Seedling"
"1158","Gene60","H3K27me3",38.4615384615385,60,"Intermediate Expression","control1_Seedling"
"1159","Gene60","H2A-Z",46.1538461538462,60,"Intermediate Expression","control1_Seedling"
"1160","Gene60","H2AK121ub",46.1538461538462,60,"Intermediate Expression","control1_Seedling"
"1161","Gene60","H3ac",0,60,"Intermediate Expression","control1_Seedling"
"1162","Gene60","H3K4me3",84.6153846153846,60,"Intermediate Expression","control1_Seedling"
"1163","Gene60","H3K36me3",69.2307692307692,60,"Intermediate Expression","control1_Seedling"
"1164","Gene60","H3K27ac",61.5384615384615,60,"Intermediate Expression","control1_Seedling"
"1165","Gene60","H4K5ac",30.7692307692308,60,"Intermediate Expression","control1_Seedling"
"1166","Gene60","H4K8ac",30.7692307692308,60,"Intermediate Expression","control1_Seedling"
"1167","Gene60","H3-1",38.4615384615385,60,"Intermediate Expression","control1_Seedling"
"1168","Gene60","H3K9ac",84.6153846153846,60,"Intermediate Expression","control1_Seedling"
"1169","Gene60","H4K12ac",38.4615384615385,60,"Intermediate Expression","control1_Seedling"
"1170","Gene60","H3K27me1",15.3846153846154,60,"Intermediate Expression","control1_Seedling"
"1171","Gene60","H4K16ac",61.5384615384615,60,"Intermediate Expression","control1_Seedling"
"1172","Gene60","H3K14ac",46.1538461538462,60,"Intermediate Expression","control1_Seedling"
"1173","Gene60","H2A",53.8461538461538,60,"Intermediate Expression","control1_Seedling"
"1174","Gene60","H3",30.7692307692308,60,"Intermediate Expression","control1_Seedling"
"1175","Gene60","H2A-X",0,60,"Intermediate Expression","control1_Seedling"
"1176","Gene60","H3K18ac",23.0769230769231,60,"Intermediate Expression","control1_Seedling"
"1177","Gene80","H3-3",76.9230769230769,80,"Intermediate Expression","control1_Seedling"
"1178","Gene80","H3K9me2",0,80,"Intermediate Expression","control1_Seedling"
"1179","Gene80","H3K27me3",38.4615384615385,80,"Intermediate Expression","control1_Seedling"
"1180","Gene80","H2A-Z",46.1538461538462,80,"Intermediate Expression","control1_Seedling"
"1181","Gene80","H2AK121ub",38.4615384615385,80,"Intermediate Expression","control1_Seedling"
"1182","Gene80","H3ac",0,80,"Intermediate Expression","control1_Seedling"
"1183","Gene80","H3K4me3",53.8461538461538,80,"Intermediate Expression","control1_Seedling"
"1184","Gene80","H3K36me3",46.1538461538462,80,"Intermediate Expression","control1_Seedling"
"1185","Gene80","H3K27ac",53.8461538461538,80,"Intermediate Expression","control1_Seedling"
"1186","Gene80","H4K5ac",23.0769230769231,80,"Intermediate Expression","control1_Seedling"
"1187","Gene80","H4K8ac",23.0769230769231,80,"Intermediate Expression","control1_Seedling"
"1188","Gene80","H3-1",15.3846153846154,80,"Intermediate Expression","control1_Seedling"
"1189","Gene80","H3K9ac",46.1538461538462,80,"Intermediate Expression","control1_Seedling"
"1190","Gene80","H4K12ac",23.0769230769231,80,"Intermediate Expression","control1_Seedling"
"1191","Gene80","H3K27me1",23.0769230769231,80,"Intermediate Expression","control1_Seedling"
"1192","Gene80","H4K16ac",53.8461538461538,80,"Intermediate Expression","control1_Seedling"
"1193","Gene80","H3K14ac",38.4615384615385,80,"Intermediate Expression","control1_Seedling"
"1194","Gene80","H2A",53.8461538461538,80,"Intermediate Expression","control1_Seedling"
"1195","Gene80","H3",23.0769230769231,80,"Intermediate Expression","control1_Seedling"
"1196","Gene80","H2A-X",0,80,"Intermediate Expression","control1_Seedling"
"1197","Gene80","H3K18ac",15.3846153846154,80,"Intermediate Expression","control1_Seedling"
"1198","Gene100","H3-3",76.9230769230769,100,"Intermediate Expression","control1_Seedling"
"1199","Gene100","H3K9me2",0,100,"Intermediate Expression","control1_Seedling"
"1200","Gene100","H3K27me3",23.0769230769231,100,"Intermediate Expression","control1_Seedling"
"1201","Gene100","H2A-Z",38.4615384615385,100,"Intermediate Expression","control1_Seedling"
"1202","Gene100","H2AK121ub",38.4615384615385,100,"Intermediate Expression","control1_Seedling"
"1203","Gene100","H3ac",0,100,"Intermediate Expression","control1_Seedling"
"1204","Gene100","H3K4me3",46.1538461538462,100,"Intermediate Expression","control1_Seedling"
"1205","Gene100","H3K36me3",38.4615384615385,100,"Intermediate Expression","control1_Seedling"
"1206","Gene100","H3K27ac",30.7692307692308,100,"Intermediate Expression","control1_Seedling"
"1207","Gene100","H4K5ac",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1208","Gene100","H4K8ac",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1209","Gene100","H3-1",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1210","Gene100","H3K9ac",46.1538461538462,100,"Intermediate Expression","control1_Seedling"
"1211","Gene100","H4K12ac",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1212","Gene100","H3K27me1",7.69230769230769,100,"Intermediate Expression","control1_Seedling"
"1213","Gene100","H4K16ac",23.0769230769231,100,"Intermediate Expression","control1_Seedling"
"1214","Gene100","H3K14ac",23.0769230769231,100,"Intermediate Expression","control1_Seedling"
"1215","Gene100","H2A",38.4615384615385,100,"Intermediate Expression","control1_Seedling"
"1216","Gene100","H3",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1217","Gene100","H2A-X",0,100,"Intermediate Expression","control1_Seedling"
"1218","Gene100","H3K18ac",15.3846153846154,100,"Intermediate Expression","control1_Seedling"
"1219","Downstream","H3-3",30.7692307692308,120,"Intermediate Expression","control1_Seedling"
"1220","Downstream","H3K9me2",0,120,"Intermediate Expression","control1_Seedling"
"1221","Downstream","H3K27me3",15.3846153846154,120,"Intermediate Expression","control1_Seedling"
"1222","Downstream","H2A-Z",23.0769230769231,120,"Intermediate Expression","control1_Seedling"
"1223","Downstream","H2AK121ub",15.3846153846154,120,"Intermediate Expression","control1_Seedling"
"1224","Downstream","H3ac",0,120,"Intermediate Expression","control1_Seedling"
"1225","Downstream","H3K4me3",15.3846153846154,120,"Intermediate Expression","control1_Seedling"
"1226","Downstream","H3K36me3",7.69230769230769,120,"Intermediate Expression","control1_Seedling"
"1227","Downstream","H3K27ac",7.69230769230769,120,"Intermediate Expression","control1_Seedling"
"1228","Downstream","H4K5ac",0,120,"Intermediate Expression","control1_Seedling"
"1229","Downstream","H4K8ac",0,120,"Intermediate Expression","control1_Seedling"
"1230","Downstream","H3-1",0,120,"Intermediate Expression","control1_Seedling"
"1231","Downstream","H3K9ac",15.3846153846154,120,"Intermediate Expression","control1_Seedling"
"1232","Downstream","H4K12ac",0,120,"Intermediate Expression","control1_Seedling"
"1233","Downstream","H3K27me1",7.69230769230769,120,"Intermediate Expression","control1_Seedling"
"1234","Downstream","H4K16ac",7.69230769230769,120,"Intermediate Expression","control1_Seedling"
"1235","Downstream","H3K14ac",7.69230769230769,120,"Intermediate Expression","control1_Seedling"
"1236","Downstream","H2A",15.3846153846154,120,"Intermediate Expression","control1_Seedling"
"1237","Downstream","H3",0,120,"Intermediate Expression","control1_Seedling"
"1238","Downstream","H2A-X",0,120,"Intermediate Expression","control1_Seedling"
"1239","Downstream","H3K18ac",0,120,"Intermediate Expression","control1_Seedling"
"1240","DownstreamIntergenic","H3-3",15.3846153846154,140,"Intermediate Expression","control1_Seedling"
"1241","DownstreamIntergenic","H3K9me2",0,140,"Intermediate Expression","control1_Seedling"
"1242","DownstreamIntergenic","H3K27me3",23.0769230769231,140,"Intermediate Expression","control1_Seedling"
"1243","DownstreamIntergenic","H2A-Z",23.0769230769231,140,"Intermediate Expression","control1_Seedling"
"1244","DownstreamIntergenic","H2AK121ub",23.0769230769231,140,"Intermediate Expression","control1_Seedling"
"1245","DownstreamIntergenic","H3ac",0,140,"Intermediate Expression","control1_Seedling"
"1246","DownstreamIntergenic","H3K4me3",7.69230769230769,140,"Intermediate Expression","control1_Seedling"
"1247","DownstreamIntergenic","H3K36me3",0,140,"Intermediate Expression","control1_Seedling"
"1248","DownstreamIntergenic","H3K27ac",0,140,"Intermediate Expression","control1_Seedling"
"1249","DownstreamIntergenic","H4K5ac",0,140,"Intermediate Expression","control1_Seedling"
"1250","DownstreamIntergenic","H4K8ac",0,140,"Intermediate Expression","control1_Seedling"
"1251","DownstreamIntergenic","H3-1",0,140,"Intermediate Expression","control1_Seedling"
"1252","DownstreamIntergenic","H3K9ac",15.3846153846154,140,"Intermediate Expression","control1_Seedling"
"1253","DownstreamIntergenic","H4K12ac",0,140,"Intermediate Expression","control1_Seedling"
"1254","DownstreamIntergenic","H3K27me1",7.69230769230769,140,"Intermediate Expression","control1_Seedling"
"1255","DownstreamIntergenic","H4K16ac",0,140,"Intermediate Expression","control1_Seedling"
"1256","DownstreamIntergenic","H3K14ac",7.69230769230769,140,"Intermediate Expression","control1_Seedling"
"1257","DownstreamIntergenic","H2A",15.3846153846154,140,"Intermediate Expression","control1_Seedling"
"1258","DownstreamIntergenic","H3",7.69230769230769,140,"Intermediate Expression","control1_Seedling"
"1259","DownstreamIntergenic","H2A-X",7.69230769230769,140,"Intermediate Expression","control1_Seedling"
"1260","DownstreamIntergenic","H3K18ac",0,140,"Intermediate Expression","control1_Seedling"
"1261","UpstreamIntergenic","H3-3",25,-60,"High Expression","control1_Seedling"
"1262","UpstreamIntergenic","H3K9me2",0,-60,"High Expression","control1_Seedling"
"1263","UpstreamIntergenic","H3K27me3",25,-60,"High Expression","control1_Seedling"
"1264","UpstreamIntergenic","H2A-Z",50,-60,"High Expression","control1_Seedling"
"1265","UpstreamIntergenic","H2AK121ub",50,-60,"High Expression","control1_Seedling"
"1266","UpstreamIntergenic","H3ac",0,-60,"High Expression","control1_Seedling"
"1267","UpstreamIntergenic","H3K4me3",0,-60,"High Expression","control1_Seedling"
"1268","UpstreamIntergenic","H3K36me3",0,-60,"High Expression","control1_Seedling"
"1269","UpstreamIntergenic","H3K27ac",0,-60,"High Expression","control1_Seedling"
"1270","UpstreamIntergenic","H4K5ac",0,-60,"High Expression","control1_Seedling"
"1271","UpstreamIntergenic","H4K8ac",0,-60,"High Expression","control1_Seedling"
"1272","UpstreamIntergenic","H3-1",0,-60,"High Expression","control1_Seedling"
"1273","UpstreamIntergenic","H3K9ac",0,-60,"High Expression","control1_Seedling"
"1274","UpstreamIntergenic","H4K12ac",0,-60,"High Expression","control1_Seedling"
"1275","UpstreamIntergenic","H3K27me1",25,-60,"High Expression","control1_Seedling"
"1276","UpstreamIntergenic","H4K16ac",0,-60,"High Expression","control1_Seedling"
"1277","UpstreamIntergenic","H3K14ac",0,-60,"High Expression","control1_Seedling"
"1278","UpstreamIntergenic","H2A",0,-60,"High Expression","control1_Seedling"
"1279","UpstreamIntergenic","H3",25,-60,"High Expression","control1_Seedling"
"1280","UpstreamIntergenic","H2A-X",0,-60,"High Expression","control1_Seedling"
"1281","UpstreamIntergenic","H3K18ac",0,-60,"High Expression","control1_Seedling"
"1282","Promotor1000","H3-3",75,-40,"High Expression","control1_Seedling"
"1283","Promotor1000","H3K9me2",0,-40,"High Expression","control1_Seedling"
"1284","Promotor1000","H3K27me3",0,-40,"High Expression","control1_Seedling"
"1285","Promotor1000","H2A-Z",75,-40,"High Expression","control1_Seedling"
"1286","Promotor1000","H2AK121ub",25,-40,"High Expression","control1_Seedling"
"1287","Promotor1000","H3ac",0,-40,"High Expression","control1_Seedling"
"1288","Promotor1000","H3K4me3",0,-40,"High Expression","control1_Seedling"
"1289","Promotor1000","H3K36me3",0,-40,"High Expression","control1_Seedling"
"1290","Promotor1000","H3K27ac",0,-40,"High Expression","control1_Seedling"
"1291","Promotor1000","H4K5ac",0,-40,"High Expression","control1_Seedling"
"1292","Promotor1000","H4K8ac",0,-40,"High Expression","control1_Seedling"
"1293","Promotor1000","H3-1",0,-40,"High Expression","control1_Seedling"
"1294","Promotor1000","H3K9ac",25,-40,"High Expression","control1_Seedling"
"1295","Promotor1000","H4K12ac",0,-40,"High Expression","control1_Seedling"
"1296","Promotor1000","H3K27me1",50,-40,"High Expression","control1_Seedling"
"1297","Promotor1000","H4K16ac",0,-40,"High Expression","control1_Seedling"
"1298","Promotor1000","H3K14ac",0,-40,"High Expression","control1_Seedling"
"1299","Promotor1000","H2A",0,-40,"High Expression","control1_Seedling"
"1300","Promotor1000","H3",25,-40,"High Expression","control1_Seedling"
"1301","Promotor1000","H2A-X",0,-40,"High Expression","control1_Seedling"
"1302","Promotor1000","H3K18ac",0,-40,"High Expression","control1_Seedling"
"1303","Promotor500","H3-3",50,-20,"High Expression","control1_Seedling"
"1304","Promotor500","H3K9me2",0,-20,"High Expression","control1_Seedling"
"1305","Promotor500","H3K27me3",0,-20,"High Expression","control1_Seedling"
"1306","Promotor500","H2A-Z",50,-20,"High Expression","control1_Seedling"
"1307","Promotor500","H2AK121ub",25,-20,"High Expression","control1_Seedling"
"1308","Promotor500","H3ac",0,-20,"High Expression","control1_Seedling"
"1309","Promotor500","H3K4me3",75,-20,"High Expression","control1_Seedling"
"1310","Promotor500","H3K36me3",50,-20,"High Expression","control1_Seedling"
"1311","Promotor500","H3K27ac",25,-20,"High Expression","control1_Seedling"
"1312","Promotor500","H4K5ac",25,-20,"High Expression","control1_Seedling"
"1313","Promotor500","H4K8ac",0,-20,"High Expression","control1_Seedling"
"1314","Promotor500","H3-1",0,-20,"High Expression","control1_Seedling"
"1315","Promotor500","H3K9ac",75,-20,"High Expression","control1_Seedling"
"1316","Promotor500","H4K12ac",0,-20,"High Expression","control1_Seedling"
"1317","Promotor500","H3K27me1",0,-20,"High Expression","control1_Seedling"
"1318","Promotor500","H4K16ac",0,-20,"High Expression","control1_Seedling"
"1319","Promotor500","H3K14ac",25,-20,"High Expression","control1_Seedling"
"1320","Promotor500","H2A",0,-20,"High Expression","control1_Seedling"
"1321","Promotor500","H3",0,-20,"High Expression","control1_Seedling"
"1322","Promotor500","H2A-X",0,-20,"High Expression","control1_Seedling"
"1323","Promotor500","H3K18ac",0,-20,"High Expression","control1_Seedling"
"1324","Gene20","H3-3",50,20,"High Expression","control1_Seedling"
"1325","Gene20","H3K9me2",0,20,"High Expression","control1_Seedling"
"1326","Gene20","H3K27me3",0,20,"High Expression","control1_Seedling"
"1327","Gene20","H2A-Z",75,20,"High Expression","control1_Seedling"
"1328","Gene20","H2AK121ub",50,20,"High Expression","control1_Seedling"
"1329","Gene20","H3ac",0,20,"High Expression","control1_Seedling"
"1330","Gene20","H3K4me3",100,20,"High Expression","control1_Seedling"
"1331","Gene20","H3K36me3",100,20,"High Expression","control1_Seedling"
"1332","Gene20","H3K27ac",100,20,"High Expression","control1_Seedling"
"1333","Gene20","H4K5ac",100,20,"High Expression","control1_Seedling"
"1334","Gene20","H4K8ac",100,20,"High Expression","control1_Seedling"
"1335","Gene20","H3-1",0,20,"High Expression","control1_Seedling"
"1336","Gene20","H3K9ac",100,20,"High Expression","control1_Seedling"
"1337","Gene20","H4K12ac",75,20,"High Expression","control1_Seedling"
"1338","Gene20","H3K27me1",25,20,"High Expression","control1_Seedling"
"1339","Gene20","H4K16ac",75,20,"High Expression","control1_Seedling"
"1340","Gene20","H3K14ac",75,20,"High Expression","control1_Seedling"
"1341","Gene20","H2A",75,20,"High Expression","control1_Seedling"
"1342","Gene20","H3",25,20,"High Expression","control1_Seedling"
"1343","Gene20","H2A-X",25,20,"High Expression","control1_Seedling"
"1344","Gene20","H3K18ac",50,20,"High Expression","control1_Seedling"
"1345","Gene40","H3-3",75,40,"High Expression","control1_Seedling"
"1346","Gene40","H3K9me2",0,40,"High Expression","control1_Seedling"
"1347","Gene40","H3K27me3",0,40,"High Expression","control1_Seedling"
"1348","Gene40","H2A-Z",25,40,"High Expression","control1_Seedling"
"1349","Gene40","H2AK121ub",50,40,"High Expression","control1_Seedling"
"1350","Gene40","H3ac",0,40,"High Expression","control1_Seedling"
"1351","Gene40","H3K4me3",100,40,"High Expression","control1_Seedling"
"1352","Gene40","H3K36me3",100,40,"High Expression","control1_Seedling"
"1353","Gene40","H3K27ac",100,40,"High Expression","control1_Seedling"
"1354","Gene40","H4K5ac",100,40,"High Expression","control1_Seedling"
"1355","Gene40","H4K8ac",75,40,"High Expression","control1_Seedling"
"1356","Gene40","H3-1",0,40,"High Expression","control1_Seedling"
"1357","Gene40","H3K9ac",100,40,"High Expression","control1_Seedling"
"1358","Gene40","H4K12ac",75,40,"High Expression","control1_Seedling"
"1359","Gene40","H3K27me1",0,40,"High Expression","control1_Seedling"
"1360","Gene40","H4K16ac",100,40,"High Expression","control1_Seedling"
"1361","Gene40","H3K14ac",75,40,"High Expression","control1_Seedling"
"1362","Gene40","H2A",100,40,"High Expression","control1_Seedling"
"1363","Gene40","H3",75,40,"High Expression","control1_Seedling"
"1364","Gene40","H2A-X",25,40,"High Expression","control1_Seedling"
"1365","Gene40","H3K18ac",50,40,"High Expression","control1_Seedling"
"1366","Gene60","H3-3",100,60,"High Expression","control1_Seedling"
"1367","Gene60","H3K9me2",0,60,"High Expression","control1_Seedling"
"1368","Gene60","H3K27me3",25,60,"High Expression","control1_Seedling"
"1369","Gene60","H2A-Z",25,60,"High Expression","control1_Seedling"
"1370","Gene60","H2AK121ub",50,60,"High Expression","control1_Seedling"
"1371","Gene60","H3ac",0,60,"High Expression","control1_Seedling"
"1372","Gene60","H3K4me3",100,60,"High Expression","control1_Seedling"
"1373","Gene60","H3K36me3",100,60,"High Expression","control1_Seedling"
"1374","Gene60","H3K27ac",50,60,"High Expression","control1_Seedling"
"1375","Gene60","H4K5ac",0,60,"High Expression","control1_Seedling"
"1376","Gene60","H4K8ac",25,60,"High Expression","control1_Seedling"
"1377","Gene60","H3-1",25,60,"High Expression","control1_Seedling"
"1378","Gene60","H3K9ac",75,60,"High Expression","control1_Seedling"
"1379","Gene60","H4K12ac",25,60,"High Expression","control1_Seedling"
"1380","Gene60","H3K27me1",50,60,"High Expression","control1_Seedling"
"1381","Gene60","H4K16ac",50,60,"High Expression","control1_Seedling"
"1382","Gene60","H3K14ac",50,60,"High Expression","control1_Seedling"
"1383","Gene60","H2A",100,60,"High Expression","control1_Seedling"
"1384","Gene60","H3",100,60,"High Expression","control1_Seedling"
"1385","Gene60","H2A-X",75,60,"High Expression","control1_Seedling"
"1386","Gene60","H3K18ac",0,60,"High Expression","control1_Seedling"
"1387","Gene80","H3-3",100,80,"High Expression","control1_Seedling"
"1388","Gene80","H3K9me2",0,80,"High Expression","control1_Seedling"
"1389","Gene80","H3K27me3",0,80,"High Expression","control1_Seedling"
"1390","Gene80","H2A-Z",25,80,"High Expression","control1_Seedling"
"1391","Gene80","H2AK121ub",25,80,"High Expression","control1_Seedling"
"1392","Gene80","H3ac",0,80,"High Expression","control1_Seedling"
"1393","Gene80","H3K4me3",100,80,"High Expression","control1_Seedling"
"1394","Gene80","H3K36me3",100,80,"High Expression","control1_Seedling"
"1395","Gene80","H3K27ac",50,80,"High Expression","control1_Seedling"
"1396","Gene80","H4K5ac",0,80,"High Expression","control1_Seedling"
"1397","Gene80","H4K8ac",0,80,"High Expression","control1_Seedling"
"1398","Gene80","H3-1",25,80,"High Expression","control1_Seedling"
"1399","Gene80","H3K9ac",50,80,"High Expression","control1_Seedling"
"1400","Gene80","H4K12ac",0,80,"High Expression","control1_Seedling"
"1401","Gene80","H3K27me1",50,80,"High Expression","control1_Seedling"
"1402","Gene80","H4K16ac",50,80,"High Expression","control1_Seedling"
"1403","Gene80","H3K14ac",50,80,"High Expression","control1_Seedling"
"1404","Gene80","H2A",100,80,"High Expression","control1_Seedling"
"1405","Gene80","H3",100,80,"High Expression","control1_Seedling"
"1406","Gene80","H2A-X",75,80,"High Expression","control1_Seedling"
"1407","Gene80","H3K18ac",0,80,"High Expression","control1_Seedling"
"1408","Gene100","H3-3",100,100,"High Expression","control1_Seedling"
"1409","Gene100","H3K9me2",0,100,"High Expression","control1_Seedling"
"1410","Gene100","H3K27me3",0,100,"High Expression","control1_Seedling"
"1411","Gene100","H2A-Z",25,100,"High Expression","control1_Seedling"
"1412","Gene100","H2AK121ub",25,100,"High Expression","control1_Seedling"
"1413","Gene100","H3ac",0,100,"High Expression","control1_Seedling"
"1414","Gene100","H3K4me3",50,100,"High Expression","control1_Seedling"
"1415","Gene100","H3K36me3",25,100,"High Expression","control1_Seedling"
"1416","Gene100","H3K27ac",0,100,"High Expression","control1_Seedling"
"1417","Gene100","H4K5ac",0,100,"High Expression","control1_Seedling"
"1418","Gene100","H4K8ac",0,100,"High Expression","control1_Seedling"
"1419","Gene100","H3-1",25,100,"High Expression","control1_Seedling"
"1420","Gene100","H3K9ac",75,100,"High Expression","control1_Seedling"
"1421","Gene100","H4K12ac",0,100,"High Expression","control1_Seedling"
"1422","Gene100","H3K27me1",50,100,"High Expression","control1_Seedling"
"1423","Gene100","H4K16ac",25,100,"High Expression","control1_Seedling"
"1424","Gene100","H3K14ac",25,100,"High Expression","control1_Seedling"
"1425","Gene100","H2A",100,100,"High Expression","control1_Seedling"
"1426","Gene100","H3",25,100,"High Expression","control1_Seedling"
"1427","Gene100","H2A-X",25,100,"High Expression","control1_Seedling"
"1428","Gene100","H3K18ac",0,100,"High Expression","control1_Seedling"
"1429","Downstream","H3-3",75,120,"High Expression","control1_Seedling"
"1430","Downstream","H3K9me2",0,120,"High Expression","control1_Seedling"
"1431","Downstream","H3K27me3",0,120,"High Expression","control1_Seedling"
"1432","Downstream","H2A-Z",0,120,"High Expression","control1_Seedling"
"1433","Downstream","H2AK121ub",0,120,"High Expression","control1_Seedling"
"1434","Downstream","H3ac",0,120,"High Expression","control1_Seedling"
"1435","Downstream","H3K4me3",0,120,"High Expression","control1_Seedling"
"1436","Downstream","H3K36me3",0,120,"High Expression","control1_Seedling"
"1437","Downstream","H3K27ac",0,120,"High Expression","control1_Seedling"
"1438","Downstream","H4K5ac",0,120,"High Expression","control1_Seedling"
"1439","Downstream","H4K8ac",0,120,"High Expression","control1_Seedling"
"1440","Downstream","H3-1",0,120,"High Expression","control1_Seedling"
"1441","Downstream","H3K9ac",25,120,"High Expression","control1_Seedling"
"1442","Downstream","H4K12ac",0,120,"High Expression","control1_Seedling"
"1443","Downstream","H3K27me1",0,120,"High Expression","control1_Seedling"
"1444","Downstream","H4K16ac",50,120,"High Expression","control1_Seedling"
"1445","Downstream","H3K14ac",25,120,"High Expression","control1_Seedling"
"1446","Downstream","H2A",25,120,"High Expression","control1_Seedling"
"1447","Downstream","H3",0,120,"High Expression","control1_Seedling"
"1448","Downstream","H2A-X",0,120,"High Expression","control1_Seedling"
"1449","Downstream","H3K18ac",0,120,"High Expression","control1_Seedling"
"1450","DownstreamIntergenic","H3-3",25,140,"High Expression","control1_Seedling"
"1451","DownstreamIntergenic","H3K9me2",0,140,"High Expression","control1_Seedling"
"1452","DownstreamIntergenic","H3K27me3",25,140,"High Expression","control1_Seedling"
"1453","DownstreamIntergenic","H2A-Z",25,140,"High Expression","control1_Seedling"
"1454","DownstreamIntergenic","H2AK121ub",25,140,"High Expression","control1_Seedling"
"1455","DownstreamIntergenic","H3ac",0,140,"High Expression","control1_Seedling"
"1456","DownstreamIntergenic","H3K4me3",0,140,"High Expression","control1_Seedling"
"1457","DownstreamIntergenic","H3K36me3",0,140,"High Expression","control1_Seedling"
"1458","DownstreamIntergenic","H3K27ac",0,140,"High Expression","control1_Seedling"
"1459","DownstreamIntergenic","H4K5ac",0,140,"High Expression","control1_Seedling"
"1460","DownstreamIntergenic","H4K8ac",0,140,"High Expression","control1_Seedling"
"1461","DownstreamIntergenic","H3-1",0,140,"High Expression","control1_Seedling"
"1462","DownstreamIntergenic","H3K9ac",0,140,"High Expression","control1_Seedling"
"1463","DownstreamIntergenic","H4K12ac",0,140,"High Expression","control1_Seedling"
"1464","DownstreamIntergenic","H3K27me1",0,140,"High Expression","control1_Seedling"
"1465","DownstreamIntergenic","H4K16ac",0,140,"High Expression","control1_Seedling"
"1466","DownstreamIntergenic","H3K14ac",0,140,"High Expression","control1_Seedling"
"1467","DownstreamIntergenic","H2A",0,140,"High Expression","control1_Seedling"
"1468","DownstreamIntergenic","H3",0,140,"High Expression","control1_Seedling"
"1469","DownstreamIntergenic","H2A-X",0,140,"High Expression","control1_Seedling"
"1470","DownstreamIntergenic","H3K18ac",0,140,"High Expression","control1_Seedling"
"1471","UpstreamIntergenic","H3-3",0,-60,"V.High Expression","control1_Seedling"
"1472","UpstreamIntergenic","H3K9me2",0,-60,"V.High Expression","control1_Seedling"
"1473","UpstreamIntergenic","H3K27me3",0,-60,"V.High Expression","control1_Seedling"
"1474","UpstreamIntergenic","H2A-Z",0,-60,"V.High Expression","control1_Seedling"
"1475","UpstreamIntergenic","H2AK121ub",0,-60,"V.High Expression","control1_Seedling"
"1476","UpstreamIntergenic","H3ac",0,-60,"V.High Expression","control1_Seedling"
"1477","UpstreamIntergenic","H3K4me3",0,-60,"V.High Expression","control1_Seedling"
"1478","UpstreamIntergenic","H3K36me3",0,-60,"V.High Expression","control1_Seedling"
"1479","UpstreamIntergenic","H3K27ac",0,-60,"V.High Expression","control1_Seedling"
"1480","UpstreamIntergenic","H4K5ac",0,-60,"V.High Expression","control1_Seedling"
"1481","UpstreamIntergenic","H4K8ac",0,-60,"V.High Expression","control1_Seedling"
"1482","UpstreamIntergenic","H3-1",0,-60,"V.High Expression","control1_Seedling"
"1483","UpstreamIntergenic","H3K9ac",0,-60,"V.High Expression","control1_Seedling"
"1484","UpstreamIntergenic","H4K12ac",0,-60,"V.High Expression","control1_Seedling"
"1485","UpstreamIntergenic","H3K27me1",0,-60,"V.High Expression","control1_Seedling"
"1486","UpstreamIntergenic","H4K16ac",0,-60,"V.High Expression","control1_Seedling"
"1487","UpstreamIntergenic","H3K14ac",0,-60,"V.High Expression","control1_Seedling"
"1488","UpstreamIntergenic","H2A",0,-60,"V.High Expression","control1_Seedling"
"1489","UpstreamIntergenic","H3",0,-60,"V.High Expression","control1_Seedling"
"1490","UpstreamIntergenic","H2A-X",0,-60,"V.High Expression","control1_Seedling"
"1491","UpstreamIntergenic","H3K18ac",0,-60,"V.High Expression","control1_Seedling"
"1492","Promotor1000","H3-3",66.6666666666667,-40,"V.High Expression","control1_Seedling"
"1493","Promotor1000","H3K9me2",0,-40,"V.High Expression","control1_Seedling"
"1494","Promotor1000","H3K27me3",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1495","Promotor1000","H2A-Z",100,-40,"V.High Expression","control1_Seedling"
"1496","Promotor1000","H2AK121ub",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1497","Promotor1000","H3ac",0,-40,"V.High Expression","control1_Seedling"
"1498","Promotor1000","H3K4me3",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1499","Promotor1000","H3K36me3",0,-40,"V.High Expression","control1_Seedling"
"1500","Promotor1000","H3K27ac",66.6666666666667,-40,"V.High Expression","control1_Seedling"
"1501","Promotor1000","H4K5ac",66.6666666666667,-40,"V.High Expression","control1_Seedling"
"1502","Promotor1000","H4K8ac",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1503","Promotor1000","H3-1",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1504","Promotor1000","H3K9ac",66.6666666666667,-40,"V.High Expression","control1_Seedling"
"1505","Promotor1000","H4K12ac",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1506","Promotor1000","H3K27me1",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1507","Promotor1000","H4K16ac",33.3333333333333,-40,"V.High Expression","control1_Seedling"
"1508","Promotor1000","H3K14ac",66.6666666666667,-40,"V.High Expression","control1_Seedling"
"1509","Promotor1000","H2A",0,-40,"V.High Expression","control1_Seedling"
"1510","Promotor1000","H3",0,-40,"V.High Expression","control1_Seedling"
