"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"2530","DownstreamIntergenic","H3-3",0,"control3_root",140,"No Expression",54
"2531","UpstreamIntergenic","H3K9me2",0,"control3_root",-60,"No Expression",54
"2532","Promotor1000","H3K9me2",0,"control3_root",-40,"No Expression",54
"2533","Promotor500","H3K9me2",0,"control3_root",-20,"No Expression",54
"2534","Gene20","H3K9me2",0,"control3_root",20,"No Expression",54
"2535","Gene40","H3K9me2",0,"control3_root",40,"No Expression",54
"2536","Gene60","H3K9me2",0,"control3_root",60,"No Expression",54
"2537","Gene80","H3K9me2",0,"control3_root",80,"No Expression",54
"2538","Gene100","H3K9me2",0,"control3_root",100,"No Expression",54
"2539","Downstream","H3K9me2",0,"control3_root",120,"No Expression",54
"2540","DownstreamIntergenic","H3K9me2",0,"control3_root",140,"No Expression",54
"2541","UpstreamIntergenic","H3K27me3",0.00526773390877194,"control3_root",-60,"No Expression",54
"2542","Promotor1000","H3K27me3",0.0209444444444444,"control3_root",-40,"No Expression",54
"2543","Promotor500","H3K27me3",0.0215185185185185,"control3_root",-20,"No Expression",54
"2544","Gene20","H3K27me3",0.0707418874497244,"control3_root",20,"No Expression",54
"2545","Gene40","H3K27me3",0.106442946562622,"control3_root",40,"No Expression",54
"2546","Gene60","H3K27me3",0.123348566284108,"control3_root",60,"No Expression",54
"2547","Gene80","H3K27me3",0.095974243360145,"control3_root",80,"No Expression",54
"2548","Gene100","H3K27me3",0.0619762747276203,"control3_root",100,"No Expression",54
"2549","Downstream","H3K27me3",0.037037037037037,"control3_root",120,"No Expression",54
"2550","DownstreamIntergenic","H3K27me3",0.00401085807589646,"control3_root",140,"No Expression",54
"2551","UpstreamIntergenic","H2A-Z",0,"control3_root",-60,"No Expression",54
"2552","Promotor1000","H2A-Z",0,"control3_root",-40,"No Expression",54
"2553","Promotor500","H2A-Z",0,"control3_root",-20,"No Expression",54
"2554","Gene20","H2A-Z",0,"control3_root",20,"No Expression",54
"2555","Gene40","H2A-Z",0,"control3_root",40,"No Expression",54
"2556","Gene60","H2A-Z",0,"control3_root",60,"No Expression",54
"2557","Gene80","H2A-Z",0,"control3_root",80,"No Expression",54
"2558","Gene100","H2A-Z",0,"control3_root",100,"No Expression",54
"2559","Downstream","H2A-Z",0,"control3_root",120,"No Expression",54
"2560","DownstreamIntergenic","H2A-Z",0,"control3_root",140,"No Expression",54
"2561","UpstreamIntergenic","H2AK121ub",0,"control3_root",-60,"No Expression",54
"2562","Promotor1000","H2AK121ub",0,"control3_root",-40,"No Expression",54
"2563","Promotor500","H2AK121ub",0,"control3_root",-20,"No Expression",54
"2564","Gene20","H2AK121ub",0,"control3_root",20,"No Expression",54
"2565","Gene40","H2AK121ub",0,"control3_root",40,"No Expression",54
"2566","Gene60","H2AK121ub",0,"control3_root",60,"No Expression",54
"2567","Gene80","H2AK121ub",0,"control3_root",80,"No Expression",54
"2568","Gene100","H2AK121ub",0,"control3_root",100,"No Expression",54
"2569","Downstream","H2AK121ub",0,"control3_root",120,"No Expression",54
"2570","DownstreamIntergenic","H2AK121ub",0,"control3_root",140,"No Expression",54
"2571","UpstreamIntergenic","H3ac",0.0190611952389855,"control3_root",-60,"No Expression",54
"2572","Promotor1000","H3ac",0.0505925925925926,"control3_root",-40,"No Expression",54
"2573","Promotor500","H3ac",0.017962962962963,"control3_root",-20,"No Expression",54
"2574","Gene20","H3ac",0.0371064303792375,"control3_root",20,"No Expression",54
"2575","Gene40","H3ac",0.0207018927444719,"control3_root",40,"No Expression",54
"2576","Gene60","H3ac",0.0185185185185185,"control3_root",60,"No Expression",54
"2577","Gene80","H3ac",0.0559784259256151,"control3_root",80,"No Expression",54
"2578","Gene100","H3ac",0.075444688109166,"control3_root",100,"No Expression",54
"2579","Downstream","H3ac",0.0826851851851852,"control3_root",120,"No Expression",54
"2580","DownstreamIntergenic","H3ac",0,"control3_root",140,"No Expression",54
"2581","UpstreamIntergenic","H3K4me3",0,"control3_root",-60,"No Expression",54
"2582","Promotor1000","H3K4me3",0.0243333333333333,"control3_root",-40,"No Expression",54
"2583","Promotor500","H3K4me3",0.0136296296296296,"control3_root",-20,"No Expression",54
"2584","Gene20","H3K4me3",0,"control3_root",20,"No Expression",54
"2585","Gene40","H3K4me3",0.0396480384426694,"control3_root",40,"No Expression",54
"2586","Gene60","H3K4me3",0.0537837256746299,"control3_root",60,"No Expression",54
"2587","Gene80","H3K4me3",0.0337749282835315,"control3_root",80,"No Expression",54
"2588","Gene100","H3K4me3",0.0353895129422046,"control3_root",100,"No Expression",54
"2589","Downstream","H3K4me3",0.00953703703703704,"control3_root",120,"No Expression",54
"2590","DownstreamIntergenic","H3K4me3",0.00357850282169152,"control3_root",140,"No Expression",54
"2591","UpstreamIntergenic","H3K36me3",0,"control3_root",-60,"No Expression",54
"2592","Promotor1000","H3K36me3",0,"control3_root",-40,"No Expression",54
"2593","Promotor500","H3K36me3",0,"control3_root",-20,"No Expression",54
"2594","Gene20","H3K36me3",0,"control3_root",20,"No Expression",54
"2595","Gene40","H3K36me3",0,"control3_root",40,"No Expression",54
"2596","Gene60","H3K36me3",0,"control3_root",60,"No Expression",54
"2597","Gene80","H3K36me3",0,"control3_root",80,"No Expression",54
"2598","Gene100","H3K36me3",0,"control3_root",100,"No Expression",54
"2599","Downstream","H3K36me3",0,"control3_root",120,"No Expression",54
"2600","DownstreamIntergenic","H3K36me3",0,"control3_root",140,"No Expression",54
"2601","UpstreamIntergenic","H3K27ac",0,"control3_root",-60,"No Expression",54
"2602","Promotor1000","H3K27ac",0,"control3_root",-40,"No Expression",54
"2603","Promotor500","H3K27ac",0,"control3_root",-20,"No Expression",54
"2604","Gene20","H3K27ac",0,"control3_root",20,"No Expression",54
"2605","Gene40","H3K27ac",0,"control3_root",40,"No Expression",54
"2606","Gene60","H3K27ac",0,"control3_root",60,"No Expression",54
"2607","Gene80","H3K27ac",0,"control3_root",80,"No Expression",54
"2608","Gene100","H3K27ac",0,"control3_root",100,"No Expression",54
"2609","Downstream","H3K27ac",0,"control3_root",120,"No Expression",54
"2610","DownstreamIntergenic","H3K27ac",0,"control3_root",140,"No Expression",54
"2611","UpstreamIntergenic","H4K5ac",0,"control3_root",-60,"No Expression",54
"2612","Promotor1000","H4K5ac",0,"control3_root",-40,"No Expression",54
"2613","Promotor500","H4K5ac",0,"control3_root",-20,"No Expression",54
"2614","Gene20","H4K5ac",0,"control3_root",20,"No Expression",54
"2615","Gene40","H4K5ac",0,"control3_root",40,"No Expression",54
"2616","Gene60","H4K5ac",0,"control3_root",60,"No Expression",54
"2617","Gene80","H4K5ac",0,"control3_root",80,"No Expression",54
"2618","Gene100","H4K5ac",0,"control3_root",100,"No Expression",54
"2619","Downstream","H4K5ac",0,"control3_root",120,"No Expression",54
"2620","DownstreamIntergenic","H4K5ac",0,"control3_root",140,"No Expression",54
"2621","UpstreamIntergenic","H4K8ac",0,"control3_root",-60,"No Expression",54
"2622","Promotor1000","H4K8ac",0,"control3_root",-40,"No Expression",54
"2623","Promotor500","H4K8ac",0,"control3_root",-20,"No Expression",54
"2624","Gene20","H4K8ac",0,"control3_root",20,"No Expression",54
"2625","Gene40","H4K8ac",0,"control3_root",40,"No Expression",54
"2626","Gene60","H4K8ac",0,"control3_root",60,"No Expression",54
"2627","Gene80","H4K8ac",0,"control3_root",80,"No Expression",54
"2628","Gene100","H4K8ac",0,"control3_root",100,"No Expression",54
"2629","Downstream","H4K8ac",0,"control3_root",120,"No Expression",54
"2630","DownstreamIntergenic","H4K8ac",0,"control3_root",140,"No Expression",54
"2631","UpstreamIntergenic","H3-1",0,"control3_root",-60,"No Expression",54
"2632","Promotor1000","H3-1",0,"control3_root",-40,"No Expression",54
"2633","Promotor500","H3-1",0,"control3_root",-20,"No Expression",54
"2634","Gene20","H3-1",0,"control3_root",20,"No Expression",54
"2635","Gene40","H3-1",0,"control3_root",40,"No Expression",54
"2636","Gene60","H3-1",0,"control3_root",60,"No Expression",54
"2637","Gene80","H3-1",0,"control3_root",80,"No Expression",54
"2638","Gene100","H3-1",0,"control3_root",100,"No Expression",54
"2639","Downstream","H3-1",0,"control3_root",120,"No Expression",54
"2640","DownstreamIntergenic","H3-1",0,"control3_root",140,"No Expression",54
"2641","UpstreamIntergenic","H3K9ac",0,"control3_root",-60,"No Expression",54
"2642","Promotor1000","H3K9ac",0,"control3_root",-40,"No Expression",54
"2643","Promotor500","H3K9ac",0,"control3_root",-20,"No Expression",54
"2644","Gene20","H3K9ac",0,"control3_root",20,"No Expression",54
"2645","Gene40","H3K9ac",0,"control3_root",40,"No Expression",54
"2646","Gene60","H3K9ac",0,"control3_root",60,"No Expression",54
"2647","Gene80","H3K9ac",0,"control3_root",80,"No Expression",54
"2648","Gene100","H3K9ac",0,"control3_root",100,"No Expression",54
"2649","Downstream","H3K9ac",0,"control3_root",120,"No Expression",54
"2650","DownstreamIntergenic","H3K9ac",0,"control3_root",140,"No Expression",54
"2651","UpstreamIntergenic","H4K12ac",0,"control3_root",-60,"No Expression",54
"2652","Promotor1000","H4K12ac",0,"control3_root",-40,"No Expression",54
"2653","Promotor500","H4K12ac",0,"control3_root",-20,"No Expression",54
"2654","Gene20","H4K12ac",0,"control3_root",20,"No Expression",54
"2655","Gene40","H4K12ac",0,"control3_root",40,"No Expression",54
"2656","Gene60","H4K12ac",0,"control3_root",60,"No Expression",54
"2657","Gene80","H4K12ac",0,"control3_root",80,"No Expression",54
"2658","Gene100","H4K12ac",0,"control3_root",100,"No Expression",54
"2659","Downstream","H4K12ac",0,"control3_root",120,"No Expression",54
"2660","DownstreamIntergenic","H4K12ac",0,"control3_root",140,"No Expression",54
"2661","UpstreamIntergenic","H3K27me1",0,"control3_root",-60,"No Expression",54
"2662","Promotor1000","H3K27me1",0,"control3_root",-40,"No Expression",54
"2663","Promotor500","H3K27me1",0,"control3_root",-20,"No Expression",54
"2664","Gene20","H3K27me1",0,"control3_root",20,"No Expression",54
"2665","Gene40","H3K27me1",0,"control3_root",40,"No Expression",54
"2666","Gene60","H3K27me1",0,"control3_root",60,"No Expression",54
"2667","Gene80","H3K27me1",0,"control3_root",80,"No Expression",54
"2668","Gene100","H3K27me1",0,"control3_root",100,"No Expression",54
"2669","Downstream","H3K27me1",0,"control3_root",120,"No Expression",54
"2670","DownstreamIntergenic","H3K27me1",0,"control3_root",140,"No Expression",54
"2671","UpstreamIntergenic","H4K16ac",0,"control3_root",-60,"No Expression",54
"2672","Promotor1000","H4K16ac",0,"control3_root",-40,"No Expression",54
"2673","Promotor500","H4K16ac",0,"control3_root",-20,"No Expression",54
"2674","Gene20","H4K16ac",0,"control3_root",20,"No Expression",54
"2675","Gene40","H4K16ac",0,"control3_root",40,"No Expression",54
"2676","Gene60","H4K16ac",0,"control3_root",60,"No Expression",54
"2677","Gene80","H4K16ac",0,"control3_root",80,"No Expression",54
"2678","Gene100","H4K16ac",0,"control3_root",100,"No Expression",54
"2679","Downstream","H4K16ac",0,"control3_root",120,"No Expression",54
"2680","DownstreamIntergenic","H4K16ac",0,"control3_root",140,"No Expression",54
"2681","UpstreamIntergenic","H3K14ac",0,"control3_root",-60,"No Expression",54
"2682","Promotor1000","H3K14ac",0,"control3_root",-40,"No Expression",54
"2683","Promotor500","H3K14ac",0,"control3_root",-20,"No Expression",54
"2684","Gene20","H3K14ac",0,"control3_root",20,"No Expression",54
"2685","Gene40","H3K14ac",0,"control3_root",40,"No Expression",54
"2686","Gene60","H3K14ac",0,"control3_root",60,"No Expression",54
"2687","Gene80","H3K14ac",0,"control3_root",80,"No Expression",54
"2688","Gene100","H3K14ac",0,"control3_root",100,"No Expression",54
"2689","Downstream","H3K14ac",0,"control3_root",120,"No Expression",54
"2690","DownstreamIntergenic","H3K14ac",0,"control3_root",140,"No Expression",54
"2691","UpstreamIntergenic","H2A",0,"control3_root",-60,"No Expression",54
"2692","Promotor1000","H2A",0,"control3_root",-40,"No Expression",54
"2693","Promotor500","H2A",0,"control3_root",-20,"No Expression",54
"2694","Gene20","H2A",0,"control3_root",20,"No Expression",54
"2695","Gene40","H2A",0,"control3_root",40,"No Expression",54
"2696","Gene60","H2A",0,"control3_root",60,"No Expression",54
"2697","Gene80","H2A",0,"control3_root",80,"No Expression",54
"2698","Gene100","H2A",0,"control3_root",100,"No Expression",54
"2699","Downstream","H2A",0,"control3_root",120,"No Expression",54
"2700","DownstreamIntergenic","H2A",0,"control3_root",140,"No Expression",54
"2701","UpstreamIntergenic","H3",0,"control3_root",-60,"No Expression",54
"2702","Promotor1000","H3",0,"control3_root",-40,"No Expression",54
"2703","Promotor500","H3",0,"control3_root",-20,"No Expression",54
"2704","Gene20","H3",0,"control3_root",20,"No Expression",54
"2705","Gene40","H3",0,"control3_root",40,"No Expression",54
"2706","Gene60","H3",0,"control3_root",60,"No Expression",54
"2707","Gene80","H3",0,"control3_root",80,"No Expression",54
"2708","Gene100","H3",0,"control3_root",100,"No Expression",54
"2709","Downstream","H3",0,"control3_root",120,"No Expression",54
"2710","DownstreamIntergenic","H3",0,"control3_root",140,"No Expression",54
"2711","UpstreamIntergenic","H2A-X",0,"control3_root",-60,"No Expression",54
"2712","Promotor1000","H2A-X",0,"control3_root",-40,"No Expression",54
"2713","Promotor500","H2A-X",0,"control3_root",-20,"No Expression",54
"2714","Gene20","H2A-X",0,"control3_root",20,"No Expression",54
"2715","Gene40","H2A-X",0,"control3_root",40,"No Expression",54
"2716","Gene60","H2A-X",0,"control3_root",60,"No Expression",54
"2717","Gene80","H2A-X",0,"control3_root",80,"No Expression",54
"2718","Gene100","H2A-X",0,"control3_root",100,"No Expression",54
"2719","Downstream","H2A-X",0,"control3_root",120,"No Expression",54
"2720","DownstreamIntergenic","H2A-X",0,"control3_root",140,"No Expression",54
"2721","UpstreamIntergenic","H3K18ac",0,"control3_root",-60,"No Expression",54
"2722","Promotor1000","H3K18ac",0,"control3_root",-40,"No Expression",54
"2723","Promotor500","H3K18ac",0,"control3_root",-20,"No Expression",54
"2724","Gene20","H3K18ac",0,"control3_root",20,"No Expression",54
"2725","Gene40","H3K18ac",0,"control3_root",40,"No Expression",54
"2726","Gene60","H3K18ac",0,"control3_root",60,"No Expression",54
"2727","Gene80","H3K18ac",0,"control3_root",80,"No Expression",54
"2728","Gene100","H3K18ac",0,"control3_root",100,"No Expression",54
"2729","Downstream","H3K18ac",0,"control3_root",120,"No Expression",54
"2730","DownstreamIntergenic","H3K18ac",0,"control3_root",140,"No Expression",54
"2731","UpstreamIntergenic","H3-3",0,"control3_root",-60,"Low Expression",120
"2732","Promotor1000","H3-3",0,"control3_root",-40,"Low Expression",120
"2733","Promotor500","H3-3",0,"control3_root",-20,"Low Expression",120
"2734","Gene20","H3-3",0,"control3_root",20,"Low Expression",120
"2735","Gene40","H3-3",0,"control3_root",40,"Low Expression",120
"2736","Gene60","H3-3",0,"control3_root",60,"Low Expression",120
"2737","Gene80","H3-3",0,"control3_root",80,"Low Expression",120
"2738","Gene100","H3-3",0,"control3_root",100,"Low Expression",120
"2739","Downstream","H3-3",0,"control3_root",120,"Low Expression",120
"2740","DownstreamIntergenic","H3-3",0,"control3_root",140,"Low Expression",120
"2741","UpstreamIntergenic","H3K9me2",0,"control3_root",-60,"Low Expression",120
"2742","Promotor1000","H3K9me2",0,"control3_root",-40,"Low Expression",120
"2743","Promotor500","H3K9me2",0,"control3_root",-20,"Low Expression",120
"2744","Gene20","H3K9me2",0,"control3_root",20,"Low Expression",120
"2745","Gene40","H3K9me2",0,"control3_root",40,"Low Expression",120
"2746","Gene60","H3K9me2",0,"control3_root",60,"Low Expression",120
"2747","Gene80","H3K9me2",0,"control3_root",80,"Low Expression",120
"2748","Gene100","H3K9me2",0,"control3_root",100,"Low Expression",120
"2749","Downstream","H3K9me2",0,"control3_root",120,"Low Expression",120
"2750","DownstreamIntergenic","H3K9me2",0,"control3_root",140,"Low Expression",120
"2751","UpstreamIntergenic","H3K27me3",0.00198853301896984,"control3_root",-60,"Low Expression",120
"2752","Promotor1000","H3K27me3",0.0283083333333333,"control3_root",-40,"Low Expression",120
"2753","Promotor500","H3K27me3",0.0266333333333333,"control3_root",-20,"Low Expression",120
"2754","Gene20","H3K27me3",0.0692908805755541,"control3_root",20,"Low Expression",120
"2755","Gene40","H3K27me3",0.0765995213652337,"control3_root",40,"Low Expression",120
"2756","Gene60","H3K27me3",0.104319933541327,"control3_root",60,"Low Expression",120
"2757","Gene80","H3K27me3",0.073610398817461,"control3_root",80,"Low Expression",120
"2758","Gene100","H3K27me3",0.0379067403844398,"control3_root",100,"Low Expression",120
"2759","Downstream","H3K27me3",0.05275,"control3_root",120,"Low Expression",120
"2760","DownstreamIntergenic","H3K27me3",0.0171767461286734,"control3_root",140,"Low Expression",120
"2761","UpstreamIntergenic","H2A-Z",0,"control3_root",-60,"Low Expression",120
"2762","Promotor1000","H2A-Z",0,"control3_root",-40,"Low Expression",120
"2763","Promotor500","H2A-Z",0,"control3_root",-20,"Low Expression",120
"2764","Gene20","H2A-Z",0,"control3_root",20,"Low Expression",120
"2765","Gene40","H2A-Z",0,"control3_root",40,"Low Expression",120
"2766","Gene60","H2A-Z",0,"control3_root",60,"Low Expression",120
"2767","Gene80","H2A-Z",0,"control3_root",80,"Low Expression",120
"2768","Gene100","H2A-Z",0,"control3_root",100,"Low Expression",120
"2769","Downstream","H2A-Z",0,"control3_root",120,"Low Expression",120
"2770","DownstreamIntergenic","H2A-Z",0,"control3_root",140,"Low Expression",120
"2771","UpstreamIntergenic","H2AK121ub",0,"control3_root",-60,"Low Expression",120
"2772","Promotor1000","H2AK121ub",0,"control3_root",-40,"Low Expression",120
"2773","Promotor500","H2AK121ub",0,"control3_root",-20,"Low Expression",120
"2774","Gene20","H2AK121ub",0,"control3_root",20,"Low Expression",120
"2775","Gene40","H2AK121ub",0,"control3_root",40,"Low Expression",120
"2776","Gene60","H2AK121ub",0,"control3_root",60,"Low Expression",120
"2777","Gene80","H2AK121ub",0,"control3_root",80,"Low Expression",120
"2778","Gene100","H2AK121ub",0,"control3_root",100,"Low Expression",120
"2779","Downstream","H2AK121ub",0,"control3_root",120,"Low Expression",120
"2780","DownstreamIntergenic","H2AK121ub",0,"control3_root",140,"Low Expression",120
"2781","UpstreamIntergenic","H3ac",0.00171261159668937,"control3_root",-60,"Low Expression",120
"2782","Promotor1000","H3ac",0.206966666666667,"control3_root",-40,"Low Expression",120
"2783","Promotor500","H3ac",0.247783333333333,"control3_root",-20,"Low Expression",120
"2784","Gene20","H3ac",0.678813909306999,"control3_root",20,"Low Expression",120
"2785","Gene40","H3ac",0.368564838577972,"control3_root",40,"Low Expression",120
"2786","Gene60","H3ac",0.192591244065443,"control3_root",60,"Low Expression",120
"2787","Gene80","H3ac",0.153393507380692,"control3_root",80,"Low Expression",120
"2788","Gene100","H3ac",0.141794650068448,"control3_root",100,"Low Expression",120
"2789","Downstream","H3ac",0.126875,"control3_root",120,"Low Expression",120
"2790","DownstreamIntergenic","H3ac",0.0242033186146689,"control3_root",140,"Low Expression",120
"2791","UpstreamIntergenic","H3K4me3",0.00833333333333333,"control3_root",-60,"Low Expression",120
"2792","Promotor1000","H3K4me3",0.0784833333333333,"control3_root",-40,"Low Expression",120
"2793","Promotor500","H3K4me3",0.0827833333333333,"control3_root",-20,"Low Expression",120
"2794","Gene20","H3K4me3",0.291722198812368,"control3_root",20,"Low Expression",120
"2795","Gene40","H3K4me3",0.209282192548772,"control3_root",40,"Low Expression",120
"2796","Gene60","H3K4me3",0.132944544127202,"control3_root",60,"Low Expression",120
"2797","Gene80","H3K4me3",0.0847444072982325,"control3_root",80,"Low Expression",120
"2798","Gene100","H3K4me3",0.0519033292684083,"control3_root",100,"Low Expression",120
"2799","Downstream","H3K4me3",0.0595416666666667,"control3_root",120,"Low Expression",120
"2800","DownstreamIntergenic","H3K4me3",0.020361736182522,"control3_root",140,"Low Expression",120
"2801","UpstreamIntergenic","H3K36me3",0,"control3_root",-60,"Low Expression",120
"2802","Promotor1000","H3K36me3",0,"control3_root",-40,"Low Expression",120
"2803","Promotor500","H3K36me3",0,"control3_root",-20,"Low Expression",120
"2804","Gene20","H3K36me3",0,"control3_root",20,"Low Expression",120
"2805","Gene40","H3K36me3",0,"control3_root",40,"Low Expression",120
"2806","Gene60","H3K36me3",0,"control3_root",60,"Low Expression",120
"2807","Gene80","H3K36me3",0,"control3_root",80,"Low Expression",120
"2808","Gene100","H3K36me3",0,"control3_root",100,"Low Expression",120
"2809","Downstream","H3K36me3",0,"control3_root",120,"Low Expression",120
"2810","DownstreamIntergenic","H3K36me3",0,"control3_root",140,"Low Expression",120
"2811","UpstreamIntergenic","H3K27ac",0,"control3_root",-60,"Low Expression",120
"2812","Promotor1000","H3K27ac",0,"control3_root",-40,"Low Expression",120
"2813","Promotor500","H3K27ac",0,"control3_root",-20,"Low Expression",120
"2814","Gene20","H3K27ac",0,"control3_root",20,"Low Expression",120
"2815","Gene40","H3K27ac",0,"control3_root",40,"Low Expression",120
"2816","Gene60","H3K27ac",0,"control3_root",60,"Low Expression",120
"2817","Gene80","H3K27ac",0,"control3_root",80,"Low Expression",120
"2818","Gene100","H3K27ac",0,"control3_root",100,"Low Expression",120
"2819","Downstream","H3K27ac",0,"control3_root",120,"Low Expression",120
"2820","DownstreamIntergenic","H3K27ac",0,"control3_root",140,"Low Expression",120
"2821","UpstreamIntergenic","H4K5ac",0,"control3_root",-60,"Low Expression",120
"2822","Promotor1000","H4K5ac",0,"control3_root",-40,"Low Expression",120
"2823","Promotor500","H4K5ac",0,"control3_root",-20,"Low Expression",120
"2824","Gene20","H4K5ac",0,"control3_root",20,"Low Expression",120
"2825","Gene40","H4K5ac",0,"control3_root",40,"Low Expression",120
"2826","Gene60","H4K5ac",0,"control3_root",60,"Low Expression",120
"2827","Gene80","H4K5ac",0,"control3_root",80,"Low Expression",120
"2828","Gene100","H4K5ac",0,"control3_root",100,"Low Expression",120
"2829","Downstream","H4K5ac",0,"control3_root",120,"Low Expression",120
"2830","DownstreamIntergenic","H4K5ac",0,"control3_root",140,"Low Expression",120
"2831","UpstreamIntergenic","H4K8ac",0,"control3_root",-60,"Low Expression",120
"2832","Promotor1000","H4K8ac",0,"control3_root",-40,"Low Expression",120
"2833","Promotor500","H4K8ac",0,"control3_root",-20,"Low Expression",120
"2834","Gene20","H4K8ac",0,"control3_root",20,"Low Expression",120
"2835","Gene40","H4K8ac",0,"control3_root",40,"Low Expression",120
"2836","Gene60","H4K8ac",0,"control3_root",60,"Low Expression",120
"2837","Gene80","H4K8ac",0,"control3_root",80,"Low Expression",120
"2838","Gene100","H4K8ac",0,"control3_root",100,"Low Expression",120
"2839","Downstream","H4K8ac",0,"control3_root",120,"Low Expression",120
"2840","DownstreamIntergenic","H4K8ac",0,"control3_root",140,"Low Expression",120
"2841","UpstreamIntergenic","H3-1",0,"control3_root",-60,"Low Expression",120
"2842","Promotor1000","H3-1",0,"control3_root",-40,"Low Expression",120
"2843","Promotor500","H3-1",0,"control3_root",-20,"Low Expression",120
"2844","Gene20","H3-1",0,"control3_root",20,"Low Expression",120
"2845","Gene40","H3-1",0,"control3_root",40,"Low Expression",120
"2846","Gene60","H3-1",0,"control3_root",60,"Low Expression",120
"2847","Gene80","H3-1",0,"control3_root",80,"Low Expression",120
"2848","Gene100","H3-1",0,"control3_root",100,"Low Expression",120
"2849","Downstream","H3-1",0,"control3_root",120,"Low Expression",120
"2850","DownstreamIntergenic","H3-1",0,"control3_root",140,"Low Expression",120
"2851","UpstreamIntergenic","H3K9ac",0,"control3_root",-60,"Low Expression",120
"2852","Promotor1000","H3K9ac",0,"control3_root",-40,"Low Expression",120
"2853","Promotor500","H3K9ac",0,"control3_root",-20,"Low Expression",120
"2854","Gene20","H3K9ac",0,"control3_root",20,"Low Expression",120
"2855","Gene40","H3K9ac",0,"control3_root",40,"Low Expression",120
"2856","Gene60","H3K9ac",0,"control3_root",60,"Low Expression",120
"2857","Gene80","H3K9ac",0,"control3_root",80,"Low Expression",120
"2858","Gene100","H3K9ac",0,"control3_root",100,"Low Expression",120
"2859","Downstream","H3K9ac",0,"control3_root",120,"Low Expression",120
"2860","DownstreamIntergenic","H3K9ac",0,"control3_root",140,"Low Expression",120
"2861","UpstreamIntergenic","H4K12ac",0,"control3_root",-60,"Low Expression",120
"2862","Promotor1000","H4K12ac",0,"control3_root",-40,"Low Expression",120
"2863","Promotor500","H4K12ac",0,"control3_root",-20,"Low Expression",120
"2864","Gene20","H4K12ac",0,"control3_root",20,"Low Expression",120
"2865","Gene40","H4K12ac",0,"control3_root",40,"Low Expression",120
"2866","Gene60","H4K12ac",0,"control3_root",60,"Low Expression",120
"2867","Gene80","H4K12ac",0,"control3_root",80,"Low Expression",120
"2868","Gene100","H4K12ac",0,"control3_root",100,"Low Expression",120
"2869","Downstream","H4K12ac",0,"control3_root",120,"Low Expression",120
"2870","DownstreamIntergenic","H4K12ac",0,"control3_root",140,"Low Expression",120
"2871","UpstreamIntergenic","H3K27me1",0,"control3_root",-60,"Low Expression",120
"2872","Promotor1000","H3K27me1",0,"control3_root",-40,"Low Expression",120
"2873","Promotor500","H3K27me1",0,"control3_root",-20,"Low Expression",120
"2874","Gene20","H3K27me1",0,"control3_root",20,"Low Expression",120
"2875","Gene40","H3K27me1",0,"control3_root",40,"Low Expression",120
"2876","Gene60","H3K27me1",0,"control3_root",60,"Low Expression",120
"2877","Gene80","H3K27me1",0,"control3_root",80,"Low Expression",120
"2878","Gene100","H3K27me1",0,"control3_root",100,"Low Expression",120
"2879","Downstream","H3K27me1",0,"control3_root",120,"Low Expression",120
"2880","DownstreamIntergenic","H3K27me1",0,"control3_root",140,"Low Expression",120
"2881","UpstreamIntergenic","H4K16ac",0,"control3_root",-60,"Low Expression",120
"2882","Promotor1000","H4K16ac",0,"control3_root",-40,"Low Expression",120
"2883","Promotor500","H4K16ac",0,"control3_root",-20,"Low Expression",120
"2884","Gene20","H4K16ac",0,"control3_root",20,"Low Expression",120
"2885","Gene40","H4K16ac",0,"control3_root",40,"Low Expression",120
"2886","Gene60","H4K16ac",0,"control3_root",60,"Low Expression",120
"2887","Gene80","H4K16ac",0,"control3_root",80,"Low Expression",120
"2888","Gene100","H4K16ac",0,"control3_root",100,"Low Expression",120
"2889","Downstream","H4K16ac",0,"control3_root",120,"Low Expression",120
"2890","DownstreamIntergenic","H4K16ac",0,"control3_root",140,"Low Expression",120
"2891","UpstreamIntergenic","H3K14ac",0,"control3_root",-60,"Low Expression",120
"2892","Promotor1000","H3K14ac",0,"control3_root",-40,"Low Expression",120
"2893","Promotor500","H3K14ac",0,"control3_root",-20,"Low Expression",120
"2894","Gene20","H3K14ac",0,"control3_root",20,"Low Expression",120
"2895","Gene40","H3K14ac",0,"control3_root",40,"Low Expression",120
"2896","Gene60","H3K14ac",0,"control3_root",60,"Low Expression",120
"2897","Gene80","H3K14ac",0,"control3_root",80,"Low Expression",120
"2898","Gene100","H3K14ac",0,"control3_root",100,"Low Expression",120
"2899","Downstream","H3K14ac",0,"control3_root",120,"Low Expression",120
"2900","DownstreamIntergenic","H3K14ac",0,"control3_root",140,"Low Expression",120
"2901","UpstreamIntergenic","H2A",0,"control3_root",-60,"Low Expression",120
"2902","Promotor1000","H2A",0,"control3_root",-40,"Low Expression",120
"2903","Promotor500","H2A",0,"control3_root",-20,"Low Expression",120
"2904","Gene20","H2A",0,"control3_root",20,"Low Expression",120
"2905","Gene40","H2A",0,"control3_root",40,"Low Expression",120
"2906","Gene60","H2A",0,"control3_root",60,"Low Expression",120
"2907","Gene80","H2A",0,"control3_root",80,"Low Expression",120
"2908","Gene100","H2A",0,"control3_root",100,"Low Expression",120
