"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"4740","DownstreamIntergenic","H3-1",0,"control5_root",140,"Intermediate Expression",14
"4741","UpstreamIntergenic","H3K9ac",0,"control5_root",-60,"Intermediate Expression",14
"4742","Promotor1000","H3K9ac",0,"control5_root",-40,"Intermediate Expression",14
"4743","Promotor500","H3K9ac",0,"control5_root",-20,"Intermediate Expression",14
"4744","Gene20","H3K9ac",0,"control5_root",20,"Intermediate Expression",14
"4745","Gene40","H3K9ac",0,"control5_root",40,"Intermediate Expression",14
"4746","Gene60","H3K9ac",0,"control5_root",60,"Intermediate Expression",14
"4747","Gene80","H3K9ac",0,"control5_root",80,"Intermediate Expression",14
"4748","Gene100","H3K9ac",0,"control5_root",100,"Intermediate Expression",14
"4749","Downstream","H3K9ac",0,"control5_root",120,"Intermediate Expression",14
"4750","DownstreamIntergenic","H3K9ac",0,"control5_root",140,"Intermediate Expression",14
"4751","UpstreamIntergenic","H4K12ac",0,"control5_root",-60,"Intermediate Expression",14
"4752","Promotor1000","H4K12ac",0,"control5_root",-40,"Intermediate Expression",14
"4753","Promotor500","H4K12ac",0,"control5_root",-20,"Intermediate Expression",14
"4754","Gene20","H4K12ac",0,"control5_root",20,"Intermediate Expression",14
"4755","Gene40","H4K12ac",0,"control5_root",40,"Intermediate Expression",14
"4756","Gene60","H4K12ac",0,"control5_root",60,"Intermediate Expression",14
"4757","Gene80","H4K12ac",0,"control5_root",80,"Intermediate Expression",14
"4758","Gene100","H4K12ac",0,"control5_root",100,"Intermediate Expression",14
"4759","Downstream","H4K12ac",0,"control5_root",120,"Intermediate Expression",14
"4760","DownstreamIntergenic","H4K12ac",0,"control5_root",140,"Intermediate Expression",14
"4761","UpstreamIntergenic","H3K27me1",0,"control5_root",-60,"Intermediate Expression",14
"4762","Promotor1000","H3K27me1",0,"control5_root",-40,"Intermediate Expression",14
"4763","Promotor500","H3K27me1",0,"control5_root",-20,"Intermediate Expression",14
"4764","Gene20","H3K27me1",0,"control5_root",20,"Intermediate Expression",14
"4765","Gene40","H3K27me1",0,"control5_root",40,"Intermediate Expression",14
"4766","Gene60","H3K27me1",0,"control5_root",60,"Intermediate Expression",14
"4767","Gene80","H3K27me1",0,"control5_root",80,"Intermediate Expression",14
"4768","Gene100","H3K27me1",0,"control5_root",100,"Intermediate Expression",14
"4769","Downstream","H3K27me1",0,"control5_root",120,"Intermediate Expression",14
"4770","DownstreamIntergenic","H3K27me1",0,"control5_root",140,"Intermediate Expression",14
"4771","UpstreamIntergenic","H4K16ac",0,"control5_root",-60,"Intermediate Expression",14
"4772","Promotor1000","H4K16ac",0,"control5_root",-40,"Intermediate Expression",14
"4773","Promotor500","H4K16ac",0,"control5_root",-20,"Intermediate Expression",14
"4774","Gene20","H4K16ac",0,"control5_root",20,"Intermediate Expression",14
"4775","Gene40","H4K16ac",0,"control5_root",40,"Intermediate Expression",14
"4776","Gene60","H4K16ac",0,"control5_root",60,"Intermediate Expression",14
"4777","Gene80","H4K16ac",0,"control5_root",80,"Intermediate Expression",14
"4778","Gene100","H4K16ac",0,"control5_root",100,"Intermediate Expression",14
"4779","Downstream","H4K16ac",0,"control5_root",120,"Intermediate Expression",14
"4780","DownstreamIntergenic","H4K16ac",0,"control5_root",140,"Intermediate Expression",14
"4781","UpstreamIntergenic","H3K14ac",0,"control5_root",-60,"Intermediate Expression",14
"4782","Promotor1000","H3K14ac",0,"control5_root",-40,"Intermediate Expression",14
"4783","Promotor500","H3K14ac",0,"control5_root",-20,"Intermediate Expression",14
"4784","Gene20","H3K14ac",0,"control5_root",20,"Intermediate Expression",14
"4785","Gene40","H3K14ac",0,"control5_root",40,"Intermediate Expression",14
"4786","Gene60","H3K14ac",0,"control5_root",60,"Intermediate Expression",14
"4787","Gene80","H3K14ac",0,"control5_root",80,"Intermediate Expression",14
"4788","Gene100","H3K14ac",0,"control5_root",100,"Intermediate Expression",14
"4789","Downstream","H3K14ac",0,"control5_root",120,"Intermediate Expression",14
"4790","DownstreamIntergenic","H3K14ac",0,"control5_root",140,"Intermediate Expression",14
"4791","UpstreamIntergenic","H2A",0,"control5_root",-60,"Intermediate Expression",14
"4792","Promotor1000","H2A",0,"control5_root",-40,"Intermediate Expression",14
"4793","Promotor500","H2A",0,"control5_root",-20,"Intermediate Expression",14
"4794","Gene20","H2A",0,"control5_root",20,"Intermediate Expression",14
"4795","Gene40","H2A",0,"control5_root",40,"Intermediate Expression",14
"4796","Gene60","H2A",0,"control5_root",60,"Intermediate Expression",14
"4797","Gene80","H2A",0,"control5_root",80,"Intermediate Expression",14
"4798","Gene100","H2A",0,"control5_root",100,"Intermediate Expression",14
"4799","Downstream","H2A",0,"control5_root",120,"Intermediate Expression",14
"4800","DownstreamIntergenic","H2A",0,"control5_root",140,"Intermediate Expression",14
"4801","UpstreamIntergenic","H3",0,"control5_root",-60,"Intermediate Expression",14
"4802","Promotor1000","H3",0,"control5_root",-40,"Intermediate Expression",14
"4803","Promotor500","H3",0,"control5_root",-20,"Intermediate Expression",14
"4804","Gene20","H3",0,"control5_root",20,"Intermediate Expression",14
"4805","Gene40","H3",0,"control5_root",40,"Intermediate Expression",14
"4806","Gene60","H3",0,"control5_root",60,"Intermediate Expression",14
"4807","Gene80","H3",0,"control5_root",80,"Intermediate Expression",14
"4808","Gene100","H3",0,"control5_root",100,"Intermediate Expression",14
"4809","Downstream","H3",0,"control5_root",120,"Intermediate Expression",14
"4810","DownstreamIntergenic","H3",0,"control5_root",140,"Intermediate Expression",14
"4811","UpstreamIntergenic","H2A-X",0,"control5_root",-60,"Intermediate Expression",14
"4812","Promotor1000","H2A-X",0,"control5_root",-40,"Intermediate Expression",14
"4813","Promotor500","H2A-X",0,"control5_root",-20,"Intermediate Expression",14
"4814","Gene20","H2A-X",0,"control5_root",20,"Intermediate Expression",14
"4815","Gene40","H2A-X",0,"control5_root",40,"Intermediate Expression",14
"4816","Gene60","H2A-X",0,"control5_root",60,"Intermediate Expression",14
"4817","Gene80","H2A-X",0,"control5_root",80,"Intermediate Expression",14
"4818","Gene100","H2A-X",0,"control5_root",100,"Intermediate Expression",14
"4819","Downstream","H2A-X",0,"control5_root",120,"Intermediate Expression",14
"4820","DownstreamIntergenic","H2A-X",0,"control5_root",140,"Intermediate Expression",14
"4821","UpstreamIntergenic","H3K18ac",0,"control5_root",-60,"Intermediate Expression",14
"4822","Promotor1000","H3K18ac",0,"control5_root",-40,"Intermediate Expression",14
"4823","Promotor500","H3K18ac",0,"control5_root",-20,"Intermediate Expression",14
"4824","Gene20","H3K18ac",0,"control5_root",20,"Intermediate Expression",14
"4825","Gene40","H3K18ac",0,"control5_root",40,"Intermediate Expression",14
"4826","Gene60","H3K18ac",0,"control5_root",60,"Intermediate Expression",14
"4827","Gene80","H3K18ac",0,"control5_root",80,"Intermediate Expression",14
"4828","Gene100","H3K18ac",0,"control5_root",100,"Intermediate Expression",14
"4829","Downstream","H3K18ac",0,"control5_root",120,"Intermediate Expression",14
"4830","DownstreamIntergenic","H3K18ac",0,"control5_root",140,"Intermediate Expression",14
"4831","UpstreamIntergenic","H3-3",0,"control5_root",-60,"High Expression",2
"4832","Promotor1000","H3-3",0,"control5_root",-40,"High Expression",2
"4833","Promotor500","H3-3",0,"control5_root",-20,"High Expression",2
"4834","Gene20","H3-3",0,"control5_root",20,"High Expression",2
"4835","Gene40","H3-3",0,"control5_root",40,"High Expression",2
"4836","Gene60","H3-3",0,"control5_root",60,"High Expression",2
"4837","Gene80","H3-3",0,"control5_root",80,"High Expression",2
"4838","Gene100","H3-3",0,"control5_root",100,"High Expression",2
"4839","Downstream","H3-3",0,"control5_root",120,"High Expression",2
"4840","DownstreamIntergenic","H3-3",0,"control5_root",140,"High Expression",2
"4841","UpstreamIntergenic","H3K9me2",0,"control5_root",-60,"High Expression",2
"4842","Promotor1000","H3K9me2",0,"control5_root",-40,"High Expression",2
"4843","Promotor500","H3K9me2",0,"control5_root",-20,"High Expression",2
"4844","Gene20","H3K9me2",0,"control5_root",20,"High Expression",2
"4845","Gene40","H3K9me2",0,"control5_root",40,"High Expression",2
"4846","Gene60","H3K9me2",0,"control5_root",60,"High Expression",2
"4847","Gene80","H3K9me2",0,"control5_root",80,"High Expression",2
"4848","Gene100","H3K9me2",0,"control5_root",100,"High Expression",2
"4849","Downstream","H3K9me2",0,"control5_root",120,"High Expression",2
"4850","DownstreamIntergenic","H3K9me2",0,"control5_root",140,"High Expression",2
"4851","UpstreamIntergenic","H3K27me3",0,"control5_root",-60,"High Expression",2
"4852","Promotor1000","H3K27me3",0,"control5_root",-40,"High Expression",2
"4853","Promotor500","H3K27me3",0,"control5_root",-20,"High Expression",2
"4854","Gene20","H3K27me3",0,"control5_root",20,"High Expression",2
"4855","Gene40","H3K27me3",0,"control5_root",40,"High Expression",2
"4856","Gene60","H3K27me3",0.357,"control5_root",60,"High Expression",2
"4857","Gene80","H3K27me3",0.292,"control5_root",80,"High Expression",2
"4858","Gene100","H3K27me3",0,"control5_root",100,"High Expression",2
"4859","Downstream","H3K27me3",0,"control5_root",120,"High Expression",2
"4860","DownstreamIntergenic","H3K27me3",0,"control5_root",140,"High Expression",2
"4861","UpstreamIntergenic","H2A-Z",0,"control5_root",-60,"High Expression",2
"4862","Promotor1000","H2A-Z",0,"control5_root",-40,"High Expression",2
"4863","Promotor500","H2A-Z",0,"control5_root",-20,"High Expression",2
"4864","Gene20","H2A-Z",0,"control5_root",20,"High Expression",2
"4865","Gene40","H2A-Z",0,"control5_root",40,"High Expression",2
"4866","Gene60","H2A-Z",0,"control5_root",60,"High Expression",2
"4867","Gene80","H2A-Z",0,"control5_root",80,"High Expression",2
"4868","Gene100","H2A-Z",0,"control5_root",100,"High Expression",2
"4869","Downstream","H2A-Z",0,"control5_root",120,"High Expression",2
"4870","DownstreamIntergenic","H2A-Z",0,"control5_root",140,"High Expression",2
"4871","UpstreamIntergenic","H2AK121ub",0,"control5_root",-60,"High Expression",2
"4872","Promotor1000","H2AK121ub",0,"control5_root",-40,"High Expression",2
"4873","Promotor500","H2AK121ub",0,"control5_root",-20,"High Expression",2
"4874","Gene20","H2AK121ub",0,"control5_root",20,"High Expression",2
"4875","Gene40","H2AK121ub",0,"control5_root",40,"High Expression",2
"4876","Gene60","H2AK121ub",0,"control5_root",60,"High Expression",2
"4877","Gene80","H2AK121ub",0,"control5_root",80,"High Expression",2
"4878","Gene100","H2AK121ub",0,"control5_root",100,"High Expression",2
"4879","Downstream","H2AK121ub",0,"control5_root",120,"High Expression",2
"4880","DownstreamIntergenic","H2AK121ub",0,"control5_root",140,"High Expression",2
"4881","UpstreamIntergenic","H3ac",0,"control5_root",-60,"High Expression",2
"4882","Promotor1000","H3ac",0.056,"control5_root",-40,"High Expression",2
"4883","Promotor500","H3ac",0.112,"control5_root",-20,"High Expression",2
"4884","Gene20","H3ac",0.647704590818363,"control5_root",20,"High Expression",2
"4885","Gene40","H3ac",0.5,"control5_root",40,"High Expression",2
"4886","Gene60","H3ac",0.5,"control5_root",60,"High Expression",2
"4887","Gene80","H3ac",0.0159901598993446,"control5_root",80,"High Expression",2
"4888","Gene100","H3ac",0,"control5_root",100,"High Expression",2
"4889","Downstream","H3ac",0,"control5_root",120,"High Expression",2
"4890","DownstreamIntergenic","H3ac",0,"control5_root",140,"High Expression",2
"4891","UpstreamIntergenic","H3K4me3",0,"control5_root",-60,"High Expression",2
"4892","Promotor1000","H3K4me3",0,"control5_root",-40,"High Expression",2
"4893","Promotor500","H3K4me3",0,"control5_root",-20,"High Expression",2
"4894","Gene20","H3K4me3",0.233532934131737,"control5_root",20,"High Expression",2
"4895","Gene40","H3K4me3",0.24,"control5_root",40,"High Expression",2
"4896","Gene60","H3K4me3",0.146,"control5_root",60,"High Expression",2
"4897","Gene80","H3K4me3",0,"control5_root",80,"High Expression",2
"4898","Gene100","H3K4me3",0,"control5_root",100,"High Expression",2
"4899","Downstream","H3K4me3",0.215,"control5_root",120,"High Expression",2
"4900","DownstreamIntergenic","H3K4me3",0,"control5_root",140,"High Expression",2
"4901","UpstreamIntergenic","H3K36me3",0,"control5_root",-60,"High Expression",2
"4902","Promotor1000","H3K36me3",0,"control5_root",-40,"High Expression",2
"4903","Promotor500","H3K36me3",0,"control5_root",-20,"High Expression",2
"4904","Gene20","H3K36me3",0,"control5_root",20,"High Expression",2
"4905","Gene40","H3K36me3",0,"control5_root",40,"High Expression",2
"4906","Gene60","H3K36me3",0,"control5_root",60,"High Expression",2
"4907","Gene80","H3K36me3",0,"control5_root",80,"High Expression",2
"4908","Gene100","H3K36me3",0,"control5_root",100,"High Expression",2
"4909","Downstream","H3K36me3",0,"control5_root",120,"High Expression",2
"4910","DownstreamIntergenic","H3K36me3",0,"control5_root",140,"High Expression",2
"4911","UpstreamIntergenic","H3K27ac",0,"control5_root",-60,"High Expression",2
"4912","Promotor1000","H3K27ac",0,"control5_root",-40,"High Expression",2
"4913","Promotor500","H3K27ac",0,"control5_root",-20,"High Expression",2
"4914","Gene20","H3K27ac",0,"control5_root",20,"High Expression",2
"4915","Gene40","H3K27ac",0,"control5_root",40,"High Expression",2
"4916","Gene60","H3K27ac",0,"control5_root",60,"High Expression",2
"4917","Gene80","H3K27ac",0,"control5_root",80,"High Expression",2
"4918","Gene100","H3K27ac",0,"control5_root",100,"High Expression",2
"4919","Downstream","H3K27ac",0,"control5_root",120,"High Expression",2
"4920","DownstreamIntergenic","H3K27ac",0,"control5_root",140,"High Expression",2
"4921","UpstreamIntergenic","H4K5ac",0,"control5_root",-60,"High Expression",2
"4922","Promotor1000","H4K5ac",0,"control5_root",-40,"High Expression",2
"4923","Promotor500","H4K5ac",0,"control5_root",-20,"High Expression",2
"4924","Gene20","H4K5ac",0,"control5_root",20,"High Expression",2
"4925","Gene40","H4K5ac",0,"control5_root",40,"High Expression",2
"4926","Gene60","H4K5ac",0,"control5_root",60,"High Expression",2
"4927","Gene80","H4K5ac",0,"control5_root",80,"High Expression",2
"4928","Gene100","H4K5ac",0,"control5_root",100,"High Expression",2
"4929","Downstream","H4K5ac",0,"control5_root",120,"High Expression",2
"4930","DownstreamIntergenic","H4K5ac",0,"control5_root",140,"High Expression",2
"4931","UpstreamIntergenic","H4K8ac",0,"control5_root",-60,"High Expression",2
"4932","Promotor1000","H4K8ac",0,"control5_root",-40,"High Expression",2
"4933","Promotor500","H4K8ac",0,"control5_root",-20,"High Expression",2
"4934","Gene20","H4K8ac",0,"control5_root",20,"High Expression",2
"4935","Gene40","H4K8ac",0,"control5_root",40,"High Expression",2
"4936","Gene60","H4K8ac",0,"control5_root",60,"High Expression",2
"4937","Gene80","H4K8ac",0,"control5_root",80,"High Expression",2
"4938","Gene100","H4K8ac",0,"control5_root",100,"High Expression",2
"4939","Downstream","H4K8ac",0,"control5_root",120,"High Expression",2
"4940","DownstreamIntergenic","H4K8ac",0,"control5_root",140,"High Expression",2
"4941","UpstreamIntergenic","H3-1",0,"control5_root",-60,"High Expression",2
"4942","Promotor1000","H3-1",0,"control5_root",-40,"High Expression",2
"4943","Promotor500","H3-1",0,"control5_root",-20,"High Expression",2
"4944","Gene20","H3-1",0,"control5_root",20,"High Expression",2
"4945","Gene40","H3-1",0,"control5_root",40,"High Expression",2
"4946","Gene60","H3-1",0,"control5_root",60,"High Expression",2
"4947","Gene80","H3-1",0,"control5_root",80,"High Expression",2
"4948","Gene100","H3-1",0,"control5_root",100,"High Expression",2
"4949","Downstream","H3-1",0,"control5_root",120,"High Expression",2
"4950","DownstreamIntergenic","H3-1",0,"control5_root",140,"High Expression",2
"4951","UpstreamIntergenic","H3K9ac",0,"control5_root",-60,"High Expression",2
"4952","Promotor1000","H3K9ac",0,"control5_root",-40,"High Expression",2
"4953","Promotor500","H3K9ac",0,"control5_root",-20,"High Expression",2
"4954","Gene20","H3K9ac",0,"control5_root",20,"High Expression",2
"4955","Gene40","H3K9ac",0,"control5_root",40,"High Expression",2
"4956","Gene60","H3K9ac",0,"control5_root",60,"High Expression",2
"4957","Gene80","H3K9ac",0,"control5_root",80,"High Expression",2
"4958","Gene100","H3K9ac",0,"control5_root",100,"High Expression",2
"4959","Downstream","H3K9ac",0,"control5_root",120,"High Expression",2
"4960","DownstreamIntergenic","H3K9ac",0,"control5_root",140,"High Expression",2
"4961","UpstreamIntergenic","H4K12ac",0,"control5_root",-60,"High Expression",2
"4962","Promotor1000","H4K12ac",0,"control5_root",-40,"High Expression",2
"4963","Promotor500","H4K12ac",0,"control5_root",-20,"High Expression",2
"4964","Gene20","H4K12ac",0,"control5_root",20,"High Expression",2
"4965","Gene40","H4K12ac",0,"control5_root",40,"High Expression",2
"4966","Gene60","H4K12ac",0,"control5_root",60,"High Expression",2
"4967","Gene80","H4K12ac",0,"control5_root",80,"High Expression",2
"4968","Gene100","H4K12ac",0,"control5_root",100,"High Expression",2
"4969","Downstream","H4K12ac",0,"control5_root",120,"High Expression",2
"4970","DownstreamIntergenic","H4K12ac",0,"control5_root",140,"High Expression",2
"4971","UpstreamIntergenic","H3K27me1",0,"control5_root",-60,"High Expression",2
"4972","Promotor1000","H3K27me1",0,"control5_root",-40,"High Expression",2
"4973","Promotor500","H3K27me1",0,"control5_root",-20,"High Expression",2
"4974","Gene20","H3K27me1",0,"control5_root",20,"High Expression",2
"4975","Gene40","H3K27me1",0,"control5_root",40,"High Expression",2
"4976","Gene60","H3K27me1",0,"control5_root",60,"High Expression",2
"4977","Gene80","H3K27me1",0,"control5_root",80,"High Expression",2
"4978","Gene100","H3K27me1",0,"control5_root",100,"High Expression",2
"4979","Downstream","H3K27me1",0,"control5_root",120,"High Expression",2
"4980","DownstreamIntergenic","H3K27me1",0,"control5_root",140,"High Expression",2
"4981","UpstreamIntergenic","H4K16ac",0,"control5_root",-60,"High Expression",2
"4982","Promotor1000","H4K16ac",0,"control5_root",-40,"High Expression",2
"4983","Promotor500","H4K16ac",0,"control5_root",-20,"High Expression",2
"4984","Gene20","H4K16ac",0,"control5_root",20,"High Expression",2
"4985","Gene40","H4K16ac",0,"control5_root",40,"High Expression",2
"4986","Gene60","H4K16ac",0,"control5_root",60,"High Expression",2
"4987","Gene80","H4K16ac",0,"control5_root",80,"High Expression",2
"4988","Gene100","H4K16ac",0,"control5_root",100,"High Expression",2
"4989","Downstream","H4K16ac",0,"control5_root",120,"High Expression",2
"4990","DownstreamIntergenic","H4K16ac",0,"control5_root",140,"High Expression",2
"4991","UpstreamIntergenic","H3K14ac",0,"control5_root",-60,"High Expression",2
"4992","Promotor1000","H3K14ac",0,"control5_root",-40,"High Expression",2
"4993","Promotor500","H3K14ac",0,"control5_root",-20,"High Expression",2
"4994","Gene20","H3K14ac",0,"control5_root",20,"High Expression",2
"4995","Gene40","H3K14ac",0,"control5_root",40,"High Expression",2
"4996","Gene60","H3K14ac",0,"control5_root",60,"High Expression",2
"4997","Gene80","H3K14ac",0,"control5_root",80,"High Expression",2
"4998","Gene100","H3K14ac",0,"control5_root",100,"High Expression",2
"4999","Downstream","H3K14ac",0,"control5_root",120,"High Expression",2
"5000","DownstreamIntergenic","H3K14ac",0,"control5_root",140,"High Expression",2
"5001","UpstreamIntergenic","H2A",0,"control5_root",-60,"High Expression",2
"5002","Promotor1000","H2A",0,"control5_root",-40,"High Expression",2
"5003","Promotor500","H2A",0,"control5_root",-20,"High Expression",2
"5004","Gene20","H2A",0,"control5_root",20,"High Expression",2
"5005","Gene40","H2A",0,"control5_root",40,"High Expression",2
"5006","Gene60","H2A",0,"control5_root",60,"High Expression",2
"5007","Gene80","H2A",0,"control5_root",80,"High Expression",2
"5008","Gene100","H2A",0,"control5_root",100,"High Expression",2
"5009","Downstream","H2A",0,"control5_root",120,"High Expression",2
"5010","DownstreamIntergenic","H2A",0,"control5_root",140,"High Expression",2
"5011","UpstreamIntergenic","H3",0,"control5_root",-60,"High Expression",2
"5012","Promotor1000","H3",0,"control5_root",-40,"High Expression",2
"5013","Promotor500","H3",0,"control5_root",-20,"High Expression",2
"5014","Gene20","H3",0,"control5_root",20,"High Expression",2
"5015","Gene40","H3",0,"control5_root",40,"High Expression",2
"5016","Gene60","H3",0,"control5_root",60,"High Expression",2
"5017","Gene80","H3",0,"control5_root",80,"High Expression",2
"5018","Gene100","H3",0,"control5_root",100,"High Expression",2
"5019","Downstream","H3",0,"control5_root",120,"High Expression",2
"5020","DownstreamIntergenic","H3",0,"control5_root",140,"High Expression",2
"5021","UpstreamIntergenic","H2A-X",0,"control5_root",-60,"High Expression",2
"5022","Promotor1000","H2A-X",0,"control5_root",-40,"High Expression",2
"5023","Promotor500","H2A-X",0,"control5_root",-20,"High Expression",2
"5024","Gene20","H2A-X",0,"control5_root",20,"High Expression",2
"5025","Gene40","H2A-X",0,"control5_root",40,"High Expression",2
"5026","Gene60","H2A-X",0,"control5_root",60,"High Expression",2
"5027","Gene80","H2A-X",0,"control5_root",80,"High Expression",2
"5028","Gene100","H2A-X",0,"control5_root",100,"High Expression",2
"5029","Downstream","H2A-X",0,"control5_root",120,"High Expression",2
"5030","DownstreamIntergenic","H2A-X",0,"control5_root",140,"High Expression",2
"5031","UpstreamIntergenic","H3K18ac",0,"control5_root",-60,"High Expression",2
"5032","Promotor1000","H3K18ac",0,"control5_root",-40,"High Expression",2
"5033","Promotor500","H3K18ac",0,"control5_root",-20,"High Expression",2
"5034","Gene20","H3K18ac",0,"control5_root",20,"High Expression",2
"5035","Gene40","H3K18ac",0,"control5_root",40,"High Expression",2
"5036","Gene60","H3K18ac",0,"control5_root",60,"High Expression",2
"5037","Gene80","H3K18ac",0,"control5_root",80,"High Expression",2
"5038","Gene100","H3K18ac",0,"control5_root",100,"High Expression",2
"5039","Downstream","H3K18ac",0,"control5_root",120,"High Expression",2
"5040","DownstreamIntergenic","H3K18ac",0,"control5_root",140,"High Expression",2
"5041","UpstreamIntergenic","H3-3",0,"control6_root",-60,"No Expression",44
"5042","Promotor1000","H3-3",0,"control6_root",-40,"No Expression",44
"5043","Promotor500","H3-3",0,"control6_root",-20,"No Expression",44
"5044","Gene20","H3-3",0,"control6_root",20,"No Expression",44
"5045","Gene40","H3-3",0,"control6_root",40,"No Expression",44
"5046","Gene60","H3-3",0,"control6_root",60,"No Expression",44
"5047","Gene80","H3-3",0,"control6_root",80,"No Expression",44
"5048","Gene100","H3-3",0,"control6_root",100,"No Expression",44
"5049","Downstream","H3-3",0,"control6_root",120,"No Expression",44
"5050","DownstreamIntergenic","H3-3",0,"control6_root",140,"No Expression",44
"5051","UpstreamIntergenic","H3K9me2",0,"control6_root",-60,"No Expression",44
"5052","Promotor1000","H3K9me2",0,"control6_root",-40,"No Expression",44
"5053","Promotor500","H3K9me2",0,"control6_root",-20,"No Expression",44
"5054","Gene20","H3K9me2",0,"control6_root",20,"No Expression",44
"5055","Gene40","H3K9me2",0,"control6_root",40,"No Expression",44
"5056","Gene60","H3K9me2",0,"control6_root",60,"No Expression",44
"5057","Gene80","H3K9me2",0,"control6_root",80,"No Expression",44
"5058","Gene100","H3K9me2",0,"control6_root",100,"No Expression",44
"5059","Downstream","H3K9me2",0,"control6_root",120,"No Expression",44
"5060","DownstreamIntergenic","H3K9me2",0,"control6_root",140,"No Expression",44
"5061","UpstreamIntergenic","H3K27me3",0,"control6_root",-60,"No Expression",44
"5062","Promotor1000","H3K27me3",0.0185909090909091,"control6_root",-40,"No Expression",44
"5063","Promotor500","H3K27me3",0.0188181818181818,"control6_root",-20,"No Expression",44
"5064","Gene20","H3K27me3",0.0211300412617985,"control6_root",20,"No Expression",44
"5065","Gene40","H3K27me3",0.0237564477136851,"control6_root",40,"No Expression",44
"5066","Gene60","H3K27me3",0.0138224233648806,"control6_root",60,"No Expression",44
"5067","Gene80","H3K27me3",0.0196787181567821,"control6_root",80,"No Expression",44
"5068","Gene100","H3K27me3",0.0440434853209154,"control6_root",100,"No Expression",44
"5069","Downstream","H3K27me3",0.0227272727272727,"control6_root",120,"No Expression",44
"5070","DownstreamIntergenic","H3K27me3",0.00539677713590757,"control6_root",140,"No Expression",44
"5071","UpstreamIntergenic","H2A-Z",0,"control6_root",-60,"No Expression",44
"5072","Promotor1000","H2A-Z",0,"control6_root",-40,"No Expression",44
"5073","Promotor500","H2A-Z",0,"control6_root",-20,"No Expression",44
"5074","Gene20","H2A-Z",0,"control6_root",20,"No Expression",44
"5075","Gene40","H2A-Z",0,"control6_root",40,"No Expression",44
"5076","Gene60","H2A-Z",0,"control6_root",60,"No Expression",44
"5077","Gene80","H2A-Z",0,"control6_root",80,"No Expression",44
"5078","Gene100","H2A-Z",0,"control6_root",100,"No Expression",44
"5079","Downstream","H2A-Z",0,"control6_root",120,"No Expression",44
"5080","DownstreamIntergenic","H2A-Z",0,"control6_root",140,"No Expression",44
"5081","UpstreamIntergenic","H2AK121ub",0,"control6_root",-60,"No Expression",44
"5082","Promotor1000","H2AK121ub",0,"control6_root",-40,"No Expression",44
"5083","Promotor500","H2AK121ub",0,"control6_root",-20,"No Expression",44
"5084","Gene20","H2AK121ub",0,"control6_root",20,"No Expression",44
"5085","Gene40","H2AK121ub",0,"control6_root",40,"No Expression",44
"5086","Gene60","H2AK121ub",0,"control6_root",60,"No Expression",44
"5087","Gene80","H2AK121ub",0,"control6_root",80,"No Expression",44
"5088","Gene100","H2AK121ub",0,"control6_root",100,"No Expression",44
"5089","Downstream","H2AK121ub",0,"control6_root",120,"No Expression",44
"5090","DownstreamIntergenic","H2AK121ub",0,"control6_root",140,"No Expression",44
"5091","UpstreamIntergenic","H3ac",0.00747497227566057,"control6_root",-60,"No Expression",44
"5092","Promotor1000","H3ac",0.115045454545455,"control6_root",-40,"No Expression",44
"5093","Promotor500","H3ac",0.111181818181818,"control6_root",-20,"No Expression",44
"5094","Gene20","H3ac",0.06003006308749,"control6_root",20,"No Expression",44
"5095","Gene40","H3ac",0.0547566663369499,"control6_root",40,"No Expression",44
"5096","Gene60","H3ac",0.0681818181818182,"control6_root",60,"No Expression",44
"5097","Gene80","H3ac",0.0492137235648371,"control6_root",80,"No Expression",44
"5098","Gene100","H3ac",0.0642228739002933,"control6_root",100,"No Expression",44
"5099","Downstream","H3ac",0.0623863636363636,"control6_root",120,"No Expression",44
"5100","DownstreamIntergenic","H3ac",0,"control6_root",140,"No Expression",44
"5101","UpstreamIntergenic","H3K4me3",0.00254460392694929,"control6_root",-60,"No Expression",44
"5102","Promotor1000","H3K4me3",0.0265909090909091,"control6_root",-40,"No Expression",44
"5103","Promotor500","H3K4me3",0.0160454545454545,"control6_root",-20,"No Expression",44
"5104","Gene20","H3K4me3",0.00760576057605761,"control6_root",20,"No Expression",44
"5105","Gene40","H3K4me3",0,"control6_root",40,"No Expression",44
"5106","Gene60","H3K4me3",0.0141421300173962,"control6_root",60,"No Expression",44
"5107","Gene80","H3K4me3",0.0407692888989228,"control6_root",80,"No Expression",44
"5108","Gene100","H3K4me3",0.0236648131384951,"control6_root",100,"No Expression",44
"5109","Downstream","H3K4me3",0.0227272727272727,"control6_root",120,"No Expression",44
"5110","DownstreamIntergenic","H3K4me3",0,"control6_root",140,"No Expression",44
"5111","UpstreamIntergenic","H3K36me3",0,"control6_root",-60,"No Expression",44
"5112","Promotor1000","H3K36me3",0,"control6_root",-40,"No Expression",44
"5113","Promotor500","H3K36me3",0,"control6_root",-20,"No Expression",44
"5114","Gene20","H3K36me3",0,"control6_root",20,"No Expression",44
"5115","Gene40","H3K36me3",0,"control6_root",40,"No Expression",44
"5116","Gene60","H3K36me3",0,"control6_root",60,"No Expression",44
"5117","Gene80","H3K36me3",0,"control6_root",80,"No Expression",44
"5118","Gene100","H3K36me3",0,"control6_root",100,"No Expression",44
"5119","Downstream","H3K36me3",0,"control6_root",120,"No Expression",44
