"","Region","Modification","Frequency","axisGroup","Expression","SampleGenes"
"109","Gene60","H2A-Z",67.2131147540984,60,"No Expression","clusteredNLRs_Leaf"
"110","Gene60","H2AK121ub",9.83606557377049,60,"No Expression","clusteredNLRs_Leaf"
"111","Gene60","H3ac",0,60,"No Expression","clusteredNLRs_Leaf"
"112","Gene60","H3K4me3",39.344262295082,60,"No Expression","clusteredNLRs_Leaf"
"113","Gene60","H3K36me3",22.9508196721311,60,"No Expression","clusteredNLRs_Leaf"
"114","Gene60","H3K27ac",3.27868852459016,60,"No Expression","clusteredNLRs_Leaf"
"115","Gene60","H4K5ac",13.1147540983607,60,"No Expression","clusteredNLRs_Leaf"
"116","Gene60","H4K8ac",8.19672131147541,60,"No Expression","clusteredNLRs_Leaf"
"117","Gene60","H3-1",81.9672131147541,60,"No Expression","clusteredNLRs_Leaf"
"118","Gene60","H3K9ac",19.672131147541,60,"No Expression","clusteredNLRs_Leaf"
"119","Gene60","H4K12ac",6.55737704918033,60,"No Expression","clusteredNLRs_Leaf"
"120","Gene60","H3K27me1",47.5409836065574,60,"No Expression","clusteredNLRs_Leaf"
"121","Gene60","H4K16ac",9.83606557377049,60,"No Expression","clusteredNLRs_Leaf"
"122","Gene60","H3K14ac",29.5081967213115,60,"No Expression","clusteredNLRs_Leaf"
"123","Gene60","H2A",42.6229508196721,60,"No Expression","clusteredNLRs_Leaf"
"124","Gene60","H3",19.672131147541,60,"No Expression","clusteredNLRs_Leaf"
"125","Gene60","H2A-X",16.3934426229508,60,"No Expression","clusteredNLRs_Leaf"
"126","Gene60","H3K18ac",4.91803278688525,60,"No Expression","clusteredNLRs_Leaf"
"127","Gene80","H3-3",62.2950819672131,80,"No Expression","clusteredNLRs_Leaf"
"128","Gene80","H3K9me2",4.91803278688525,80,"No Expression","clusteredNLRs_Leaf"
"129","Gene80","H3K27me3",39.344262295082,80,"No Expression","clusteredNLRs_Leaf"
"130","Gene80","H2A-Z",73.7704918032787,80,"No Expression","clusteredNLRs_Leaf"
"131","Gene80","H2AK121ub",13.1147540983607,80,"No Expression","clusteredNLRs_Leaf"
"132","Gene80","H3ac",0,80,"No Expression","clusteredNLRs_Leaf"
"133","Gene80","H3K4me3",55.7377049180328,80,"No Expression","clusteredNLRs_Leaf"
"134","Gene80","H3K36me3",22.9508196721311,80,"No Expression","clusteredNLRs_Leaf"
"135","Gene80","H3K27ac",3.27868852459016,80,"No Expression","clusteredNLRs_Leaf"
"136","Gene80","H4K5ac",18.0327868852459,80,"No Expression","clusteredNLRs_Leaf"
"137","Gene80","H4K8ac",18.0327868852459,80,"No Expression","clusteredNLRs_Leaf"
"138","Gene80","H3-1",88.5245901639344,80,"No Expression","clusteredNLRs_Leaf"
"139","Gene80","H3K9ac",27.8688524590164,80,"No Expression","clusteredNLRs_Leaf"
"140","Gene80","H4K12ac",16.3934426229508,80,"No Expression","clusteredNLRs_Leaf"
"141","Gene80","H3K27me1",55.7377049180328,80,"No Expression","clusteredNLRs_Leaf"
"142","Gene80","H4K16ac",13.1147540983607,80,"No Expression","clusteredNLRs_Leaf"
"143","Gene80","H3K14ac",39.344262295082,80,"No Expression","clusteredNLRs_Leaf"
"144","Gene80","H2A",31.1475409836066,80,"No Expression","clusteredNLRs_Leaf"
"145","Gene80","H3",24.5901639344262,80,"No Expression","clusteredNLRs_Leaf"
"146","Gene80","H2A-X",18.0327868852459,80,"No Expression","clusteredNLRs_Leaf"
"147","Gene80","H3K18ac",4.91803278688525,80,"No Expression","clusteredNLRs_Leaf"
"148","Gene100","H3-3",65.5737704918033,100,"No Expression","clusteredNLRs_Leaf"
"149","Gene100","H3K9me2",4.91803278688525,100,"No Expression","clusteredNLRs_Leaf"
"150","Gene100","H3K27me3",36.0655737704918,100,"No Expression","clusteredNLRs_Leaf"
"151","Gene100","H2A-Z",81.9672131147541,100,"No Expression","clusteredNLRs_Leaf"
"152","Gene100","H2AK121ub",21.3114754098361,100,"No Expression","clusteredNLRs_Leaf"
"153","Gene100","H3ac",0,100,"No Expression","clusteredNLRs_Leaf"
"154","Gene100","H3K4me3",54.0983606557377,100,"No Expression","clusteredNLRs_Leaf"
"155","Gene100","H3K36me3",22.9508196721311,100,"No Expression","clusteredNLRs_Leaf"
"156","Gene100","H3K27ac",6.55737704918033,100,"No Expression","clusteredNLRs_Leaf"
"157","Gene100","H4K5ac",26.2295081967213,100,"No Expression","clusteredNLRs_Leaf"
"158","Gene100","H4K8ac",18.0327868852459,100,"No Expression","clusteredNLRs_Leaf"
"159","Gene100","H3-1",73.7704918032787,100,"No Expression","clusteredNLRs_Leaf"
"160","Gene100","H3K9ac",32.7868852459016,100,"No Expression","clusteredNLRs_Leaf"
"161","Gene100","H4K12ac",21.3114754098361,100,"No Expression","clusteredNLRs_Leaf"
"162","Gene100","H3K27me1",54.0983606557377,100,"No Expression","clusteredNLRs_Leaf"
"163","Gene100","H4K16ac",16.3934426229508,100,"No Expression","clusteredNLRs_Leaf"
"164","Gene100","H3K14ac",34.4262295081967,100,"No Expression","clusteredNLRs_Leaf"
"165","Gene100","H2A",26.2295081967213,100,"No Expression","clusteredNLRs_Leaf"
"166","Gene100","H3",27.8688524590164,100,"No Expression","clusteredNLRs_Leaf"
"167","Gene100","H2A-X",8.19672131147541,100,"No Expression","clusteredNLRs_Leaf"
"168","Gene100","H3K18ac",11.4754098360656,100,"No Expression","clusteredNLRs_Leaf"
"169","Downstream","H3-3",32.7868852459016,120,"No Expression","clusteredNLRs_Leaf"
"170","Downstream","H3K9me2",1.63934426229508,120,"No Expression","clusteredNLRs_Leaf"
"171","Downstream","H3K27me3",29.5081967213115,120,"No Expression","clusteredNLRs_Leaf"
"172","Downstream","H2A-Z",70.4918032786885,120,"No Expression","clusteredNLRs_Leaf"
"173","Downstream","H2AK121ub",14.7540983606557,120,"No Expression","clusteredNLRs_Leaf"
"174","Downstream","H3ac",0,120,"No Expression","clusteredNLRs_Leaf"
"175","Downstream","H3K4me3",27.8688524590164,120,"No Expression","clusteredNLRs_Leaf"
"176","Downstream","H3K36me3",13.1147540983607,120,"No Expression","clusteredNLRs_Leaf"
"177","Downstream","H3K27ac",6.55737704918033,120,"No Expression","clusteredNLRs_Leaf"
"178","Downstream","H4K5ac",14.7540983606557,120,"No Expression","clusteredNLRs_Leaf"
"179","Downstream","H4K8ac",9.83606557377049,120,"No Expression","clusteredNLRs_Leaf"
"180","Downstream","H3-1",22.9508196721311,120,"No Expression","clusteredNLRs_Leaf"
"181","Downstream","H3K9ac",22.9508196721311,120,"No Expression","clusteredNLRs_Leaf"
"182","Downstream","H4K12ac",13.1147540983607,120,"No Expression","clusteredNLRs_Leaf"
"183","Downstream","H3K27me1",27.8688524590164,120,"No Expression","clusteredNLRs_Leaf"
"184","Downstream","H4K16ac",8.19672131147541,120,"No Expression","clusteredNLRs_Leaf"
"185","Downstream","H3K14ac",16.3934426229508,120,"No Expression","clusteredNLRs_Leaf"
"186","Downstream","H2A",9.83606557377049,120,"No Expression","clusteredNLRs_Leaf"
"187","Downstream","H3",1.63934426229508,120,"No Expression","clusteredNLRs_Leaf"
"188","Downstream","H2A-X",1.63934426229508,120,"No Expression","clusteredNLRs_Leaf"
"189","Downstream","H3K18ac",4.91803278688525,120,"No Expression","clusteredNLRs_Leaf"
"190","DownstreamIntergenic","H3-3",16.3934426229508,140,"No Expression","clusteredNLRs_Leaf"
"191","DownstreamIntergenic","H3K9me2",1.63934426229508,140,"No Expression","clusteredNLRs_Leaf"
"192","DownstreamIntergenic","H3K27me3",19.672131147541,140,"No Expression","clusteredNLRs_Leaf"
"193","DownstreamIntergenic","H2A-Z",40.9836065573771,140,"No Expression","clusteredNLRs_Leaf"
"194","DownstreamIntergenic","H2AK121ub",8.19672131147541,140,"No Expression","clusteredNLRs_Leaf"
"195","DownstreamIntergenic","H3ac",0,140,"No Expression","clusteredNLRs_Leaf"
"196","DownstreamIntergenic","H3K4me3",8.19672131147541,140,"No Expression","clusteredNLRs_Leaf"
"197","DownstreamIntergenic","H3K36me3",3.27868852459016,140,"No Expression","clusteredNLRs_Leaf"
"198","DownstreamIntergenic","H3K27ac",1.63934426229508,140,"No Expression","clusteredNLRs_Leaf"
"199","DownstreamIntergenic","H4K5ac",6.55737704918033,140,"No Expression","clusteredNLRs_Leaf"
"200","DownstreamIntergenic","H4K8ac",4.91803278688525,140,"No Expression","clusteredNLRs_Leaf"
"201","DownstreamIntergenic","H3-1",8.19672131147541,140,"No Expression","clusteredNLRs_Leaf"
"202","DownstreamIntergenic","H3K9ac",8.19672131147541,140,"No Expression","clusteredNLRs_Leaf"
