"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"4532","Promotor1000","H3K9ac",0.015,"control5_leaves",-40,"Intermediate Expression",7
"4533","Promotor500","H3K9ac",0.155142857142857,"control5_leaves",-20,"Intermediate Expression",7
"4534","Gene20","H3K9ac",0.710262655779608,"control5_leaves",20,"Intermediate Expression",7
"4535","Gene40","H3K9ac",0.467252017086079,"control5_leaves",40,"Intermediate Expression",7
"4536","Gene60","H3K9ac",0.32720891474345,"control5_leaves",60,"Intermediate Expression",7
"4537","Gene80","H3K9ac",0.390231092436975,"control5_leaves",80,"Intermediate Expression",7
"4538","Gene100","H3K9ac",0.285714285714286,"control5_leaves",100,"Intermediate Expression",7
"4539","Downstream","H3K9ac",0.285714285714286,"control5_leaves",120,"Intermediate Expression",7
"4540","DownstreamIntergenic","H3K9ac",0.00116459627329193,"control5_leaves",140,"Intermediate Expression",7
"4541","UpstreamIntergenic","H4K12ac",0,"control5_leaves",-60,"Intermediate Expression",7
"4542","Promotor1000","H4K12ac",0,"control5_leaves",-40,"Intermediate Expression",7
"4543","Promotor500","H4K12ac",0,"control5_leaves",-20,"Intermediate Expression",7
"4544","Gene20","H4K12ac",0,"control5_leaves",20,"Intermediate Expression",7
"4545","Gene40","H4K12ac",0,"control5_leaves",40,"Intermediate Expression",7
"4546","Gene60","H4K12ac",0,"control5_leaves",60,"Intermediate Expression",7
"4547","Gene80","H4K12ac",0,"control5_leaves",80,"Intermediate Expression",7
"4548","Gene100","H4K12ac",0,"control5_leaves",100,"Intermediate Expression",7
"4549","Downstream","H4K12ac",0,"control5_leaves",120,"Intermediate Expression",7
"4550","DownstreamIntergenic","H4K12ac",0,"control5_leaves",140,"Intermediate Expression",7
"4551","UpstreamIntergenic","H3K27me1",0,"control5_leaves",-60,"Intermediate Expression",7
"4552","Promotor1000","H3K27me1",0.0832857142857143,"control5_leaves",-40,"Intermediate Expression",7
"4553","Promotor500","H3K27me1",0.0608571428571429,"control5_leaves",-20,"Intermediate Expression",7
"4554","Gene20","H3K27me1",0.140049906425452,"control5_leaves",20,"Intermediate Expression",7
"4555","Gene40","H3K27me1",0.0415754923413567,"control5_leaves",40,"Intermediate Expression",7
"4556","Gene60","H3K27me1",0.205272148121758,"control5_leaves",60,"Intermediate Expression",7
"4557","Gene80","H3K27me1",0.321350422006877,"control5_leaves",80,"Intermediate Expression",7
"4558","Gene100","H3K27me1",0.0557216844555923,"control5_leaves",100,"Intermediate Expression",7
"4559","Downstream","H3K27me1",0,"control5_leaves",120,"Intermediate Expression",7
"4560","DownstreamIntergenic","H3K27me1",0,"control5_leaves",140,"Intermediate Expression",7
"4561","UpstreamIntergenic","H4K16ac",0,"control5_leaves",-60,"Intermediate Expression",7
"4562","Promotor1000","H4K16ac",0,"control5_leaves",-40,"Intermediate Expression",7
"4563","Promotor500","H4K16ac",0,"control5_leaves",-20,"Intermediate Expression",7
"4564","Gene20","H4K16ac",0,"control5_leaves",20,"Intermediate Expression",7
"4565","Gene40","H4K16ac",0,"control5_leaves",40,"Intermediate Expression",7
"4566","Gene60","H4K16ac",0,"control5_leaves",60,"Intermediate Expression",7
"4567","Gene80","H4K16ac",0,"control5_leaves",80,"Intermediate Expression",7
"4568","Gene100","H4K16ac",0,"control5_leaves",100,"Intermediate Expression",7
"4569","Downstream","H4K16ac",0,"control5_leaves",120,"Intermediate Expression",7
"4570","DownstreamIntergenic","H4K16ac",0,"control5_leaves",140,"Intermediate Expression",7
"4571","UpstreamIntergenic","H3K14ac",0,"control5_leaves",-60,"Intermediate Expression",7
"4572","Promotor1000","H3K14ac",0,"control5_leaves",-40,"Intermediate Expression",7
"4573","Promotor500","H3K14ac",0,"control5_leaves",-20,"Intermediate Expression",7
"4574","Gene20","H3K14ac",0,"control5_leaves",20,"Intermediate Expression",7
"4575","Gene40","H3K14ac",0,"control5_leaves",40,"Intermediate Expression",7
"4576","Gene60","H3K14ac",0,"control5_leaves",60,"Intermediate Expression",7
"4577","Gene80","H3K14ac",0,"control5_leaves",80,"Intermediate Expression",7
"4578","Gene100","H3K14ac",0,"control5_leaves",100,"Intermediate Expression",7
"4579","Downstream","H3K14ac",0,"control5_leaves",120,"Intermediate Expression",7
"4580","DownstreamIntergenic","H3K14ac",0,"control5_leaves",140,"Intermediate Expression",7
"4581","UpstreamIntergenic","H2A",0,"control5_leaves",-60,"Intermediate Expression",7
"4582","Promotor1000","H2A",0.0405714285714286,"control5_leaves",-40,"Intermediate Expression",7
"4583","Promotor500","H2A",0,"control5_leaves",-20,"Intermediate Expression",7
"4584","Gene20","H2A",0.00579413769615222,"control5_leaves",20,"Intermediate Expression",7
"4585","Gene40","H2A",0.270711324435463,"control5_leaves",40,"Intermediate Expression",7
"4586","Gene60","H2A",0.428571428571429,"control5_leaves",60,"Intermediate Expression",7
"4587","Gene80","H2A",0.570378151260504,"control5_leaves",80,"Intermediate Expression",7
"4588","Gene100","H2A",0.286406559144109,"control5_leaves",100,"Intermediate Expression",7
"4589","Downstream","H2A",0.0385714285714286,"control5_leaves",120,"Intermediate Expression",7
"4590","DownstreamIntergenic","H2A",0,"control5_leaves",140,"Intermediate Expression",7
"4591","UpstreamIntergenic","H3",0,"control5_leaves",-60,"Intermediate Expression",7
"4592","Promotor1000","H3",0,"control5_leaves",-40,"Intermediate Expression",7
"4593","Promotor500","H3",0,"control5_leaves",-20,"Intermediate Expression",7
"4594","Gene20","H3",0,"control5_leaves",20,"Intermediate Expression",7
"4595","Gene40","H3",0,"control5_leaves",40,"Intermediate Expression",7
"4596","Gene60","H3",0,"control5_leaves",60,"Intermediate Expression",7
"4597","Gene80","H3",0,"control5_leaves",80,"Intermediate Expression",7
"4598","Gene100","H3",0,"control5_leaves",100,"Intermediate Expression",7
"4599","Downstream","H3",0,"control5_leaves",120,"Intermediate Expression",7
"4600","DownstreamIntergenic","H3",0,"control5_leaves",140,"Intermediate Expression",7
"4601","UpstreamIntergenic","H2A-X",0,"control5_leaves",-60,"Intermediate Expression",7
"4602","Promotor1000","H2A-X",0.0248571428571429,"control5_leaves",-40,"Intermediate Expression",7
"4603","Promotor500","H2A-X",0,"control5_leaves",-20,"Intermediate Expression",7
"4604","Gene20","H2A-X",0,"control5_leaves",20,"Intermediate Expression",7
"4605","Gene40","H2A-X",0,"control5_leaves",40,"Intermediate Expression",7
"4606","Gene60","H2A-X",0.0620397015070488,"control5_leaves",60,"Intermediate Expression",7
"4607","Gene80","H2A-X",0.00282885431436262,"control5_leaves",80,"Intermediate Expression",7
"4608","Gene100","H2A-X",0,"control5_leaves",100,"Intermediate Expression",7
"4609","Downstream","H2A-X",0,"control5_leaves",120,"Intermediate Expression",7
"4610","DownstreamIntergenic","H2A-X",0,"control5_leaves",140,"Intermediate Expression",7
"4611","UpstreamIntergenic","H3K18ac",0,"control5_leaves",-60,"Intermediate Expression",7
"4612","Promotor1000","H3K18ac",0,"control5_leaves",-40,"Intermediate Expression",7
"4613","Promotor500","H3K18ac",0,"control5_leaves",-20,"Intermediate Expression",7
"4614","Gene20","H3K18ac",0,"control5_leaves",20,"Intermediate Expression",7
"4615","Gene40","H3K18ac",0,"control5_leaves",40,"Intermediate Expression",7
"4616","Gene60","H3K18ac",0,"control5_leaves",60,"Intermediate Expression",7
"4617","Gene80","H3K18ac",0,"control5_leaves",80,"Intermediate Expression",7
"4618","Gene100","H3K18ac",0,"control5_leaves",100,"Intermediate Expression",7
"4619","Downstream","H3K18ac",0,"control5_leaves",120,"Intermediate Expression",7
"4620","DownstreamIntergenic","H3K18ac",0,"control5_leaves",140,"Intermediate Expression",7
"4621","UpstreamIntergenic","H3-3",0,"control5_leaves",-60,"High Expression",6
"4622","Promotor1000","H3-3",0,"control5_leaves",-40,"High Expression",6
"4623","Promotor500","H3-3",0,"control5_leaves",-20,"High Expression",6
"4624","Gene20","H3-3",0,"control5_leaves",20,"High Expression",6
"4625","Gene40","H3-3",0,"control5_leaves",40,"High Expression",6
"4626","Gene60","H3-3",0,"control5_leaves",60,"High Expression",6
"4627","Gene80","H3-3",0,"control5_leaves",80,"High Expression",6
"4628","Gene100","H3-3",0,"control5_leaves",100,"High Expression",6
"4629","Downstream","H3-3",0,"control5_leaves",120,"High Expression",6
"4630","DownstreamIntergenic","H3-3",0,"control5_leaves",140,"High Expression",6
"4631","UpstreamIntergenic","H3K9me2",0,"control5_leaves",-60,"High Expression",6
"4632","Promotor1000","H3K9me2",0,"control5_leaves",-40,"High Expression",6
"4633","Promotor500","H3K9me2",0,"control5_leaves",-20,"High Expression",6
"4634","Gene20","H3K9me2",0,"control5_leaves",20,"High Expression",6
"4635","Gene40","H3K9me2",0,"control5_leaves",40,"High Expression",6
"4636","Gene60","H3K9me2",0,"control5_leaves",60,"High Expression",6
"4637","Gene80","H3K9me2",0,"control5_leaves",80,"High Expression",6
"4638","Gene100","H3K9me2",0,"control5_leaves",100,"High Expression",6
"4639","Downstream","H3K9me2",0,"control5_leaves",120,"High Expression",6
"4640","DownstreamIntergenic","H3K9me2",0,"control5_leaves",140,"High Expression",6
"4641","UpstreamIntergenic","H3K27me3",0.0107323232323232,"control5_leaves",-60,"High Expression",6
"4642","Promotor1000","H3K27me3",0.0833333333333333,"control5_leaves",-40,"High Expression",6
"4643","Promotor500","H3K27me3",0.0826666666666667,"control5_leaves",-20,"High Expression",6
"4644","Gene20","H3K27me3",0.00818475654222267,"control5_leaves",20,"High Expression",6
"4645","Gene40","H3K27me3",0.041405597326894,"control5_leaves",40,"High Expression",6
"4646","Gene60","H3K27me3",0,"control5_leaves",60,"High Expression",6
"4647","Gene80","H3K27me3",0,"control5_leaves",80,"High Expression",6
"4648","Gene100","H3K27me3",0,"control5_leaves",100,"High Expression",6
"4649","Downstream","H3K27me3",0,"control5_leaves",120,"High Expression",6
"4650","DownstreamIntergenic","H3K27me3",0,"control5_leaves",140,"High Expression",6
"4651","UpstreamIntergenic","H2A-Z",0,"control5_leaves",-60,"High Expression",6
"4652","Promotor1000","H2A-Z",0.231833333333333,"control5_leaves",-40,"High Expression",6
"4653","Promotor500","H2A-Z",0.166333333333333,"control5_leaves",-20,"High Expression",6
"4654","Gene20","H2A-Z",0.358436946095555,"control5_leaves",20,"High Expression",6
"4655","Gene40","H2A-Z",0.333333333333333,"control5_leaves",40,"High Expression",6
"4656","Gene60","H2A-Z",0.201117318436772,"control5_leaves",60,"High Expression",6
"4657","Gene80","H2A-Z",0.06478578892372,"control5_leaves",80,"High Expression",6
"4658","Gene100","H2A-Z",0,"control5_leaves",100,"High Expression",6
"4659","Downstream","H2A-Z",0,"control5_leaves",120,"High Expression",6
"4660","DownstreamIntergenic","H2A-Z",0,"control5_leaves",140,"High Expression",6
"4661","UpstreamIntergenic","H2AK121ub",0,"control5_leaves",-60,"High Expression",6
"4662","Promotor1000","H2AK121ub",0,"control5_leaves",-40,"High Expression",6
"4663","Promotor500","H2AK121ub",0,"control5_leaves",-20,"High Expression",6
"4664","Gene20","H2AK121ub",0,"control5_leaves",20,"High Expression",6
"4665","Gene40","H2AK121ub",0,"control5_leaves",40,"High Expression",6
"4666","Gene60","H2AK121ub",0,"control5_leaves",60,"High Expression",6
"4667","Gene80","H2AK121ub",0,"control5_leaves",80,"High Expression",6
"4668","Gene100","H2AK121ub",0,"control5_leaves",100,"High Expression",6
"4669","Downstream","H2AK121ub",0,"control5_leaves",120,"High Expression",6
"4670","DownstreamIntergenic","H2AK121ub",0,"control5_leaves",140,"High Expression",6
"4671","UpstreamIntergenic","H3ac",0,"control5_leaves",-60,"High Expression",6
"4672","Promotor1000","H3ac",0,"control5_leaves",-40,"High Expression",6
"4673","Promotor500","H3ac",0,"control5_leaves",-20,"High Expression",6
"4674","Gene20","H3ac",0,"control5_leaves",20,"High Expression",6
"4675","Gene40","H3ac",0,"control5_leaves",40,"High Expression",6
"4676","Gene60","H3ac",0,"control5_leaves",60,"High Expression",6
"4677","Gene80","H3ac",0,"control5_leaves",80,"High Expression",6
"4678","Gene100","H3ac",0,"control5_leaves",100,"High Expression",6
"4679","Downstream","H3ac",0,"control5_leaves",120,"High Expression",6
"4680","DownstreamIntergenic","H3ac",0,"control5_leaves",140,"High Expression",6
"4681","UpstreamIntergenic","H3K4me3",0,"control5_leaves",-60,"High Expression",6
"4682","Promotor1000","H3K4me3",0.160666666666667,"control5_leaves",-40,"High Expression",6
"4683","Promotor500","H3K4me3",0.336,"control5_leaves",-20,"High Expression",6
"4684","Gene20","H3K4me3",0.817046733151654,"control5_leaves",20,"High Expression",6
"4685","Gene40","H3K4me3",0.752746146767477,"control5_leaves",40,"High Expression",6
"4686","Gene60","H3K4me3",0.625592078289055,"control5_leaves",60,"High Expression",6
"4687","Gene80","H3K4me3",0.4967411545615,"control5_leaves",80,"High Expression",6
"4688","Gene100","H3K4me3",0.333333333333333,"control5_leaves",100,"High Expression",6
"4689","Downstream","H3K4me3",0.135833333333333,"control5_leaves",120,"High Expression",6
"4690","DownstreamIntergenic","H3K4me3",0,"control5_leaves",140,"High Expression",6
"4691","UpstreamIntergenic","H3K36me3",0,"control5_leaves",-60,"High Expression",6
"4692","Promotor1000","H3K36me3",0.1405,"control5_leaves",-40,"High Expression",6
"4693","Promotor500","H3K36me3",0.0816666666666667,"control5_leaves",-20,"High Expression",6
"4694","Gene20","H3K36me3",0.543505064524503,"control5_leaves",20,"High Expression",6
"4695","Gene40","H3K36me3",0.666666666666667,"control5_leaves",40,"High Expression",6
"4696","Gene60","H3K36me3",0.662176274018563,"control5_leaves",60,"High Expression",6
"4697","Gene80","H3K36me3",0.270747013887579,"control5_leaves",80,"High Expression",6
"4698","Gene100","H3K36me3",0.0256813417190776,"control5_leaves",100,"High Expression",6
"4699","Downstream","H3K36me3",0,"control5_leaves",120,"High Expression",6
"4700","DownstreamIntergenic","H3K36me3",0,"control5_leaves",140,"High Expression",6
"4701","UpstreamIntergenic","H3K27ac",0,"control5_leaves",-60,"High Expression",6
"4702","Promotor1000","H3K27ac",0,"control5_leaves",-40,"High Expression",6
"4703","Promotor500","H3K27ac",0,"control5_leaves",-20,"High Expression",6
"4704","Gene20","H3K27ac",0,"control5_leaves",20,"High Expression",6
"4705","Gene40","H3K27ac",0,"control5_leaves",40,"High Expression",6
"4706","Gene60","H3K27ac",0,"control5_leaves",60,"High Expression",6
"4707","Gene80","H3K27ac",0,"control5_leaves",80,"High Expression",6
"4708","Gene100","H3K27ac",0,"control5_leaves",100,"High Expression",6
"4709","Downstream","H3K27ac",0,"control5_leaves",120,"High Expression",6
"4710","DownstreamIntergenic","H3K27ac",0,"control5_leaves",140,"High Expression",6
"4711","UpstreamIntergenic","H4K5ac",0,"control5_leaves",-60,"High Expression",6
"4712","Promotor1000","H4K5ac",0,"control5_leaves",-40,"High Expression",6
"4713","Promotor500","H4K5ac",0,"control5_leaves",-20,"High Expression",6
"4714","Gene20","H4K5ac",0,"control5_leaves",20,"High Expression",6
"4715","Gene40","H4K5ac",0,"control5_leaves",40,"High Expression",6
"4716","Gene60","H4K5ac",0,"control5_leaves",60,"High Expression",6
"4717","Gene80","H4K5ac",0,"control5_leaves",80,"High Expression",6
"4718","Gene100","H4K5ac",0,"control5_leaves",100,"High Expression",6
"4719","Downstream","H4K5ac",0,"control5_leaves",120,"High Expression",6
"4720","DownstreamIntergenic","H4K5ac",0,"control5_leaves",140,"High Expression",6
"4721","UpstreamIntergenic","H4K8ac",0,"control5_leaves",-60,"High Expression",6
"4722","Promotor1000","H4K8ac",0,"control5_leaves",-40,"High Expression",6
"4723","Promotor500","H4K8ac",0,"control5_leaves",-20,"High Expression",6
"4724","Gene20","H4K8ac",0,"control5_leaves",20,"High Expression",6
"4725","Gene40","H4K8ac",0,"control5_leaves",40,"High Expression",6
"4726","Gene60","H4K8ac",0,"control5_leaves",60,"High Expression",6
"4727","Gene80","H4K8ac",0,"control5_leaves",80,"High Expression",6
"4728","Gene100","H4K8ac",0,"control5_leaves",100,"High Expression",6
"4729","Downstream","H4K8ac",0,"control5_leaves",120,"High Expression",6
"4730","DownstreamIntergenic","H4K8ac",0,"control5_leaves",140,"High Expression",6
"4731","UpstreamIntergenic","H3-1",0,"control5_leaves",-60,"High Expression",6
"4732","Promotor1000","H3-1",0,"control5_leaves",-40,"High Expression",6
"4733","Promotor500","H3-1",0,"control5_leaves",-20,"High Expression",6
"4734","Gene20","H3-1",0,"control5_leaves",20,"High Expression",6
"4735","Gene40","H3-1",0,"control5_leaves",40,"High Expression",6
"4736","Gene60","H3-1",0,"control5_leaves",60,"High Expression",6
"4737","Gene80","H3-1",0,"control5_leaves",80,"High Expression",6
"4738","Gene100","H3-1",0,"control5_leaves",100,"High Expression",6
"4739","Downstream","H3-1",0,"control5_leaves",120,"High Expression",6
"4740","DownstreamIntergenic","H3-1",0,"control5_leaves",140,"High Expression",6
"4741","UpstreamIntergenic","H3K9ac",0,"control5_leaves",-60,"High Expression",6
"4742","Promotor1000","H3K9ac",0.171,"control5_leaves",-40,"High Expression",6
"4743","Promotor500","H3K9ac",0.364,"control5_leaves",-20,"High Expression",6
"4744","Gene20","H3K9ac",0.666666666666667,"control5_leaves",20,"High Expression",6
"4745","Gene40","H3K9ac",0.436868706161822,"control5_leaves",40,"High Expression",6
"4746","Gene60","H3K9ac",0.333333333333333,"control5_leaves",60,"High Expression",6
"4747","Gene80","H3K9ac",0.322361546499478,"control5_leaves",80,"High Expression",6
"4748","Gene100","H3K9ac",0.166666666666667,"control5_leaves",100,"High Expression",6
"4749","Downstream","H3K9ac",0.166666666666667,"control5_leaves",120,"High Expression",6
"4750","DownstreamIntergenic","H3K9ac",0,"control5_leaves",140,"High Expression",6
"4751","UpstreamIntergenic","H4K12ac",0,"control5_leaves",-60,"High Expression",6
"4752","Promotor1000","H4K12ac",0,"control5_leaves",-40,"High Expression",6
"4753","Promotor500","H4K12ac",0,"control5_leaves",-20,"High Expression",6
"4754","Gene20","H4K12ac",0,"control5_leaves",20,"High Expression",6
"4755","Gene40","H4K12ac",0,"control5_leaves",40,"High Expression",6
"4756","Gene60","H4K12ac",0,"control5_leaves",60,"High Expression",6
"4757","Gene80","H4K12ac",0,"control5_leaves",80,"High Expression",6
"4758","Gene100","H4K12ac",0,"control5_leaves",100,"High Expression",6
"4759","Downstream","H4K12ac",0,"control5_leaves",120,"High Expression",6
"4760","DownstreamIntergenic","H4K12ac",0,"control5_leaves",140,"High Expression",6
"4761","UpstreamIntergenic","H3K27me1",0,"control5_leaves",-60,"High Expression",6
"4762","Promotor1000","H3K27me1",0,"control5_leaves",-40,"High Expression",6
"4763","Promotor500","H3K27me1",0,"control5_leaves",-20,"High Expression",6
"4764","Gene20","H3K27me1",0,"control5_leaves",20,"High Expression",6
"4765","Gene40","H3K27me1",0.117244348794733,"control5_leaves",40,"High Expression",6
"4766","Gene60","H3K27me1",0.438704387043668,"control5_leaves",60,"High Expression",6
"4767","Gene80","H3K27me1",0.289337535550692,"control5_leaves",80,"High Expression",6
"4768","Gene100","H3K27me1",0,"control5_leaves",100,"High Expression",6
"4769","Downstream","H3K27me1",0,"control5_leaves",120,"High Expression",6
"4770","DownstreamIntergenic","H3K27me1",0,"control5_leaves",140,"High Expression",6
"4771","UpstreamIntergenic","H4K16ac",0,"control5_leaves",-60,"High Expression",6
"4772","Promotor1000","H4K16ac",0,"control5_leaves",-40,"High Expression",6
"4773","Promotor500","H4K16ac",0,"control5_leaves",-20,"High Expression",6
"4774","Gene20","H4K16ac",0,"control5_leaves",20,"High Expression",6
"4775","Gene40","H4K16ac",0,"control5_leaves",40,"High Expression",6
"4776","Gene60","H4K16ac",0,"control5_leaves",60,"High Expression",6
"4777","Gene80","H4K16ac",0,"control5_leaves",80,"High Expression",6
"4778","Gene100","H4K16ac",0,"control5_leaves",100,"High Expression",6
"4779","Downstream","H4K16ac",0,"control5_leaves",120,"High Expression",6
"4780","DownstreamIntergenic","H4K16ac",0,"control5_leaves",140,"High Expression",6
"4781","UpstreamIntergenic","H3K14ac",0,"control5_leaves",-60,"High Expression",6
"4782","Promotor1000","H3K14ac",0,"control5_leaves",-40,"High Expression",6
"4783","Promotor500","H3K14ac",0,"control5_leaves",-20,"High Expression",6
"4784","Gene20","H3K14ac",0,"control5_leaves",20,"High Expression",6
"4785","Gene40","H3K14ac",0,"control5_leaves",40,"High Expression",6
"4786","Gene60","H3K14ac",0,"control5_leaves",60,"High Expression",6
"4787","Gene80","H3K14ac",0,"control5_leaves",80,"High Expression",6
"4788","Gene100","H3K14ac",0,"control5_leaves",100,"High Expression",6
"4789","Downstream","H3K14ac",0,"control5_leaves",120,"High Expression",6
"4790","DownstreamIntergenic","H3K14ac",0,"control5_leaves",140,"High Expression",6
"4791","UpstreamIntergenic","H2A",0,"control5_leaves",-60,"High Expression",6
"4792","Promotor1000","H2A",0,"control5_leaves",-40,"High Expression",6
"4793","Promotor500","H2A",0,"control5_leaves",-20,"High Expression",6
"4794","Gene20","H2A",0.165009367021985,"control5_leaves",20,"High Expression",6
"4795","Gene40","H2A",0.531347962382445,"control5_leaves",40,"High Expression",6
"4796","Gene60","H2A",0.666666666666667,"control5_leaves",60,"High Expression",6
"4797","Gene80","H2A",0.500724926137043,"control5_leaves",80,"High Expression",6
"4798","Gene100","H2A",0.221340160492411,"control5_leaves",100,"High Expression",6
"4799","Downstream","H2A",0.175833333333333,"control5_leaves",120,"High Expression",6
"4800","DownstreamIntergenic","H2A",0,"control5_leaves",140,"High Expression",6
"4801","UpstreamIntergenic","H3",0,"control5_leaves",-60,"High Expression",6
"4802","Promotor1000","H3",0,"control5_leaves",-40,"High Expression",6
"4803","Promotor500","H3",0,"control5_leaves",-20,"High Expression",6
"4804","Gene20","H3",0,"control5_leaves",20,"High Expression",6
"4805","Gene40","H3",0,"control5_leaves",40,"High Expression",6
"4806","Gene60","H3",0,"control5_leaves",60,"High Expression",6
"4807","Gene80","H3",0,"control5_leaves",80,"High Expression",6
"4808","Gene100","H3",0,"control5_leaves",100,"High Expression",6
"4809","Downstream","H3",0,"control5_leaves",120,"High Expression",6
"4810","DownstreamIntergenic","H3",0,"control5_leaves",140,"High Expression",6
"4811","UpstreamIntergenic","H2A-X",0,"control5_leaves",-60,"High Expression",6
"4812","Promotor1000","H2A-X",0,"control5_leaves",-40,"High Expression",6
"4813","Promotor500","H2A-X",0,"control5_leaves",-20,"High Expression",6
"4814","Gene20","H2A-X",0,"control5_leaves",20,"High Expression",6
"4815","Gene40","H2A-X",0.185754240673884,"control5_leaves",40,"High Expression",6
"4816","Gene60","H2A-X",0.349267233274039,"control5_leaves",60,"High Expression",6
"4817","Gene80","H2A-X",0.0521963656480219,"control5_leaves",80,"High Expression",6
"4818","Gene100","H2A-X",0,"control5_leaves",100,"High Expression",6
"4819","Downstream","H2A-X",0,"control5_leaves",120,"High Expression",6
"4820","DownstreamIntergenic","H2A-X",0,"control5_leaves",140,"High Expression",6
"4821","UpstreamIntergenic","H3K18ac",0,"control5_leaves",-60,"High Expression",6
"4822","Promotor1000","H3K18ac",0,"control5_leaves",-40,"High Expression",6
"4823","Promotor500","H3K18ac",0,"control5_leaves",-20,"High Expression",6
"4824","Gene20","H3K18ac",0,"control5_leaves",20,"High Expression",6
"4825","Gene40","H3K18ac",0,"control5_leaves",40,"High Expression",6
"4826","Gene60","H3K18ac",0,"control5_leaves",60,"High Expression",6
"4827","Gene80","H3K18ac",0,"control5_leaves",80,"High Expression",6
"4828","Gene100","H3K18ac",0,"control5_leaves",100,"High Expression",6
"4829","Downstream","H3K18ac",0,"control5_leaves",120,"High Expression",6
"4830","DownstreamIntergenic","H3K18ac",0,"control5_leaves",140,"High Expression",6
"4831","UpstreamIntergenic","H3-3",0,"control6_leaves",-60,"No Expression",71
"4832","Promotor1000","H3-3",0,"control6_leaves",-40,"No Expression",71
"4833","Promotor500","H3-3",0,"control6_leaves",-20,"No Expression",71
"4834","Gene20","H3-3",0,"control6_leaves",20,"No Expression",71
"4835","Gene40","H3-3",0,"control6_leaves",40,"No Expression",71
"4836","Gene60","H3-3",0,"control6_leaves",60,"No Expression",71
"4837","Gene80","H3-3",0,"control6_leaves",80,"No Expression",71
"4838","Gene100","H3-3",0,"control6_leaves",100,"No Expression",71
"4839","Downstream","H3-3",0,"control6_leaves",120,"No Expression",71
"4840","DownstreamIntergenic","H3-3",0,"control6_leaves",140,"No Expression",71
"4841","UpstreamIntergenic","H3K9me2",0,"control6_leaves",-60,"No Expression",71
"4842","Promotor1000","H3K9me2",0,"control6_leaves",-40,"No Expression",71
"4843","Promotor500","H3K9me2",0,"control6_leaves",-20,"No Expression",71
"4844","Gene20","H3K9me2",0,"control6_leaves",20,"No Expression",71
"4845","Gene40","H3K9me2",0,"control6_leaves",40,"No Expression",71
"4846","Gene60","H3K9me2",0,"control6_leaves",60,"No Expression",71
"4847","Gene80","H3K9me2",0,"control6_leaves",80,"No Expression",71
"4848","Gene100","H3K9me2",0,"control6_leaves",100,"No Expression",71
"4849","Downstream","H3K9me2",0,"control6_leaves",120,"No Expression",71
"4850","DownstreamIntergenic","H3K9me2",0,"control6_leaves",140,"No Expression",71
"4851","UpstreamIntergenic","H3K27me3",0.0992185739822554,"control6_leaves",-60,"No Expression",71
"4852","Promotor1000","H3K27me3",0.0971549295774648,"control6_leaves",-40,"No Expression",71
"4853","Promotor500","H3K27me3",0.234591549295775,"control6_leaves",-20,"No Expression",71
"4854","Gene20","H3K27me3",0.316143921049319,"control6_leaves",20,"No Expression",71
"4855","Gene40","H3K27me3",0.315488709026406,"control6_leaves",40,"No Expression",71
"4856","Gene60","H3K27me3",0.320268400202467,"control6_leaves",60,"No Expression",71
"4857","Gene80","H3K27me3",0.352036867173829,"control6_leaves",80,"No Expression",71
"4858","Gene100","H3K27me3",0.349826708944768,"control6_leaves",100,"No Expression",71
"4859","Downstream","H3K27me3",0.310492957746479,"control6_leaves",120,"No Expression",71
"4860","DownstreamIntergenic","H3K27me3",0.107983830559366,"control6_leaves",140,"No Expression",71
"4861","UpstreamIntergenic","H2A-Z",0.0520556743428724,"control6_leaves",-60,"No Expression",71
"4862","Promotor1000","H2A-Z",0.16156338028169,"control6_leaves",-40,"No Expression",71
"4863","Promotor500","H2A-Z",0.407577464788732,"control6_leaves",-20,"No Expression",71
"4864","Gene20","H2A-Z",0.681452391503427,"control6_leaves",20,"No Expression",71
"4865","Gene40","H2A-Z",0.649714781503431,"control6_leaves",40,"No Expression",71
"4866","Gene60","H2A-Z",0.59995365347918,"control6_leaves",60,"No Expression",71
"4867","Gene80","H2A-Z",0.572998019184762,"control6_leaves",80,"No Expression",71
"4868","Gene100","H2A-Z",0.488384060061238,"control6_leaves",100,"No Expression",71
"4869","Downstream","H2A-Z",0.379366197183099,"control6_leaves",120,"No Expression",71
"4870","DownstreamIntergenic","H2A-Z",0.0825799452753234,"control6_leaves",140,"No Expression",71
"4871","UpstreamIntergenic","H2AK121ub",0,"control6_leaves",-60,"No Expression",71
"4872","Promotor1000","H2AK121ub",0,"control6_leaves",-40,"No Expression",71
"4873","Promotor500","H2AK121ub",0,"control6_leaves",-20,"No Expression",71
"4874","Gene20","H2AK121ub",0,"control6_leaves",20,"No Expression",71
"4875","Gene40","H2AK121ub",0,"control6_leaves",40,"No Expression",71
"4876","Gene60","H2AK121ub",0,"control6_leaves",60,"No Expression",71
"4877","Gene80","H2AK121ub",0,"control6_leaves",80,"No Expression",71
"4878","Gene100","H2AK121ub",0,"control6_leaves",100,"No Expression",71
"4879","Downstream","H2AK121ub",0,"control6_leaves",120,"No Expression",71
"4880","DownstreamIntergenic","H2AK121ub",0,"control6_leaves",140,"No Expression",71
"4881","UpstreamIntergenic","H3ac",0,"control6_leaves",-60,"No Expression",71
"4882","Promotor1000","H3ac",0,"control6_leaves",-40,"No Expression",71
