"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"2666","Gene60","H3K27me1",0.468807063933734,"control3_leaves",60,"Low Expression",116
"2667","Gene80","H3K27me1",0.438266564115084,"control3_leaves",80,"Low Expression",116
"2668","Gene100","H3K27me1",0.240623173956962,"control3_leaves",100,"Low Expression",116
"2669","Downstream","H3K27me1",0.132844827586207,"control3_leaves",120,"Low Expression",116
"2670","DownstreamIntergenic","H3K27me1",0.0260436497308506,"control3_leaves",140,"Low Expression",116
"2671","UpstreamIntergenic","H4K16ac",0,"control3_leaves",-60,"Low Expression",116
"2672","Promotor1000","H4K16ac",0,"control3_leaves",-40,"Low Expression",116
"2673","Promotor500","H4K16ac",0,"control3_leaves",-20,"Low Expression",116
"2674","Gene20","H4K16ac",0,"control3_leaves",20,"Low Expression",116
"2675","Gene40","H4K16ac",0,"control3_leaves",40,"Low Expression",116
"2676","Gene60","H4K16ac",0,"control3_leaves",60,"Low Expression",116
"2677","Gene80","H4K16ac",0,"control3_leaves",80,"Low Expression",116
"2678","Gene100","H4K16ac",0,"control3_leaves",100,"Low Expression",116
"2679","Downstream","H4K16ac",0,"control3_leaves",120,"Low Expression",116
"2680","DownstreamIntergenic","H4K16ac",0,"control3_leaves",140,"Low Expression",116
"2681","UpstreamIntergenic","H3K14ac",0,"control3_leaves",-60,"Low Expression",116
"2682","Promotor1000","H3K14ac",0,"control3_leaves",-40,"Low Expression",116
"2683","Promotor500","H3K14ac",0,"control3_leaves",-20,"Low Expression",116
"2684","Gene20","H3K14ac",0,"control3_leaves",20,"Low Expression",116
"2685","Gene40","H3K14ac",0,"control3_leaves",40,"Low Expression",116
"2686","Gene60","H3K14ac",0,"control3_leaves",60,"Low Expression",116
"2687","Gene80","H3K14ac",0,"control3_leaves",80,"Low Expression",116
"2688","Gene100","H3K14ac",0,"control3_leaves",100,"Low Expression",116
"2689","Downstream","H3K14ac",0,"control3_leaves",120,"Low Expression",116
"2690","DownstreamIntergenic","H3K14ac",0,"control3_leaves",140,"Low Expression",116
"2691","UpstreamIntergenic","H2A",0,"control3_leaves",-60,"Low Expression",116
"2692","Promotor1000","H2A",0.0653103448275862,"control3_leaves",-40,"Low Expression",116
"2693","Promotor500","H2A",0.0126724137931034,"control3_leaves",-20,"Low Expression",116
"2694","Gene20","H2A",0.0792686152685556,"control3_leaves",20,"Low Expression",116
"2695","Gene40","H2A",0.431539118508707,"control3_leaves",40,"Low Expression",116
"2696","Gene60","H2A",0.656008667323647,"control3_leaves",60,"Low Expression",116
"2697","Gene80","H2A",0.664979615403289,"control3_leaves",80,"Low Expression",116
"2698","Gene100","H2A",0.402423940974643,"control3_leaves",100,"Low Expression",116
"2699","Downstream","H2A",0.186293103448276,"control3_leaves",120,"Low Expression",116
"2700","DownstreamIntergenic","H2A",0.0158490209561469,"control3_leaves",140,"Low Expression",116
"2701","UpstreamIntergenic","H3",0,"control3_leaves",-60,"Low Expression",116
"2702","Promotor1000","H3",0,"control3_leaves",-40,"Low Expression",116
"2703","Promotor500","H3",0,"control3_leaves",-20,"Low Expression",116
"2704","Gene20","H3",0.00161577460428035,"control3_leaves",20,"Low Expression",116
"2705","Gene40","H3",0.00452557616855421,"control3_leaves",40,"Low Expression",116
"2706","Gene60","H3",0.000674449404031981,"control3_leaves",60,"Low Expression",116
"2707","Gene80","H3",0,"control3_leaves",80,"Low Expression",116
"2708","Gene100","H3",0,"control3_leaves",100,"Low Expression",116
"2709","Downstream","H3",0,"control3_leaves",120,"Low Expression",116
"2710","DownstreamIntergenic","H3",0,"control3_leaves",140,"Low Expression",116
"2711","UpstreamIntergenic","H2A-X",0,"control3_leaves",-60,"Low Expression",116
"2712","Promotor1000","H2A-X",0.0100862068965517,"control3_leaves",-40,"Low Expression",116
"2713","Promotor500","H2A-X",0.00255172413793103,"control3_leaves",-20,"Low Expression",116
"2714","Gene20","H2A-X",0.00508313913597693,"control3_leaves",20,"Low Expression",116
"2715","Gene40","H2A-X",0.102283705352115,"control3_leaves",40,"Low Expression",116
"2716","Gene60","H2A-X",0.201136820636872,"control3_leaves",60,"Low Expression",116
"2717","Gene80","H2A-X",0.185900238697546,"control3_leaves",80,"Low Expression",116
"2718","Gene100","H2A-X",0.076377106986755,"control3_leaves",100,"Low Expression",116
"2719","Downstream","H2A-X",0.0643965517241379,"control3_leaves",120,"Low Expression",116
"2720","DownstreamIntergenic","H2A-X",0.0108481285406124,"control3_leaves",140,"Low Expression",116
"2721","UpstreamIntergenic","H3K18ac",0,"control3_leaves",-60,"Low Expression",116
"2722","Promotor1000","H3K18ac",0,"control3_leaves",-40,"Low Expression",116
"2723","Promotor500","H3K18ac",0,"control3_leaves",-20,"Low Expression",116
"2724","Gene20","H3K18ac",0,"control3_leaves",20,"Low Expression",116
"2725","Gene40","H3K18ac",0,"control3_leaves",40,"Low Expression",116
"2726","Gene60","H3K18ac",0,"control3_leaves",60,"Low Expression",116
"2727","Gene80","H3K18ac",0,"control3_leaves",80,"Low Expression",116
"2728","Gene100","H3K18ac",0,"control3_leaves",100,"Low Expression",116
"2729","Downstream","H3K18ac",0,"control3_leaves",120,"Low Expression",116
"2730","DownstreamIntergenic","H3K18ac",0,"control3_leaves",140,"Low Expression",116
"2731","UpstreamIntergenic","H3-3",0,"control3_leaves",-60,"Intermediate Expression",4
"2732","Promotor1000","H3-3",0,"control3_leaves",-40,"Intermediate Expression",4
"2733","Promotor500","H3-3",0,"control3_leaves",-20,"Intermediate Expression",4
"2734","Gene20","H3-3",0,"control3_leaves",20,"Intermediate Expression",4
"2735","Gene40","H3-3",0,"control3_leaves",40,"Intermediate Expression",4
"2736","Gene60","H3-3",0,"control3_leaves",60,"Intermediate Expression",4
"2737","Gene80","H3-3",0,"control3_leaves",80,"Intermediate Expression",4
"2738","Gene100","H3-3",0,"control3_leaves",100,"Intermediate Expression",4
"2739","Downstream","H3-3",0,"control3_leaves",120,"Intermediate Expression",4
"2740","DownstreamIntergenic","H3-3",0,"control3_leaves",140,"Intermediate Expression",4
"2741","UpstreamIntergenic","H3K9me2",0,"control3_leaves",-60,"Intermediate Expression",4
"2742","Promotor1000","H3K9me2",0,"control3_leaves",-40,"Intermediate Expression",4
"2743","Promotor500","H3K9me2",0,"control3_leaves",-20,"Intermediate Expression",4
"2744","Gene20","H3K9me2",0,"control3_leaves",20,"Intermediate Expression",4
"2745","Gene40","H3K9me2",0,"control3_leaves",40,"Intermediate Expression",4
"2746","Gene60","H3K9me2",0,"control3_leaves",60,"Intermediate Expression",4
"2747","Gene80","H3K9me2",0,"control3_leaves",80,"Intermediate Expression",4
"2748","Gene100","H3K9me2",0,"control3_leaves",100,"Intermediate Expression",4
"2749","Downstream","H3K9me2",0,"control3_leaves",120,"Intermediate Expression",4
"2750","DownstreamIntergenic","H3K9me2",0,"control3_leaves",140,"Intermediate Expression",4
"2751","UpstreamIntergenic","H3K27me3",0,"control3_leaves",-60,"Intermediate Expression",4
"2752","Promotor1000","H3K27me3",0,"control3_leaves",-40,"Intermediate Expression",4
"2753","Promotor500","H3K27me3",0,"control3_leaves",-20,"Intermediate Expression",4
"2754","Gene20","H3K27me3",0,"control3_leaves",20,"Intermediate Expression",4
"2755","Gene40","H3K27me3",0,"control3_leaves",40,"Intermediate Expression",4
"2756","Gene60","H3K27me3",0,"control3_leaves",60,"Intermediate Expression",4
"2757","Gene80","H3K27me3",0,"control3_leaves",80,"Intermediate Expression",4
"2758","Gene100","H3K27me3",0,"control3_leaves",100,"Intermediate Expression",4
"2759","Downstream","H3K27me3",0,"control3_leaves",120,"Intermediate Expression",4
"2760","DownstreamIntergenic","H3K27me3",0.0207380796864794,"control3_leaves",140,"Intermediate Expression",4
"2761","UpstreamIntergenic","H2A-Z",0,"control3_leaves",-60,"Intermediate Expression",4
"2762","Promotor1000","H2A-Z",0.0955,"control3_leaves",-40,"Intermediate Expression",4
"2763","Promotor500","H2A-Z",0.052,"control3_leaves",-20,"Intermediate Expression",4
"2764","Gene20","H2A-Z",0.244875237146109,"control3_leaves",20,"Intermediate Expression",4
"2765","Gene40","H2A-Z",0.25,"control3_leaves",40,"Intermediate Expression",4
"2766","Gene60","H2A-Z",0.25,"control3_leaves",60,"Intermediate Expression",4
"2767","Gene80","H2A-Z",0.15917464996331,"control3_leaves",80,"Intermediate Expression",4
"2768","Gene100","H2A-Z",0,"control3_leaves",100,"Intermediate Expression",4
"2769","Downstream","H2A-Z",0,"control3_leaves",120,"Intermediate Expression",4
"2770","DownstreamIntergenic","H2A-Z",0,"control3_leaves",140,"Intermediate Expression",4
"2771","UpstreamIntergenic","H2AK121ub",0,"control3_leaves",-60,"Intermediate Expression",4
"2772","Promotor1000","H2AK121ub",0,"control3_leaves",-40,"Intermediate Expression",4
"2773","Promotor500","H2AK121ub",0,"control3_leaves",-20,"Intermediate Expression",4
"2774","Gene20","H2AK121ub",0,"control3_leaves",20,"Intermediate Expression",4
"2775","Gene40","H2AK121ub",0,"control3_leaves",40,"Intermediate Expression",4
"2776","Gene60","H2AK121ub",0,"control3_leaves",60,"Intermediate Expression",4
"2777","Gene80","H2AK121ub",0,"control3_leaves",80,"Intermediate Expression",4
"2778","Gene100","H2AK121ub",0,"control3_leaves",100,"Intermediate Expression",4
"2779","Downstream","H2AK121ub",0,"control3_leaves",120,"Intermediate Expression",4
"2780","DownstreamIntergenic","H2AK121ub",0,"control3_leaves",140,"Intermediate Expression",4
"2781","UpstreamIntergenic","H3ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2782","Promotor1000","H3ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2783","Promotor500","H3ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2784","Gene20","H3ac",0,"control3_leaves",20,"Intermediate Expression",4
"2785","Gene40","H3ac",0,"control3_leaves",40,"Intermediate Expression",4
"2786","Gene60","H3ac",0,"control3_leaves",60,"Intermediate Expression",4
"2787","Gene80","H3ac",0,"control3_leaves",80,"Intermediate Expression",4
"2788","Gene100","H3ac",0,"control3_leaves",100,"Intermediate Expression",4
"2789","Downstream","H3ac",0,"control3_leaves",120,"Intermediate Expression",4
"2790","DownstreamIntergenic","H3ac",0,"control3_leaves",140,"Intermediate Expression",4
"2791","UpstreamIntergenic","H3K4me3",0,"control3_leaves",-60,"Intermediate Expression",4
"2792","Promotor1000","H3K4me3",0,"control3_leaves",-40,"Intermediate Expression",4
"2793","Promotor500","H3K4me3",0.08,"control3_leaves",-20,"Intermediate Expression",4
"2794","Gene20","H3K4me3",0.85305216987828,"control3_leaves",20,"Intermediate Expression",4
"2795","Gene40","H3K4me3",0.788079680382477,"control3_leaves",40,"Intermediate Expression",4
"2796","Gene60","H3K4me3",0.359402205455584,"control3_leaves",60,"Intermediate Expression",4
"2797","Gene80","H3K4me3",0.353309359564598,"control3_leaves",80,"Intermediate Expression",4
"2798","Gene100","H3K4me3",0.0550058207215581,"control3_leaves",100,"Intermediate Expression",4
"2799","Downstream","H3K4me3",0,"control3_leaves",120,"Intermediate Expression",4
"2800","DownstreamIntergenic","H3K4me3",0,"control3_leaves",140,"Intermediate Expression",4
"2801","UpstreamIntergenic","H3K36me3",0,"control3_leaves",-60,"Intermediate Expression",4
"2802","Promotor1000","H3K36me3",0.05475,"control3_leaves",-40,"Intermediate Expression",4
"2803","Promotor500","H3K36me3",0.058,"control3_leaves",-20,"Intermediate Expression",4
"2804","Gene20","H3K36me3",0.643230884908007,"control3_leaves",20,"Intermediate Expression",4
"2805","Gene40","H3K36me3",0.75,"control3_leaves",40,"Intermediate Expression",4
"2806","Gene60","H3K36me3",0.512937794040665,"control3_leaves",60,"Intermediate Expression",4
"2807","Gene80","H3K36me3",0.333333333333333,"control3_leaves",80,"Intermediate Expression",4
"2808","Gene100","H3K36me3",0.0106228172290769,"control3_leaves",100,"Intermediate Expression",4
"2809","Downstream","H3K36me3",0,"control3_leaves",120,"Intermediate Expression",4
"2810","DownstreamIntergenic","H3K36me3",0,"control3_leaves",140,"Intermediate Expression",4
"2811","UpstreamIntergenic","H3K27ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2812","Promotor1000","H3K27ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2813","Promotor500","H3K27ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2814","Gene20","H3K27ac",0,"control3_leaves",20,"Intermediate Expression",4
"2815","Gene40","H3K27ac",0,"control3_leaves",40,"Intermediate Expression",4
"2816","Gene60","H3K27ac",0,"control3_leaves",60,"Intermediate Expression",4
"2817","Gene80","H3K27ac",0,"control3_leaves",80,"Intermediate Expression",4
"2818","Gene100","H3K27ac",0,"control3_leaves",100,"Intermediate Expression",4
"2819","Downstream","H3K27ac",0,"control3_leaves",120,"Intermediate Expression",4
"2820","DownstreamIntergenic","H3K27ac",0,"control3_leaves",140,"Intermediate Expression",4
"2821","UpstreamIntergenic","H4K5ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2822","Promotor1000","H4K5ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2823","Promotor500","H4K5ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2824","Gene20","H4K5ac",0,"control3_leaves",20,"Intermediate Expression",4
"2825","Gene40","H4K5ac",0,"control3_leaves",40,"Intermediate Expression",4
"2826","Gene60","H4K5ac",0,"control3_leaves",60,"Intermediate Expression",4
"2827","Gene80","H4K5ac",0,"control3_leaves",80,"Intermediate Expression",4
"2828","Gene100","H4K5ac",0,"control3_leaves",100,"Intermediate Expression",4
"2829","Downstream","H4K5ac",0,"control3_leaves",120,"Intermediate Expression",4
"2830","DownstreamIntergenic","H4K5ac",0,"control3_leaves",140,"Intermediate Expression",4
"2831","UpstreamIntergenic","H4K8ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2832","Promotor1000","H4K8ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2833","Promotor500","H4K8ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2834","Gene20","H4K8ac",0,"control3_leaves",20,"Intermediate Expression",4
"2835","Gene40","H4K8ac",0,"control3_leaves",40,"Intermediate Expression",4
"2836","Gene60","H4K8ac",0,"control3_leaves",60,"Intermediate Expression",4
"2837","Gene80","H4K8ac",0,"control3_leaves",80,"Intermediate Expression",4
"2838","Gene100","H4K8ac",0,"control3_leaves",100,"Intermediate Expression",4
"2839","Downstream","H4K8ac",0,"control3_leaves",120,"Intermediate Expression",4
"2840","DownstreamIntergenic","H4K8ac",0,"control3_leaves",140,"Intermediate Expression",4
"2841","UpstreamIntergenic","H3-1",0,"control3_leaves",-60,"Intermediate Expression",4
"2842","Promotor1000","H3-1",0,"control3_leaves",-40,"Intermediate Expression",4
"2843","Promotor500","H3-1",0,"control3_leaves",-20,"Intermediate Expression",4
"2844","Gene20","H3-1",0,"control3_leaves",20,"Intermediate Expression",4
"2845","Gene40","H3-1",0,"control3_leaves",40,"Intermediate Expression",4
"2846","Gene60","H3-1",0,"control3_leaves",60,"Intermediate Expression",4
"2847","Gene80","H3-1",0,"control3_leaves",80,"Intermediate Expression",4
"2848","Gene100","H3-1",0,"control3_leaves",100,"Intermediate Expression",4
"2849","Downstream","H3-1",0,"control3_leaves",120,"Intermediate Expression",4
"2850","DownstreamIntergenic","H3-1",0,"control3_leaves",140,"Intermediate Expression",4
"2851","UpstreamIntergenic","H3K9ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2852","Promotor1000","H3K9ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2853","Promotor500","H3K9ac",0.077,"control3_leaves",-20,"Intermediate Expression",4
"2854","Gene20","H3K9ac",0.681043081952807,"control3_leaves",20,"Intermediate Expression",4
"2855","Gene40","H3K9ac",0.523131207527653,"control3_leaves",40,"Intermediate Expression",4
"2856","Gene60","H3K9ac",0.5,"control3_leaves",60,"Intermediate Expression",4
"2857","Gene80","H3K9ac",0.277713290772,"control3_leaves",80,"Intermediate Expression",4
"2858","Gene100","H3K9ac",0.252358878221179,"control3_leaves",100,"Intermediate Expression",4
"2859","Downstream","H3K9ac",0.25,"control3_leaves",120,"Intermediate Expression",4
"2860","DownstreamIntergenic","H3K9ac",0,"control3_leaves",140,"Intermediate Expression",4
"2861","UpstreamIntergenic","H4K12ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2862","Promotor1000","H4K12ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2863","Promotor500","H4K12ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2864","Gene20","H4K12ac",0,"control3_leaves",20,"Intermediate Expression",4
"2865","Gene40","H4K12ac",0,"control3_leaves",40,"Intermediate Expression",4
"2866","Gene60","H4K12ac",0,"control3_leaves",60,"Intermediate Expression",4
"2867","Gene80","H4K12ac",0,"control3_leaves",80,"Intermediate Expression",4
"2868","Gene100","H4K12ac",0,"control3_leaves",100,"Intermediate Expression",4
"2869","Downstream","H4K12ac",0,"control3_leaves",120,"Intermediate Expression",4
"2870","DownstreamIntergenic","H4K12ac",0,"control3_leaves",140,"Intermediate Expression",4
"2871","UpstreamIntergenic","H3K27me1",0,"control3_leaves",-60,"Intermediate Expression",4
"2872","Promotor1000","H3K27me1",0.0985,"control3_leaves",-40,"Intermediate Expression",4
"2873","Promotor500","H3K27me1",0,"control3_leaves",-20,"Intermediate Expression",4
"2874","Gene20","H3K27me1",0,"control3_leaves",20,"Intermediate Expression",4
"2875","Gene40","H3K27me1",0,"control3_leaves",40,"Intermediate Expression",4
"2876","Gene60","H3K27me1",0.232313927781724,"control3_leaves",60,"Intermediate Expression",4
"2877","Gene80","H3K27me1",0.0808769344141438,"control3_leaves",80,"Intermediate Expression",4
"2878","Gene100","H3K27me1",0,"control3_leaves",100,"Intermediate Expression",4
"2879","Downstream","H3K27me1",0,"control3_leaves",120,"Intermediate Expression",4
"2880","DownstreamIntergenic","H3K27me1",0,"control3_leaves",140,"Intermediate Expression",4
"2881","UpstreamIntergenic","H4K16ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2882","Promotor1000","H4K16ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2883","Promotor500","H4K16ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2884","Gene20","H4K16ac",0,"control3_leaves",20,"Intermediate Expression",4
"2885","Gene40","H4K16ac",0,"control3_leaves",40,"Intermediate Expression",4
"2886","Gene60","H4K16ac",0,"control3_leaves",60,"Intermediate Expression",4
"2887","Gene80","H4K16ac",0,"control3_leaves",80,"Intermediate Expression",4
"2888","Gene100","H4K16ac",0,"control3_leaves",100,"Intermediate Expression",4
"2889","Downstream","H4K16ac",0,"control3_leaves",120,"Intermediate Expression",4
"2890","DownstreamIntergenic","H4K16ac",0,"control3_leaves",140,"Intermediate Expression",4
"2891","UpstreamIntergenic","H3K14ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2892","Promotor1000","H3K14ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2893","Promotor500","H3K14ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2894","Gene20","H3K14ac",0,"control3_leaves",20,"Intermediate Expression",4
"2895","Gene40","H3K14ac",0,"control3_leaves",40,"Intermediate Expression",4
"2896","Gene60","H3K14ac",0,"control3_leaves",60,"Intermediate Expression",4
"2897","Gene80","H3K14ac",0,"control3_leaves",80,"Intermediate Expression",4
"2898","Gene100","H3K14ac",0,"control3_leaves",100,"Intermediate Expression",4
"2899","Downstream","H3K14ac",0,"control3_leaves",120,"Intermediate Expression",4
"2900","DownstreamIntergenic","H3K14ac",0,"control3_leaves",140,"Intermediate Expression",4
"2901","UpstreamIntergenic","H2A",0,"control3_leaves",-60,"Intermediate Expression",4
"2902","Promotor1000","H2A",0.11725,"control3_leaves",-40,"Intermediate Expression",4
"2903","Promotor500","H2A",0,"control3_leaves",-20,"Intermediate Expression",4
"2904","Gene20","H2A",0.0636079249216125,"control3_leaves",20,"Intermediate Expression",4
"2905","Gene40","H2A",0.407738095238095,"control3_leaves",40,"Intermediate Expression",4
"2906","Gene60","H2A",0.710243760882274,"control3_leaves",60,"Intermediate Expression",4
"2907","Gene80","H2A",0.75,"control3_leaves",80,"Intermediate Expression",4
"2908","Gene100","H2A",0.113991180946319,"control3_leaves",100,"Intermediate Expression",4
"2909","Downstream","H2A",0,"control3_leaves",120,"Intermediate Expression",4
"2910","DownstreamIntergenic","H2A",0,"control3_leaves",140,"Intermediate Expression",4
"2911","UpstreamIntergenic","H3",0,"control3_leaves",-60,"Intermediate Expression",4
"2912","Promotor1000","H3",0,"control3_leaves",-40,"Intermediate Expression",4
"2913","Promotor500","H3",0,"control3_leaves",-20,"Intermediate Expression",4
"2914","Gene20","H3",0,"control3_leaves",20,"Intermediate Expression",4
"2915","Gene40","H3",0,"control3_leaves",40,"Intermediate Expression",4
"2916","Gene60","H3",0,"control3_leaves",60,"Intermediate Expression",4
"2917","Gene80","H3",0,"control3_leaves",80,"Intermediate Expression",4
"2918","Gene100","H3",0,"control3_leaves",100,"Intermediate Expression",4
"2919","Downstream","H3",0,"control3_leaves",120,"Intermediate Expression",4
"2920","DownstreamIntergenic","H3",0,"control3_leaves",140,"Intermediate Expression",4
"2921","UpstreamIntergenic","H2A-X",0,"control3_leaves",-60,"Intermediate Expression",4
"2922","Promotor1000","H2A-X",0,"control3_leaves",-40,"Intermediate Expression",4
"2923","Promotor500","H2A-X",0,"control3_leaves",-20,"Intermediate Expression",4
"2924","Gene20","H2A-X",0,"control3_leaves",20,"Intermediate Expression",4
"2925","Gene40","H2A-X",0,"control3_leaves",40,"Intermediate Expression",4
"2926","Gene60","H2A-X",0.142857142857143,"control3_leaves",60,"Intermediate Expression",4
"2927","Gene80","H2A-X",0.113095238095238,"control3_leaves",80,"Intermediate Expression",4
"2928","Gene100","H2A-X",0,"control3_leaves",100,"Intermediate Expression",4
"2929","Downstream","H2A-X",0,"control3_leaves",120,"Intermediate Expression",4
"2930","DownstreamIntergenic","H2A-X",0,"control3_leaves",140,"Intermediate Expression",4
"2931","UpstreamIntergenic","H3K18ac",0,"control3_leaves",-60,"Intermediate Expression",4
"2932","Promotor1000","H3K18ac",0,"control3_leaves",-40,"Intermediate Expression",4
"2933","Promotor500","H3K18ac",0,"control3_leaves",-20,"Intermediate Expression",4
"2934","Gene20","H3K18ac",0,"control3_leaves",20,"Intermediate Expression",4
"2935","Gene40","H3K18ac",0,"control3_leaves",40,"Intermediate Expression",4
"2936","Gene60","H3K18ac",0,"control3_leaves",60,"Intermediate Expression",4
"2937","Gene80","H3K18ac",0,"control3_leaves",80,"Intermediate Expression",4
"2938","Gene100","H3K18ac",0,"control3_leaves",100,"Intermediate Expression",4
"2939","Downstream","H3K18ac",0,"control3_leaves",120,"Intermediate Expression",4
"2940","DownstreamIntergenic","H3K18ac",0,"control3_leaves",140,"Intermediate Expression",4
"2941","UpstreamIntergenic","H3-3",0,"control3_leaves",-60,"High Expression",4
"2942","Promotor1000","H3-3",0,"control3_leaves",-40,"High Expression",4
"2943","Promotor500","H3-3",0,"control3_leaves",-20,"High Expression",4
"2944","Gene20","H3-3",0,"control3_leaves",20,"High Expression",4
"2945","Gene40","H3-3",0,"control3_leaves",40,"High Expression",4
"2946","Gene60","H3-3",0,"control3_leaves",60,"High Expression",4
"2947","Gene80","H3-3",0,"control3_leaves",80,"High Expression",4
"2948","Gene100","H3-3",0,"control3_leaves",100,"High Expression",4
"2949","Downstream","H3-3",0,"control3_leaves",120,"High Expression",4
"2950","DownstreamIntergenic","H3-3",0,"control3_leaves",140,"High Expression",4
"2951","UpstreamIntergenic","H3K9me2",0,"control3_leaves",-60,"High Expression",4
"2952","Promotor1000","H3K9me2",0,"control3_leaves",-40,"High Expression",4
"2953","Promotor500","H3K9me2",0,"control3_leaves",-20,"High Expression",4
"2954","Gene20","H3K9me2",0,"control3_leaves",20,"High Expression",4
"2955","Gene40","H3K9me2",0,"control3_leaves",40,"High Expression",4
"2956","Gene60","H3K9me2",0,"control3_leaves",60,"High Expression",4
"2957","Gene80","H3K9me2",0,"control3_leaves",80,"High Expression",4
"2958","Gene100","H3K9me2",0,"control3_leaves",100,"High Expression",4
"2959","Downstream","H3K9me2",0,"control3_leaves",120,"High Expression",4
"2960","DownstreamIntergenic","H3K9me2",0,"control3_leaves",140,"High Expression",4
"2961","UpstreamIntergenic","H3K27me3",0,"control3_leaves",-60,"High Expression",4
"2962","Promotor1000","H3K27me3",0.09425,"control3_leaves",-40,"High Expression",4
"2963","Promotor500","H3K27me3",0,"control3_leaves",-20,"High Expression",4
"2964","Gene20","H3K27me3",0.248414711477491,"control3_leaves",20,"High Expression",4
"2965","Gene40","H3K27me3",0.25,"control3_leaves",40,"High Expression",4
"2966","Gene60","H3K27me3",0.25,"control3_leaves",60,"High Expression",4
"2967","Gene80","H3K27me3",0.25,"control3_leaves",80,"High Expression",4
"2968","Gene100","H3K27me3",0.0282386726231098,"control3_leaves",100,"High Expression",4
"2969","Downstream","H3K27me3",0,"control3_leaves",120,"High Expression",4
"2970","DownstreamIntergenic","H3K27me3",0,"control3_leaves",140,"High Expression",4
"2971","UpstreamIntergenic","H2A-Z",0,"control3_leaves",-60,"High Expression",4
"2972","Promotor1000","H2A-Z",0.35925,"control3_leaves",-40,"High Expression",4
"2973","Promotor500","H2A-Z",0.155,"control3_leaves",-20,"High Expression",4
"2974","Gene20","H2A-Z",0,"control3_leaves",20,"High Expression",4
"2975","Gene40","H2A-Z",0,"control3_leaves",40,"High Expression",4
"2976","Gene60","H2A-Z",0,"control3_leaves",60,"High Expression",4
"2977","Gene80","H2A-Z",0,"control3_leaves",80,"High Expression",4
"2978","Gene100","H2A-Z",0,"control3_leaves",100,"High Expression",4
"2979","Downstream","H2A-Z",0,"control3_leaves",120,"High Expression",4
"2980","DownstreamIntergenic","H2A-Z",0,"control3_leaves",140,"High Expression",4
"2981","UpstreamIntergenic","H2AK121ub",0,"control3_leaves",-60,"High Expression",4
"2982","Promotor1000","H2AK121ub",0,"control3_leaves",-40,"High Expression",4
"2983","Promotor500","H2AK121ub",0,"control3_leaves",-20,"High Expression",4
"2984","Gene20","H2AK121ub",0,"control3_leaves",20,"High Expression",4
"2985","Gene40","H2AK121ub",0,"control3_leaves",40,"High Expression",4
"2986","Gene60","H2AK121ub",0,"control3_leaves",60,"High Expression",4
"2987","Gene80","H2AK121ub",0,"control3_leaves",80,"High Expression",4
"2988","Gene100","H2AK121ub",0,"control3_leaves",100,"High Expression",4
"2989","Downstream","H2AK121ub",0,"control3_leaves",120,"High Expression",4
"2990","DownstreamIntergenic","H2AK121ub",0,"control3_leaves",140,"High Expression",4
"2991","UpstreamIntergenic","H3ac",0,"control3_leaves",-60,"High Expression",4
"2992","Promotor1000","H3ac",0,"control3_leaves",-40,"High Expression",4
"2993","Promotor500","H3ac",0,"control3_leaves",-20,"High Expression",4
"2994","Gene20","H3ac",0,"control3_leaves",20,"High Expression",4
"2995","Gene40","H3ac",0,"control3_leaves",40,"High Expression",4
"2996","Gene60","H3ac",0,"control3_leaves",60,"High Expression",4
"2997","Gene80","H3ac",0,"control3_leaves",80,"High Expression",4
"2998","Gene100","H3ac",0,"control3_leaves",100,"High Expression",4
"2999","Downstream","H3ac",0,"control3_leaves",120,"High Expression",4
"3000","DownstreamIntergenic","H3ac",0,"control3_leaves",140,"High Expression",4
"3001","UpstreamIntergenic","H3K4me3",0,"control3_leaves",-60,"High Expression",4
"3002","Promotor1000","H3K4me3",0.13775,"control3_leaves",-40,"High Expression",4
"3003","Promotor500","H3K4me3",0.285,"control3_leaves",-20,"High Expression",4
"3004","Gene20","H3K4me3",0.91756499682952,"control3_leaves",20,"High Expression",4
"3005","Gene40","H3K4me3",1,"control3_leaves",40,"High Expression",4
"3006","Gene60","H3K4me3",0.617032943856616,"control3_leaves",60,"High Expression",4
