"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"1047","Gene80","H3K18ac",0,"control10_root",80,"No Expression",53
"1048","Gene100","H3K18ac",0,"control10_root",100,"No Expression",53
"1049","Downstream","H3K18ac",0,"control10_root",120,"No Expression",53
"1050","DownstreamIntergenic","H3K18ac",0,"control10_root",140,"No Expression",53
"1051","UpstreamIntergenic","H3-3",0,"control10_root",-60,"Low Expression",134
"1052","Promotor1000","H3-3",0,"control10_root",-40,"Low Expression",134
"1053","Promotor500","H3-3",0,"control10_root",-20,"Low Expression",134
"1054","Gene20","H3-3",0,"control10_root",20,"Low Expression",134
"1055","Gene40","H3-3",0,"control10_root",40,"Low Expression",134
"1056","Gene60","H3-3",0,"control10_root",60,"Low Expression",134
"1057","Gene80","H3-3",0,"control10_root",80,"Low Expression",134
"1058","Gene100","H3-3",0,"control10_root",100,"Low Expression",134
"1059","Downstream","H3-3",0,"control10_root",120,"Low Expression",134
"1060","DownstreamIntergenic","H3-3",0,"control10_root",140,"Low Expression",134
"1061","UpstreamIntergenic","H3K9me2",0,"control10_root",-60,"Low Expression",134
"1062","Promotor1000","H3K9me2",0,"control10_root",-40,"Low Expression",134
"1063","Promotor500","H3K9me2",0,"control10_root",-20,"Low Expression",134
"1064","Gene20","H3K9me2",0,"control10_root",20,"Low Expression",134
"1065","Gene40","H3K9me2",0,"control10_root",40,"Low Expression",134
"1066","Gene60","H3K9me2",0,"control10_root",60,"Low Expression",134
"1067","Gene80","H3K9me2",0,"control10_root",80,"Low Expression",134
"1068","Gene100","H3K9me2",0,"control10_root",100,"Low Expression",134
"1069","Downstream","H3K9me2",0,"control10_root",120,"Low Expression",134
"1070","DownstreamIntergenic","H3K9me2",0,"control10_root",140,"Low Expression",134
"1071","UpstreamIntergenic","H3K27me3",0.000759594743993982,"control10_root",-60,"Low Expression",134
"1072","Promotor1000","H3K27me3",0.0304179104477612,"control10_root",-40,"Low Expression",134
"1073","Promotor500","H3K27me3",0.023089552238806,"control10_root",-20,"Low Expression",134
"1074","Gene20","H3K27me3",0.0172061866013387,"control10_root",20,"Low Expression",134
"1075","Gene40","H3K27me3",0.0575122762565899,"control10_root",40,"Low Expression",134
"1076","Gene60","H3K27me3",0.0667541792281628,"control10_root",60,"Low Expression",134
"1077","Gene80","H3K27me3",0.0536874075351192,"control10_root",80,"Low Expression",134
"1078","Gene100","H3K27me3",0.0404975642720497,"control10_root",100,"Low Expression",134
"1079","Downstream","H3K27me3",0.052089552238806,"control10_root",120,"Low Expression",134
"1080","DownstreamIntergenic","H3K27me3",0.0204902010564809,"control10_root",140,"Low Expression",134
"1081","UpstreamIntergenic","H2A-Z",0,"control10_root",-60,"Low Expression",134
"1082","Promotor1000","H2A-Z",0,"control10_root",-40,"Low Expression",134
"1083","Promotor500","H2A-Z",0,"control10_root",-20,"Low Expression",134
"1084","Gene20","H2A-Z",0,"control10_root",20,"Low Expression",134
"1085","Gene40","H2A-Z",0,"control10_root",40,"Low Expression",134
"1086","Gene60","H2A-Z",0,"control10_root",60,"Low Expression",134
"1087","Gene80","H2A-Z",0,"control10_root",80,"Low Expression",134
"1088","Gene100","H2A-Z",0,"control10_root",100,"Low Expression",134
"1089","Downstream","H2A-Z",0,"control10_root",120,"Low Expression",134
"1090","DownstreamIntergenic","H2A-Z",0,"control10_root",140,"Low Expression",134
"1091","UpstreamIntergenic","H2AK121ub",0,"control10_root",-60,"Low Expression",134
"1092","Promotor1000","H2AK121ub",0,"control10_root",-40,"Low Expression",134
"1093","Promotor500","H2AK121ub",0,"control10_root",-20,"Low Expression",134
"1094","Gene20","H2AK121ub",0,"control10_root",20,"Low Expression",134
"1095","Gene40","H2AK121ub",0,"control10_root",40,"Low Expression",134
"1096","Gene60","H2AK121ub",0,"control10_root",60,"Low Expression",134
"1097","Gene80","H2AK121ub",0,"control10_root",80,"Low Expression",134
"1098","Gene100","H2AK121ub",0,"control10_root",100,"Low Expression",134
"1099","Downstream","H2AK121ub",0,"control10_root",120,"Low Expression",134
"1100","DownstreamIntergenic","H2AK121ub",0,"control10_root",140,"Low Expression",134
"1101","UpstreamIntergenic","H3ac",0.00768190572726654,"control10_root",-60,"Low Expression",134
"1102","Promotor1000","H3ac",0.267529850746269,"control10_root",-40,"Low Expression",134
"1103","Promotor500","H3ac",0.323328358208955,"control10_root",-20,"Low Expression",134
"1104","Gene20","H3ac",0.730839787854811,"control10_root",20,"Low Expression",134
"1105","Gene40","H3ac",0.524091396490858,"control10_root",40,"Low Expression",134
"1106","Gene60","H3ac",0.308026227871643,"control10_root",60,"Low Expression",134
"1107","Gene80","H3ac",0.215308491093205,"control10_root",80,"Low Expression",134
"1108","Gene100","H3ac",0.180127845665988,"control10_root",100,"Low Expression",134
"1109","Downstream","H3ac",0.127350746268657,"control10_root",120,"Low Expression",134
"1110","DownstreamIntergenic","H3ac",0.0257414048579897,"control10_root",140,"Low Expression",134
"1111","UpstreamIntergenic","H3K4me3",0.000139191682039242,"control10_root",-60,"Low Expression",134
"1112","Promotor1000","H3K4me3",0.0685074626865672,"control10_root",-40,"Low Expression",134
"1113","Promotor500","H3K4me3",0.0802835820895522,"control10_root",-20,"Low Expression",134
"1114","Gene20","H3K4me3",0.225461476212742,"control10_root",20,"Low Expression",134
"1115","Gene40","H3K4me3",0.19185363275744,"control10_root",40,"Low Expression",134
"1116","Gene60","H3K4me3",0.136731264248236,"control10_root",60,"Low Expression",134
"1117","Gene80","H3K4me3",0.106689925262994,"control10_root",80,"Low Expression",134
"1118","Gene100","H3K4me3",0.0804328791589716,"control10_root",100,"Low Expression",134
"1119","Downstream","H3K4me3",0.0646641791044776,"control10_root",120,"Low Expression",134
"1120","DownstreamIntergenic","H3K4me3",0.00622317554941432,"control10_root",140,"Low Expression",134
"1121","UpstreamIntergenic","H3K36me3",0,"control10_root",-60,"Low Expression",134
"1122","Promotor1000","H3K36me3",0,"control10_root",-40,"Low Expression",134
"1123","Promotor500","H3K36me3",0,"control10_root",-20,"Low Expression",134
"1124","Gene20","H3K36me3",0,"control10_root",20,"Low Expression",134
"1125","Gene40","H3K36me3",0,"control10_root",40,"Low Expression",134
"1126","Gene60","H3K36me3",0,"control10_root",60,"Low Expression",134
"1127","Gene80","H3K36me3",0,"control10_root",80,"Low Expression",134
"1128","Gene100","H3K36me3",0,"control10_root",100,"Low Expression",134
"1129","Downstream","H3K36me3",0,"control10_root",120,"Low Expression",134
"1130","DownstreamIntergenic","H3K36me3",0,"control10_root",140,"Low Expression",134
"1131","UpstreamIntergenic","H3K27ac",0,"control10_root",-60,"Low Expression",134
"1132","Promotor1000","H3K27ac",0,"control10_root",-40,"Low Expression",134
"1133","Promotor500","H3K27ac",0,"control10_root",-20,"Low Expression",134
"1134","Gene20","H3K27ac",0,"control10_root",20,"Low Expression",134
"1135","Gene40","H3K27ac",0,"control10_root",40,"Low Expression",134
"1136","Gene60","H3K27ac",0,"control10_root",60,"Low Expression",134
"1137","Gene80","H3K27ac",0,"control10_root",80,"Low Expression",134
"1138","Gene100","H3K27ac",0,"control10_root",100,"Low Expression",134
"1139","Downstream","H3K27ac",0,"control10_root",120,"Low Expression",134
"1140","DownstreamIntergenic","H3K27ac",0,"control10_root",140,"Low Expression",134
"1141","UpstreamIntergenic","H4K5ac",0,"control10_root",-60,"Low Expression",134
"1142","Promotor1000","H4K5ac",0,"control10_root",-40,"Low Expression",134
"1143","Promotor500","H4K5ac",0,"control10_root",-20,"Low Expression",134
"1144","Gene20","H4K5ac",0,"control10_root",20,"Low Expression",134
"1145","Gene40","H4K5ac",0,"control10_root",40,"Low Expression",134
"1146","Gene60","H4K5ac",0,"control10_root",60,"Low Expression",134
"1147","Gene80","H4K5ac",0,"control10_root",80,"Low Expression",134
"1148","Gene100","H4K5ac",0,"control10_root",100,"Low Expression",134
"1149","Downstream","H4K5ac",0,"control10_root",120,"Low Expression",134
"1150","DownstreamIntergenic","H4K5ac",0,"control10_root",140,"Low Expression",134
"1151","UpstreamIntergenic","H4K8ac",0,"control10_root",-60,"Low Expression",134
"1152","Promotor1000","H4K8ac",0,"control10_root",-40,"Low Expression",134
"1153","Promotor500","H4K8ac",0,"control10_root",-20,"Low Expression",134
"1154","Gene20","H4K8ac",0,"control10_root",20,"Low Expression",134
"1155","Gene40","H4K8ac",0,"control10_root",40,"Low Expression",134
"1156","Gene60","H4K8ac",0,"control10_root",60,"Low Expression",134
"1157","Gene80","H4K8ac",0,"control10_root",80,"Low Expression",134
"1158","Gene100","H4K8ac",0,"control10_root",100,"Low Expression",134
"1159","Downstream","H4K8ac",0,"control10_root",120,"Low Expression",134
"1160","DownstreamIntergenic","H4K8ac",0,"control10_root",140,"Low Expression",134
"1161","UpstreamIntergenic","H3-1",0,"control10_root",-60,"Low Expression",134
"1162","Promotor1000","H3-1",0,"control10_root",-40,"Low Expression",134
"1163","Promotor500","H3-1",0,"control10_root",-20,"Low Expression",134
"1164","Gene20","H3-1",0,"control10_root",20,"Low Expression",134
"1165","Gene40","H3-1",0,"control10_root",40,"Low Expression",134
"1166","Gene60","H3-1",0,"control10_root",60,"Low Expression",134
"1167","Gene80","H3-1",0,"control10_root",80,"Low Expression",134
"1168","Gene100","H3-1",0,"control10_root",100,"Low Expression",134
"1169","Downstream","H3-1",0,"control10_root",120,"Low Expression",134
"1170","DownstreamIntergenic","H3-1",0,"control10_root",140,"Low Expression",134
"1171","UpstreamIntergenic","H3K9ac",0,"control10_root",-60,"Low Expression",134
"1172","Promotor1000","H3K9ac",0,"control10_root",-40,"Low Expression",134
"1173","Promotor500","H3K9ac",0,"control10_root",-20,"Low Expression",134
"1174","Gene20","H3K9ac",0,"control10_root",20,"Low Expression",134
"1175","Gene40","H3K9ac",0,"control10_root",40,"Low Expression",134
"1176","Gene60","H3K9ac",0,"control10_root",60,"Low Expression",134
"1177","Gene80","H3K9ac",0,"control10_root",80,"Low Expression",134
"1178","Gene100","H3K9ac",0,"control10_root",100,"Low Expression",134
"1179","Downstream","H3K9ac",0,"control10_root",120,"Low Expression",134
"1180","DownstreamIntergenic","H3K9ac",0,"control10_root",140,"Low Expression",134
"1181","UpstreamIntergenic","H4K12ac",0,"control10_root",-60,"Low Expression",134
"1182","Promotor1000","H4K12ac",0,"control10_root",-40,"Low Expression",134
"1183","Promotor500","H4K12ac",0,"control10_root",-20,"Low Expression",134
"1184","Gene20","H4K12ac",0,"control10_root",20,"Low Expression",134
"1185","Gene40","H4K12ac",0,"control10_root",40,"Low Expression",134
"1186","Gene60","H4K12ac",0,"control10_root",60,"Low Expression",134
"1187","Gene80","H4K12ac",0,"control10_root",80,"Low Expression",134
"1188","Gene100","H4K12ac",0,"control10_root",100,"Low Expression",134
"1189","Downstream","H4K12ac",0,"control10_root",120,"Low Expression",134
"1190","DownstreamIntergenic","H4K12ac",0,"control10_root",140,"Low Expression",134
"1191","UpstreamIntergenic","H3K27me1",0,"control10_root",-60,"Low Expression",134
"1192","Promotor1000","H3K27me1",0,"control10_root",-40,"Low Expression",134
"1193","Promotor500","H3K27me1",0,"control10_root",-20,"Low Expression",134
"1194","Gene20","H3K27me1",0,"control10_root",20,"Low Expression",134
"1195","Gene40","H3K27me1",0,"control10_root",40,"Low Expression",134
"1196","Gene60","H3K27me1",0,"control10_root",60,"Low Expression",134
"1197","Gene80","H3K27me1",0,"control10_root",80,"Low Expression",134
"1198","Gene100","H3K27me1",0,"control10_root",100,"Low Expression",134
"1199","Downstream","H3K27me1",0,"control10_root",120,"Low Expression",134
"1200","DownstreamIntergenic","H3K27me1",0,"control10_root",140,"Low Expression",134
"1201","UpstreamIntergenic","H4K16ac",0,"control10_root",-60,"Low Expression",134
"1202","Promotor1000","H4K16ac",0,"control10_root",-40,"Low Expression",134
"1203","Promotor500","H4K16ac",0,"control10_root",-20,"Low Expression",134
"1204","Gene20","H4K16ac",0,"control10_root",20,"Low Expression",134
"1205","Gene40","H4K16ac",0,"control10_root",40,"Low Expression",134
"1206","Gene60","H4K16ac",0,"control10_root",60,"Low Expression",134
"1207","Gene80","H4K16ac",0,"control10_root",80,"Low Expression",134
"1208","Gene100","H4K16ac",0,"control10_root",100,"Low Expression",134
"1209","Downstream","H4K16ac",0,"control10_root",120,"Low Expression",134
"1210","DownstreamIntergenic","H4K16ac",0,"control10_root",140,"Low Expression",134
"1211","UpstreamIntergenic","H3K14ac",0,"control10_root",-60,"Low Expression",134
"1212","Promotor1000","H3K14ac",0,"control10_root",-40,"Low Expression",134
"1213","Promotor500","H3K14ac",0,"control10_root",-20,"Low Expression",134
"1214","Gene20","H3K14ac",0,"control10_root",20,"Low Expression",134
"1215","Gene40","H3K14ac",0,"control10_root",40,"Low Expression",134
"1216","Gene60","H3K14ac",0,"control10_root",60,"Low Expression",134
"1217","Gene80","H3K14ac",0,"control10_root",80,"Low Expression",134
"1218","Gene100","H3K14ac",0,"control10_root",100,"Low Expression",134
"1219","Downstream","H3K14ac",0,"control10_root",120,"Low Expression",134
"1220","DownstreamIntergenic","H3K14ac",0,"control10_root",140,"Low Expression",134
"1221","UpstreamIntergenic","H2A",0,"control10_root",-60,"Low Expression",134
"1222","Promotor1000","H2A",0,"control10_root",-40,"Low Expression",134
"1223","Promotor500","H2A",0,"control10_root",-20,"Low Expression",134
"1224","Gene20","H2A",0,"control10_root",20,"Low Expression",134
"1225","Gene40","H2A",0,"control10_root",40,"Low Expression",134
"1226","Gene60","H2A",0,"control10_root",60,"Low Expression",134
"1227","Gene80","H2A",0,"control10_root",80,"Low Expression",134
"1228","Gene100","H2A",0,"control10_root",100,"Low Expression",134
"1229","Downstream","H2A",0,"control10_root",120,"Low Expression",134
"1230","DownstreamIntergenic","H2A",0,"control10_root",140,"Low Expression",134
"1231","UpstreamIntergenic","H3",0,"control10_root",-60,"Low Expression",134
"1232","Promotor1000","H3",0,"control10_root",-40,"Low Expression",134
"1233","Promotor500","H3",0,"control10_root",-20,"Low Expression",134
"1234","Gene20","H3",0,"control10_root",20,"Low Expression",134
"1235","Gene40","H3",0,"control10_root",40,"Low Expression",134
"1236","Gene60","H3",0,"control10_root",60,"Low Expression",134
"1237","Gene80","H3",0,"control10_root",80,"Low Expression",134
"1238","Gene100","H3",0,"control10_root",100,"Low Expression",134
"1239","Downstream","H3",0,"control10_root",120,"Low Expression",134
"1240","DownstreamIntergenic","H3",0,"control10_root",140,"Low Expression",134
"1241","UpstreamIntergenic","H2A-X",0,"control10_root",-60,"Low Expression",134
"1242","Promotor1000","H2A-X",0,"control10_root",-40,"Low Expression",134
"1243","Promotor500","H2A-X",0,"control10_root",-20,"Low Expression",134
"1244","Gene20","H2A-X",0,"control10_root",20,"Low Expression",134
"1245","Gene40","H2A-X",0,"control10_root",40,"Low Expression",134
"1246","Gene60","H2A-X",0,"control10_root",60,"Low Expression",134
"1247","Gene80","H2A-X",0,"control10_root",80,"Low Expression",134
"1248","Gene100","H2A-X",0,"control10_root",100,"Low Expression",134
"1249","Downstream","H2A-X",0,"control10_root",120,"Low Expression",134
"1250","DownstreamIntergenic","H2A-X",0,"control10_root",140,"Low Expression",134
"1251","UpstreamIntergenic","H3K18ac",0,"control10_root",-60,"Low Expression",134
"1252","Promotor1000","H3K18ac",0,"control10_root",-40,"Low Expression",134
"1253","Promotor500","H3K18ac",0,"control10_root",-20,"Low Expression",134
"1254","Gene20","H3K18ac",0,"control10_root",20,"Low Expression",134
"1255","Gene40","H3K18ac",0,"control10_root",40,"Low Expression",134
"1256","Gene60","H3K18ac",0,"control10_root",60,"Low Expression",134
"1257","Gene80","H3K18ac",0,"control10_root",80,"Low Expression",134
"1258","Gene100","H3K18ac",0,"control10_root",100,"Low Expression",134
"1259","Downstream","H3K18ac",0,"control10_root",120,"Low Expression",134
"1260","DownstreamIntergenic","H3K18ac",0,"control10_root",140,"Low Expression",134
"1261","UpstreamIntergenic","H3-3",0,"control10_root",-60,"Intermediate Expression",7
"1262","Promotor1000","H3-3",0,"control10_root",-40,"Intermediate Expression",7
"1263","Promotor500","H3-3",0,"control10_root",-20,"Intermediate Expression",7
"1264","Gene20","H3-3",0,"control10_root",20,"Intermediate Expression",7
"1265","Gene40","H3-3",0,"control10_root",40,"Intermediate Expression",7
"1266","Gene60","H3-3",0,"control10_root",60,"Intermediate Expression",7
"1267","Gene80","H3-3",0,"control10_root",80,"Intermediate Expression",7
"1268","Gene100","H3-3",0,"control10_root",100,"Intermediate Expression",7
"1269","Downstream","H3-3",0,"control10_root",120,"Intermediate Expression",7
"1270","DownstreamIntergenic","H3-3",0,"control10_root",140,"Intermediate Expression",7
"1271","UpstreamIntergenic","H3K9me2",0,"control10_root",-60,"Intermediate Expression",7
"1272","Promotor1000","H3K9me2",0,"control10_root",-40,"Intermediate Expression",7
"1273","Promotor500","H3K9me2",0,"control10_root",-20,"Intermediate Expression",7
"1274","Gene20","H3K9me2",0,"control10_root",20,"Intermediate Expression",7
"1275","Gene40","H3K9me2",0,"control10_root",40,"Intermediate Expression",7
"1276","Gene60","H3K9me2",0,"control10_root",60,"Intermediate Expression",7
"1277","Gene80","H3K9me2",0,"control10_root",80,"Intermediate Expression",7
"1278","Gene100","H3K9me2",0,"control10_root",100,"Intermediate Expression",7
"1279","Downstream","H3K9me2",0,"control10_root",120,"Intermediate Expression",7
"1280","DownstreamIntergenic","H3K9me2",0,"control10_root",140,"Intermediate Expression",7
"1281","UpstreamIntergenic","H3K27me3",0.0139259603110131,"control10_root",-60,"Intermediate Expression",7
"1282","Promotor1000","H3K27me3",0.0132857142857143,"control10_root",-40,"Intermediate Expression",7
"1283","Promotor500","H3K27me3",0.0265714285714286,"control10_root",-20,"Intermediate Expression",7
"1284","Gene20","H3K27me3",0.142857142857143,"control10_root",20,"Intermediate Expression",7
"1285","Gene40","H3K27me3",0.142857142857143,"control10_root",40,"Intermediate Expression",7
"1286","Gene60","H3K27me3",0.142857142857143,"control10_root",60,"Intermediate Expression",7
"1287","Gene80","H3K27me3",0.142857142857143,"control10_root",80,"Intermediate Expression",7
"1288","Gene100","H3K27me3",0.142857142857143,"control10_root",100,"Intermediate Expression",7
"1289","Downstream","H3K27me3",0.0921428571428572,"control10_root",120,"Intermediate Expression",7
"1290","DownstreamIntergenic","H3K27me3",0,"control10_root",140,"Intermediate Expression",7
"1291","UpstreamIntergenic","H2A-Z",0,"control10_root",-60,"Intermediate Expression",7
"1292","Promotor1000","H2A-Z",0,"control10_root",-40,"Intermediate Expression",7
"1293","Promotor500","H2A-Z",0,"control10_root",-20,"Intermediate Expression",7
"1294","Gene20","H2A-Z",0,"control10_root",20,"Intermediate Expression",7
"1295","Gene40","H2A-Z",0,"control10_root",40,"Intermediate Expression",7
"1296","Gene60","H2A-Z",0,"control10_root",60,"Intermediate Expression",7
"1297","Gene80","H2A-Z",0,"control10_root",80,"Intermediate Expression",7
"1298","Gene100","H2A-Z",0,"control10_root",100,"Intermediate Expression",7
"1299","Downstream","H2A-Z",0,"control10_root",120,"Intermediate Expression",7
"1300","DownstreamIntergenic","H2A-Z",0,"control10_root",140,"Intermediate Expression",7
"1301","UpstreamIntergenic","H2AK121ub",0,"control10_root",-60,"Intermediate Expression",7
"1302","Promotor1000","H2AK121ub",0,"control10_root",-40,"Intermediate Expression",7
"1303","Promotor500","H2AK121ub",0,"control10_root",-20,"Intermediate Expression",7
"1304","Gene20","H2AK121ub",0,"control10_root",20,"Intermediate Expression",7
"1305","Gene40","H2AK121ub",0,"control10_root",40,"Intermediate Expression",7
"1306","Gene60","H2AK121ub",0,"control10_root",60,"Intermediate Expression",7
"1307","Gene80","H2AK121ub",0,"control10_root",80,"Intermediate Expression",7
"1308","Gene100","H2AK121ub",0,"control10_root",100,"Intermediate Expression",7
"1309","Downstream","H2AK121ub",0,"control10_root",120,"Intermediate Expression",7
"1310","DownstreamIntergenic","H2AK121ub",0,"control10_root",140,"Intermediate Expression",7
"1311","UpstreamIntergenic","H3ac",0,"control10_root",-60,"Intermediate Expression",7
"1312","Promotor1000","H3ac",0.11,"control10_root",-40,"Intermediate Expression",7
"1313","Promotor500","H3ac",0.184571428571429,"control10_root",-20,"Intermediate Expression",7
"1314","Gene20","H3ac",0.844449573044029,"control10_root",20,"Intermediate Expression",7
"1315","Gene40","H3ac",0.717280171139423,"control10_root",40,"Intermediate Expression",7
"1316","Gene60","H3ac",0.571428571428571,"control10_root",60,"Intermediate Expression",7
"1317","Gene80","H3ac",0.711520737327189,"control10_root",80,"Intermediate Expression",7
"1318","Gene100","H3ac",0.365716675302955,"control10_root",100,"Intermediate Expression",7
"1319","Downstream","H3ac",0.285714285714286,"control10_root",120,"Intermediate Expression",7
"1320","DownstreamIntergenic","H3ac",0,"control10_root",140,"Intermediate Expression",7
"1321","UpstreamIntergenic","H3K4me3",0,"control10_root",-60,"Intermediate Expression",7
"1322","Promotor1000","H3K4me3",0.0244285714285714,"control10_root",-40,"Intermediate Expression",7
"1323","Promotor500","H3K4me3",0,"control10_root",-20,"Intermediate Expression",7
"1324","Gene20","H3K4me3",0.0797753673356958,"control10_root",20,"Intermediate Expression",7
"1325","Gene40","H3K4me3",0.096652267818566,"control10_root",40,"Intermediate Expression",7
"1326","Gene60","H3K4me3",0.117469879518072,"control10_root",60,"Intermediate Expression",7
"1327","Gene80","H3K4me3",0.0193631669535284,"control10_root",80,"Intermediate Expression",7
"1328","Gene100","H3K4me3",0,"control10_root",100,"Intermediate Expression",7
"1329","Downstream","H3K4me3",0,"control10_root",120,"Intermediate Expression",7
"1330","DownstreamIntergenic","H3K4me3",0,"control10_root",140,"Intermediate Expression",7
"1331","UpstreamIntergenic","H3K36me3",0,"control10_root",-60,"Intermediate Expression",7
"1332","Promotor1000","H3K36me3",0,"control10_root",-40,"Intermediate Expression",7
"1333","Promotor500","H3K36me3",0,"control10_root",-20,"Intermediate Expression",7
"1334","Gene20","H3K36me3",0,"control10_root",20,"Intermediate Expression",7
"1335","Gene40","H3K36me3",0,"control10_root",40,"Intermediate Expression",7
"1336","Gene60","H3K36me3",0,"control10_root",60,"Intermediate Expression",7
"1337","Gene80","H3K36me3",0,"control10_root",80,"Intermediate Expression",7
"1338","Gene100","H3K36me3",0,"control10_root",100,"Intermediate Expression",7
"1339","Downstream","H3K36me3",0,"control10_root",120,"Intermediate Expression",7
"1340","DownstreamIntergenic","H3K36me3",0,"control10_root",140,"Intermediate Expression",7
"1341","UpstreamIntergenic","H3K27ac",0,"control10_root",-60,"Intermediate Expression",7
"1342","Promotor1000","H3K27ac",0,"control10_root",-40,"Intermediate Expression",7
"1343","Promotor500","H3K27ac",0,"control10_root",-20,"Intermediate Expression",7
"1344","Gene20","H3K27ac",0,"control10_root",20,"Intermediate Expression",7
"1345","Gene40","H3K27ac",0,"control10_root",40,"Intermediate Expression",7
"1346","Gene60","H3K27ac",0,"control10_root",60,"Intermediate Expression",7
"1347","Gene80","H3K27ac",0,"control10_root",80,"Intermediate Expression",7
"1348","Gene100","H3K27ac",0,"control10_root",100,"Intermediate Expression",7
"1349","Downstream","H3K27ac",0,"control10_root",120,"Intermediate Expression",7
"1350","DownstreamIntergenic","H3K27ac",0,"control10_root",140,"Intermediate Expression",7
"1351","UpstreamIntergenic","H4K5ac",0,"control10_root",-60,"Intermediate Expression",7
"1352","Promotor1000","H4K5ac",0,"control10_root",-40,"Intermediate Expression",7
"1353","Promotor500","H4K5ac",0,"control10_root",-20,"Intermediate Expression",7
"1354","Gene20","H4K5ac",0,"control10_root",20,"Intermediate Expression",7
"1355","Gene40","H4K5ac",0,"control10_root",40,"Intermediate Expression",7
"1356","Gene60","H4K5ac",0,"control10_root",60,"Intermediate Expression",7
"1357","Gene80","H4K5ac",0,"control10_root",80,"Intermediate Expression",7
"1358","Gene100","H4K5ac",0,"control10_root",100,"Intermediate Expression",7
"1359","Downstream","H4K5ac",0,"control10_root",120,"Intermediate Expression",7
"1360","DownstreamIntergenic","H4K5ac",0,"control10_root",140,"Intermediate Expression",7
"1361","UpstreamIntergenic","H4K8ac",0,"control10_root",-60,"Intermediate Expression",7
"1362","Promotor1000","H4K8ac",0,"control10_root",-40,"Intermediate Expression",7
"1363","Promotor500","H4K8ac",0,"control10_root",-20,"Intermediate Expression",7
"1364","Gene20","H4K8ac",0,"control10_root",20,"Intermediate Expression",7
"1365","Gene40","H4K8ac",0,"control10_root",40,"Intermediate Expression",7
"1366","Gene60","H4K8ac",0,"control10_root",60,"Intermediate Expression",7
"1367","Gene80","H4K8ac",0,"control10_root",80,"Intermediate Expression",7
"1368","Gene100","H4K8ac",0,"control10_root",100,"Intermediate Expression",7
"1369","Downstream","H4K8ac",0,"control10_root",120,"Intermediate Expression",7
"1370","DownstreamIntergenic","H4K8ac",0,"control10_root",140,"Intermediate Expression",7
"1371","UpstreamIntergenic","H3-1",0,"control10_root",-60,"Intermediate Expression",7
"1372","Promotor1000","H3-1",0,"control10_root",-40,"Intermediate Expression",7
"1373","Promotor500","H3-1",0,"control10_root",-20,"Intermediate Expression",7
"1374","Gene20","H3-1",0,"control10_root",20,"Intermediate Expression",7
"1375","Gene40","H3-1",0,"control10_root",40,"Intermediate Expression",7
"1376","Gene60","H3-1",0,"control10_root",60,"Intermediate Expression",7
"1377","Gene80","H3-1",0,"control10_root",80,"Intermediate Expression",7
"1378","Gene100","H3-1",0,"control10_root",100,"Intermediate Expression",7
"1379","Downstream","H3-1",0,"control10_root",120,"Intermediate Expression",7
"1380","DownstreamIntergenic","H3-1",0,"control10_root",140,"Intermediate Expression",7
"1381","UpstreamIntergenic","H3K9ac",0,"control10_root",-60,"Intermediate Expression",7
"1382","Promotor1000","H3K9ac",0,"control10_root",-40,"Intermediate Expression",7
"1383","Promotor500","H3K9ac",0,"control10_root",-20,"Intermediate Expression",7
"1384","Gene20","H3K9ac",0,"control10_root",20,"Intermediate Expression",7
"1385","Gene40","H3K9ac",0,"control10_root",40,"Intermediate Expression",7
"1386","Gene60","H3K9ac",0,"control10_root",60,"Intermediate Expression",7
"1387","Gene80","H3K9ac",0,"control10_root",80,"Intermediate Expression",7
"1388","Gene100","H3K9ac",0,"control10_root",100,"Intermediate Expression",7
"1389","Downstream","H3K9ac",0,"control10_root",120,"Intermediate Expression",7
"1390","DownstreamIntergenic","H3K9ac",0,"control10_root",140,"Intermediate Expression",7
"1391","UpstreamIntergenic","H4K12ac",0,"control10_root",-60,"Intermediate Expression",7
"1392","Promotor1000","H4K12ac",0,"control10_root",-40,"Intermediate Expression",7
"1393","Promotor500","H4K12ac",0,"control10_root",-20,"Intermediate Expression",7
"1394","Gene20","H4K12ac",0,"control10_root",20,"Intermediate Expression",7
"1395","Gene40","H4K12ac",0,"control10_root",40,"Intermediate Expression",7
"1396","Gene60","H4K12ac",0,"control10_root",60,"Intermediate Expression",7
"1397","Gene80","H4K12ac",0,"control10_root",80,"Intermediate Expression",7
"1398","Gene100","H4K12ac",0,"control10_root",100,"Intermediate Expression",7
"1399","Downstream","H4K12ac",0,"control10_root",120,"Intermediate Expression",7
"1400","DownstreamIntergenic","H4K12ac",0,"control10_root",140,"Intermediate Expression",7
"1401","UpstreamIntergenic","H3K27me1",0,"control10_root",-60,"Intermediate Expression",7
"1402","Promotor1000","H3K27me1",0,"control10_root",-40,"Intermediate Expression",7
"1403","Promotor500","H3K27me1",0,"control10_root",-20,"Intermediate Expression",7
"1404","Gene20","H3K27me1",0,"control10_root",20,"Intermediate Expression",7
"1405","Gene40","H3K27me1",0,"control10_root",40,"Intermediate Expression",7
"1406","Gene60","H3K27me1",0,"control10_root",60,"Intermediate Expression",7
"1407","Gene80","H3K27me1",0,"control10_root",80,"Intermediate Expression",7
"1408","Gene100","H3K27me1",0,"control10_root",100,"Intermediate Expression",7
"1409","Downstream","H3K27me1",0,"control10_root",120,"Intermediate Expression",7
