"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"5103","Promotor500","H3K4me3",0.23706976744186,"control6_seedlings",-20,"Low Expression",129
"5104","Gene20","H3K4me3",0.783877858314114,"control6_seedlings",20,"Low Expression",129
"5105","Gene40","H3K4me3",0.82270767705666,"control6_seedlings",40,"Low Expression",129
"5106","Gene60","H3K4me3",0.669375252613761,"control6_seedlings",60,"Low Expression",129
"5107","Gene80","H3K4me3",0.462372269325769,"control6_seedlings",80,"Low Expression",129
"5108","Gene100","H3K4me3",0.26159090816155,"control6_seedlings",100,"Low Expression",129
"5109","Downstream","H3K4me3",0.209031007751938,"control6_seedlings",120,"Low Expression",129
"5110","DownstreamIntergenic","H3K4me3",0.0124468413384306,"control6_seedlings",140,"Low Expression",129
"5111","UpstreamIntergenic","H3K36me3",0.0127617741829471,"control6_seedlings",-60,"Low Expression",129
"5112","Promotor1000","H3K36me3",0.138232558139535,"control6_seedlings",-40,"Low Expression",129
"5113","Promotor500","H3K36me3",0.12662015503876,"control6_seedlings",-20,"Low Expression",129
"5114","Gene20","H3K36me3",0.571795002585917,"control6_seedlings",20,"Low Expression",129
"5115","Gene40","H3K36me3",0.66141178252205,"control6_seedlings",40,"Low Expression",129
"5116","Gene60","H3K36me3",0.580164169295257,"control6_seedlings",60,"Low Expression",129
"5117","Gene80","H3K36me3",0.348942667022363,"control6_seedlings",80,"Low Expression",129
"5118","Gene100","H3K36me3",0.129623985566981,"control6_seedlings",100,"Low Expression",129
"5119","Downstream","H3K36me3",0.0817441860465116,"control6_seedlings",120,"Low Expression",129
"5120","DownstreamIntergenic","H3K36me3",0.00775474954587372,"control6_seedlings",140,"Low Expression",129
"5121","UpstreamIntergenic","H3K27ac",0.00346318157942063,"control6_seedlings",-60,"Low Expression",129
"5122","Promotor1000","H3K27ac",0.0921395348837209,"control6_seedlings",-40,"Low Expression",129
"5123","Promotor500","H3K27ac",0.0955503875968992,"control6_seedlings",-20,"Low Expression",129
"5124","Gene20","H3K27ac",0.433571010520447,"control6_seedlings",20,"Low Expression",129
"5125","Gene40","H3K27ac",0.408536326725923,"control6_seedlings",40,"Low Expression",129
"5126","Gene60","H3K27ac",0.226141580922153,"control6_seedlings",60,"Low Expression",129
"5127","Gene80","H3K27ac",0.114046129198509,"control6_seedlings",80,"Low Expression",129
"5128","Gene100","H3K27ac",0.0696810391456505,"control6_seedlings",100,"Low Expression",129
"5129","Downstream","H3K27ac",0.062015503875969,"control6_seedlings",120,"Low Expression",129
"5130","DownstreamIntergenic","H3K27ac",0,"control6_seedlings",140,"Low Expression",129
"5131","UpstreamIntergenic","H4K5ac",0.00820584974043567,"control6_seedlings",-60,"Low Expression",129
"5132","Promotor1000","H4K5ac",0.157418604651163,"control6_seedlings",-40,"Low Expression",129
"5133","Promotor500","H4K5ac",0.192387596899225,"control6_seedlings",-20,"Low Expression",129
"5134","Gene20","H4K5ac",0.578850645893274,"control6_seedlings",20,"Low Expression",129
"5135","Gene40","H4K5ac",0.360446596140841,"control6_seedlings",40,"Low Expression",129
"5136","Gene60","H4K5ac",0.165565709418153,"control6_seedlings",60,"Low Expression",129
"5137","Gene80","H4K5ac",0.103727078833803,"control6_seedlings",80,"Low Expression",129
"5138","Gene100","H4K5ac",0.0850025202974088,"control6_seedlings",100,"Low Expression",129
"5139","Downstream","H4K5ac",0.0984883720930233,"control6_seedlings",120,"Low Expression",129
"5140","DownstreamIntergenic","H4K5ac",0.00237778801820896,"control6_seedlings",140,"Low Expression",129
"5141","UpstreamIntergenic","H4K8ac",0.00706368541926213,"control6_seedlings",-60,"Low Expression",129
"5142","Promotor1000","H4K8ac",0.13231007751938,"control6_seedlings",-40,"Low Expression",129
"5143","Promotor500","H4K8ac",0.146248062015504,"control6_seedlings",-20,"Low Expression",129
"5144","Gene20","H4K8ac",0.574378636234822,"control6_seedlings",20,"Low Expression",129
"5145","Gene40","H4K8ac",0.399967919561321,"control6_seedlings",40,"Low Expression",129
"5146","Gene60","H4K8ac",0.212032712580813,"control6_seedlings",60,"Low Expression",129
"5147","Gene80","H4K8ac",0.151224430806876,"control6_seedlings",80,"Low Expression",129
"5148","Gene100","H4K8ac",0.100393349744977,"control6_seedlings",100,"Low Expression",129
"5149","Downstream","H4K8ac",0.104418604651163,"control6_seedlings",120,"Low Expression",129
"5150","DownstreamIntergenic","H4K8ac",0.00172394846090577,"control6_seedlings",140,"Low Expression",129
"5151","UpstreamIntergenic","H3-1",0.0164389865913686,"control6_seedlings",-60,"Low Expression",129
"5152","Promotor1000","H3-1",0.100751937984496,"control6_seedlings",-40,"Low Expression",129
"5153","Promotor500","H3-1",0.0806821705426357,"control6_seedlings",-20,"Low Expression",129
"5154","Gene20","H3-1",0.243096887104129,"control6_seedlings",20,"Low Expression",129
"5155","Gene40","H3-1",0.347664165666187,"control6_seedlings",40,"Low Expression",129
"5156","Gene60","H3-1",0.436618515570518,"control6_seedlings",60,"Low Expression",129
"5157","Gene80","H3-1",0.472730657361618,"control6_seedlings",80,"Low Expression",129
"5158","Gene100","H3-1",0.266244261619597,"control6_seedlings",100,"Low Expression",129
"5159","Downstream","H3-1",0.148527131782946,"control6_seedlings",120,"Low Expression",129
"5160","DownstreamIntergenic","H3-1",0.0577732474128298,"control6_seedlings",140,"Low Expression",129
"5161","UpstreamIntergenic","H3K9ac",0.0405111768139717,"control6_seedlings",-60,"Low Expression",129
"5162","Promotor1000","H3K9ac",0.21777519379845,"control6_seedlings",-40,"Low Expression",129
"5163","Promotor500","H3K9ac",0.236387596899225,"control6_seedlings",-20,"Low Expression",129
"5164","Gene20","H3K9ac",0.724564503058201,"control6_seedlings",20,"Low Expression",129
"5165","Gene40","H3K9ac",0.607305545507311,"control6_seedlings",40,"Low Expression",129
"5166","Gene60","H3K9ac",0.367548378531439,"control6_seedlings",60,"Low Expression",129
"5167","Gene80","H3K9ac",0.277112961659237,"control6_seedlings",80,"Low Expression",129
"5168","Gene100","H3K9ac",0.210989428143783,"control6_seedlings",100,"Low Expression",129
"5169","Downstream","H3K9ac",0.178643410852713,"control6_seedlings",120,"Low Expression",129
"5170","DownstreamIntergenic","H3K9ac",0.014258663872983,"control6_seedlings",140,"Low Expression",129
"5171","UpstreamIntergenic","H4K12ac",0.00727832613894391,"control6_seedlings",-60,"Low Expression",129
"5172","Promotor1000","H4K12ac",0.127255813953488,"control6_seedlings",-40,"Low Expression",129
"5173","Promotor500","H4K12ac",0.141162790697674,"control6_seedlings",-20,"Low Expression",129
"5174","Gene20","H4K12ac",0.533568128522072,"control6_seedlings",20,"Low Expression",129
"5175","Gene40","H4K12ac",0.372950225919553,"control6_seedlings",40,"Low Expression",129
"5176","Gene60","H4K12ac",0.191838383860126,"control6_seedlings",60,"Low Expression",129
"5177","Gene80","H4K12ac",0.143531418975555,"control6_seedlings",80,"Low Expression",129
"5178","Gene100","H4K12ac",0.138100988951503,"control6_seedlings",100,"Low Expression",129
"5179","Downstream","H4K12ac",0.124457364341085,"control6_seedlings",120,"Low Expression",129
"5180","DownstreamIntergenic","H4K12ac",0.00153545648565583,"control6_seedlings",140,"Low Expression",129
"5181","UpstreamIntergenic","H3K27me1",0,"control6_seedlings",-60,"Low Expression",129
"5182","Promotor1000","H3K27me1",0,"control6_seedlings",-40,"Low Expression",129
"5183","Promotor500","H3K27me1",0,"control6_seedlings",-20,"Low Expression",129
"5184","Gene20","H3K27me1",0,"control6_seedlings",20,"Low Expression",129
"5185","Gene40","H3K27me1",0,"control6_seedlings",40,"Low Expression",129
"5186","Gene60","H3K27me1",0,"control6_seedlings",60,"Low Expression",129
"5187","Gene80","H3K27me1",0,"control6_seedlings",80,"Low Expression",129
"5188","Gene100","H3K27me1",0,"control6_seedlings",100,"Low Expression",129
"5189","Downstream","H3K27me1",0,"control6_seedlings",120,"Low Expression",129
"5190","DownstreamIntergenic","H3K27me1",0,"control6_seedlings",140,"Low Expression",129
"5191","UpstreamIntergenic","H4K16ac",0.00702155211852385,"control6_seedlings",-60,"Low Expression",129
"5192","Promotor1000","H4K16ac",0.121302325581395,"control6_seedlings",-40,"Low Expression",129
"5193","Promotor500","H4K16ac",0.127736434108527,"control6_seedlings",-20,"Low Expression",129
"5194","Gene20","H4K16ac",0.517003599027584,"control6_seedlings",20,"Low Expression",129
"5195","Gene40","H4K16ac",0.439945548279454,"control6_seedlings",40,"Low Expression",129
"5196","Gene60","H4K16ac",0.282862462545464,"control6_seedlings",60,"Low Expression",129
"5197","Gene80","H4K16ac",0.216619187328623,"control6_seedlings",80,"Low Expression",129
"5198","Gene100","H4K16ac",0.133327088328524,"control6_seedlings",100,"Low Expression",129
"5199","Downstream","H4K16ac",0.106782945736434,"control6_seedlings",120,"Low Expression",129
"5200","DownstreamIntergenic","H4K16ac",0.000771453418239964,"control6_seedlings",140,"Low Expression",129
"5201","UpstreamIntergenic","H3K14ac",0.0125183046396153,"control6_seedlings",-60,"Low Expression",129
"5202","Promotor1000","H3K14ac",0.13837984496124,"control6_seedlings",-40,"Low Expression",129
"5203","Promotor500","H3K14ac",0.149116279069767,"control6_seedlings",-20,"Low Expression",129
"5204","Gene20","H3K14ac",0.54421813812291,"control6_seedlings",20,"Low Expression",129
"5205","Gene40","H3K14ac",0.514162795904004,"control6_seedlings",40,"Low Expression",129
"5206","Gene60","H3K14ac",0.352263207588276,"control6_seedlings",60,"Low Expression",129
"5207","Gene80","H3K14ac",0.241897051689521,"control6_seedlings",80,"Low Expression",129
"5208","Gene100","H3K14ac",0.124680354144959,"control6_seedlings",100,"Low Expression",129
"5209","Downstream","H3K14ac",0.0978294573643411,"control6_seedlings",120,"Low Expression",129
"5210","DownstreamIntergenic","H3K14ac",0.0119091150649409,"control6_seedlings",140,"Low Expression",129
"5211","UpstreamIntergenic","H2A",0,"control6_seedlings",-60,"Low Expression",129
"5212","Promotor1000","H2A",0,"control6_seedlings",-40,"Low Expression",129
"5213","Promotor500","H2A",0,"control6_seedlings",-20,"Low Expression",129
"5214","Gene20","H2A",0,"control6_seedlings",20,"Low Expression",129
"5215","Gene40","H2A",0,"control6_seedlings",40,"Low Expression",129
"5216","Gene60","H2A",0,"control6_seedlings",60,"Low Expression",129
"5217","Gene80","H2A",0,"control6_seedlings",80,"Low Expression",129
"5218","Gene100","H2A",0,"control6_seedlings",100,"Low Expression",129
"5219","Downstream","H2A",0,"control6_seedlings",120,"Low Expression",129
"5220","DownstreamIntergenic","H2A",0,"control6_seedlings",140,"Low Expression",129
"5221","UpstreamIntergenic","H3",0.011777244838446,"control6_seedlings",-60,"Low Expression",129
"5222","Promotor1000","H3",0.032031007751938,"control6_seedlings",-40,"Low Expression",129
"5223","Promotor500","H3",0.0206821705426357,"control6_seedlings",-20,"Low Expression",129
"5224","Gene20","H3",0.131408303838056,"control6_seedlings",20,"Low Expression",129
"5225","Gene40","H3",0.251451619019101,"control6_seedlings",40,"Low Expression",129
"5226","Gene60","H3",0.206854645248973,"control6_seedlings",60,"Low Expression",129
"5227","Gene80","H3",0.126160412331731,"control6_seedlings",80,"Low Expression",129
"5228","Gene100","H3",0.0323746618427105,"control6_seedlings",100,"Low Expression",129
"5229","Downstream","H3",0.00775193798449612,"control6_seedlings",120,"Low Expression",129
"5230","DownstreamIntergenic","H3",0.0153769647426546,"control6_seedlings",140,"Low Expression",129
"5231","UpstreamIntergenic","H2A-X",0,"control6_seedlings",-60,"Low Expression",129
"5232","Promotor1000","H2A-X",0,"control6_seedlings",-40,"Low Expression",129
"5233","Promotor500","H2A-X",0,"control6_seedlings",-20,"Low Expression",129
"5234","Gene20","H2A-X",0,"control6_seedlings",20,"Low Expression",129
"5235","Gene40","H2A-X",0,"control6_seedlings",40,"Low Expression",129
"5236","Gene60","H2A-X",0,"control6_seedlings",60,"Low Expression",129
"5237","Gene80","H2A-X",0,"control6_seedlings",80,"Low Expression",129
"5238","Gene100","H2A-X",0,"control6_seedlings",100,"Low Expression",129
"5239","Downstream","H2A-X",0,"control6_seedlings",120,"Low Expression",129
"5240","DownstreamIntergenic","H2A-X",0,"control6_seedlings",140,"Low Expression",129
"5241","UpstreamIntergenic","H3K18ac",0,"control6_seedlings",-60,"Low Expression",129
"5242","Promotor1000","H3K18ac",0.0256666666666667,"control6_seedlings",-40,"Low Expression",129
"5243","Promotor500","H3K18ac",0.0278294573643411,"control6_seedlings",-20,"Low Expression",129
"5244","Gene20","H3K18ac",0.149685704004445,"control6_seedlings",20,"Low Expression",129
"5245","Gene40","H3K18ac",0.162254634440307,"control6_seedlings",40,"Low Expression",129
"5246","Gene60","H3K18ac",0.109379989350322,"control6_seedlings",60,"Low Expression",129
"5247","Gene80","H3K18ac",0.0388314332687768,"control6_seedlings",80,"Low Expression",129
"5248","Gene100","H3K18ac",0.0202221372216066,"control6_seedlings",100,"Low Expression",129
"5249","Downstream","H3K18ac",0.0155038759689922,"control6_seedlings",120,"Low Expression",129
"5250","DownstreamIntergenic","H3K18ac",0.00374857604160542,"control6_seedlings",140,"Low Expression",129
"5251","UpstreamIntergenic","H3-3",0.00864004490417769,"control6_seedlings",-60,"Intermediate Expression",12
"5252","Promotor1000","H3-3",0.130416666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5253","Promotor500","H3-3",0.00916666666666667,"control6_seedlings",-20,"Intermediate Expression",12
"5254","Gene20","H3-3",0.0272603988432464,"control6_seedlings",20,"Intermediate Expression",12
"5255","Gene40","H3-3",0.354645094195786,"control6_seedlings",40,"Intermediate Expression",12
"5256","Gene60","H3-3",0.659426893479219,"control6_seedlings",60,"Intermediate Expression",12
"5257","Gene80","H3-3",0.856488779478663,"control6_seedlings",80,"Intermediate Expression",12
"5258","Gene100","H3-3",0.854222229729574,"control6_seedlings",100,"Intermediate Expression",12
"5259","Downstream","H3-3",0.666666666666667,"control6_seedlings",120,"Intermediate Expression",12
"5260","DownstreamIntergenic","H3-3",0,"control6_seedlings",140,"Intermediate Expression",12
"5261","UpstreamIntergenic","H3K9me2",0.094419105658461,"control6_seedlings",-60,"Intermediate Expression",12
"5262","Promotor1000","H3K9me2",0,"control6_seedlings",-40,"Intermediate Expression",12
"5263","Promotor500","H3K9me2",0,"control6_seedlings",-20,"Intermediate Expression",12
"5264","Gene20","H3K9me2",0,"control6_seedlings",20,"Intermediate Expression",12
"5265","Gene40","H3K9me2",0,"control6_seedlings",40,"Intermediate Expression",12
"5266","Gene60","H3K9me2",0,"control6_seedlings",60,"Intermediate Expression",12
"5267","Gene80","H3K9me2",0,"control6_seedlings",80,"Intermediate Expression",12
"5268","Gene100","H3K9me2",0,"control6_seedlings",100,"Intermediate Expression",12
"5269","Downstream","H3K9me2",0,"control6_seedlings",120,"Intermediate Expression",12
"5270","DownstreamIntergenic","H3K9me2",0,"control6_seedlings",140,"Intermediate Expression",12
"5271","UpstreamIntergenic","H3K27me3",0.145111756485528,"control6_seedlings",-60,"Intermediate Expression",12
"5272","Promotor1000","H3K27me3",0.22925,"control6_seedlings",-40,"Intermediate Expression",12
"5273","Promotor500","H3K27me3",0.208333333333333,"control6_seedlings",-20,"Intermediate Expression",12
"5274","Gene20","H3K27me3",0.105651447661449,"control6_seedlings",20,"Intermediate Expression",12
"5275","Gene40","H3K27me3",0.00900984581091028,"control6_seedlings",40,"Intermediate Expression",12
"5276","Gene60","H3K27me3",0.0260078023407112,"control6_seedlings",60,"Intermediate Expression",12
"5277","Gene80","H3K27me3",0,"control6_seedlings",80,"Intermediate Expression",12
"5278","Gene100","H3K27me3",0,"control6_seedlings",100,"Intermediate Expression",12
"5279","Downstream","H3K27me3",0,"control6_seedlings",120,"Intermediate Expression",12
"5280","DownstreamIntergenic","H3K27me3",0.0412828543355441,"control6_seedlings",140,"Intermediate Expression",12
"5281","UpstreamIntergenic","H2A-Z",0.0182538281712982,"control6_seedlings",-60,"Intermediate Expression",12
"5282","Promotor1000","H2A-Z",0.537416666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5283","Promotor500","H2A-Z",0.5,"control6_seedlings",-20,"Intermediate Expression",12
"5284","Gene20","H2A-Z",0.79974435369005,"control6_seedlings",20,"Intermediate Expression",12
"5285","Gene40","H2A-Z",0.476112197511915,"control6_seedlings",40,"Intermediate Expression",12
"5286","Gene60","H2A-Z",0.129922596784653,"control6_seedlings",60,"Intermediate Expression",12
"5287","Gene80","H2A-Z",0.0833333333333333,"control6_seedlings",80,"Intermediate Expression",12
"5288","Gene100","H2A-Z",0.055315641996046,"control6_seedlings",100,"Intermediate Expression",12
"5289","Downstream","H2A-Z",0.160833333333333,"control6_seedlings",120,"Intermediate Expression",12
"5290","DownstreamIntergenic","H2A-Z",0.0128338763267786,"control6_seedlings",140,"Intermediate Expression",12
"5291","UpstreamIntergenic","H2AK121ub",0.00904097506214417,"control6_seedlings",-60,"Intermediate Expression",12
"5292","Promotor1000","H2AK121ub",0.140166666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5293","Promotor500","H2AK121ub",0.0475,"control6_seedlings",-20,"Intermediate Expression",12
"5294","Gene20","H2AK121ub",0.183944786424316,"control6_seedlings",20,"Intermediate Expression",12
"5295","Gene40","H2AK121ub",0.0201143564085437,"control6_seedlings",40,"Intermediate Expression",12
"5296","Gene60","H2AK121ub",0,"control6_seedlings",60,"Intermediate Expression",12
"5297","Gene80","H2AK121ub",0,"control6_seedlings",80,"Intermediate Expression",12
"5298","Gene100","H2AK121ub",0,"control6_seedlings",100,"Intermediate Expression",12
"5299","Downstream","H2AK121ub",0,"control6_seedlings",120,"Intermediate Expression",12
"5300","DownstreamIntergenic","H2AK121ub",0.0201424711373127,"control6_seedlings",140,"Intermediate Expression",12
"5301","UpstreamIntergenic","H3ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5302","Promotor1000","H3ac",0,"control6_seedlings",-40,"Intermediate Expression",12
"5303","Promotor500","H3ac",0,"control6_seedlings",-20,"Intermediate Expression",12
"5304","Gene20","H3ac",0,"control6_seedlings",20,"Intermediate Expression",12
"5305","Gene40","H3ac",0,"control6_seedlings",40,"Intermediate Expression",12
"5306","Gene60","H3ac",0,"control6_seedlings",60,"Intermediate Expression",12
"5307","Gene80","H3ac",0,"control6_seedlings",80,"Intermediate Expression",12
"5308","Gene100","H3ac",0,"control6_seedlings",100,"Intermediate Expression",12
"5309","Downstream","H3ac",0,"control6_seedlings",120,"Intermediate Expression",12
"5310","DownstreamIntergenic","H3ac",0,"control6_seedlings",140,"Intermediate Expression",12
"5311","UpstreamIntergenic","H3K4me3",0,"control6_seedlings",-60,"Intermediate Expression",12
"5312","Promotor1000","H3K4me3",0.3535,"control6_seedlings",-40,"Intermediate Expression",12
"5313","Promotor500","H3K4me3",0.346333333333333,"control6_seedlings",-20,"Intermediate Expression",12
"5314","Gene20","H3K4me3",0.963110150529973,"control6_seedlings",20,"Intermediate Expression",12
"5315","Gene40","H3K4me3",0.999519372966647,"control6_seedlings",40,"Intermediate Expression",12
"5316","Gene60","H3K4me3",0.794729979328729,"control6_seedlings",60,"Intermediate Expression",12
"5317","Gene80","H3K4me3",0.430263389137169,"control6_seedlings",80,"Intermediate Expression",12
"5318","Gene100","H3K4me3",0.128335043091461,"control6_seedlings",100,"Intermediate Expression",12
"5319","Downstream","H3K4me3",0.1175,"control6_seedlings",120,"Intermediate Expression",12
"5320","DownstreamIntergenic","H3K4me3",0,"control6_seedlings",140,"Intermediate Expression",12
"5321","UpstreamIntergenic","H3K36me3",0,"control6_seedlings",-60,"Intermediate Expression",12
"5322","Promotor1000","H3K36me3",0.255083333333333,"control6_seedlings",-40,"Intermediate Expression",12
"5323","Promotor500","H3K36me3",0.262666666666667,"control6_seedlings",-20,"Intermediate Expression",12
"5324","Gene20","H3K36me3",0.93461774012287,"control6_seedlings",20,"Intermediate Expression",12
"5325","Gene40","H3K36me3",1,"control6_seedlings",40,"Intermediate Expression",12
"5326","Gene60","H3K36me3",0.982754350114567,"control6_seedlings",60,"Intermediate Expression",12
"5327","Gene80","H3K36me3",0.757473024236359,"control6_seedlings",80,"Intermediate Expression",12
"5328","Gene100","H3K36me3",0.215330440175382,"control6_seedlings",100,"Intermediate Expression",12
"5329","Downstream","H3K36me3",0.0833333333333333,"control6_seedlings",120,"Intermediate Expression",12
"5330","DownstreamIntergenic","H3K36me3",0,"control6_seedlings",140,"Intermediate Expression",12
"5331","UpstreamIntergenic","H3K27ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5332","Promotor1000","H3K27ac",0.201416666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5333","Promotor500","H3K27ac",0.25,"control6_seedlings",-20,"Intermediate Expression",12
"5334","Gene20","H3K27ac",0.8072611778341,"control6_seedlings",20,"Intermediate Expression",12
"5335","Gene40","H3K27ac",0.777417443281009,"control6_seedlings",40,"Intermediate Expression",12
"5336","Gene60","H3K27ac",0.275407595071833,"control6_seedlings",60,"Intermediate Expression",12
"5337","Gene80","H3K27ac",0.0833333333333333,"control6_seedlings",80,"Intermediate Expression",12
"5338","Gene100","H3K27ac",0.0202981287663102,"control6_seedlings",100,"Intermediate Expression",12
"5339","Downstream","H3K27ac",0.02375,"control6_seedlings",120,"Intermediate Expression",12
"5340","DownstreamIntergenic","H3K27ac",0,"control6_seedlings",140,"Intermediate Expression",12
"5341","UpstreamIntergenic","H4K5ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5342","Promotor1000","H4K5ac",0.254666666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5343","Promotor500","H4K5ac",0.257166666666667,"control6_seedlings",-20,"Intermediate Expression",12
"5344","Gene20","H4K5ac",0.88029232073636,"control6_seedlings",20,"Intermediate Expression",12
"5345","Gene40","H4K5ac",0.493729319879764,"control6_seedlings",40,"Intermediate Expression",12
"5346","Gene60","H4K5ac",0.0957137949337488,"control6_seedlings",60,"Intermediate Expression",12
"5347","Gene80","H4K5ac",0.0826214206613605,"control6_seedlings",80,"Intermediate Expression",12
"5348","Gene100","H4K5ac",0.0552631578947368,"control6_seedlings",100,"Intermediate Expression",12
"5349","Downstream","H4K5ac",0.152083333333333,"control6_seedlings",120,"Intermediate Expression",12
"5350","DownstreamIntergenic","H4K5ac",0,"control6_seedlings",140,"Intermediate Expression",12
"5351","UpstreamIntergenic","H4K8ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5352","Promotor1000","H4K8ac",0.226416666666667,"control6_seedlings",-40,"Intermediate Expression",12
"5353","Promotor500","H4K8ac",0.2525,"control6_seedlings",-20,"Intermediate Expression",12
"5354","Gene20","H4K8ac",0.90920160726094,"control6_seedlings",20,"Intermediate Expression",12
"5355","Gene40","H4K8ac",0.667984514991291,"control6_seedlings",40,"Intermediate Expression",12
"5356","Gene60","H4K8ac",0.182938345468395,"control6_seedlings",60,"Intermediate Expression",12
"5357","Gene80","H4K8ac",0.0833333333333333,"control6_seedlings",80,"Intermediate Expression",12
"5358","Gene100","H4K8ac",0.0129638439581975,"control6_seedlings",100,"Intermediate Expression",12
"5359","Downstream","H4K8ac",0.06,"control6_seedlings",120,"Intermediate Expression",12
"5360","DownstreamIntergenic","H4K8ac",0,"control6_seedlings",140,"Intermediate Expression",12
"5361","UpstreamIntergenic","H3-1",0,"control6_seedlings",-60,"Intermediate Expression",12
"5362","Promotor1000","H3-1",0.09975,"control6_seedlings",-40,"Intermediate Expression",12
"5363","Promotor500","H3-1",0.0138333333333333,"control6_seedlings",-20,"Intermediate Expression",12
"5364","Gene20","H3-1",0.020926132145487,"control6_seedlings",20,"Intermediate Expression",12
"5365","Gene40","H3-1",0.110624882079963,"control6_seedlings",40,"Intermediate Expression",12
"5366","Gene60","H3-1",0.22140129640248,"control6_seedlings",60,"Intermediate Expression",12
"5367","Gene80","H3-1",0.0881893892601705,"control6_seedlings",80,"Intermediate Expression",12
"5368","Gene100","H3-1",0.0578034682081164,"control6_seedlings",100,"Intermediate Expression",12
"5369","Downstream","H3-1",0,"control6_seedlings",120,"Intermediate Expression",12
"5370","DownstreamIntergenic","H3-1",0,"control6_seedlings",140,"Intermediate Expression",12
"5371","UpstreamIntergenic","H3K9ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5372","Promotor1000","H3K9ac",0.341333333333333,"control6_seedlings",-40,"Intermediate Expression",12
"5373","Promotor500","H3K9ac",0.347,"control6_seedlings",-20,"Intermediate Expression",12
"5374","Gene20","H3K9ac",0.962479154392371,"control6_seedlings",20,"Intermediate Expression",12
"5375","Gene40","H3K9ac",0.833197526369061,"control6_seedlings",40,"Intermediate Expression",12
"5376","Gene60","H3K9ac",0.586623455712667,"control6_seedlings",60,"Intermediate Expression",12
"5377","Gene80","H3K9ac",0.37631695106799,"control6_seedlings",80,"Intermediate Expression",12
"5378","Gene100","H3K9ac",0.18084721152164,"control6_seedlings",100,"Intermediate Expression",12
"5379","Downstream","H3K9ac",0.175416666666667,"control6_seedlings",120,"Intermediate Expression",12
"5380","DownstreamIntergenic","H3K9ac",0.0222717811477847,"control6_seedlings",140,"Intermediate Expression",12
"5381","UpstreamIntergenic","H4K12ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5382","Promotor1000","H4K12ac",0.220083333333333,"control6_seedlings",-40,"Intermediate Expression",12
"5383","Promotor500","H4K12ac",0.251333333333333,"control6_seedlings",-20,"Intermediate Expression",12
"5384","Gene20","H4K12ac",0.850446587911459,"control6_seedlings",20,"Intermediate Expression",12
"5385","Gene40","H4K12ac",0.651192591057999,"control6_seedlings",40,"Intermediate Expression",12
"5386","Gene60","H4K12ac",0.251415376446907,"control6_seedlings",60,"Intermediate Expression",12
"5387","Gene80","H4K12ac",0.0833333333333333,"control6_seedlings",80,"Intermediate Expression",12
"5388","Gene100","H4K12ac",0.057669713048543,"control6_seedlings",100,"Intermediate Expression",12
"5389","Downstream","H4K12ac",0.0833333333333333,"control6_seedlings",120,"Intermediate Expression",12
"5390","DownstreamIntergenic","H4K12ac",0,"control6_seedlings",140,"Intermediate Expression",12
"5391","UpstreamIntergenic","H3K27me1",0,"control6_seedlings",-60,"Intermediate Expression",12
"5392","Promotor1000","H3K27me1",0,"control6_seedlings",-40,"Intermediate Expression",12
"5393","Promotor500","H3K27me1",0,"control6_seedlings",-20,"Intermediate Expression",12
"5394","Gene20","H3K27me1",0,"control6_seedlings",20,"Intermediate Expression",12
"5395","Gene40","H3K27me1",0,"control6_seedlings",40,"Intermediate Expression",12
"5396","Gene60","H3K27me1",0,"control6_seedlings",60,"Intermediate Expression",12
"5397","Gene80","H3K27me1",0,"control6_seedlings",80,"Intermediate Expression",12
"5398","Gene100","H3K27me1",0,"control6_seedlings",100,"Intermediate Expression",12
"5399","Downstream","H3K27me1",0,"control6_seedlings",120,"Intermediate Expression",12
"5400","DownstreamIntergenic","H3K27me1",0,"control6_seedlings",140,"Intermediate Expression",12
"5401","UpstreamIntergenic","H4K16ac",0,"control6_seedlings",-60,"Intermediate Expression",12
"5402","Promotor1000","H4K16ac",0.234333333333333,"control6_seedlings",-40,"Intermediate Expression",12
"5403","Promotor500","H4K16ac",0.25,"control6_seedlings",-20,"Intermediate Expression",12
"5404","Gene20","H4K16ac",0.864314092084775,"control6_seedlings",20,"Intermediate Expression",12
"5405","Gene40","H4K16ac",0.715830499338402,"control6_seedlings",40,"Intermediate Expression",12
"5406","Gene60","H4K16ac",0.500606531347782,"control6_seedlings",60,"Intermediate Expression",12
"5407","Gene80","H4K16ac",0.351172966436802,"control6_seedlings",80,"Intermediate Expression",12
"5408","Gene100","H4K16ac",0.236433751816908,"control6_seedlings",100,"Intermediate Expression",12
"5409","Downstream","H4K16ac",0.166666666666667,"control6_seedlings",120,"Intermediate Expression",12
"5410","DownstreamIntergenic","H4K16ac",0,"control6_seedlings",140,"Intermediate Expression",12
