"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"1331","UpstreamIntergenic","H3K36me3",0,"control10_seedlings",-60,"Intermediate Expression",15
"1332","Promotor1000","H3K36me3",0.0823333333333333,"control10_seedlings",-40,"Intermediate Expression",15
"1333","Promotor500","H3K36me3",0.0197333333333333,"control10_seedlings",-20,"Intermediate Expression",15
"1334","Gene20","H3K36me3",0.690809197173548,"control10_seedlings",20,"Intermediate Expression",15
"1335","Gene40","H3K36me3",0.933333333333333,"control10_seedlings",40,"Intermediate Expression",15
"1336","Gene60","H3K36me3",0.869180518110219,"control10_seedlings",60,"Intermediate Expression",15
"1337","Gene80","H3K36me3",0.523879001466677,"control10_seedlings",80,"Intermediate Expression",15
"1338","Gene100","H3K36me3",0.185356784954982,"control10_seedlings",100,"Intermediate Expression",15
"1339","Downstream","H3K36me3",0.0666666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1340","DownstreamIntergenic","H3K36me3",0,"control10_seedlings",140,"Intermediate Expression",15
"1341","UpstreamIntergenic","H3K27ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1342","Promotor1000","H3K27ac",0.0840666666666667,"control10_seedlings",-40,"Intermediate Expression",15
"1343","Promotor500","H3K27ac",0.0929333333333333,"control10_seedlings",-20,"Intermediate Expression",15
"1344","Gene20","H3K27ac",0.71338192842851,"control10_seedlings",20,"Intermediate Expression",15
"1345","Gene40","H3K27ac",0.607315593266436,"control10_seedlings",40,"Intermediate Expression",15
"1346","Gene60","H3K27ac",0.376216654837941,"control10_seedlings",60,"Intermediate Expression",15
"1347","Gene80","H3K27ac",0.211741390114671,"control10_seedlings",80,"Intermediate Expression",15
"1348","Gene100","H3K27ac",0.133333333333333,"control10_seedlings",100,"Intermediate Expression",15
"1349","Downstream","H3K27ac",0.106333333333333,"control10_seedlings",120,"Intermediate Expression",15
"1350","DownstreamIntergenic","H3K27ac",0.00424442005122576,"control10_seedlings",140,"Intermediate Expression",15
"1351","UpstreamIntergenic","H4K5ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1352","Promotor1000","H4K5ac",0.130266666666667,"control10_seedlings",-40,"Intermediate Expression",15
"1353","Promotor500","H4K5ac",0.101466666666667,"control10_seedlings",-20,"Intermediate Expression",15
"1354","Gene20","H4K5ac",0.644062803244003,"control10_seedlings",20,"Intermediate Expression",15
"1355","Gene40","H4K5ac",0.441217361693751,"control10_seedlings",40,"Intermediate Expression",15
"1356","Gene60","H4K5ac",0.247830557269042,"control10_seedlings",60,"Intermediate Expression",15
"1357","Gene80","H4K5ac",0.0938116100767381,"control10_seedlings",80,"Intermediate Expression",15
"1358","Gene100","H4K5ac",0.0666666666666667,"control10_seedlings",100,"Intermediate Expression",15
"1359","Downstream","H4K5ac",0.0333333333333333,"control10_seedlings",120,"Intermediate Expression",15
"1360","DownstreamIntergenic","H4K5ac",0,"control10_seedlings",140,"Intermediate Expression",15
"1361","UpstreamIntergenic","H4K8ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1362","Promotor1000","H4K8ac",0.116933333333333,"control10_seedlings",-40,"Intermediate Expression",15
"1363","Promotor500","H4K8ac",0.0909333333333333,"control10_seedlings",-20,"Intermediate Expression",15
"1364","Gene20","H4K8ac",0.685516767939046,"control10_seedlings",20,"Intermediate Expression",15
"1365","Gene40","H4K8ac",0.484618332422217,"control10_seedlings",40,"Intermediate Expression",15
"1366","Gene60","H4K8ac",0.268811556139161,"control10_seedlings",60,"Intermediate Expression",15
"1367","Gene80","H4K8ac",0.210634518332173,"control10_seedlings",80,"Intermediate Expression",15
"1368","Gene100","H4K8ac",0.105721205282297,"control10_seedlings",100,"Intermediate Expression",15
"1369","Downstream","H4K8ac",0.0456666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1370","DownstreamIntergenic","H4K8ac",0,"control10_seedlings",140,"Intermediate Expression",15
"1371","UpstreamIntergenic","H3-1",0.015185987721199,"control10_seedlings",-60,"Intermediate Expression",15
"1372","Promotor1000","H3-1",0.034,"control10_seedlings",-40,"Intermediate Expression",15
"1373","Promotor500","H3-1",0,"control10_seedlings",-20,"Intermediate Expression",15
"1374","Gene20","H3-1",0.0456124544046104,"control10_seedlings",20,"Intermediate Expression",15
"1375","Gene40","H3-1",0.162048957297364,"control10_seedlings",40,"Intermediate Expression",15
"1376","Gene60","H3-1",0.203893158978549,"control10_seedlings",60,"Intermediate Expression",15
"1377","Gene80","H3-1",0.2,"control10_seedlings",80,"Intermediate Expression",15
"1378","Gene100","H3-1",0.0862604917685523,"control10_seedlings",100,"Intermediate Expression",15
"1379","Downstream","H3-1",0,"control10_seedlings",120,"Intermediate Expression",15
"1380","DownstreamIntergenic","H3-1",0.0449079155994634,"control10_seedlings",140,"Intermediate Expression",15
"1381","UpstreamIntergenic","H3K9ac",0.05310581437342,"control10_seedlings",-60,"Intermediate Expression",15
"1382","Promotor1000","H3K9ac",0.176733333333333,"control10_seedlings",-40,"Intermediate Expression",15
"1383","Promotor500","H3K9ac",0.210133333333333,"control10_seedlings",-20,"Intermediate Expression",15
"1384","Gene20","H3K9ac",0.960503694138326,"control10_seedlings",20,"Intermediate Expression",15
"1385","Gene40","H3K9ac",0.807589769292063,"control10_seedlings",40,"Intermediate Expression",15
"1386","Gene60","H3K9ac",0.549420226038569,"control10_seedlings",60,"Intermediate Expression",15
"1387","Gene80","H3K9ac",0.547072929891236,"control10_seedlings",80,"Intermediate Expression",15
"1388","Gene100","H3K9ac",0.270497316878088,"control10_seedlings",100,"Intermediate Expression",15
"1389","Downstream","H3K9ac",0.163666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1390","DownstreamIntergenic","H3K9ac",0.0755876383570816,"control10_seedlings",140,"Intermediate Expression",15
"1391","UpstreamIntergenic","H4K12ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1392","Promotor1000","H4K12ac",0.0543333333333333,"control10_seedlings",-40,"Intermediate Expression",15
"1393","Promotor500","H4K12ac",0.0234666666666667,"control10_seedlings",-20,"Intermediate Expression",15
"1394","Gene20","H4K12ac",0.67269037460862,"control10_seedlings",20,"Intermediate Expression",15
"1395","Gene40","H4K12ac",0.527845407017217,"control10_seedlings",40,"Intermediate Expression",15
"1396","Gene60","H4K12ac",0.359772379076376,"control10_seedlings",60,"Intermediate Expression",15
"1397","Gene80","H4K12ac",0.186167059315396,"control10_seedlings",80,"Intermediate Expression",15
"1398","Gene100","H4K12ac",0.10336443313552,"control10_seedlings",100,"Intermediate Expression",15
"1399","Downstream","H4K12ac",0.0656666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1400","DownstreamIntergenic","H4K12ac",0,"control10_seedlings",140,"Intermediate Expression",15
"1401","UpstreamIntergenic","H3K27me1",0,"control10_seedlings",-60,"Intermediate Expression",15
"1402","Promotor1000","H3K27me1",0,"control10_seedlings",-40,"Intermediate Expression",15
"1403","Promotor500","H3K27me1",0,"control10_seedlings",-20,"Intermediate Expression",15
"1404","Gene20","H3K27me1",0,"control10_seedlings",20,"Intermediate Expression",15
"1405","Gene40","H3K27me1",0,"control10_seedlings",40,"Intermediate Expression",15
"1406","Gene60","H3K27me1",0,"control10_seedlings",60,"Intermediate Expression",15
"1407","Gene80","H3K27me1",0,"control10_seedlings",80,"Intermediate Expression",15
"1408","Gene100","H3K27me1",0,"control10_seedlings",100,"Intermediate Expression",15
"1409","Downstream","H3K27me1",0,"control10_seedlings",120,"Intermediate Expression",15
"1410","DownstreamIntergenic","H3K27me1",0,"control10_seedlings",140,"Intermediate Expression",15
"1411","UpstreamIntergenic","H4K16ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1412","Promotor1000","H4K16ac",0.0430666666666667,"control10_seedlings",-40,"Intermediate Expression",15
"1413","Promotor500","H4K16ac",0.0146666666666667,"control10_seedlings",-20,"Intermediate Expression",15
"1414","Gene20","H4K16ac",0.644698156878938,"control10_seedlings",20,"Intermediate Expression",15
"1415","Gene40","H4K16ac",0.600651608433964,"control10_seedlings",40,"Intermediate Expression",15
"1416","Gene60","H4K16ac",0.434555301496119,"control10_seedlings",60,"Intermediate Expression",15
"1417","Gene80","H4K16ac",0.365358799126808,"control10_seedlings",80,"Intermediate Expression",15
"1418","Gene100","H4K16ac",0.152595313188822,"control10_seedlings",100,"Intermediate Expression",15
"1419","Downstream","H4K16ac",0.0666666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1420","DownstreamIntergenic","H4K16ac",0,"control10_seedlings",140,"Intermediate Expression",15
"1421","UpstreamIntergenic","H3K14ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1422","Promotor1000","H3K14ac",0.113466666666667,"control10_seedlings",-40,"Intermediate Expression",15
"1423","Promotor500","H3K14ac",0.0818666666666667,"control10_seedlings",-20,"Intermediate Expression",15
"1424","Gene20","H3K14ac",0.584712921366314,"control10_seedlings",20,"Intermediate Expression",15
"1425","Gene40","H3K14ac",0.547688182790595,"control10_seedlings",40,"Intermediate Expression",15
"1426","Gene60","H3K14ac",0.452240288126421,"control10_seedlings",60,"Intermediate Expression",15
"1427","Gene80","H3K14ac",0.238075349199939,"control10_seedlings",80,"Intermediate Expression",15
"1428","Gene100","H3K14ac",0.169031182772976,"control10_seedlings",100,"Intermediate Expression",15
"1429","Downstream","H3K14ac",0.0666666666666667,"control10_seedlings",120,"Intermediate Expression",15
"1430","DownstreamIntergenic","H3K14ac",0,"control10_seedlings",140,"Intermediate Expression",15
"1431","UpstreamIntergenic","H2A",0,"control10_seedlings",-60,"Intermediate Expression",15
"1432","Promotor1000","H2A",0,"control10_seedlings",-40,"Intermediate Expression",15
"1433","Promotor500","H2A",0,"control10_seedlings",-20,"Intermediate Expression",15
"1434","Gene20","H2A",0,"control10_seedlings",20,"Intermediate Expression",15
"1435","Gene40","H2A",0,"control10_seedlings",40,"Intermediate Expression",15
"1436","Gene60","H2A",0,"control10_seedlings",60,"Intermediate Expression",15
"1437","Gene80","H2A",0,"control10_seedlings",80,"Intermediate Expression",15
"1438","Gene100","H2A",0,"control10_seedlings",100,"Intermediate Expression",15
"1439","Downstream","H2A",0,"control10_seedlings",120,"Intermediate Expression",15
"1440","DownstreamIntergenic","H2A",0,"control10_seedlings",140,"Intermediate Expression",15
"1441","UpstreamIntergenic","H3",0,"control10_seedlings",-60,"Intermediate Expression",15
"1442","Promotor1000","H3",0,"control10_seedlings",-40,"Intermediate Expression",15
"1443","Promotor500","H3",0,"control10_seedlings",-20,"Intermediate Expression",15
"1444","Gene20","H3",0.0984024525194187,"control10_seedlings",20,"Intermediate Expression",15
"1445","Gene40","H3",0.20792106596927,"control10_seedlings",40,"Intermediate Expression",15
"1446","Gene60","H3",0.170570706393154,"control10_seedlings",60,"Intermediate Expression",15
"1447","Gene80","H3",0.0863408599323417,"control10_seedlings",80,"Intermediate Expression",15
"1448","Gene100","H3",0.037167530224525,"control10_seedlings",100,"Intermediate Expression",15
"1449","Downstream","H3",0,"control10_seedlings",120,"Intermediate Expression",15
"1450","DownstreamIntergenic","H3",0.0154653006464203,"control10_seedlings",140,"Intermediate Expression",15
"1451","UpstreamIntergenic","H2A-X",0,"control10_seedlings",-60,"Intermediate Expression",15
"1452","Promotor1000","H2A-X",0,"control10_seedlings",-40,"Intermediate Expression",15
"1453","Promotor500","H2A-X",0,"control10_seedlings",-20,"Intermediate Expression",15
"1454","Gene20","H2A-X",0,"control10_seedlings",20,"Intermediate Expression",15
"1455","Gene40","H2A-X",0,"control10_seedlings",40,"Intermediate Expression",15
"1456","Gene60","H2A-X",0,"control10_seedlings",60,"Intermediate Expression",15
"1457","Gene80","H2A-X",0,"control10_seedlings",80,"Intermediate Expression",15
"1458","Gene100","H2A-X",0,"control10_seedlings",100,"Intermediate Expression",15
"1459","Downstream","H2A-X",0,"control10_seedlings",120,"Intermediate Expression",15
"1460","DownstreamIntergenic","H2A-X",0,"control10_seedlings",140,"Intermediate Expression",15
"1461","UpstreamIntergenic","H3K18ac",0,"control10_seedlings",-60,"Intermediate Expression",15
"1462","Promotor1000","H3K18ac",0.0148666666666667,"control10_seedlings",-40,"Intermediate Expression",15
"1463","Promotor500","H3K18ac",0,"control10_seedlings",-20,"Intermediate Expression",15
"1464","Gene20","H3K18ac",0.251889859302159,"control10_seedlings",20,"Intermediate Expression",15
"1465","Gene40","H3K18ac",0.237225663017295,"control10_seedlings",40,"Intermediate Expression",15
"1466","Gene60","H3K18ac",0.156915035537647,"control10_seedlings",60,"Intermediate Expression",15
"1467","Gene80","H3K18ac",0.0610770279480826,"control10_seedlings",80,"Intermediate Expression",15
"1468","Gene100","H3K18ac",0,"control10_seedlings",100,"Intermediate Expression",15
"1469","Downstream","H3K18ac",0,"control10_seedlings",120,"Intermediate Expression",15
"1470","DownstreamIntergenic","H3K18ac",0.0107574094401756,"control10_seedlings",140,"Intermediate Expression",15
"1471","UpstreamIntergenic","H3-3",0.0114502926505125,"control2_seedlings",-60,"No Expression",38
"1472","Promotor1000","H3-3",0.104105263157895,"control2_seedlings",-40,"No Expression",38
"1473","Promotor500","H3-3",0.106789473684211,"control2_seedlings",-20,"No Expression",38
"1474","Gene20","H3-3",0.360139169781096,"control2_seedlings",20,"No Expression",38
"1475","Gene40","H3-3",0.416212291804755,"control2_seedlings",40,"No Expression",38
"1476","Gene60","H3-3",0.353062530522387,"control2_seedlings",60,"No Expression",38
"1477","Gene80","H3-3",0.335704488477463,"control2_seedlings",80,"No Expression",38
"1478","Gene100","H3-3",0.334600899695044,"control2_seedlings",100,"No Expression",38
"1479","Downstream","H3-3",0.268684210526316,"control2_seedlings",120,"No Expression",38
"1480","DownstreamIntergenic","H3-3",0.128161113388512,"control2_seedlings",140,"No Expression",38
"1481","UpstreamIntergenic","H3K9me2",0.0204007725736359,"control2_seedlings",-60,"No Expression",38
"1482","Promotor1000","H3K9me2",0.0127631578947368,"control2_seedlings",-40,"No Expression",38
"1483","Promotor500","H3K9me2",0.0100526315789474,"control2_seedlings",-20,"No Expression",38
"1484","Gene20","H3K9me2",0.0263157894736842,"control2_seedlings",20,"No Expression",38
"1485","Gene40","H3K9me2",0.0263157894736842,"control2_seedlings",40,"No Expression",38
"1486","Gene60","H3K9me2",0.0263157894736842,"control2_seedlings",60,"No Expression",38
"1487","Gene80","H3K9me2",0.0598384714514154,"control2_seedlings",80,"No Expression",38
"1488","Gene100","H3K9me2",0.0580347526387725,"control2_seedlings",100,"No Expression",38
"1489","Downstream","H3K9me2",0.0439473684210526,"control2_seedlings",120,"No Expression",38
"1490","DownstreamIntergenic","H3K9me2",0.0155167318686672,"control2_seedlings",140,"No Expression",38
"1491","UpstreamIntergenic","H3K27me3",0.0749389772889821,"control2_seedlings",-60,"No Expression",38
"1492","Promotor1000","H3K27me3",0.375289473684211,"control2_seedlings",-40,"No Expression",38
"1493","Promotor500","H3K27me3",0.434210526315789,"control2_seedlings",-20,"No Expression",38
"1494","Gene20","H3K27me3",0.675548641249339,"control2_seedlings",20,"No Expression",38
"1495","Gene40","H3K27me3",0.711563233305497,"control2_seedlings",40,"No Expression",38
"1496","Gene60","H3K27me3",0.695418326680191,"control2_seedlings",60,"No Expression",38
"1497","Gene80","H3K27me3",0.651843645104642,"control2_seedlings",80,"No Expression",38
"1498","Gene100","H3K27me3",0.616023524714456,"control2_seedlings",100,"No Expression",38
"1499","Downstream","H3K27me3",0.521184210526316,"control2_seedlings",120,"No Expression",38
"1500","DownstreamIntergenic","H3K27me3",0.253829880322885,"control2_seedlings",140,"No Expression",38
"1501","UpstreamIntergenic","H2A-Z",0.0437282790326027,"control2_seedlings",-60,"No Expression",38
"1502","Promotor1000","H2A-Z",0.515842105263158,"control2_seedlings",-40,"No Expression",38
"1503","Promotor500","H2A-Z",0.591421052631579,"control2_seedlings",-20,"No Expression",38
"1504","Gene20","H2A-Z",0.831929397392407,"control2_seedlings",20,"No Expression",38
"1505","Gene40","H2A-Z",0.891548874298792,"control2_seedlings",40,"No Expression",38
"1506","Gene60","H2A-Z",0.859458394424097,"control2_seedlings",60,"No Expression",38
"1507","Gene80","H2A-Z",0.854431713049535,"control2_seedlings",80,"No Expression",38
"1508","Gene100","H2A-Z",0.879025062205851,"control2_seedlings",100,"No Expression",38
"1509","Downstream","H2A-Z",0.751315789473684,"control2_seedlings",120,"No Expression",38
"1510","DownstreamIntergenic","H2A-Z",0.257836726577785,"control2_seedlings",140,"No Expression",38
"1511","UpstreamIntergenic","H2AK121ub",0.0196796358274679,"control2_seedlings",-60,"No Expression",38
"1512","Promotor1000","H2AK121ub",0.158342105263158,"control2_seedlings",-40,"No Expression",38
"1513","Promotor500","H2AK121ub",0.231263157894737,"control2_seedlings",-20,"No Expression",38
"1514","Gene20","H2AK121ub",0.520272842252142,"control2_seedlings",20,"No Expression",38
"1515","Gene40","H2AK121ub",0.480410212903574,"control2_seedlings",40,"No Expression",38
"1516","Gene60","H2AK121ub",0.450638161198306,"control2_seedlings",60,"No Expression",38
"1517","Gene80","H2AK121ub",0.423150735600199,"control2_seedlings",80,"No Expression",38
"1518","Gene100","H2AK121ub",0.372064143112674,"control2_seedlings",100,"No Expression",38
"1519","Downstream","H2AK121ub",0.209736842105263,"control2_seedlings",120,"No Expression",38
"1520","DownstreamIntergenic","H2AK121ub",0.0636501652582379,"control2_seedlings",140,"No Expression",38
"1521","UpstreamIntergenic","H3ac",0,"control2_seedlings",-60,"No Expression",38
"1522","Promotor1000","H3ac",0,"control2_seedlings",-40,"No Expression",38
"1523","Promotor500","H3ac",0,"control2_seedlings",-20,"No Expression",38
"1524","Gene20","H3ac",0,"control2_seedlings",20,"No Expression",38
"1525","Gene40","H3ac",0,"control2_seedlings",40,"No Expression",38
"1526","Gene60","H3ac",0,"control2_seedlings",60,"No Expression",38
"1527","Gene80","H3ac",0,"control2_seedlings",80,"No Expression",38
"1528","Gene100","H3ac",0,"control2_seedlings",100,"No Expression",38
"1529","Downstream","H3ac",0,"control2_seedlings",120,"No Expression",38
"1530","DownstreamIntergenic","H3ac",0,"control2_seedlings",140,"No Expression",38
"1531","UpstreamIntergenic","H3K4me3",0.00624267511115372,"control2_seedlings",-60,"No Expression",38
"1532","Promotor1000","H3K4me3",0.149605263157895,"control2_seedlings",-40,"No Expression",38
"1533","Promotor500","H3K4me3",0.0980526315789474,"control2_seedlings",-20,"No Expression",38
"1534","Gene20","H3K4me3",0.232718031855269,"control2_seedlings",20,"No Expression",38
"1535","Gene40","H3K4me3",0.344605647630889,"control2_seedlings",40,"No Expression",38
"1536","Gene60","H3K4me3",0.311206207975399,"control2_seedlings",60,"No Expression",38
"1537","Gene80","H3K4me3",0.303219689762814,"control2_seedlings",80,"No Expression",38
"1538","Gene100","H3K4me3",0.189271566681832,"control2_seedlings",100,"No Expression",38
"1539","Downstream","H3K4me3",0.0447368421052632,"control2_seedlings",120,"No Expression",38
"1540","DownstreamIntergenic","H3K4me3",0.00544051375465647,"control2_seedlings",140,"No Expression",38
"1541","UpstreamIntergenic","H3K36me3",0.0005720823798627,"control2_seedlings",-60,"No Expression",38
"1542","Promotor1000","H3K36me3",0.0740263157894737,"control2_seedlings",-40,"No Expression",38
"1543","Promotor500","H3K36me3",0.0297368421052632,"control2_seedlings",-20,"No Expression",38
"1544","Gene20","H3K36me3",0.00237735992595263,"control2_seedlings",20,"No Expression",38
"1545","Gene40","H3K36me3",0,"control2_seedlings",40,"No Expression",38
"1546","Gene60","H3K36me3",0,"control2_seedlings",60,"No Expression",38
"1547","Gene80","H3K36me3",0.00597516905790649,"control2_seedlings",80,"No Expression",38
"1548","Gene100","H3K36me3",0.0108596312026333,"control2_seedlings",100,"No Expression",38
"1549","Downstream","H3K36me3",0,"control2_seedlings",120,"No Expression",38
"1550","DownstreamIntergenic","H3K36me3",0.0082347723240686,"control2_seedlings",140,"No Expression",38
"1551","UpstreamIntergenic","H3K27ac",0.00198523728632156,"control2_seedlings",-60,"No Expression",38
"1552","Promotor1000","H3K27ac",0.0586842105263158,"control2_seedlings",-40,"No Expression",38
"1553","Promotor500","H3K27ac",0.0382105263157895,"control2_seedlings",-20,"No Expression",38
"1554","Gene20","H3K27ac",0.0500523044954566,"control2_seedlings",20,"No Expression",38
"1555","Gene40","H3K27ac",0.0330959962789157,"control2_seedlings",40,"No Expression",38
"1556","Gene60","H3K27ac",0.0263157894736842,"control2_seedlings",60,"No Expression",38
"1557","Gene80","H3K27ac",0.0263157894736842,"control2_seedlings",80,"No Expression",38
"1558","Gene100","H3K27ac",0.0263157894736842,"control2_seedlings",100,"No Expression",38
"1559","Downstream","H3K27ac",0.000657894736842105,"control2_seedlings",120,"No Expression",38
"1560","DownstreamIntergenic","H3K27ac",0,"control2_seedlings",140,"No Expression",38
"1561","UpstreamIntergenic","H4K5ac",0.00277319002652476,"control2_seedlings",-60,"No Expression",38
"1562","Promotor1000","H4K5ac",0.0865526315789474,"control2_seedlings",-40,"No Expression",38
"1563","Promotor500","H4K5ac",0.0429473684210526,"control2_seedlings",-20,"No Expression",38
"1564","Gene20","H4K5ac",0.0328766691204908,"control2_seedlings",20,"No Expression",38
"1565","Gene40","H4K5ac",0.0526315789473684,"control2_seedlings",40,"No Expression",38
"1566","Gene60","H4K5ac",0.0102481462161645,"control2_seedlings",60,"No Expression",38
"1567","Gene80","H4K5ac",0.0108501198611522,"control2_seedlings",80,"No Expression",38
"1568","Gene100","H4K5ac",0.0342476268454311,"control2_seedlings",100,"No Expression",38
"1569","Downstream","H4K5ac",0.0263157894736842,"control2_seedlings",120,"No Expression",38
"1570","DownstreamIntergenic","H4K5ac",0.00144391878572837,"control2_seedlings",140,"No Expression",38
"1571","UpstreamIntergenic","H4K8ac",0.00228668770139635,"control2_seedlings",-60,"No Expression",38
"1572","Promotor1000","H4K8ac",0.110973684210526,"control2_seedlings",-40,"No Expression",38
"1573","Promotor500","H4K8ac",0.0836842105263158,"control2_seedlings",-20,"No Expression",38
"1574","Gene20","H4K8ac",0.0553893164614735,"control2_seedlings",20,"No Expression",38
"1575","Gene40","H4K8ac",0.0533994948779856,"control2_seedlings",40,"No Expression",38
"1576","Gene60","H4K8ac",0.0288184710526811,"control2_seedlings",60,"No Expression",38
"1577","Gene80","H4K8ac",0.00727217431748562,"control2_seedlings",80,"No Expression",38
"1578","Gene100","H4K8ac",0.0328403653762502,"control2_seedlings",100,"No Expression",38
"1579","Downstream","H4K8ac",0.0263157894736842,"control2_seedlings",120,"No Expression",38
"1580","DownstreamIntergenic","H4K8ac",0.00140449438202247,"control2_seedlings",140,"No Expression",38
"1581","UpstreamIntergenic","H3-1",0.0232958281233348,"control2_seedlings",-60,"No Expression",38
"1582","Promotor1000","H3-1",0.185368421052632,"control2_seedlings",-40,"No Expression",38
"1583","Promotor500","H3-1",0.216210526315789,"control2_seedlings",-20,"No Expression",38
"1584","Gene20","H3-1",0.654608378991448,"control2_seedlings",20,"No Expression",38
"1585","Gene40","H3-1",0.802057918679925,"control2_seedlings",40,"No Expression",38
"1586","Gene60","H3-1",0.761166515645768,"control2_seedlings",60,"No Expression",38
"1587","Gene80","H3-1",0.695734489005715,"control2_seedlings",80,"No Expression",38
"1588","Gene100","H3-1",0.580359757778318,"control2_seedlings",100,"No Expression",38
"1589","Downstream","H3-1",0.308815789473684,"control2_seedlings",120,"No Expression",38
"1590","DownstreamIntergenic","H3-1",0.0677347291670477,"control2_seedlings",140,"No Expression",38
"1591","UpstreamIntergenic","H3K9ac",0.00406514150282539,"control2_seedlings",-60,"No Expression",38
"1592","Promotor1000","H3K9ac",0.119210526315789,"control2_seedlings",-40,"No Expression",38
"1593","Promotor500","H3K9ac",0.0800526315789474,"control2_seedlings",-20,"No Expression",38
"1594","Gene20","H3K9ac",0.0551040332703592,"control2_seedlings",20,"No Expression",38
"1595","Gene40","H3K9ac",0.0904317561950457,"control2_seedlings",40,"No Expression",38
"1596","Gene60","H3K9ac",0.0628704359682604,"control2_seedlings",60,"No Expression",38
"1597","Gene80","H3K9ac",0.0439781894681273,"control2_seedlings",80,"No Expression",38
"1598","Gene100","H3K9ac",0.0613455870091989,"control2_seedlings",100,"No Expression",38
"1599","Downstream","H3K9ac",0.0251315789473684,"control2_seedlings",120,"No Expression",38
"1600","DownstreamIntergenic","H3K9ac",0.00265129114922137,"control2_seedlings",140,"No Expression",38
"1601","UpstreamIntergenic","H4K12ac",0.0022531216433942,"control2_seedlings",-60,"No Expression",38
"1602","Promotor1000","H4K12ac",0.106421052631579,"control2_seedlings",-40,"No Expression",38
"1603","Promotor500","H4K12ac",0.0829473684210526,"control2_seedlings",-20,"No Expression",38
"1604","Gene20","H4K12ac",0.0548187500792448,"control2_seedlings",20,"No Expression",38
"1605","Gene40","H4K12ac",0.0477389321680453,"control2_seedlings",40,"No Expression",38
"1606","Gene60","H4K12ac",0.00738845754766151,"control2_seedlings",60,"No Expression",38
"1607","Gene80","H4K12ac",0,"control2_seedlings",80,"No Expression",38
"1608","Gene100","H4K12ac",0.00646060947214865,"control2_seedlings",100,"No Expression",38
"1609","Downstream","H4K12ac",0,"control2_seedlings",120,"No Expression",38
"1610","DownstreamIntergenic","H4K12ac",0,"control2_seedlings",140,"No Expression",38
"1611","UpstreamIntergenic","H3K27me1",0,"control2_seedlings",-60,"No Expression",38
"1612","Promotor1000","H3K27me1",0,"control2_seedlings",-40,"No Expression",38
"1613","Promotor500","H3K27me1",0,"control2_seedlings",-20,"No Expression",38
"1614","Gene20","H3K27me1",0,"control2_seedlings",20,"No Expression",38
"1615","Gene40","H3K27me1",0,"control2_seedlings",40,"No Expression",38
"1616","Gene60","H3K27me1",0,"control2_seedlings",60,"No Expression",38
"1617","Gene80","H3K27me1",0,"control2_seedlings",80,"No Expression",38
"1618","Gene100","H3K27me1",0,"control2_seedlings",100,"No Expression",38
"1619","Downstream","H3K27me1",0,"control2_seedlings",120,"No Expression",38
"1620","DownstreamIntergenic","H3K27me1",0,"control2_seedlings",140,"No Expression",38
"1621","UpstreamIntergenic","H4K16ac",0.00235801557465091,"control2_seedlings",-60,"No Expression",38
"1622","Promotor1000","H4K16ac",0.0752105263157895,"control2_seedlings",-40,"No Expression",38
"1623","Promotor500","H4K16ac",0.0316842105263158,"control2_seedlings",-20,"No Expression",38
"1624","Gene20","H4K16ac",0.0162166700151647,"control2_seedlings",20,"No Expression",38
"1625","Gene40","H4K16ac",0.0254749722708892,"control2_seedlings",40,"No Expression",38
"1626","Gene60","H4K16ac",0,"control2_seedlings",60,"No Expression",38
"1627","Gene80","H4K16ac",0,"control2_seedlings",80,"No Expression",38
"1628","Gene100","H4K16ac",0.00713225699153044,"control2_seedlings",100,"No Expression",38
"1629","Downstream","H4K16ac",0,"control2_seedlings",120,"No Expression",38
"1630","DownstreamIntergenic","H4K16ac",0,"control2_seedlings",140,"No Expression",38
"1631","UpstreamIntergenic","H3K14ac",0.00198459317937701,"control2_seedlings",-60,"No Expression",38
"1632","Promotor1000","H3K14ac",0.0745263157894737,"control2_seedlings",-40,"No Expression",38
"1633","Promotor500","H3K14ac",0.0315789473684211,"control2_seedlings",-20,"No Expression",38
"1634","Gene20","H3K14ac",0.0175262366901845,"control2_seedlings",20,"No Expression",38
"1635","Gene40","H3K14ac",0.0227915131131393,"control2_seedlings",40,"No Expression",38
"1636","Gene60","H3K14ac",0.0320598403504771,"control2_seedlings",60,"No Expression",38
"1637","Gene80","H3K14ac",0.069039244849791,"control2_seedlings",80,"No Expression",38
"1638","Gene100","H3K14ac",0.0330318573906201,"control2_seedlings",100,"No Expression",38
"1639","Downstream","H3K14ac",0.0263157894736842,"control2_seedlings",120,"No Expression",38
"1640","DownstreamIntergenic","H3K14ac",0.00292233392469939,"control2_seedlings",140,"No Expression",38
"1641","UpstreamIntergenic","H2A",0,"control2_seedlings",-60,"No Expression",38
