"","Region","Modification","axisGroup","ModificationDifference","Cluster"
"4806","Downstream","H3K27ac",120,0,"cluster 9"
"4807","Downstream","H3K27ac",120,0,"cluster 9"
"4808","Downstream","H3K27ac",120,0,"cluster 9"
"4809","Downstream","H3K27ac",120,0,"cluster 9"
"4810","Downstream","H3K27ac",120,0,"cluster 9"
"4811","Downstream","H3K27ac",120,0,"cluster 9"
"4812","Downstream","H3K27ac",120,0,"cluster 9"
"4813","Downstream","H3K27ac",120,0,"cluster 9"
"4814","Downstream","H3K27ac",120,0,"cluster 9"
"4815","Downstream","H3K27ac",120,0,"cluster 9"
"4816","Downstream","H3K27ac",120,0,"cluster 10"
"4817","Downstream","H3K27ac",120,0,"cluster 11"
"4818","Downstream","H3K27ac",120,0,"cluster 12"
"4819","Downstream","H3K27ac",120,0,"cluster 15"
"4820","Downstream","H3K27ac",120,0.235,"cluster 17"
"4821","Downstream","H3K27ac",120,0,"cluster 18"
"4822","Downstream","H3K27ac",120,0,"cluster 18"
"4823","Downstream","H3K27ac",120,0,"cluster 18"
"4824","Downstream","H3K27ac",120,0,"cluster 18"
"4825","Downstream","H3K27ac",120,0,"cluster 18"
"4826","Downstream","H3K27ac",120,0,"cluster 18"
"4827","Downstream","H3K27ac",120,0,"cluster 18"
"4828","Downstream","H3K27ac",120,0,"cluster 18"
"4829","Downstream","H3K27ac",120,0,"cluster 18"
"4830","Downstream","H3K27ac",120,0,"cluster 18"
"4831","Downstream","H3K27ac",120,0,"cluster 18"
"4832","Downstream","H3K27ac",120,0,"cluster 18"
"4833","Downstream","H3K27ac",120,0,"cluster 18"
"4834","Downstream","H3K27ac",120,0,"cluster 18"
"4835","Downstream","H3K27ac",120,0,"cluster 18"
"4836","Downstream","H3K27ac",120,0,"cluster 18"
"4837","Downstream","H3K27ac",120,0,"cluster 18"
"4838","Downstream","H3K27ac",120,0,"cluster 18"
"4839","Downstream","H3K27ac",120,0,"cluster 18"
"4840","Downstream","H3K27ac",120,0,"cluster 18"
"4841","Downstream","H3K27ac",120,0,"cluster 18"
"4842","Downstream","H3K27ac",120,0,"cluster 18"
"4843","Downstream","H3K27ac",120,0,"cluster 18"
"4844","Downstream","H3K27ac",120,0,"cluster 18"
"4845","Downstream","H3K27ac",120,0,"cluster 18"
"4846","Downstream","H3K27ac",120,0,"cluster 18"
"4847","Downstream","H3K27ac",120,0,"cluster 18"
"4848","Downstream","H3K27ac",120,0,"cluster 18"
"4849","Downstream","H3K27ac",120,0,"cluster 18"
"4850","Downstream","H3K27ac",120,0,"cluster 18"
"4851","Downstream","H3K27ac",120,0,"cluster 18"
"4852","Downstream","H3K27ac",120,0,"cluster 18"
"4853","Downstream","H3K27ac",120,0,"cluster 18"
"4854","Downstream","H3K27ac",120,0,"cluster 18"
"4855","Downstream","H3K27ac",120,0,"cluster 18"
"4856","Downstream","H3K27ac",120,0,"cluster 18"
"4857","Downstream","H3K27ac",120,0,"cluster 19"
"4858","Downstream","H3K27ac",120,0,"cluster 19"
"4859","Downstream","H3K27ac",120,1,"cluster 19"
"4860","Downstream","H3K27ac",120,0,"cluster 19"
"4861","Downstream","H3K27ac",120,1,"cluster 19"
"4862","Downstream","H3K27ac",120,1,"cluster 19"
"4863","Downstream","H3K27ac",120,0,"cluster 20"
"4864","Downstream","H3K27ac",120,0,"cluster 21"
"4865","Downstream","H3K27ac",120,0,"cluster 22"
"4866","Downstream","H3K27ac",120,0,"cluster 22"
"4867","Downstream","H3K27ac",120,0,"cluster 22"
"4868","Downstream","H3K27ac",120,0,"cluster 23"
"4869","Downstream","H3K27ac",120,0,"cluster 23"
"4870","Downstream","H3K27ac",120,0,"cluster 23"
"4871","Downstream","H3K27ac",120,0,"cluster 24"
"4872","Downstream","H3K27ac",120,0,"cluster 25"
"4873","Downstream","H3K27ac",120,0,"cluster 25"
"4874","Downstream","H3K27ac",120,0,"cluster 25"
"4875","Downstream","H3K27ac",120,0,"cluster 25"
"4876","Downstream","H3K27ac",120,0,"cluster 25"
"4877","Downstream","H3K27ac",120,0,"cluster 25"
"4878","Downstream","H3K27ac",120,0,"cluster 25"
"4879","Downstream","H3K27ac",120,0,"cluster 25"
"4880","Downstream","H3K27ac",120,0,"cluster 25"
"4881","Downstream","H3K27ac",120,0,"cluster 25"
"4882","Downstream","H3K27ac",120,0,"cluster 26"
"4883","Downstream","H3K27ac",120,0,"cluster 26"
"4884","Downstream","H3K27ac",120,0,"cluster 26"
"4885","Downstream","H3K27ac",120,0,"cluster 27"
"4886","Downstream","H3K27ac",120,0.915,"cluster 27"
"4887","Downstream","H3K27ac",120,0,"cluster 27"
"4888","Downstream","H3K27ac",120,0.915,"cluster 27"
"4889","Downstream","H3K27ac",120,0,"cluster 27"
"4890","Downstream","H3K27ac",120,0.915,"cluster 27"
"4891","Downstream","H3K27ac",120,0,"cluster 28"
"4892","Downstream","H3K27ac",120,0,"cluster 28"
"4893","Downstream","H3K27ac",120,0,"cluster 28"
"4894","Downstream","H3K27ac",120,0,"cluster 28"
"4895","Downstream","H3K27ac",120,0,"cluster 28"
"4896","Downstream","H3K27ac",120,0,"cluster 28"
"4897","Downstream","H3K27ac",120,0,"cluster 28"
"4898","Downstream","H3K27ac",120,0,"cluster 28"
"4899","Downstream","H3K27ac",120,0,"cluster 28"
"4900","Downstream","H3K27ac",120,0,"cluster 28"
"4901","Downstream","H3K27ac",120,0,"cluster 28"
"4902","Downstream","H3K27ac",120,0,"cluster 28"
"4903","Downstream","H3K27ac",120,0,"cluster 28"
"4904","Downstream","H3K27ac",120,0,"cluster 28"
"4905","Downstream","H3K27ac",120,0,"cluster 28"
"4906","Downstream","H3K27ac",120,0,"cluster 28"
"4907","Downstream","H3K27ac",120,0,"cluster 28"
"4908","Downstream","H3K27ac",120,0,"cluster 28"
"4909","Downstream","H3K27ac",120,0,"cluster 28"
"4910","Downstream","H3K27ac",120,0,"cluster 28"
"4911","Downstream","H3K27ac",120,0,"cluster 28"
"4912","Downstream","H3K27ac",120,0,"cluster 29"
"4913","Downstream","H3K27ac",120,0,"cluster 30"
"4914","Downstream","H3K27ac",120,0,"cluster 30"
"4915","Downstream","H3K27ac",120,0.46,"cluster 30"
"4916","Downstream","H3K27ac",120,0,"cluster 30"
"4917","Downstream","H3K27ac",120,0,"cluster 30"
"4918","Downstream","H3K27ac",120,0,"cluster 30"
"4919","Downstream","H3K27ac",120,0,"cluster 30"
"4920","Downstream","H3K27ac",120,0.46,"cluster 30"
"4921","Downstream","H3K27ac",120,0,"cluster 30"
"4922","Downstream","H3K27ac",120,0,"cluster 30"
"4923","Downstream","H3K27ac",120,0,"cluster 30"
"4924","Downstream","H3K27ac",120,0.46,"cluster 30"
"4925","Downstream","H3K27ac",120,0,"cluster 30"
"4926","Downstream","H3K27ac",120,0,"cluster 30"
"4927","Downstream","H3K27ac",120,0,"cluster 30"
"4928","Downstream","H3K27ac",120,0.46,"cluster 30"
"4929","Downstream","H3K27ac",120,0.46,"cluster 30"
"4930","Downstream","H3K27ac",120,0.46,"cluster 30"
"4931","Downstream","H3K27ac",120,0,"cluster 30"
"4932","Downstream","H3K27ac",120,0,"cluster 30"
"4933","Downstream","H3K27ac",120,0,"cluster 30"
"4934","Downstream","H3K27ac",120,0,"cluster 31"
"4935","Downstream","H3K27ac",120,0,"cluster 31"
"4936","Downstream","H3K27ac",120,0,"cluster 31"
"4937","Downstream","H3K27ac",120,1,"cluster 32"
"4938","Downstream","H3K27ac",120,1,"cluster 32"
"4939","Downstream","H3K27ac",120,0,"cluster 32"
"4940","Downstream","H3K27ac",120,0,"cluster 33"
"4941","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4942","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4943","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4944","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4945","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4946","DownstreamIntergenic","H3K27ac",140,0,"cluster 1"
"4947","DownstreamIntergenic","H3K27ac",140,0,"cluster 2"
"4948","DownstreamIntergenic","H3K27ac",140,0,"cluster 2"
"4949","DownstreamIntergenic","H3K27ac",140,0,"cluster 2"
"4950","DownstreamIntergenic","H3K27ac",140,0,"cluster 3"
"4951","DownstreamIntergenic","H3K27ac",140,0,"cluster 4"
"4952","DownstreamIntergenic","H3K27ac",140,0,"cluster 4"
"4953","DownstreamIntergenic","H3K27ac",140,0,"cluster 4"
"4954","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4955","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4956","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4957","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4958","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4959","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4960","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4961","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4962","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4963","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4964","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4965","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4966","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4967","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4968","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4969","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4970","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4971","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4972","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4973","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4974","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4975","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4976","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4977","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4978","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4979","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4980","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4981","DownstreamIntergenic","H3K27ac",140,0,"cluster 5"
"4982","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4983","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4984","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4985","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4986","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4987","DownstreamIntergenic","H3K27ac",140,0,"cluster 6"
"4988","DownstreamIntergenic","H3K27ac",140,0,"cluster 7"
"4989","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"4990","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"4991","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"4992","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"4993","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"4994","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"4995","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"4996","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"4997","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"4998","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"4999","DownstreamIntergenic","H3K27ac",140,0.37147102526003,"cluster 8"
"5000","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5001","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5002","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5003","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5004","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5005","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5006","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5007","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5008","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5009","DownstreamIntergenic","H3K27ac",140,0,"cluster 8"
"5010","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5011","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5012","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5013","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5014","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5015","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5016","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5017","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5018","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5019","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5020","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5021","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5022","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5023","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5024","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5025","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5026","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5027","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5028","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5029","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5030","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5031","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5032","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5033","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5034","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5035","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5036","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5037","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5038","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5039","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5040","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5041","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5042","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5043","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5044","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5045","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5046","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5047","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5048","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5049","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5050","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5051","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5052","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5053","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5054","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5055","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5056","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5057","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5058","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5059","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5060","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5061","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5062","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5063","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5064","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5065","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5066","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5067","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5068","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5069","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5070","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5071","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5072","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5073","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5074","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5075","DownstreamIntergenic","H3K27ac",140,0,"cluster 9"
"5076","DownstreamIntergenic","H3K27ac",140,0,"cluster 10"
"5077","DownstreamIntergenic","H3K27ac",140,0,"cluster 11"
"5078","DownstreamIntergenic","H3K27ac",140,0,"cluster 12"
"5079","DownstreamIntergenic","H3K27ac",140,0,"cluster 15"
"5080","DownstreamIntergenic","H3K27ac",140,0,"cluster 17"
"5081","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5082","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5083","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5084","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5085","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5086","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5087","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5088","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5089","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5090","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5091","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5092","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5093","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5094","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5095","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5096","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5097","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5098","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5099","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5100","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5101","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5102","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5103","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5104","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5105","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5106","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5107","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5108","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5109","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5110","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5111","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5112","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5113","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5114","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5115","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5116","DownstreamIntergenic","H3K27ac",140,0,"cluster 18"
"5117","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5118","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5119","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5120","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5121","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5122","DownstreamIntergenic","H3K27ac",140,0,"cluster 19"
"5123","DownstreamIntergenic","H3K27ac",140,0,"cluster 20"
"5124","DownstreamIntergenic","H3K27ac",140,0,"cluster 21"
"5125","DownstreamIntergenic","H3K27ac",140,0,"cluster 22"
"5126","DownstreamIntergenic","H3K27ac",140,0,"cluster 22"
"5127","DownstreamIntergenic","H3K27ac",140,0,"cluster 22"
"5128","DownstreamIntergenic","H3K27ac",140,0,"cluster 23"
"5129","DownstreamIntergenic","H3K27ac",140,0,"cluster 23"
"5130","DownstreamIntergenic","H3K27ac",140,0,"cluster 23"
"5131","DownstreamIntergenic","H3K27ac",140,0,"cluster 24"
"5132","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5133","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5134","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5135","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5136","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5137","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5138","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5139","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5140","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5141","DownstreamIntergenic","H3K27ac",140,0,"cluster 25"
"5142","DownstreamIntergenic","H3K27ac",140,0,"cluster 26"
"5143","DownstreamIntergenic","H3K27ac",140,0,"cluster 26"
"5144","DownstreamIntergenic","H3K27ac",140,0,"cluster 26"
"5145","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5146","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5147","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5148","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5149","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5150","DownstreamIntergenic","H3K27ac",140,0,"cluster 27"
"5151","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5152","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5153","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5154","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5155","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5156","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5157","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5158","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5159","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5160","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5161","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5162","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5163","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5164","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5165","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5166","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5167","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5168","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5169","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5170","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5171","DownstreamIntergenic","H3K27ac",140,0,"cluster 28"
"5172","DownstreamIntergenic","H3K27ac",140,0,"cluster 29"
"5173","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5174","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5175","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5176","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5177","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5178","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5179","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5180","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5181","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5182","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5183","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5184","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5185","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5186","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5187","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5188","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5189","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5190","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5191","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5192","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5193","DownstreamIntergenic","H3K27ac",140,0,"cluster 30"
"5194","DownstreamIntergenic","H3K27ac",140,0,"cluster 31"
"5195","DownstreamIntergenic","H3K27ac",140,0,"cluster 31"
"5196","DownstreamIntergenic","H3K27ac",140,0,"cluster 31"
"5197","DownstreamIntergenic","H3K27ac",140,0,"cluster 32"
"5198","DownstreamIntergenic","H3K27ac",140,0,"cluster 32"
"5199","DownstreamIntergenic","H3K27ac",140,0,"cluster 32"
"5200","DownstreamIntergenic","H3K27ac",140,0,"cluster 33"
"5201","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5202","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5203","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5204","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5205","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5206","UpstreamIntergenic","H4K5ac",-60,0,"cluster 1"
"5207","UpstreamIntergenic","H4K5ac",-60,0,"cluster 2"
"5208","UpstreamIntergenic","H4K5ac",-60,0,"cluster 2"
"5209","UpstreamIntergenic","H4K5ac",-60,0,"cluster 2"
"5210","UpstreamIntergenic","H4K5ac",-60,0,"cluster 3"
"5211","UpstreamIntergenic","H4K5ac",-60,0,"cluster 4"
"5212","UpstreamIntergenic","H4K5ac",-60,0,"cluster 4"
"5213","UpstreamIntergenic","H4K5ac",-60,0,"cluster 4"
"5214","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5215","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5216","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5217","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5218","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5219","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5220","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5221","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5222","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5223","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5224","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5225","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5226","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5227","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5228","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5229","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5230","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5231","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5232","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5233","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5234","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5235","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5236","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
"5237","UpstreamIntergenic","H4K5ac",-60,0,"cluster 5"
