"","Region","Modification","Frequency","n","axisGroup","Expression","SampleGenes"
"1260","DownstreamIntergenic","H3K18ac",0,0,140,"Low Expression","control1_Leaf"
"1261","UpstreamIntergenic","H3-3",0,0,-60,"Intermediate Expression","control1_Leaf"
"1262","UpstreamIntergenic","H3K9me2",0,0,-60,"Intermediate Expression","control1_Leaf"
"1263","UpstreamIntergenic","H3K27me3",20,1,-60,"Intermediate Expression","control1_Leaf"
"1264","UpstreamIntergenic","H2A-Z",20,1,-60,"Intermediate Expression","control1_Leaf"
"1265","UpstreamIntergenic","H2AK121ub",20,1,-60,"Intermediate Expression","control1_Leaf"
"1266","UpstreamIntergenic","H3ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1267","UpstreamIntergenic","H3K4me3",0,0,-60,"Intermediate Expression","control1_Leaf"
"1268","UpstreamIntergenic","H3K36me3",0,0,-60,"Intermediate Expression","control1_Leaf"
"1269","UpstreamIntergenic","H3K27ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1270","UpstreamIntergenic","H4K5ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1271","UpstreamIntergenic","H4K8ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1272","UpstreamIntergenic","H3-1",0,0,-60,"Intermediate Expression","control1_Leaf"
"1273","UpstreamIntergenic","H3K9ac",40,2,-60,"Intermediate Expression","control1_Leaf"
"1274","UpstreamIntergenic","H4K12ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1275","UpstreamIntergenic","H3K27me1",0,0,-60,"Intermediate Expression","control1_Leaf"
"1276","UpstreamIntergenic","H4K16ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1277","UpstreamIntergenic","H3K14ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1278","UpstreamIntergenic","H2A",0,0,-60,"Intermediate Expression","control1_Leaf"
"1279","UpstreamIntergenic","H3",0,0,-60,"Intermediate Expression","control1_Leaf"
"1280","UpstreamIntergenic","H2A-X",0,0,-60,"Intermediate Expression","control1_Leaf"
"1281","UpstreamIntergenic","H3K18ac",0,0,-60,"Intermediate Expression","control1_Leaf"
"1282","Promotor1000","H3-3",40,2,-40,"Intermediate Expression","control1_Leaf"
"1283","Promotor1000","H3K9me2",0,0,-40,"Intermediate Expression","control1_Leaf"
"1284","Promotor1000","H3K27me3",20,1,-40,"Intermediate Expression","control1_Leaf"
"1285","Promotor1000","H2A-Z",80,4,-40,"Intermediate Expression","control1_Leaf"
"1286","Promotor1000","H2AK121ub",60,3,-40,"Intermediate Expression","control1_Leaf"
"1287","Promotor1000","H3ac",0,0,-40,"Intermediate Expression","control1_Leaf"
"1288","Promotor1000","H3K4me3",0,0,-40,"Intermediate Expression","control1_Leaf"
"1289","Promotor1000","H3K36me3",0,0,-40,"Intermediate Expression","control1_Leaf"
"1290","Promotor1000","H3K27ac",20,1,-40,"Intermediate Expression","control1_Leaf"
"1291","Promotor1000","H4K5ac",20,1,-40,"Intermediate Expression","control1_Leaf"
"1292","Promotor1000","H4K8ac",0,0,-40,"Intermediate Expression","control1_Leaf"
"1293","Promotor1000","H3-1",0,0,-40,"Intermediate Expression","control1_Leaf"
"1294","Promotor1000","H3K9ac",40,2,-40,"Intermediate Expression","control1_Leaf"
"1295","Promotor1000","H4K12ac",20,1,-40,"Intermediate Expression","control1_Leaf"
"1296","Promotor1000","H3K27me1",0,0,-40,"Intermediate Expression","control1_Leaf"
"1297","Promotor1000","H4K16ac",0,0,-40,"Intermediate Expression","control1_Leaf"
"1298","Promotor1000","H3K14ac",0,0,-40,"Intermediate Expression","control1_Leaf"
"1299","Promotor1000","H2A",20,1,-40,"Intermediate Expression","control1_Leaf"
"1300","Promotor1000","H3",0,0,-40,"Intermediate Expression","control1_Leaf"
"1301","Promotor1000","H2A-X",0,0,-40,"Intermediate Expression","control1_Leaf"
"1302","Promotor1000","H3K18ac",0,0,-40,"Intermediate Expression","control1_Leaf"
"1303","Promotor500","H3-3",20,1,-20,"Intermediate Expression","control1_Leaf"
"1304","Promotor500","H3K9me2",0,0,-20,"Intermediate Expression","control1_Leaf"
"1305","Promotor500","H3K27me3",20,1,-20,"Intermediate Expression","control1_Leaf"
"1306","Promotor500","H2A-Z",40,2,-20,"Intermediate Expression","control1_Leaf"
"1307","Promotor500","H2AK121ub",80,4,-20,"Intermediate Expression","control1_Leaf"
"1308","Promotor500","H3ac",0,0,-20,"Intermediate Expression","control1_Leaf"
"1309","Promotor500","H3K4me3",20,1,-20,"Intermediate Expression","control1_Leaf"
"1310","Promotor500","H3K36me3",20,1,-20,"Intermediate Expression","control1_Leaf"
"1311","Promotor500","H3K27ac",20,1,-20,"Intermediate Expression","control1_Leaf"
"1312","Promotor500","H4K5ac",60,3,-20,"Intermediate Expression","control1_Leaf"
"1313","Promotor500","H4K8ac",40,2,-20,"Intermediate Expression","control1_Leaf"
"1314","Promotor500","H3-1",0,0,-20,"Intermediate Expression","control1_Leaf"
"1315","Promotor500","H3K9ac",80,4,-20,"Intermediate Expression","control1_Leaf"
"1316","Promotor500","H4K12ac",40,2,-20,"Intermediate Expression","control1_Leaf"
"1317","Promotor500","H3K27me1",0,0,-20,"Intermediate Expression","control1_Leaf"
"1318","Promotor500","H4K16ac",20,1,-20,"Intermediate Expression","control1_Leaf"
"1319","Promotor500","H3K14ac",40,2,-20,"Intermediate Expression","control1_Leaf"
"1320","Promotor500","H2A",0,0,-20,"Intermediate Expression","control1_Leaf"
"1321","Promotor500","H3",0,0,-20,"Intermediate Expression","control1_Leaf"
"1322","Promotor500","H2A-X",0,0,-20,"Intermediate Expression","control1_Leaf"
"1323","Promotor500","H3K18ac",0,0,-20,"Intermediate Expression","control1_Leaf"
"1324","Gene20","H3-3",60,3,20,"Intermediate Expression","control1_Leaf"
"1325","Gene20","H3K9me2",0,0,20,"Intermediate Expression","control1_Leaf"
"1326","Gene20","H3K27me3",20,1,20,"Intermediate Expression","control1_Leaf"
"1327","Gene20","H2A-Z",100,5,20,"Intermediate Expression","control1_Leaf"
"1328","Gene20","H2AK121ub",60,3,20,"Intermediate Expression","control1_Leaf"
"1329","Gene20","H3ac",0,0,20,"Intermediate Expression","control1_Leaf"
"1330","Gene20","H3K4me3",100,5,20,"Intermediate Expression","control1_Leaf"
"1331","Gene20","H3K36me3",100,5,20,"Intermediate Expression","control1_Leaf"
"1332","Gene20","H3K27ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1333","Gene20","H4K5ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1334","Gene20","H4K8ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1335","Gene20","H3-1",40,2,20,"Intermediate Expression","control1_Leaf"
"1336","Gene20","H3K9ac",100,5,20,"Intermediate Expression","control1_Leaf"
"1337","Gene20","H4K12ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1338","Gene20","H3K27me1",20,1,20,"Intermediate Expression","control1_Leaf"
"1339","Gene20","H4K16ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1340","Gene20","H3K14ac",80,4,20,"Intermediate Expression","control1_Leaf"
"1341","Gene20","H2A",40,2,20,"Intermediate Expression","control1_Leaf"
"1342","Gene20","H3",20,1,20,"Intermediate Expression","control1_Leaf"
"1343","Gene20","H2A-X",0,0,20,"Intermediate Expression","control1_Leaf"
"1344","Gene20","H3K18ac",0,0,20,"Intermediate Expression","control1_Leaf"
"1345","Gene40","H3-3",40,2,40,"Intermediate Expression","control1_Leaf"
"1346","Gene40","H3K9me2",0,0,40,"Intermediate Expression","control1_Leaf"
"1347","Gene40","H3K27me3",20,1,40,"Intermediate Expression","control1_Leaf"
"1348","Gene40","H2A-Z",80,4,40,"Intermediate Expression","control1_Leaf"
"1349","Gene40","H2AK121ub",40,2,40,"Intermediate Expression","control1_Leaf"
"1350","Gene40","H3ac",0,0,40,"Intermediate Expression","control1_Leaf"
"1351","Gene40","H3K4me3",100,5,40,"Intermediate Expression","control1_Leaf"
"1352","Gene40","H3K36me3",100,5,40,"Intermediate Expression","control1_Leaf"
"1353","Gene40","H3K27ac",40,2,40,"Intermediate Expression","control1_Leaf"
"1354","Gene40","H4K5ac",60,3,40,"Intermediate Expression","control1_Leaf"
"1355","Gene40","H4K8ac",80,4,40,"Intermediate Expression","control1_Leaf"
"1356","Gene40","H3-1",80,4,40,"Intermediate Expression","control1_Leaf"
"1357","Gene40","H3K9ac",100,5,40,"Intermediate Expression","control1_Leaf"
"1358","Gene40","H4K12ac",80,4,40,"Intermediate Expression","control1_Leaf"
"1359","Gene40","H3K27me1",40,2,40,"Intermediate Expression","control1_Leaf"
"1360","Gene40","H4K16ac",60,3,40,"Intermediate Expression","control1_Leaf"
"1361","Gene40","H3K14ac",60,3,40,"Intermediate Expression","control1_Leaf"
"1362","Gene40","H2A",60,3,40,"Intermediate Expression","control1_Leaf"
"1363","Gene40","H3",20,1,40,"Intermediate Expression","control1_Leaf"
"1364","Gene40","H2A-X",40,2,40,"Intermediate Expression","control1_Leaf"
"1365","Gene40","H3K18ac",0,0,40,"Intermediate Expression","control1_Leaf"
"1366","Gene60","H3-3",60,3,60,"Intermediate Expression","control1_Leaf"
"1367","Gene60","H3K9me2",0,0,60,"Intermediate Expression","control1_Leaf"
"1368","Gene60","H3K27me3",20,1,60,"Intermediate Expression","control1_Leaf"
"1369","Gene60","H2A-Z",20,1,60,"Intermediate Expression","control1_Leaf"
"1370","Gene60","H2AK121ub",40,2,60,"Intermediate Expression","control1_Leaf"
"1371","Gene60","H3ac",0,0,60,"Intermediate Expression","control1_Leaf"
"1372","Gene60","H3K4me3",100,5,60,"Intermediate Expression","control1_Leaf"
"1373","Gene60","H3K36me3",100,5,60,"Intermediate Expression","control1_Leaf"
"1374","Gene60","H3K27ac",0,0,60,"Intermediate Expression","control1_Leaf"
"1375","Gene60","H4K5ac",0,0,60,"Intermediate Expression","control1_Leaf"
"1376","Gene60","H4K8ac",20,1,60,"Intermediate Expression","control1_Leaf"
"1377","Gene60","H3-1",80,4,60,"Intermediate Expression","control1_Leaf"
"1378","Gene60","H3K9ac",40,2,60,"Intermediate Expression","control1_Leaf"
"1379","Gene60","H4K12ac",20,1,60,"Intermediate Expression","control1_Leaf"
"1380","Gene60","H3K27me1",40,2,60,"Intermediate Expression","control1_Leaf"
"1381","Gene60","H4K16ac",0,0,60,"Intermediate Expression","control1_Leaf"
"1382","Gene60","H3K14ac",20,1,60,"Intermediate Expression","control1_Leaf"
"1383","Gene60","H2A",60,3,60,"Intermediate Expression","control1_Leaf"
"1384","Gene60","H3",20,1,60,"Intermediate Expression","control1_Leaf"
"1385","Gene60","H2A-X",60,3,60,"Intermediate Expression","control1_Leaf"
"1386","Gene60","H3K18ac",0,0,60,"Intermediate Expression","control1_Leaf"
"1387","Gene80","H3-3",100,5,80,"Intermediate Expression","control1_Leaf"
"1388","Gene80","H3K9me2",0,0,80,"Intermediate Expression","control1_Leaf"
"1389","Gene80","H3K27me3",40,2,80,"Intermediate Expression","control1_Leaf"
"1390","Gene80","H2A-Z",20,1,80,"Intermediate Expression","control1_Leaf"
"1391","Gene80","H2AK121ub",20,1,80,"Intermediate Expression","control1_Leaf"
"1392","Gene80","H3ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1393","Gene80","H3K4me3",80,4,80,"Intermediate Expression","control1_Leaf"
"1394","Gene80","H3K36me3",40,2,80,"Intermediate Expression","control1_Leaf"
"1395","Gene80","H3K27ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1396","Gene80","H4K5ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1397","Gene80","H4K8ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1398","Gene80","H3-1",40,2,80,"Intermediate Expression","control1_Leaf"
"1399","Gene80","H3K9ac",20,1,80,"Intermediate Expression","control1_Leaf"
"1400","Gene80","H4K12ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1401","Gene80","H3K27me1",80,4,80,"Intermediate Expression","control1_Leaf"
"1402","Gene80","H4K16ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1403","Gene80","H3K14ac",40,2,80,"Intermediate Expression","control1_Leaf"
"1404","Gene80","H2A",80,4,80,"Intermediate Expression","control1_Leaf"
"1405","Gene80","H3",20,1,80,"Intermediate Expression","control1_Leaf"
"1406","Gene80","H2A-X",40,2,80,"Intermediate Expression","control1_Leaf"
"1407","Gene80","H3K18ac",0,0,80,"Intermediate Expression","control1_Leaf"
"1408","Gene100","H3-3",100,5,100,"Intermediate Expression","control1_Leaf"
"1409","Gene100","H3K9me2",0,0,100,"Intermediate Expression","control1_Leaf"
"1410","Gene100","H3K27me3",40,2,100,"Intermediate Expression","control1_Leaf"
"1411","Gene100","H2A-Z",40,2,100,"Intermediate Expression","control1_Leaf"
"1412","Gene100","H2AK121ub",20,1,100,"Intermediate Expression","control1_Leaf"
"1413","Gene100","H3ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1414","Gene100","H3K4me3",0,0,100,"Intermediate Expression","control1_Leaf"
"1415","Gene100","H3K36me3",20,1,100,"Intermediate Expression","control1_Leaf"
"1416","Gene100","H3K27ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1417","Gene100","H4K5ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1418","Gene100","H4K8ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1419","Gene100","H3-1",20,1,100,"Intermediate Expression","control1_Leaf"
"1420","Gene100","H3K9ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1421","Gene100","H4K12ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1422","Gene100","H3K27me1",60,3,100,"Intermediate Expression","control1_Leaf"
"1423","Gene100","H4K16ac",20,1,100,"Intermediate Expression","control1_Leaf"
"1424","Gene100","H3K14ac",20,1,100,"Intermediate Expression","control1_Leaf"
"1425","Gene100","H2A",80,4,100,"Intermediate Expression","control1_Leaf"
"1426","Gene100","H3",20,1,100,"Intermediate Expression","control1_Leaf"
"1427","Gene100","H2A-X",20,1,100,"Intermediate Expression","control1_Leaf"
"1428","Gene100","H3K18ac",0,0,100,"Intermediate Expression","control1_Leaf"
"1429","Downstream","H3-3",20,1,120,"Intermediate Expression","control1_Leaf"
"1430","Downstream","H3K9me2",0,0,120,"Intermediate Expression","control1_Leaf"
"1431","Downstream","H3K27me3",0,0,120,"Intermediate Expression","control1_Leaf"
"1432","Downstream","H2A-Z",60,3,120,"Intermediate Expression","control1_Leaf"
"1433","Downstream","H2AK121ub",20,1,120,"Intermediate Expression","control1_Leaf"
"1434","Downstream","H3ac",0,0,120,"Intermediate Expression","control1_Leaf"
"1435","Downstream","H3K4me3",0,0,120,"Intermediate Expression","control1_Leaf"
"1436","Downstream","H3K36me3",0,0,120,"Intermediate Expression","control1_Leaf"
"1437","Downstream","H3K27ac",0,0,120,"Intermediate Expression","control1_Leaf"
"1438","Downstream","H4K5ac",20,1,120,"Intermediate Expression","control1_Leaf"
"1439","Downstream","H4K8ac",20,1,120,"Intermediate Expression","control1_Leaf"
"1440","Downstream","H3-1",0,0,120,"Intermediate Expression","control1_Leaf"
"1441","Downstream","H3K9ac",20,1,120,"Intermediate Expression","control1_Leaf"
"1442","Downstream","H4K12ac",20,1,120,"Intermediate Expression","control1_Leaf"
"1443","Downstream","H3K27me1",0,0,120,"Intermediate Expression","control1_Leaf"
"1444","Downstream","H4K16ac",0,0,120,"Intermediate Expression","control1_Leaf"
"1445","Downstream","H3K14ac",0,0,120,"Intermediate Expression","control1_Leaf"
"1446","Downstream","H2A",0,0,120,"Intermediate Expression","control1_Leaf"
"1447","Downstream","H3",0,0,120,"Intermediate Expression","control1_Leaf"
"1448","Downstream","H2A-X",0,0,120,"Intermediate Expression","control1_Leaf"
"1449","Downstream","H3K18ac",0,0,120,"Intermediate Expression","control1_Leaf"
"1450","DownstreamIntergenic","H3-3",0,0,140,"Intermediate Expression","control1_Leaf"
"1451","DownstreamIntergenic","H3K9me2",0,0,140,"Intermediate Expression","control1_Leaf"
"1452","DownstreamIntergenic","H3K27me3",20,1,140,"Intermediate Expression","control1_Leaf"
"1453","DownstreamIntergenic","H2A-Z",0,0,140,"Intermediate Expression","control1_Leaf"
"1454","DownstreamIntergenic","H2AK121ub",0,0,140,"Intermediate Expression","control1_Leaf"
"1455","DownstreamIntergenic","H3ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1456","DownstreamIntergenic","H3K4me3",0,0,140,"Intermediate Expression","control1_Leaf"
"1457","DownstreamIntergenic","H3K36me3",0,0,140,"Intermediate Expression","control1_Leaf"
"1458","DownstreamIntergenic","H3K27ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1459","DownstreamIntergenic","H4K5ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1460","DownstreamIntergenic","H4K8ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1461","DownstreamIntergenic","H3-1",0,0,140,"Intermediate Expression","control1_Leaf"
"1462","DownstreamIntergenic","H3K9ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1463","DownstreamIntergenic","H4K12ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1464","DownstreamIntergenic","H3K27me1",0,0,140,"Intermediate Expression","control1_Leaf"
"1465","DownstreamIntergenic","H4K16ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1466","DownstreamIntergenic","H3K14ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1467","DownstreamIntergenic","H2A",0,0,140,"Intermediate Expression","control1_Leaf"
"1468","DownstreamIntergenic","H3",0,0,140,"Intermediate Expression","control1_Leaf"
"1469","DownstreamIntergenic","H2A-X",0,0,140,"Intermediate Expression","control1_Leaf"
"1470","DownstreamIntergenic","H3K18ac",0,0,140,"Intermediate Expression","control1_Leaf"
"1471","UpstreamIntergenic","H3-3",0,0,-60,"High Expression","control1_Leaf"
"1472","UpstreamIntergenic","H3K9me2",0,0,-60,"High Expression","control1_Leaf"
"1473","UpstreamIntergenic","H3K27me3",0,0,-60,"High Expression","control1_Leaf"
"1474","UpstreamIntergenic","H2A-Z",25,1,-60,"High Expression","control1_Leaf"
"1475","UpstreamIntergenic","H2AK121ub",0,0,-60,"High Expression","control1_Leaf"
"1476","UpstreamIntergenic","H3ac",0,0,-60,"High Expression","control1_Leaf"
"1477","UpstreamIntergenic","H3K4me3",0,0,-60,"High Expression","control1_Leaf"
"1478","UpstreamIntergenic","H3K36me3",0,0,-60,"High Expression","control1_Leaf"
"1479","UpstreamIntergenic","H3K27ac",0,0,-60,"High Expression","control1_Leaf"
"1480","UpstreamIntergenic","H4K5ac",0,0,-60,"High Expression","control1_Leaf"
"1481","UpstreamIntergenic","H4K8ac",0,0,-60,"High Expression","control1_Leaf"
"1482","UpstreamIntergenic","H3-1",0,0,-60,"High Expression","control1_Leaf"
"1483","UpstreamIntergenic","H3K9ac",0,0,-60,"High Expression","control1_Leaf"
"1484","UpstreamIntergenic","H4K12ac",0,0,-60,"High Expression","control1_Leaf"
"1485","UpstreamIntergenic","H3K27me1",0,0,-60,"High Expression","control1_Leaf"
"1486","UpstreamIntergenic","H4K16ac",0,0,-60,"High Expression","control1_Leaf"
"1487","UpstreamIntergenic","H3K14ac",0,0,-60,"High Expression","control1_Leaf"
"1488","UpstreamIntergenic","H2A",0,0,-60,"High Expression","control1_Leaf"
"1489","UpstreamIntergenic","H3",0,0,-60,"High Expression","control1_Leaf"
"1490","UpstreamIntergenic","H2A-X",0,0,-60,"High Expression","control1_Leaf"
"1491","UpstreamIntergenic","H3K18ac",0,0,-60,"High Expression","control1_Leaf"
"1492","Promotor1000","H3-3",25,1,-40,"High Expression","control1_Leaf"
"1493","Promotor1000","H3K9me2",0,0,-40,"High Expression","control1_Leaf"
"1494","Promotor1000","H3K27me3",0,0,-40,"High Expression","control1_Leaf"
"1495","Promotor1000","H2A-Z",100,4,-40,"High Expression","control1_Leaf"
"1496","Promotor1000","H2AK121ub",25,1,-40,"High Expression","control1_Leaf"
"1497","Promotor1000","H3ac",0,0,-40,"High Expression","control1_Leaf"
"1498","Promotor1000","H3K4me3",0,0,-40,"High Expression","control1_Leaf"
"1499","Promotor1000","H3K36me3",0,0,-40,"High Expression","control1_Leaf"
"1500","Promotor1000","H3K27ac",25,1,-40,"High Expression","control1_Leaf"
"1501","Promotor1000","H4K5ac",25,1,-40,"High Expression","control1_Leaf"
"1502","Promotor1000","H4K8ac",25,1,-40,"High Expression","control1_Leaf"
"1503","Promotor1000","H3-1",0,0,-40,"High Expression","control1_Leaf"
"1504","Promotor1000","H3K9ac",50,2,-40,"High Expression","control1_Leaf"
"1505","Promotor1000","H4K12ac",25,1,-40,"High Expression","control1_Leaf"
"1506","Promotor1000","H3K27me1",0,0,-40,"High Expression","control1_Leaf"
"1507","Promotor1000","H4K16ac",25,1,-40,"High Expression","control1_Leaf"
"1508","Promotor1000","H3K14ac",25,1,-40,"High Expression","control1_Leaf"
"1509","Promotor1000","H2A",50,2,-40,"High Expression","control1_Leaf"
"1510","Promotor1000","H3",0,0,-40,"High Expression","control1_Leaf"
"1511","Promotor1000","H2A-X",0,0,-40,"High Expression","control1_Leaf"
"1512","Promotor1000","H3K18ac",0,0,-40,"High Expression","control1_Leaf"
"1513","Promotor500","H3-3",25,1,-20,"High Expression","control1_Leaf"
"1514","Promotor500","H3K9me2",0,0,-20,"High Expression","control1_Leaf"
"1515","Promotor500","H3K27me3",0,0,-20,"High Expression","control1_Leaf"
"1516","Promotor500","H2A-Z",75,3,-20,"High Expression","control1_Leaf"
"1517","Promotor500","H2AK121ub",25,1,-20,"High Expression","control1_Leaf"
"1518","Promotor500","H3ac",0,0,-20,"High Expression","control1_Leaf"
"1519","Promotor500","H3K4me3",25,1,-20,"High Expression","control1_Leaf"
"1520","Promotor500","H3K36me3",0,0,-20,"High Expression","control1_Leaf"
"1521","Promotor500","H3K27ac",50,2,-20,"High Expression","control1_Leaf"
"1522","Promotor500","H4K5ac",25,1,-20,"High Expression","control1_Leaf"
"1523","Promotor500","H4K8ac",50,2,-20,"High Expression","control1_Leaf"
"1524","Promotor500","H3-1",0,0,-20,"High Expression","control1_Leaf"
"1525","Promotor500","H3K9ac",75,3,-20,"High Expression","control1_Leaf"
"1526","Promotor500","H4K12ac",50,2,-20,"High Expression","control1_Leaf"
"1527","Promotor500","H3K27me1",0,0,-20,"High Expression","control1_Leaf"
"1528","Promotor500","H4K16ac",25,1,-20,"High Expression","control1_Leaf"
"1529","Promotor500","H3K14ac",25,1,-20,"High Expression","control1_Leaf"
"1530","Promotor500","H2A",0,0,-20,"High Expression","control1_Leaf"
"1531","Promotor500","H3",0,0,-20,"High Expression","control1_Leaf"
"1532","Promotor500","H2A-X",0,0,-20,"High Expression","control1_Leaf"
"1533","Promotor500","H3K18ac",0,0,-20,"High Expression","control1_Leaf"
"1534","Gene20","H3-3",50,2,20,"High Expression","control1_Leaf"
"1535","Gene20","H3K9me2",0,0,20,"High Expression","control1_Leaf"
"1536","Gene20","H3K27me3",0,0,20,"High Expression","control1_Leaf"
"1537","Gene20","H2A-Z",75,3,20,"High Expression","control1_Leaf"
"1538","Gene20","H2AK121ub",50,2,20,"High Expression","control1_Leaf"
"1539","Gene20","H3ac",0,0,20,"High Expression","control1_Leaf"
"1540","Gene20","H3K4me3",100,4,20,"High Expression","control1_Leaf"
"1541","Gene20","H3K36me3",75,3,20,"High Expression","control1_Leaf"
"1542","Gene20","H3K27ac",75,3,20,"High Expression","control1_Leaf"
"1543","Gene20","H4K5ac",75,3,20,"High Expression","control1_Leaf"
"1544","Gene20","H4K8ac",75,3,20,"High Expression","control1_Leaf"
"1545","Gene20","H3-1",25,1,20,"High Expression","control1_Leaf"
"1546","Gene20","H3K9ac",100,4,20,"High Expression","control1_Leaf"
"1547","Gene20","H4K12ac",75,3,20,"High Expression","control1_Leaf"
"1548","Gene20","H3K27me1",25,1,20,"High Expression","control1_Leaf"
"1549","Gene20","H4K16ac",75,3,20,"High Expression","control1_Leaf"
"1550","Gene20","H3K14ac",75,3,20,"High Expression","control1_Leaf"
"1551","Gene20","H2A",25,1,20,"High Expression","control1_Leaf"
"1552","Gene20","H3",25,1,20,"High Expression","control1_Leaf"
"1553","Gene20","H2A-X",0,0,20,"High Expression","control1_Leaf"
"1554","Gene20","H3K18ac",50,2,20,"High Expression","control1_Leaf"
"1555","Gene40","H3-3",75,3,40,"High Expression","control1_Leaf"
"1556","Gene40","H3K9me2",0,0,40,"High Expression","control1_Leaf"
"1557","Gene40","H3K27me3",0,0,40,"High Expression","control1_Leaf"
"1558","Gene40","H2A-Z",75,3,40,"High Expression","control1_Leaf"
"1559","Gene40","H2AK121ub",25,1,40,"High Expression","control1_Leaf"
"1560","Gene40","H3ac",0,0,40,"High Expression","control1_Leaf"
"1561","Gene40","H3K4me3",100,4,40,"High Expression","control1_Leaf"
"1562","Gene40","H3K36me3",75,3,40,"High Expression","control1_Leaf"
"1563","Gene40","H3K27ac",75,3,40,"High Expression","control1_Leaf"
"1564","Gene40","H4K5ac",75,3,40,"High Expression","control1_Leaf"
"1565","Gene40","H4K8ac",75,3,40,"High Expression","control1_Leaf"
"1566","Gene40","H3-1",25,1,40,"High Expression","control1_Leaf"
"1567","Gene40","H3K9ac",75,3,40,"High Expression","control1_Leaf"
"1568","Gene40","H4K12ac",75,3,40,"High Expression","control1_Leaf"
"1569","Gene40","H3K27me1",25,1,40,"High Expression","control1_Leaf"
"1570","Gene40","H4K16ac",75,3,40,"High Expression","control1_Leaf"
"1571","Gene40","H3K14ac",75,3,40,"High Expression","control1_Leaf"
"1572","Gene40","H2A",50,2,40,"High Expression","control1_Leaf"
"1573","Gene40","H3",25,1,40,"High Expression","control1_Leaf"
"1574","Gene40","H2A-X",0,0,40,"High Expression","control1_Leaf"
"1575","Gene40","H3K18ac",50,2,40,"High Expression","control1_Leaf"
"1576","Gene60","H3-3",100,4,60,"High Expression","control1_Leaf"
"1577","Gene60","H3K9me2",0,0,60,"High Expression","control1_Leaf"
"1578","Gene60","H3K27me3",0,0,60,"High Expression","control1_Leaf"
"1579","Gene60","H2A-Z",25,1,60,"High Expression","control1_Leaf"
"1580","Gene60","H2AK121ub",0,0,60,"High Expression","control1_Leaf"
"1581","Gene60","H3ac",0,0,60,"High Expression","control1_Leaf"
"1582","Gene60","H3K4me3",100,4,60,"High Expression","control1_Leaf"
"1583","Gene60","H3K36me3",75,3,60,"High Expression","control1_Leaf"
"1584","Gene60","H3K27ac",75,3,60,"High Expression","control1_Leaf"
"1585","Gene60","H4K5ac",25,1,60,"High Expression","control1_Leaf"
"1586","Gene60","H4K8ac",75,3,60,"High Expression","control1_Leaf"
"1587","Gene60","H3-1",25,1,60,"High Expression","control1_Leaf"
"1588","Gene60","H3K9ac",75,3,60,"High Expression","control1_Leaf"
"1589","Gene60","H4K12ac",50,2,60,"High Expression","control1_Leaf"
"1590","Gene60","H3K27me1",50,2,60,"High Expression","control1_Leaf"
"1591","Gene60","H4K16ac",75,3,60,"High Expression","control1_Leaf"
"1592","Gene60","H3K14ac",50,2,60,"High Expression","control1_Leaf"
"1593","Gene60","H2A",50,2,60,"High Expression","control1_Leaf"
"1594","Gene60","H3",0,0,60,"High Expression","control1_Leaf"
"1595","Gene60","H2A-X",0,0,60,"High Expression","control1_Leaf"
"1596","Gene60","H3K18ac",25,1,60,"High Expression","control1_Leaf"
"1597","Gene80","H3-3",100,4,80,"High Expression","control1_Leaf"
"1598","Gene80","H3K9me2",0,0,80,"High Expression","control1_Leaf"
"1599","Gene80","H3K27me3",0,0,80,"High Expression","control1_Leaf"
"1600","Gene80","H2A-Z",50,2,80,"High Expression","control1_Leaf"
"1601","Gene80","H2AK121ub",0,0,80,"High Expression","control1_Leaf"
"1602","Gene80","H3ac",0,0,80,"High Expression","control1_Leaf"
