"","Region","Modification","Frequency","n","axisGroup","Expression","SampleGenes"
"9100","Gene20","H3K4me3",100,1,20,"V.High Expression","control7_Leaf"
"9101","Gene20","H3K36me3",100,1,20,"V.High Expression","control7_Leaf"
"9102","Gene20","H3K27ac",100,1,20,"V.High Expression","control7_Leaf"
"9103","Gene20","H4K5ac",100,1,20,"V.High Expression","control7_Leaf"
"9104","Gene20","H4K8ac",100,1,20,"V.High Expression","control7_Leaf"
"9105","Gene20","H3-1",0,0,20,"V.High Expression","control7_Leaf"
"9106","Gene20","H3K9ac",100,1,20,"V.High Expression","control7_Leaf"
"9107","Gene20","H4K12ac",100,1,20,"V.High Expression","control7_Leaf"
"9108","Gene20","H3K27me1",0,0,20,"V.High Expression","control7_Leaf"
"9109","Gene20","H4K16ac",100,1,20,"V.High Expression","control7_Leaf"
"9110","Gene20","H3K14ac",100,1,20,"V.High Expression","control7_Leaf"
"9111","Gene20","H2A",100,1,20,"V.High Expression","control7_Leaf"
"9112","Gene20","H3",0,0,20,"V.High Expression","control7_Leaf"
"9113","Gene20","H2A-X",0,0,20,"V.High Expression","control7_Leaf"
"9114","Gene20","H3K18ac",100,1,20,"V.High Expression","control7_Leaf"
"9115","Gene40","H3-3",100,1,40,"V.High Expression","control7_Leaf"
"9116","Gene40","H3K9me2",0,0,40,"V.High Expression","control7_Leaf"
"9117","Gene40","H3K27me3",100,1,40,"V.High Expression","control7_Leaf"
"9118","Gene40","H2A-Z",100,1,40,"V.High Expression","control7_Leaf"
"9119","Gene40","H2AK121ub",100,1,40,"V.High Expression","control7_Leaf"
"9120","Gene40","H3ac",0,0,40,"V.High Expression","control7_Leaf"
"9121","Gene40","H3K4me3",100,1,40,"V.High Expression","control7_Leaf"
"9122","Gene40","H3K36me3",100,1,40,"V.High Expression","control7_Leaf"
"9123","Gene40","H3K27ac",100,1,40,"V.High Expression","control7_Leaf"
"9124","Gene40","H4K5ac",100,1,40,"V.High Expression","control7_Leaf"
"9125","Gene40","H4K8ac",100,1,40,"V.High Expression","control7_Leaf"
"9126","Gene40","H3-1",0,0,40,"V.High Expression","control7_Leaf"
"9127","Gene40","H3K9ac",100,1,40,"V.High Expression","control7_Leaf"
"9128","Gene40","H4K12ac",100,1,40,"V.High Expression","control7_Leaf"
"9129","Gene40","H3K27me1",0,0,40,"V.High Expression","control7_Leaf"
"9130","Gene40","H4K16ac",100,1,40,"V.High Expression","control7_Leaf"
"9131","Gene40","H3K14ac",100,1,40,"V.High Expression","control7_Leaf"
"9132","Gene40","H2A",100,1,40,"V.High Expression","control7_Leaf"
"9133","Gene40","H3",0,0,40,"V.High Expression","control7_Leaf"
"9134","Gene40","H2A-X",0,0,40,"V.High Expression","control7_Leaf"
"9135","Gene40","H3K18ac",100,1,40,"V.High Expression","control7_Leaf"
"9136","Gene60","H3-3",100,1,60,"V.High Expression","control7_Leaf"
"9137","Gene60","H3K9me2",0,0,60,"V.High Expression","control7_Leaf"
"9138","Gene60","H3K27me3",100,1,60,"V.High Expression","control7_Leaf"
"9139","Gene60","H2A-Z",100,1,60,"V.High Expression","control7_Leaf"
"9140","Gene60","H2AK121ub",100,1,60,"V.High Expression","control7_Leaf"
"9141","Gene60","H3ac",0,0,60,"V.High Expression","control7_Leaf"
"9142","Gene60","H3K4me3",100,1,60,"V.High Expression","control7_Leaf"
"9143","Gene60","H3K36me3",100,1,60,"V.High Expression","control7_Leaf"
"9144","Gene60","H3K27ac",100,1,60,"V.High Expression","control7_Leaf"
"9145","Gene60","H4K5ac",100,1,60,"V.High Expression","control7_Leaf"
"9146","Gene60","H4K8ac",100,1,60,"V.High Expression","control7_Leaf"
"9147","Gene60","H3-1",0,0,60,"V.High Expression","control7_Leaf"
"9148","Gene60","H3K9ac",100,1,60,"V.High Expression","control7_Leaf"
"9149","Gene60","H4K12ac",100,1,60,"V.High Expression","control7_Leaf"
"9150","Gene60","H3K27me1",0,0,60,"V.High Expression","control7_Leaf"
"9151","Gene60","H4K16ac",100,1,60,"V.High Expression","control7_Leaf"
"9152","Gene60","H3K14ac",100,1,60,"V.High Expression","control7_Leaf"
"9153","Gene60","H2A",100,1,60,"V.High Expression","control7_Leaf"
"9154","Gene60","H3",0,0,60,"V.High Expression","control7_Leaf"
"9155","Gene60","H2A-X",0,0,60,"V.High Expression","control7_Leaf"
"9156","Gene60","H3K18ac",100,1,60,"V.High Expression","control7_Leaf"
"9157","Gene80","H3-3",100,1,80,"V.High Expression","control7_Leaf"
"9158","Gene80","H3K9me2",0,0,80,"V.High Expression","control7_Leaf"
"9159","Gene80","H3K27me3",0,0,80,"V.High Expression","control7_Leaf"
"9160","Gene80","H2A-Z",100,1,80,"V.High Expression","control7_Leaf"
"9161","Gene80","H2AK121ub",100,1,80,"V.High Expression","control7_Leaf"
"9162","Gene80","H3ac",0,0,80,"V.High Expression","control7_Leaf"
"9163","Gene80","H3K4me3",100,1,80,"V.High Expression","control7_Leaf"
"9164","Gene80","H3K36me3",100,1,80,"V.High Expression","control7_Leaf"
"9165","Gene80","H3K27ac",100,1,80,"V.High Expression","control7_Leaf"
"9166","Gene80","H4K5ac",0,0,80,"V.High Expression","control7_Leaf"
"9167","Gene80","H4K8ac",100,1,80,"V.High Expression","control7_Leaf"
"9168","Gene80","H3-1",0,0,80,"V.High Expression","control7_Leaf"
"9169","Gene80","H3K9ac",100,1,80,"V.High Expression","control7_Leaf"
"9170","Gene80","H4K12ac",100,1,80,"V.High Expression","control7_Leaf"
"9171","Gene80","H3K27me1",0,0,80,"V.High Expression","control7_Leaf"
"9172","Gene80","H4K16ac",100,1,80,"V.High Expression","control7_Leaf"
"9173","Gene80","H3K14ac",100,1,80,"V.High Expression","control7_Leaf"
"9174","Gene80","H2A",100,1,80,"V.High Expression","control7_Leaf"
"9175","Gene80","H3",0,0,80,"V.High Expression","control7_Leaf"
"9176","Gene80","H2A-X",0,0,80,"V.High Expression","control7_Leaf"
"9177","Gene80","H3K18ac",0,0,80,"V.High Expression","control7_Leaf"
"9178","Gene100","H3-3",100,1,100,"V.High Expression","control7_Leaf"
"9179","Gene100","H3K9me2",0,0,100,"V.High Expression","control7_Leaf"
"9180","Gene100","H3K27me3",0,0,100,"V.High Expression","control7_Leaf"
"9181","Gene100","H2A-Z",100,1,100,"V.High Expression","control7_Leaf"
"9182","Gene100","H2AK121ub",100,1,100,"V.High Expression","control7_Leaf"
"9183","Gene100","H3ac",0,0,100,"V.High Expression","control7_Leaf"
"9184","Gene100","H3K4me3",100,1,100,"V.High Expression","control7_Leaf"
"9185","Gene100","H3K36me3",100,1,100,"V.High Expression","control7_Leaf"
"9186","Gene100","H3K27ac",100,1,100,"V.High Expression","control7_Leaf"
"9187","Gene100","H4K5ac",0,0,100,"V.High Expression","control7_Leaf"
"9188","Gene100","H4K8ac",0,0,100,"V.High Expression","control7_Leaf"
"9189","Gene100","H3-1",0,0,100,"V.High Expression","control7_Leaf"
"9190","Gene100","H3K9ac",100,1,100,"V.High Expression","control7_Leaf"
"9191","Gene100","H4K12ac",0,0,100,"V.High Expression","control7_Leaf"
"9192","Gene100","H3K27me1",0,0,100,"V.High Expression","control7_Leaf"
"9193","Gene100","H4K16ac",0,0,100,"V.High Expression","control7_Leaf"
"9194","Gene100","H3K14ac",0,0,100,"V.High Expression","control7_Leaf"
"9195","Gene100","H2A",0,0,100,"V.High Expression","control7_Leaf"
"9196","Gene100","H3",0,0,100,"V.High Expression","control7_Leaf"
"9197","Gene100","H2A-X",0,0,100,"V.High Expression","control7_Leaf"
"9198","Gene100","H3K18ac",0,0,100,"V.High Expression","control7_Leaf"
"9199","Downstream","H3-3",0,0,120,"V.High Expression","control7_Leaf"
"9200","Downstream","H3K9me2",0,0,120,"V.High Expression","control7_Leaf"
"9201","Downstream","H3K27me3",0,0,120,"V.High Expression","control7_Leaf"
"9202","Downstream","H2A-Z",0,0,120,"V.High Expression","control7_Leaf"
"9203","Downstream","H2AK121ub",100,1,120,"V.High Expression","control7_Leaf"
"9204","Downstream","H3ac",0,0,120,"V.High Expression","control7_Leaf"
"9205","Downstream","H3K4me3",100,1,120,"V.High Expression","control7_Leaf"
"9206","Downstream","H3K36me3",100,1,120,"V.High Expression","control7_Leaf"
"9207","Downstream","H3K27ac",100,1,120,"V.High Expression","control7_Leaf"
"9208","Downstream","H4K5ac",0,0,120,"V.High Expression","control7_Leaf"
"9209","Downstream","H4K8ac",0,0,120,"V.High Expression","control7_Leaf"
"9210","Downstream","H3-1",0,0,120,"V.High Expression","control7_Leaf"
"9211","Downstream","H3K9ac",100,1,120,"V.High Expression","control7_Leaf"
"9212","Downstream","H4K12ac",0,0,120,"V.High Expression","control7_Leaf"
"9213","Downstream","H3K27me1",0,0,120,"V.High Expression","control7_Leaf"
"9214","Downstream","H4K16ac",0,0,120,"V.High Expression","control7_Leaf"
"9215","Downstream","H3K14ac",0,0,120,"V.High Expression","control7_Leaf"
"9216","Downstream","H2A",0,0,120,"V.High Expression","control7_Leaf"
"9217","Downstream","H3",0,0,120,"V.High Expression","control7_Leaf"
"9218","Downstream","H2A-X",0,0,120,"V.High Expression","control7_Leaf"
"9219","Downstream","H3K18ac",0,0,120,"V.High Expression","control7_Leaf"
"9220","DownstreamIntergenic","H3-3",0,0,140,"V.High Expression","control7_Leaf"
"9221","DownstreamIntergenic","H3K9me2",0,0,140,"V.High Expression","control7_Leaf"
"9222","DownstreamIntergenic","H3K27me3",0,0,140,"V.High Expression","control7_Leaf"
"9223","DownstreamIntergenic","H2A-Z",0,0,140,"V.High Expression","control7_Leaf"
"9224","DownstreamIntergenic","H2AK121ub",0,0,140,"V.High Expression","control7_Leaf"
"9225","DownstreamIntergenic","H3ac",0,0,140,"V.High Expression","control7_Leaf"
"9226","DownstreamIntergenic","H3K4me3",0,0,140,"V.High Expression","control7_Leaf"
"9227","DownstreamIntergenic","H3K36me3",0,0,140,"V.High Expression","control7_Leaf"
"9228","DownstreamIntergenic","H3K27ac",0,0,140,"V.High Expression","control7_Leaf"
"9229","DownstreamIntergenic","H4K5ac",0,0,140,"V.High Expression","control7_Leaf"
"9230","DownstreamIntergenic","H4K8ac",0,0,140,"V.High Expression","control7_Leaf"
"9231","DownstreamIntergenic","H3-1",0,0,140,"V.High Expression","control7_Leaf"
"9232","DownstreamIntergenic","H3K9ac",0,0,140,"V.High Expression","control7_Leaf"
"9233","DownstreamIntergenic","H4K12ac",0,0,140,"V.High Expression","control7_Leaf"
"9234","DownstreamIntergenic","H3K27me1",0,0,140,"V.High Expression","control7_Leaf"
"9235","DownstreamIntergenic","H4K16ac",0,0,140,"V.High Expression","control7_Leaf"
"9236","DownstreamIntergenic","H3K14ac",0,0,140,"V.High Expression","control7_Leaf"
"9237","DownstreamIntergenic","H2A",0,0,140,"V.High Expression","control7_Leaf"
"9238","DownstreamIntergenic","H3",0,0,140,"V.High Expression","control7_Leaf"
"9239","DownstreamIntergenic","H2A-X",0,0,140,"V.High Expression","control7_Leaf"
"9240","DownstreamIntergenic","H3K18ac",0,0,140,"V.High Expression","control7_Leaf"
"9241","UpstreamIntergenic","H3-3",12.8571428571429,18,-60,"No Expression","control8_Leaf"
"9242","UpstreamIntergenic","H3K9me2",5.71428571428571,8,-60,"No Expression","control8_Leaf"
"9243","UpstreamIntergenic","H3K27me3",18.5714285714286,26,-60,"No Expression","control8_Leaf"
"9244","UpstreamIntergenic","H2A-Z",22.1428571428571,31,-60,"No Expression","control8_Leaf"
"9245","UpstreamIntergenic","H2AK121ub",15,21,-60,"No Expression","control8_Leaf"
"9246","UpstreamIntergenic","H3ac",0,0,-60,"No Expression","control8_Leaf"
"9247","UpstreamIntergenic","H3K4me3",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9248","UpstreamIntergenic","H3K36me3",2.14285714285714,3,-60,"No Expression","control8_Leaf"
"9249","UpstreamIntergenic","H3K27ac",2.14285714285714,3,-60,"No Expression","control8_Leaf"
"9250","UpstreamIntergenic","H4K5ac",3.57142857142857,5,-60,"No Expression","control8_Leaf"
"9251","UpstreamIntergenic","H4K8ac",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9252","UpstreamIntergenic","H3-1",10,14,-60,"No Expression","control8_Leaf"
"9253","UpstreamIntergenic","H3K9ac",5.71428571428571,8,-60,"No Expression","control8_Leaf"
"9254","UpstreamIntergenic","H4K12ac",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9255","UpstreamIntergenic","H3K27me1",7.14285714285714,10,-60,"No Expression","control8_Leaf"
"9256","UpstreamIntergenic","H4K16ac",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9257","UpstreamIntergenic","H3K14ac",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9258","UpstreamIntergenic","H2A",1.42857142857143,2,-60,"No Expression","control8_Leaf"
"9259","UpstreamIntergenic","H3",2.85714285714286,4,-60,"No Expression","control8_Leaf"
"9260","UpstreamIntergenic","H2A-X",1.42857142857143,2,-60,"No Expression","control8_Leaf"
"9261","UpstreamIntergenic","H3K18ac",4.28571428571429,6,-60,"No Expression","control8_Leaf"
"9262","Promotor1000","H3-3",35,49,-40,"No Expression","control8_Leaf"
"9263","Promotor1000","H3K9me2",3.57142857142857,5,-40,"No Expression","control8_Leaf"
"9264","Promotor1000","H3K27me3",32.8571428571429,46,-40,"No Expression","control8_Leaf"
"9265","Promotor1000","H2A-Z",55.7142857142857,78,-40,"No Expression","control8_Leaf"
"9266","Promotor1000","H2AK121ub",25.7142857142857,36,-40,"No Expression","control8_Leaf"
"9267","Promotor1000","H3ac",0,0,-40,"No Expression","control8_Leaf"
"9268","Promotor1000","H3K4me3",27.8571428571429,39,-40,"No Expression","control8_Leaf"
"9269","Promotor1000","H3K36me3",17.8571428571429,25,-40,"No Expression","control8_Leaf"
"9270","Promotor1000","H3K27ac",12.8571428571429,18,-40,"No Expression","control8_Leaf"
"9271","Promotor1000","H4K5ac",18.5714285714286,26,-40,"No Expression","control8_Leaf"
"9272","Promotor1000","H4K8ac",17.8571428571429,25,-40,"No Expression","control8_Leaf"
"9273","Promotor1000","H3-1",20,28,-40,"No Expression","control8_Leaf"
"9274","Promotor1000","H3K9ac",20.7142857142857,29,-40,"No Expression","control8_Leaf"
"9275","Promotor1000","H4K12ac",18.5714285714286,26,-40,"No Expression","control8_Leaf"
"9276","Promotor1000","H3K27me1",18.5714285714286,26,-40,"No Expression","control8_Leaf"
"9277","Promotor1000","H4K16ac",17.1428571428571,24,-40,"No Expression","control8_Leaf"
"9278","Promotor1000","H3K14ac",21.4285714285714,30,-40,"No Expression","control8_Leaf"
"9279","Promotor1000","H2A",15.7142857142857,22,-40,"No Expression","control8_Leaf"
"9280","Promotor1000","H3",10.7142857142857,15,-40,"No Expression","control8_Leaf"
"9281","Promotor1000","H2A-X",3.57142857142857,5,-40,"No Expression","control8_Leaf"
"9282","Promotor1000","H3K18ac",7.14285714285714,10,-40,"No Expression","control8_Leaf"
"9283","Promotor500","H3-3",32.1428571428571,45,-20,"No Expression","control8_Leaf"
"9284","Promotor500","H3K9me2",3.57142857142857,5,-20,"No Expression","control8_Leaf"
"9285","Promotor500","H3K27me3",41.4285714285714,58,-20,"No Expression","control8_Leaf"
"9286","Promotor500","H2A-Z",82.1428571428571,115,-20,"No Expression","control8_Leaf"
"9287","Promotor500","H2AK121ub",38.5714285714286,54,-20,"No Expression","control8_Leaf"
"9288","Promotor500","H3ac",0,0,-20,"No Expression","control8_Leaf"
"9289","Promotor500","H3K4me3",36.4285714285714,51,-20,"No Expression","control8_Leaf"
"9290","Promotor500","H3K36me3",20,28,-20,"No Expression","control8_Leaf"
"9291","Promotor500","H3K27ac",13.5714285714286,19,-20,"No Expression","control8_Leaf"
"9292","Promotor500","H4K5ac",27.8571428571429,39,-20,"No Expression","control8_Leaf"
"9293","Promotor500","H4K8ac",22.1428571428571,31,-20,"No Expression","control8_Leaf"
"9294","Promotor500","H3-1",27.8571428571429,39,-20,"No Expression","control8_Leaf"
"9295","Promotor500","H3K9ac",31.4285714285714,44,-20,"No Expression","control8_Leaf"
"9296","Promotor500","H4K12ac",21.4285714285714,30,-20,"No Expression","control8_Leaf"
"9297","Promotor500","H3K27me1",15.7142857142857,22,-20,"No Expression","control8_Leaf"
"9298","Promotor500","H4K16ac",17.1428571428571,24,-20,"No Expression","control8_Leaf"
"9299","Promotor500","H3K14ac",18.5714285714286,26,-20,"No Expression","control8_Leaf"
"9300","Promotor500","H2A",5,7,-20,"No Expression","control8_Leaf"
"9301","Promotor500","H3",9.28571428571429,13,-20,"No Expression","control8_Leaf"
"9302","Promotor500","H2A-X",1.42857142857143,2,-20,"No Expression","control8_Leaf"
"9303","Promotor500","H3K18ac",10,14,-20,"No Expression","control8_Leaf"
"9304","Gene20","H3-3",51.4285714285714,72,20,"No Expression","control8_Leaf"
"9305","Gene20","H3K9me2",2.14285714285714,3,20,"No Expression","control8_Leaf"
"9306","Gene20","H3K27me3",46.4285714285714,65,20,"No Expression","control8_Leaf"
"9307","Gene20","H2A-Z",91.4285714285714,128,20,"No Expression","control8_Leaf"
"9308","Gene20","H2AK121ub",53.5714285714286,75,20,"No Expression","control8_Leaf"
"9309","Gene20","H3ac",0,0,20,"No Expression","control8_Leaf"
"9310","Gene20","H3K4me3",65.7142857142857,92,20,"No Expression","control8_Leaf"
"9311","Gene20","H3K36me3",37.8571428571429,53,20,"No Expression","control8_Leaf"
"9312","Gene20","H3K27ac",30.7142857142857,43,20,"No Expression","control8_Leaf"
"9313","Gene20","H4K5ac",45,63,20,"No Expression","control8_Leaf"
"9314","Gene20","H4K8ac",45,63,20,"No Expression","control8_Leaf"
"9315","Gene20","H3-1",52.1428571428571,73,20,"No Expression","control8_Leaf"
"9316","Gene20","H3K9ac",54.2857142857143,76,20,"No Expression","control8_Leaf"
"9317","Gene20","H4K12ac",41.4285714285714,58,20,"No Expression","control8_Leaf"
"9318","Gene20","H3K27me1",42.8571428571429,60,20,"No Expression","control8_Leaf"
"9319","Gene20","H4K16ac",42.1428571428571,59,20,"No Expression","control8_Leaf"
"9320","Gene20","H3K14ac",41.4285714285714,58,20,"No Expression","control8_Leaf"
"9321","Gene20","H2A",15.7142857142857,22,20,"No Expression","control8_Leaf"
"9322","Gene20","H3",25,35,20,"No Expression","control8_Leaf"
"9323","Gene20","H2A-X",3.57142857142857,5,20,"No Expression","control8_Leaf"
"9324","Gene20","H3K18ac",17.8571428571429,25,20,"No Expression","control8_Leaf"
"9325","Gene40","H3-3",60.7142857142857,85,40,"No Expression","control8_Leaf"
"9326","Gene40","H3K9me2",2.85714285714286,4,40,"No Expression","control8_Leaf"
"9327","Gene40","H3K27me3",44.2857142857143,62,40,"No Expression","control8_Leaf"
"9328","Gene40","H2A-Z",77.8571428571429,109,40,"No Expression","control8_Leaf"
"9329","Gene40","H2AK121ub",40.7142857142857,57,40,"No Expression","control8_Leaf"
"9330","Gene40","H3ac",0,0,40,"No Expression","control8_Leaf"
"9331","Gene40","H3K4me3",65,91,40,"No Expression","control8_Leaf"
"9332","Gene40","H3K36me3",37.8571428571429,53,40,"No Expression","control8_Leaf"
"9333","Gene40","H3K27ac",24.2857142857143,34,40,"No Expression","control8_Leaf"
"9334","Gene40","H4K5ac",29.2857142857143,41,40,"No Expression","control8_Leaf"
"9335","Gene40","H4K8ac",30.7142857142857,43,40,"No Expression","control8_Leaf"
"9336","Gene40","H3-1",61.4285714285714,86,40,"No Expression","control8_Leaf"
"9337","Gene40","H3K9ac",43.5714285714286,61,40,"No Expression","control8_Leaf"
"9338","Gene40","H4K12ac",27.8571428571429,39,40,"No Expression","control8_Leaf"
"9339","Gene40","H3K27me1",51.4285714285714,72,40,"No Expression","control8_Leaf"
"9340","Gene40","H4K16ac",31.4285714285714,44,40,"No Expression","control8_Leaf"
"9341","Gene40","H3K14ac",33.5714285714286,47,40,"No Expression","control8_Leaf"
"9342","Gene40","H2A",29.2857142857143,41,40,"No Expression","control8_Leaf"
"9343","Gene40","H3",30.7142857142857,43,40,"No Expression","control8_Leaf"
"9344","Gene40","H2A-X",12.1428571428571,17,40,"No Expression","control8_Leaf"
"9345","Gene40","H3K18ac",17.1428571428571,24,40,"No Expression","control8_Leaf"
"9346","Gene60","H3-3",66.4285714285714,93,60,"No Expression","control8_Leaf"
"9347","Gene60","H3K9me2",2.14285714285714,3,60,"No Expression","control8_Leaf"
"9348","Gene60","H3K27me3",42.1428571428571,59,60,"No Expression","control8_Leaf"
"9349","Gene60","H2A-Z",67.8571428571429,95,60,"No Expression","control8_Leaf"
"9350","Gene60","H2AK121ub",39.2857142857143,55,60,"No Expression","control8_Leaf"
"9351","Gene60","H3ac",0,0,60,"No Expression","control8_Leaf"
"9352","Gene60","H3K4me3",53.5714285714286,75,60,"No Expression","control8_Leaf"
"9353","Gene60","H3K36me3",36.4285714285714,51,60,"No Expression","control8_Leaf"
"9354","Gene60","H3K27ac",15,21,60,"No Expression","control8_Leaf"
"9355","Gene60","H4K5ac",15.7142857142857,22,60,"No Expression","control8_Leaf"
"9356","Gene60","H4K8ac",17.8571428571429,25,60,"No Expression","control8_Leaf"
"9357","Gene60","H3-1",65,91,60,"No Expression","control8_Leaf"
"9358","Gene60","H3K9ac",30.7142857142857,43,60,"No Expression","control8_Leaf"
"9359","Gene60","H4K12ac",17.1428571428571,24,60,"No Expression","control8_Leaf"
"9360","Gene60","H3K27me1",56.4285714285714,79,60,"No Expression","control8_Leaf"
"9361","Gene60","H4K16ac",22.8571428571429,32,60,"No Expression","control8_Leaf"
"9362","Gene60","H3K14ac",27.1428571428571,38,60,"No Expression","control8_Leaf"
"9363","Gene60","H2A",34.2857142857143,48,60,"No Expression","control8_Leaf"
"9364","Gene60","H3",30.7142857142857,43,60,"No Expression","control8_Leaf"
"9365","Gene60","H2A-X",18.5714285714286,26,60,"No Expression","control8_Leaf"
"9366","Gene60","H3K18ac",12.8571428571429,18,60,"No Expression","control8_Leaf"
"9367","Gene80","H3-3",68.5714285714286,96,80,"No Expression","control8_Leaf"
"9368","Gene80","H3K9me2",2.85714285714286,4,80,"No Expression","control8_Leaf"
"9369","Gene80","H3K27me3",43.5714285714286,61,80,"No Expression","control8_Leaf"
"9370","Gene80","H2A-Z",63.5714285714286,89,80,"No Expression","control8_Leaf"
"9371","Gene80","H2AK121ub",36.4285714285714,51,80,"No Expression","control8_Leaf"
"9372","Gene80","H3ac",0,0,80,"No Expression","control8_Leaf"
"9373","Gene80","H3K4me3",44.2857142857143,62,80,"No Expression","control8_Leaf"
"9374","Gene80","H3K36me3",26.4285714285714,37,80,"No Expression","control8_Leaf"
"9375","Gene80","H3K27ac",7.85714285714286,11,80,"No Expression","control8_Leaf"
"9376","Gene80","H4K5ac",12.8571428571429,18,80,"No Expression","control8_Leaf"
"9377","Gene80","H4K8ac",12.8571428571429,18,80,"No Expression","control8_Leaf"
"9378","Gene80","H3-1",58.5714285714286,82,80,"No Expression","control8_Leaf"
"9379","Gene80","H3K9ac",25.7142857142857,36,80,"No Expression","control8_Leaf"
"9380","Gene80","H4K12ac",12.8571428571429,18,80,"No Expression","control8_Leaf"
"9381","Gene80","H3K27me1",52.1428571428571,73,80,"No Expression","control8_Leaf"
"9382","Gene80","H4K16ac",18.5714285714286,26,80,"No Expression","control8_Leaf"
"9383","Gene80","H3K14ac",24.2857142857143,34,80,"No Expression","control8_Leaf"
"9384","Gene80","H2A",33.5714285714286,47,80,"No Expression","control8_Leaf"
"9385","Gene80","H3",24.2857142857143,34,80,"No Expression","control8_Leaf"
"9386","Gene80","H2A-X",17.8571428571429,25,80,"No Expression","control8_Leaf"
"9387","Gene80","H3K18ac",10,14,80,"No Expression","control8_Leaf"
"9388","Gene100","H3-3",67.1428571428571,94,100,"No Expression","control8_Leaf"
"9389","Gene100","H3K9me2",2.14285714285714,3,100,"No Expression","control8_Leaf"
"9390","Gene100","H3K27me3",39.2857142857143,55,100,"No Expression","control8_Leaf"
"9391","Gene100","H2A-Z",70.7142857142857,99,100,"No Expression","control8_Leaf"
"9392","Gene100","H2AK121ub",36.4285714285714,51,100,"No Expression","control8_Leaf"
"9393","Gene100","H3ac",0,0,100,"No Expression","control8_Leaf"
"9394","Gene100","H3K4me3",32.1428571428571,45,100,"No Expression","control8_Leaf"
"9395","Gene100","H3K36me3",10.7142857142857,15,100,"No Expression","control8_Leaf"
"9396","Gene100","H3K27ac",6.42857142857143,9,100,"No Expression","control8_Leaf"
"9397","Gene100","H4K5ac",11.4285714285714,16,100,"No Expression","control8_Leaf"
"9398","Gene100","H4K8ac",9.28571428571429,13,100,"No Expression","control8_Leaf"
"9399","Gene100","H3-1",53.5714285714286,75,100,"No Expression","control8_Leaf"
"9400","Gene100","H3K9ac",20.7142857142857,29,100,"No Expression","control8_Leaf"
"9401","Gene100","H4K12ac",10,14,100,"No Expression","control8_Leaf"
"9402","Gene100","H3K27me1",41.4285714285714,58,100,"No Expression","control8_Leaf"
"9403","Gene100","H4K16ac",13.5714285714286,19,100,"No Expression","control8_Leaf"
"9404","Gene100","H3K14ac",20,28,100,"No Expression","control8_Leaf"
"9405","Gene100","H2A",30.7142857142857,43,100,"No Expression","control8_Leaf"
"9406","Gene100","H3",14.2857142857143,20,100,"No Expression","control8_Leaf"
"9407","Gene100","H2A-X",11.4285714285714,16,100,"No Expression","control8_Leaf"
"9408","Gene100","H3K18ac",6.42857142857143,9,100,"No Expression","control8_Leaf"
"9409","Downstream","H3-3",40.7142857142857,57,120,"No Expression","control8_Leaf"
"9410","Downstream","H3K9me2",1.42857142857143,2,120,"No Expression","control8_Leaf"
"9411","Downstream","H3K27me3",30,42,120,"No Expression","control8_Leaf"
"9412","Downstream","H2A-Z",57.1428571428571,80,120,"No Expression","control8_Leaf"
"9413","Downstream","H2AK121ub",23.5714285714286,33,120,"No Expression","control8_Leaf"
"9414","Downstream","H3ac",0,0,120,"No Expression","control8_Leaf"
"9415","Downstream","H3K4me3",16.4285714285714,23,120,"No Expression","control8_Leaf"
"9416","Downstream","H3K36me3",6.42857142857143,9,120,"No Expression","control8_Leaf"
"9417","Downstream","H3K27ac",5,7,120,"No Expression","control8_Leaf"
"9418","Downstream","H4K5ac",5.71428571428571,8,120,"No Expression","control8_Leaf"
"9419","Downstream","H4K8ac",5,7,120,"No Expression","control8_Leaf"
"9420","Downstream","H3-1",20.7142857142857,29,120,"No Expression","control8_Leaf"
"9421","Downstream","H3K9ac",13.5714285714286,19,120,"No Expression","control8_Leaf"
"9422","Downstream","H4K12ac",4.28571428571429,6,120,"No Expression","control8_Leaf"
"9423","Downstream","H3K27me1",13.5714285714286,19,120,"No Expression","control8_Leaf"
"9424","Downstream","H4K16ac",6.42857142857143,9,120,"No Expression","control8_Leaf"
"9425","Downstream","H3K14ac",5.71428571428571,8,120,"No Expression","control8_Leaf"
"9426","Downstream","H2A",14.2857142857143,20,120,"No Expression","control8_Leaf"
"9427","Downstream","H3",2.14285714285714,3,120,"No Expression","control8_Leaf"
"9428","Downstream","H2A-X",2.85714285714286,4,120,"No Expression","control8_Leaf"
"9429","Downstream","H3K18ac",2.14285714285714,3,120,"No Expression","control8_Leaf"
"9430","DownstreamIntergenic","H3-3",14.2857142857143,20,140,"No Expression","control8_Leaf"
"9431","DownstreamIntergenic","H3K9me2",3.57142857142857,5,140,"No Expression","control8_Leaf"
"9432","DownstreamIntergenic","H3K27me3",19.2857142857143,27,140,"No Expression","control8_Leaf"
"9433","DownstreamIntergenic","H2A-Z",27.8571428571429,39,140,"No Expression","control8_Leaf"
"9434","DownstreamIntergenic","H2AK121ub",17.1428571428571,24,140,"No Expression","control8_Leaf"
"9435","DownstreamIntergenic","H3ac",0,0,140,"No Expression","control8_Leaf"
"9436","DownstreamIntergenic","H3K4me3",6.42857142857143,9,140,"No Expression","control8_Leaf"
