"","Region","Modification","Proportion","axisGroup","Expression","SampleGenes"
"17585","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17586","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17587","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17588","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17589","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17590","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17591","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17592","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17593","Promotor1000","H3K27ac",0.201,-40,"No Expression","control6_Seedling"
"17594","Promotor1000","H3K27ac",0.5,-40,"No Expression","control6_Seedling"
"17595","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17596","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17597","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17598","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17599","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17600","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17601","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17602","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17603","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17604","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17605","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17606","Promotor1000","H3K27ac",0.38,-40,"No Expression","control6_Seedling"
"17607","Promotor1000","H3K27ac",0.5,-40,"No Expression","control6_Seedling"
"17608","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17609","Promotor1000","H3K27ac",0,-40,"No Expression","control6_Seedling"
"17610","Promotor1000","H3K27ac",0.033,-40,"No Expression","control6_Seedling"
"17611","Promotor1000","H4K5ac",0.085,-40,"No Expression","control6_Seedling"
"17612","Promotor1000","H4K5ac",0.245,-40,"No Expression","control6_Seedling"
"17613","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17614","Promotor1000","H4K5ac",0.166,-40,"No Expression","control6_Seedling"
"17615","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17616","Promotor1000","H4K5ac",0.256,-40,"No Expression","control6_Seedling"
"17617","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17618","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17619","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17620","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17621","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17622","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17623","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17624","Promotor1000","H4K5ac",0.004,-40,"No Expression","control6_Seedling"
"17625","Promotor1000","H4K5ac",0.085,-40,"No Expression","control6_Seedling"
"17626","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17627","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17628","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17629","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17630","Promotor1000","H4K5ac",0.462,-40,"No Expression","control6_Seedling"
"17631","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17632","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17633","Promotor1000","H4K5ac",0.115,-40,"No Expression","control6_Seedling"
"17634","Promotor1000","H4K5ac",0.124,-40,"No Expression","control6_Seedling"
"17635","Promotor1000","H4K5ac",0.149,-40,"No Expression","control6_Seedling"
"17636","Promotor1000","H4K5ac",0.044,-40,"No Expression","control6_Seedling"
"17637","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17638","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17639","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17640","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17641","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17642","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17643","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17644","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17645","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17646","Promotor1000","H4K5ac",0.081,-40,"No Expression","control6_Seedling"
"17647","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17648","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17649","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17650","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17651","Promotor1000","H4K5ac",0.028,-40,"No Expression","control6_Seedling"
"17652","Promotor1000","H4K5ac",0.389,-40,"No Expression","control6_Seedling"
"17653","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17654","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17655","Promotor1000","H4K5ac",0.289,-40,"No Expression","control6_Seedling"
"17656","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17657","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17658","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17659","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17660","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17661","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17662","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17663","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17664","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17665","Promotor1000","H4K5ac",0.255,-40,"No Expression","control6_Seedling"
"17666","Promotor1000","H4K5ac",0.327,-40,"No Expression","control6_Seedling"
"17667","Promotor1000","H4K5ac",0.077,-40,"No Expression","control6_Seedling"
"17668","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17669","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17670","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17671","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17672","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17673","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17674","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17675","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17676","Promotor1000","H4K5ac",0.255,-40,"No Expression","control6_Seedling"
"17677","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17678","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17679","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17680","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17681","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17682","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17683","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17684","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17685","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17686","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17687","Promotor1000","H4K5ac",0.331,-40,"No Expression","control6_Seedling"
"17688","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17689","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17690","Promotor1000","H4K5ac",0.5,-40,"No Expression","control6_Seedling"
"17691","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17692","Promotor1000","H4K5ac",0,-40,"No Expression","control6_Seedling"
"17693","Promotor1000","H4K5ac",0.154,-40,"No Expression","control6_Seedling"
"17694","Promotor1000","H4K8ac",0.079,-40,"No Expression","control6_Seedling"
"17695","Promotor1000","H4K8ac",0.292,-40,"No Expression","control6_Seedling"
"17696","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17697","Promotor1000","H4K8ac",0.187,-40,"No Expression","control6_Seedling"
"17698","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17699","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17700","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17701","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17702","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17703","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17704","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17705","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17706","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17707","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17708","Promotor1000","H4K8ac",0.014,-40,"No Expression","control6_Seedling"
"17709","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17710","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17711","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17712","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17713","Promotor1000","H4K8ac",0.359,-40,"No Expression","control6_Seedling"
"17714","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17715","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17716","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17717","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17718","Promotor1000","H4K8ac",0.204,-40,"No Expression","control6_Seedling"
"17719","Promotor1000","H4K8ac",0.037,-40,"No Expression","control6_Seedling"
"17720","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17721","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17722","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17723","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17724","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17725","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17726","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17727","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17728","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17729","Promotor1000","H4K8ac",0.195,-40,"No Expression","control6_Seedling"
"17730","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17731","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17732","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17733","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17734","Promotor1000","H4K8ac",0.12,-40,"No Expression","control6_Seedling"
"17735","Promotor1000","H4K8ac",0.407,-40,"No Expression","control6_Seedling"
"17736","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17737","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17738","Promotor1000","H4K8ac",0.442,-40,"No Expression","control6_Seedling"
"17739","Promotor1000","H4K8ac",0.075,-40,"No Expression","control6_Seedling"
"17740","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17741","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17742","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17743","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17744","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17745","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17746","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17747","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17748","Promotor1000","H4K8ac",0.231,-40,"No Expression","control6_Seedling"
"17749","Promotor1000","H4K8ac",0.21,-40,"No Expression","control6_Seedling"
"17750","Promotor1000","H4K8ac",0.075,-40,"No Expression","control6_Seedling"
"17751","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17752","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17753","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17754","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17755","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17756","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17757","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17758","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17759","Promotor1000","H4K8ac",0.224,-40,"No Expression","control6_Seedling"
"17760","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17761","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17762","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17763","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17764","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17765","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17766","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17767","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17768","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17769","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17770","Promotor1000","H4K8ac",0.312,-40,"No Expression","control6_Seedling"
"17771","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17772","Promotor1000","H4K8ac",0.076,-40,"No Expression","control6_Seedling"
"17773","Promotor1000","H4K8ac",0.5,-40,"No Expression","control6_Seedling"
"17774","Promotor1000","H4K8ac",0.012,-40,"No Expression","control6_Seedling"
"17775","Promotor1000","H4K8ac",0,-40,"No Expression","control6_Seedling"
"17776","Promotor1000","H4K8ac",0.105,-40,"No Expression","control6_Seedling"
"17777","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17778","Promotor1000","H3-1",0.153,-40,"No Expression","control6_Seedling"
"17779","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17780","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17781","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17782","Promotor1000","H3-1",0.359,-40,"No Expression","control6_Seedling"
"17783","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17784","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17785","Promotor1000","H3-1",0.246,-40,"No Expression","control6_Seedling"
"17786","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17787","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17788","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17789","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17790","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17791","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17792","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17793","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17794","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17795","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17796","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17797","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17798","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17799","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17800","Promotor1000","H3-1",0.315,-40,"No Expression","control6_Seedling"
"17801","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17802","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17803","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17804","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17805","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17806","Promotor1000","H3-1",0.22,-40,"No Expression","control6_Seedling"
"17807","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17808","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17809","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17810","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17811","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17812","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17813","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17814","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17815","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17816","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17817","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17818","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17819","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17820","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17821","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17822","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17823","Promotor1000","H3-1",0.213,-40,"No Expression","control6_Seedling"
"17824","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17825","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17826","Promotor1000","H3-1",0.449,-40,"No Expression","control6_Seedling"
"17827","Promotor1000","H3-1",0.1,-40,"No Expression","control6_Seedling"
"17828","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17829","Promotor1000","H3-1",0.092,-40,"No Expression","control6_Seedling"
"17830","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17831","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17832","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17833","Promotor1000","H3-1",0.492,-40,"No Expression","control6_Seedling"
"17834","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17835","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17836","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17837","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17838","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17839","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17840","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17841","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17842","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17843","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17844","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17845","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17846","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17847","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17848","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17849","Promotor1000","H3-1",0.036,-40,"No Expression","control6_Seedling"
"17850","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17851","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17852","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17853","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17854","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17855","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17856","Promotor1000","H3-1",0.238,-40,"No Expression","control6_Seedling"
"17857","Promotor1000","H3-1",0.5,-40,"No Expression","control6_Seedling"
"17858","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17859","Promotor1000","H3-1",0,-40,"No Expression","control6_Seedling"
"17860","Promotor1000","H3K9ac",0.152,-40,"No Expression","control6_Seedling"
"17861","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17862","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17863","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17864","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17865","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17866","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17867","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17868","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17869","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17870","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17871","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17872","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17873","Promotor1000","H3K9ac",0.038,-40,"No Expression","control6_Seedling"
"17874","Promotor1000","H3K9ac",0.095,-40,"No Expression","control6_Seedling"
"17875","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17876","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17877","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17878","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17879","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17880","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17881","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17882","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17883","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17884","Promotor1000","H3K9ac",0.257,-40,"No Expression","control6_Seedling"
"17885","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17886","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17887","Promotor1000","H3K9ac",0.293,-40,"No Expression","control6_Seedling"
"17888","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17889","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17890","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17891","Promotor1000","H3K9ac",0.029,-40,"No Expression","control6_Seedling"
"17892","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17893","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17894","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17895","Promotor1000","H3K9ac",0.261,-40,"No Expression","control6_Seedling"
"17896","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17897","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17898","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17899","Promotor1000","H3K9ac",0.263,-40,"No Expression","control6_Seedling"
"17900","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17901","Promotor1000","H3K9ac",0.382,-40,"No Expression","control6_Seedling"
"17902","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17903","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17904","Promotor1000","H3K9ac",0.491,-40,"No Expression","control6_Seedling"
"17905","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17906","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17907","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17908","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17909","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17910","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17911","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17912","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17913","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17914","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17915","Promotor1000","H3K9ac",0.278,-40,"No Expression","control6_Seedling"
"17916","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17917","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17918","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17919","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17920","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17921","Promotor1000","H3K9ac",0.207,-40,"No Expression","control6_Seedling"
"17922","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17923","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17924","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17925","Promotor1000","H3K9ac",0.426,-40,"No Expression","control6_Seedling"
"17926","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17927","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17928","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17929","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17930","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17931","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17932","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17933","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17934","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17935","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17936","Promotor1000","H3K9ac",0.328,-40,"No Expression","control6_Seedling"
"17937","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17938","Promotor1000","H3K9ac",0.42,-40,"No Expression","control6_Seedling"
"17939","Promotor1000","H3K9ac",0.5,-40,"No Expression","control6_Seedling"
"17940","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17941","Promotor1000","H3K9ac",0,-40,"No Expression","control6_Seedling"
"17942","Promotor1000","H3K9ac",0.159,-40,"No Expression","control6_Seedling"
"17943","Promotor1000","H4K12ac",0.075,-40,"No Expression","control6_Seedling"
"17944","Promotor1000","H4K12ac",0.412,-40,"No Expression","control6_Seedling"
"17945","Promotor1000","H4K12ac",0.5,-40,"No Expression","control6_Seedling"
"17946","Promotor1000","H4K12ac",0.003,-40,"No Expression","control6_Seedling"
"17947","Promotor1000","H4K12ac",0,-40,"No Expression","control6_Seedling"
"17948","Promotor1000","H4K12ac",0,-40,"No Expression","control6_Seedling"
"17949","Promotor1000","H4K12ac",0,-40,"No Expression","control6_Seedling"
