"","Region","Modification","Proportion","axisGroup","Expression","SampleGenes"
"4506","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4507","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4508","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4509","Promotor1000","H3K18ac",0.07,-40,"Low Expression","control6_Seedling"
"4510","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4511","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4512","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4513","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4514","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4515","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4516","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4517","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4518","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4519","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4520","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4521","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4522","Promotor1000","H3K18ac",0.065,-40,"Low Expression","control6_Seedling"
"4523","Promotor1000","H3K18ac",0.014,-40,"Low Expression","control6_Seedling"
"4524","Promotor1000","H3K18ac",0.156,-40,"Low Expression","control6_Seedling"
"4525","Promotor1000","H3K18ac",0.5,-40,"Low Expression","control6_Seedling"
"4526","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4527","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4528","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4529","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4530","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4531","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4532","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4533","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4534","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4535","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4536","Promotor1000","H3K18ac",0,-40,"Low Expression","control6_Seedling"
"4537","Promotor500","H3-3",0.152,-20,"Low Expression","control6_Seedling"
"4538","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4539","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4540","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4541","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4542","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4543","Promotor500","H3-3",0.178,-20,"Low Expression","control6_Seedling"
"4544","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4545","Promotor500","H3-3",0.572,-20,"Low Expression","control6_Seedling"
"4546","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4547","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4548","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4549","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4550","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4551","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4552","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4553","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4554","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4555","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4556","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4557","Promotor500","H3-3",0.17,-20,"Low Expression","control6_Seedling"
"4558","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4559","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4560","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4561","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4562","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4563","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4564","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4565","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4566","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4567","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4568","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4569","Promotor500","H3-3",0.888,-20,"Low Expression","control6_Seedling"
"4570","Promotor500","H3-3",0.998,-20,"Low Expression","control6_Seedling"
"4571","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4572","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4573","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4574","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4575","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4576","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4577","Promotor500","H3-3",0.998,-20,"Low Expression","control6_Seedling"
"4578","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4579","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4580","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4581","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4582","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4583","Promotor500","H3-3",0.998,-20,"Low Expression","control6_Seedling"
"4584","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4585","Promotor500","H3-3",0.122,-20,"Low Expression","control6_Seedling"
"4586","Promotor500","H3-3",0.658,-20,"Low Expression","control6_Seedling"
"4587","Promotor500","H3-3",0.638,-20,"Low Expression","control6_Seedling"
"4588","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4589","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4590","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4591","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4592","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4593","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4594","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4595","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4596","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4597","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4598","Promotor500","H3-3",0.066,-20,"Low Expression","control6_Seedling"
"4599","Promotor500","H3-3",0,-20,"Low Expression","control6_Seedling"
"4600","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4601","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4602","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4603","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4604","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4605","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4606","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4607","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4608","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4609","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4610","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4611","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4612","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4613","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4614","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4615","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4616","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4617","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4618","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4619","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4620","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4621","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4622","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4623","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4624","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4625","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4626","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4627","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4628","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4629","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4630","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4631","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4632","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4633","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4634","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4635","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4636","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4637","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4638","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4639","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4640","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4641","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4642","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4643","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4644","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4645","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4646","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4647","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4648","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4649","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4650","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4651","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4652","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4653","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4654","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4655","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4656","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4657","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4658","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4659","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4660","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4661","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4662","Promotor500","H3K9me2",0,-20,"Low Expression","control6_Seedling"
"4663","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4664","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4665","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4666","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4667","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4668","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4669","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4670","Promotor500","H3K27me3",0.472,-20,"Low Expression","control6_Seedling"
"4671","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4672","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4673","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4674","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4675","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4676","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4677","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4678","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4679","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4680","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4681","Promotor500","H3K27me3",0.278,-20,"Low Expression","control6_Seedling"
"4682","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4683","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4684","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4685","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4686","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4687","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4688","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4689","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4690","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4691","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4692","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4693","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4694","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4695","Promotor500","H3K27me3",0.698,-20,"Low Expression","control6_Seedling"
"4696","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4697","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4698","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4699","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4700","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4701","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4702","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4703","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4704","Promotor500","H3K27me3",0.998,-20,"Low Expression","control6_Seedling"
"4705","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4706","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4707","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4708","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4709","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4710","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4711","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4712","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4713","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4714","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4715","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4716","Promotor500","H3K27me3",0.998,-20,"Low Expression","control6_Seedling"
"4717","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4718","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4719","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4720","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4721","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4722","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4723","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4724","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4725","Promotor500","H3K27me3",0,-20,"Low Expression","control6_Seedling"
"4726","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4727","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4728","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4729","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4730","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4731","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4732","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4733","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4734","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4735","Promotor500","H2A-Z",0.208,-20,"Low Expression","control6_Seedling"
"4736","Promotor500","H2A-Z",0.1,-20,"Low Expression","control6_Seedling"
"4737","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4738","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4739","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4740","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4741","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4742","Promotor500","H2A-Z",0.354,-20,"Low Expression","control6_Seedling"
"4743","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4744","Promotor500","H2A-Z",0.176,-20,"Low Expression","control6_Seedling"
"4745","Promotor500","H2A-Z",0.896,-20,"Low Expression","control6_Seedling"
"4746","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4747","Promotor500","H2A-Z",0.064,-20,"Low Expression","control6_Seedling"
"4748","Promotor500","H2A-Z",0.038,-20,"Low Expression","control6_Seedling"
"4749","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4750","Promotor500","H2A-Z",0.088,-20,"Low Expression","control6_Seedling"
"4751","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4752","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4753","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4754","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4755","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4756","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4757","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4758","Promotor500","H2A-Z",0.14,-20,"Low Expression","control6_Seedling"
"4759","Promotor500","H2A-Z",0.96,-20,"Low Expression","control6_Seedling"
"4760","Promotor500","H2A-Z",0.018,-20,"Low Expression","control6_Seedling"
"4761","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4762","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4763","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4764","Promotor500","H2A-Z",0.158,-20,"Low Expression","control6_Seedling"
"4765","Promotor500","H2A-Z",0.02,-20,"Low Expression","control6_Seedling"
"4766","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4767","Promotor500","H2A-Z",0.13,-20,"Low Expression","control6_Seedling"
"4768","Promotor500","H2A-Z",0.178,-20,"Low Expression","control6_Seedling"
"4769","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4770","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4771","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4772","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4773","Promotor500","H2A-Z",0.358,-20,"Low Expression","control6_Seedling"
"4774","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4775","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4776","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4777","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4778","Promotor500","H2A-Z",0.024,-20,"Low Expression","control6_Seedling"
"4779","Promotor500","H2A-Z",0.904,-20,"Low Expression","control6_Seedling"
"4780","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4781","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4782","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4783","Promotor500","H2A-Z",0,-20,"Low Expression","control6_Seedling"
"4784","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4785","Promotor500","H2A-Z",0.198,-20,"Low Expression","control6_Seedling"
"4786","Promotor500","H2A-Z",0.998,-20,"Low Expression","control6_Seedling"
"4787","Promotor500","H2A-Z",0.066,-20,"Low Expression","control6_Seedling"
"4788","Promotor500","H2A-Z",0.098,-20,"Low Expression","control6_Seedling"
"4789","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4790","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4791","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4792","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4793","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4794","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4795","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4796","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4797","Promotor500","H2AK121ub",0.456,-20,"Low Expression","control6_Seedling"
"4798","Promotor500","H2AK121ub",0.172,-20,"Low Expression","control6_Seedling"
"4799","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4800","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4801","Promotor500","H2AK121ub",0.506,-20,"Low Expression","control6_Seedling"
"4802","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4803","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4804","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4805","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4806","Promotor500","H2AK121ub",0.016,-20,"Low Expression","control6_Seedling"
"4807","Promotor500","H2AK121ub",0.252,-20,"Low Expression","control6_Seedling"
"4808","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4809","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4810","Promotor500","H2AK121ub",0.038,-20,"Low Expression","control6_Seedling"
"4811","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4812","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4813","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4814","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4815","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4816","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4817","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4818","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4819","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4820","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4821","Promotor500","H2AK121ub",0.158,-20,"Low Expression","control6_Seedling"
"4822","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4823","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4824","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4825","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4826","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4827","Promotor500","H2AK121ub",0.082,-20,"Low Expression","control6_Seedling"
"4828","Promotor500","H2AK121ub",0.068,-20,"Low Expression","control6_Seedling"
"4829","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4830","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4831","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4832","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4833","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4834","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4835","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4836","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4837","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4838","Promotor500","H2AK121ub",0.326,-20,"Low Expression","control6_Seedling"
"4839","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4840","Promotor500","H2AK121ub",0.252,-20,"Low Expression","control6_Seedling"
"4841","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4842","Promotor500","H2AK121ub",0.412,-20,"Low Expression","control6_Seedling"
"4843","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4844","Promotor500","H2AK121ub",0.204,-20,"Low Expression","control6_Seedling"
"4845","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4846","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4847","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4848","Promotor500","H2AK121ub",0.14,-20,"Low Expression","control6_Seedling"
"4849","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4850","Promotor500","H2AK121ub",0,-20,"Low Expression","control6_Seedling"
"4851","Promotor500","H2AK121ub",0.998,-20,"Low Expression","control6_Seedling"
"4852","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4853","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4854","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4855","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4856","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4857","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4858","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4859","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4860","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4861","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4862","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4863","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4864","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4865","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4866","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4867","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4868","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
"4869","Promotor500","H3ac",0,-20,"Low Expression","control6_Seedling"
