"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"2252","Promotor1000","H4K16ac",0,"control2_leaves",-40,"High Expression",4
"2253","Promotor500","H4K16ac",0,"control2_leaves",-20,"High Expression",4
"2254","Gene20","H4K16ac",0,"control2_leaves",20,"High Expression",4
"2255","Gene40","H4K16ac",0,"control2_leaves",40,"High Expression",4
"2256","Gene60","H4K16ac",0,"control2_leaves",60,"High Expression",4
"2257","Gene80","H4K16ac",0,"control2_leaves",80,"High Expression",4
"2258","Gene100","H4K16ac",0,"control2_leaves",100,"High Expression",4
"2259","Downstream","H4K16ac",0,"control2_leaves",120,"High Expression",4
"2260","DownstreamIntergenic","H4K16ac",0,"control2_leaves",140,"High Expression",4
"2261","UpstreamIntergenic","H3K14ac",0,"control2_leaves",-60,"High Expression",4
"2262","Promotor1000","H3K14ac",0,"control2_leaves",-40,"High Expression",4
"2263","Promotor500","H3K14ac",0,"control2_leaves",-20,"High Expression",4
"2264","Gene20","H3K14ac",0,"control2_leaves",20,"High Expression",4
"2265","Gene40","H3K14ac",0,"control2_leaves",40,"High Expression",4
"2266","Gene60","H3K14ac",0,"control2_leaves",60,"High Expression",4
"2267","Gene80","H3K14ac",0,"control2_leaves",80,"High Expression",4
"2268","Gene100","H3K14ac",0,"control2_leaves",100,"High Expression",4
"2269","Downstream","H3K14ac",0,"control2_leaves",120,"High Expression",4
"2270","DownstreamIntergenic","H3K14ac",0,"control2_leaves",140,"High Expression",4
"2271","UpstreamIntergenic","H2A",0,"control2_leaves",-60,"High Expression",4
"2272","Promotor1000","H2A",0.07825,"control2_leaves",-40,"High Expression",4
"2273","Promotor500","H2A",0,"control2_leaves",-20,"High Expression",4
"2274","Gene20","H2A",0.0191005802716249,"control2_leaves",20,"High Expression",4
"2275","Gene40","H2A",0.714236928568729,"control2_leaves",40,"High Expression",4
"2276","Gene60","H2A",0.871963070942674,"control2_leaves",60,"High Expression",4
"2277","Gene80","H2A",0.543243243243243,"control2_leaves",80,"High Expression",4
"2278","Gene100","H2A",0.303552904564126,"control2_leaves",100,"High Expression",4
"2279","Downstream","H2A",0.25,"control2_leaves",120,"High Expression",4
"2280","DownstreamIntergenic","H2A",0,"control2_leaves",140,"High Expression",4
"2281","UpstreamIntergenic","H3",0,"control2_leaves",-60,"High Expression",4
"2282","Promotor1000","H3",0,"control2_leaves",-40,"High Expression",4
"2283","Promotor500","H3",0,"control2_leaves",-20,"High Expression",4
"2284","Gene20","H3",0,"control2_leaves",20,"High Expression",4
"2285","Gene40","H3",0.142395240558372,"control2_leaves",40,"High Expression",4
"2286","Gene60","H3",0.193222969477233,"control2_leaves",60,"High Expression",4
"2287","Gene80","H3",0,"control2_leaves",80,"High Expression",4
"2288","Gene100","H3",0,"control2_leaves",100,"High Expression",4
"2289","Downstream","H3",0,"control2_leaves",120,"High Expression",4
"2290","DownstreamIntergenic","H3",0,"control2_leaves",140,"High Expression",4
"2291","UpstreamIntergenic","H2A-X",0,"control2_leaves",-60,"High Expression",4
"2292","Promotor1000","H2A-X",0,"control2_leaves",-40,"High Expression",4
"2293","Promotor500","H2A-X",0,"control2_leaves",-20,"High Expression",4
"2294","Gene20","H2A-X",0,"control2_leaves",20,"High Expression",4
"2295","Gene40","H2A-X",0,"control2_leaves",40,"High Expression",4
"2296","Gene60","H2A-X",0.109156751164055,"control2_leaves",60,"High Expression",4
"2297","Gene80","H2A-X",0.25,"control2_leaves",80,"High Expression",4
"2298","Gene100","H2A-X",0.0386410788379701,"control2_leaves",100,"High Expression",4
"2299","Downstream","H2A-X",0,"control2_leaves",120,"High Expression",4
"2300","DownstreamIntergenic","H2A-X",0,"control2_leaves",140,"High Expression",4
"2301","UpstreamIntergenic","H3K18ac",0,"control2_leaves",-60,"High Expression",4
"2302","Promotor1000","H3K18ac",0,"control2_leaves",-40,"High Expression",4
"2303","Promotor500","H3K18ac",0,"control2_leaves",-20,"High Expression",4
"2304","Gene20","H3K18ac",0,"control2_leaves",20,"High Expression",4
"2305","Gene40","H3K18ac",0,"control2_leaves",40,"High Expression",4
"2306","Gene60","H3K18ac",0,"control2_leaves",60,"High Expression",4
"2307","Gene80","H3K18ac",0,"control2_leaves",80,"High Expression",4
"2308","Gene100","H3K18ac",0,"control2_leaves",100,"High Expression",4
"2309","Downstream","H3K18ac",0,"control2_leaves",120,"High Expression",4
"2310","DownstreamIntergenic","H3K18ac",0,"control2_leaves",140,"High Expression",4
"2311","UpstreamIntergenic","H3-3",0,"control3_leaves",-60,"No Expression",59
"2312","Promotor1000","H3-3",0,"control3_leaves",-40,"No Expression",59
"2313","Promotor500","H3-3",0,"control3_leaves",-20,"No Expression",59
"2314","Gene20","H3-3",0,"control3_leaves",20,"No Expression",59
"2315","Gene40","H3-3",0,"control3_leaves",40,"No Expression",59
"2316","Gene60","H3-3",0,"control3_leaves",60,"No Expression",59
"2317","Gene80","H3-3",0,"control3_leaves",80,"No Expression",59
"2318","Gene100","H3-3",0,"control3_leaves",100,"No Expression",59
"2319","Downstream","H3-3",0,"control3_leaves",120,"No Expression",59
"2320","DownstreamIntergenic","H3-3",0,"control3_leaves",140,"No Expression",59
"2321","UpstreamIntergenic","H3K9me2",0,"control3_leaves",-60,"No Expression",59
"2322","Promotor1000","H3K9me2",0,"control3_leaves",-40,"No Expression",59
"2323","Promotor500","H3K9me2",0,"control3_leaves",-20,"No Expression",59
"2324","Gene20","H3K9me2",0,"control3_leaves",20,"No Expression",59
"2325","Gene40","H3K9me2",0,"control3_leaves",40,"No Expression",59
"2326","Gene60","H3K9me2",0,"control3_leaves",60,"No Expression",59
"2327","Gene80","H3K9me2",0,"control3_leaves",80,"No Expression",59
"2328","Gene100","H3K9me2",0,"control3_leaves",100,"No Expression",59
"2329","Downstream","H3K9me2",0,"control3_leaves",120,"No Expression",59
"2330","DownstreamIntergenic","H3K9me2",0,"control3_leaves",140,"No Expression",59
"2331","UpstreamIntergenic","H3K27me3",0.208365690155365,"control3_leaves",-60,"No Expression",59
"2332","Promotor1000","H3K27me3",0.131389830508475,"control3_leaves",-40,"No Expression",59
"2333","Promotor500","H3K27me3",0.286881355932203,"control3_leaves",-20,"No Expression",59
"2334","Gene20","H3K27me3",0.379489955852149,"control3_leaves",20,"No Expression",59
"2335","Gene40","H3K27me3",0.412476013205056,"control3_leaves",40,"No Expression",59
"2336","Gene60","H3K27me3",0.423728813559322,"control3_leaves",60,"No Expression",59
"2337","Gene80","H3K27me3",0.4234806042124,"control3_leaves",80,"No Expression",59
"2338","Gene100","H3K27me3",0.358063701215557,"control3_leaves",100,"No Expression",59
"2339","Downstream","H3K27me3",0.284237288135593,"control3_leaves",120,"No Expression",59
"2340","DownstreamIntergenic","H3K27me3",0.121687214010966,"control3_leaves",140,"No Expression",59
"2341","UpstreamIntergenic","H2A-Z",0.175811576010773,"control3_leaves",-60,"No Expression",59
"2342","Promotor1000","H2A-Z",0.115440677966102,"control3_leaves",-40,"No Expression",59
"2343","Promotor500","H2A-Z",0.269898305084746,"control3_leaves",-20,"No Expression",59
"2344","Gene20","H2A-Z",0.65064756177529,"control3_leaves",20,"No Expression",59
"2345","Gene40","H2A-Z",0.652533155779729,"control3_leaves",40,"No Expression",59
"2346","Gene60","H2A-Z",0.628257005524518,"control3_leaves",60,"No Expression",59
"2347","Gene80","H2A-Z",0.634403887116168,"control3_leaves",80,"No Expression",59
"2348","Gene100","H2A-Z",0.547110871726232,"control3_leaves",100,"No Expression",59
"2349","Downstream","H2A-Z",0.422118644067797,"control3_leaves",120,"No Expression",59
"2350","DownstreamIntergenic","H2A-Z",0.141061960283988,"control3_leaves",140,"No Expression",59
"2351","UpstreamIntergenic","H2AK121ub",0,"control3_leaves",-60,"No Expression",59
"2352","Promotor1000","H2AK121ub",0,"control3_leaves",-40,"No Expression",59
"2353","Promotor500","H2AK121ub",0,"control3_leaves",-20,"No Expression",59
"2354","Gene20","H2AK121ub",0,"control3_leaves",20,"No Expression",59
"2355","Gene40","H2AK121ub",0,"control3_leaves",40,"No Expression",59
"2356","Gene60","H2AK121ub",0,"control3_leaves",60,"No Expression",59
"2357","Gene80","H2AK121ub",0,"control3_leaves",80,"No Expression",59
"2358","Gene100","H2AK121ub",0,"control3_leaves",100,"No Expression",59
"2359","Downstream","H2AK121ub",0,"control3_leaves",120,"No Expression",59
"2360","DownstreamIntergenic","H2AK121ub",0,"control3_leaves",140,"No Expression",59
"2361","UpstreamIntergenic","H3ac",0,"control3_leaves",-60,"No Expression",59
"2362","Promotor1000","H3ac",0,"control3_leaves",-40,"No Expression",59
"2363","Promotor500","H3ac",0,"control3_leaves",-20,"No Expression",59
"2364","Gene20","H3ac",0,"control3_leaves",20,"No Expression",59
"2365","Gene40","H3ac",0,"control3_leaves",40,"No Expression",59
"2366","Gene60","H3ac",0,"control3_leaves",60,"No Expression",59
"2367","Gene80","H3ac",0,"control3_leaves",80,"No Expression",59
"2368","Gene100","H3ac",0,"control3_leaves",100,"No Expression",59
"2369","Downstream","H3ac",0,"control3_leaves",120,"No Expression",59
"2370","DownstreamIntergenic","H3ac",0,"control3_leaves",140,"No Expression",59
"2371","UpstreamIntergenic","H3K4me3",0.00111219901708224,"control3_leaves",-60,"No Expression",59
"2372","Promotor1000","H3K4me3",0.0399491525423729,"control3_leaves",-40,"No Expression",59
"2373","Promotor500","H3K4me3",0.0263050847457627,"control3_leaves",-20,"No Expression",59
"2374","Gene20","H3K4me3",0.0714356807970425,"control3_leaves",20,"No Expression",59
"2375","Gene40","H3K4me3",0.044739969395551,"control3_leaves",40,"No Expression",59
"2376","Gene60","H3K4me3",0.0331956918409314,"control3_leaves",60,"No Expression",59
"2377","Gene80","H3K4me3",0.0352418354691981,"control3_leaves",80,"No Expression",59
"2378","Gene100","H3K4me3",0.0340376895628907,"control3_leaves",100,"No Expression",59
"2379","Downstream","H3K4me3",0.0439830508474576,"control3_leaves",120,"No Expression",59
"2380","DownstreamIntergenic","H3K4me3",0.00125461604014771,"control3_leaves",140,"No Expression",59
"2381","UpstreamIntergenic","H3K36me3",0.00177048775155185,"control3_leaves",-60,"No Expression",59
"2382","Promotor1000","H3K36me3",0.0536440677966102,"control3_leaves",-40,"No Expression",59
"2383","Promotor500","H3K36me3",0.0422033898305085,"control3_leaves",-20,"No Expression",59
"2384","Gene20","H3K36me3",0.0338983050847458,"control3_leaves",20,"No Expression",59
"2385","Gene40","H3K36me3",0.0338983050847458,"control3_leaves",40,"No Expression",59
"2386","Gene60","H3K36me3",0.0338983050847458,"control3_leaves",60,"No Expression",59
"2387","Gene80","H3K36me3",0.0338983050847458,"control3_leaves",80,"No Expression",59
"2388","Gene100","H3K36me3",0.0338983050847458,"control3_leaves",100,"No Expression",59
"2389","Downstream","H3K36me3",0.0328813559322034,"control3_leaves",120,"No Expression",59
"2390","DownstreamIntergenic","H3K36me3",0,"control3_leaves",140,"No Expression",59
"2391","UpstreamIntergenic","H3K27ac",0,"control3_leaves",-60,"No Expression",59
"2392","Promotor1000","H3K27ac",0,"control3_leaves",-40,"No Expression",59
"2393","Promotor500","H3K27ac",0,"control3_leaves",-20,"No Expression",59
"2394","Gene20","H3K27ac",0,"control3_leaves",20,"No Expression",59
"2395","Gene40","H3K27ac",0,"control3_leaves",40,"No Expression",59
"2396","Gene60","H3K27ac",0,"control3_leaves",60,"No Expression",59
"2397","Gene80","H3K27ac",0,"control3_leaves",80,"No Expression",59
"2398","Gene100","H3K27ac",0,"control3_leaves",100,"No Expression",59
"2399","Downstream","H3K27ac",0,"control3_leaves",120,"No Expression",59
"2400","DownstreamIntergenic","H3K27ac",0,"control3_leaves",140,"No Expression",59
"2401","UpstreamIntergenic","H4K5ac",0,"control3_leaves",-60,"No Expression",59
"2402","Promotor1000","H4K5ac",0,"control3_leaves",-40,"No Expression",59
"2403","Promotor500","H4K5ac",0,"control3_leaves",-20,"No Expression",59
"2404","Gene20","H4K5ac",0,"control3_leaves",20,"No Expression",59
"2405","Gene40","H4K5ac",0,"control3_leaves",40,"No Expression",59
"2406","Gene60","H4K5ac",0,"control3_leaves",60,"No Expression",59
"2407","Gene80","H4K5ac",0,"control3_leaves",80,"No Expression",59
"2408","Gene100","H4K5ac",0,"control3_leaves",100,"No Expression",59
"2409","Downstream","H4K5ac",0,"control3_leaves",120,"No Expression",59
"2410","DownstreamIntergenic","H4K5ac",0,"control3_leaves",140,"No Expression",59
"2411","UpstreamIntergenic","H4K8ac",0,"control3_leaves",-60,"No Expression",59
"2412","Promotor1000","H4K8ac",0,"control3_leaves",-40,"No Expression",59
"2413","Promotor500","H4K8ac",0,"control3_leaves",-20,"No Expression",59
"2414","Gene20","H4K8ac",0,"control3_leaves",20,"No Expression",59
"2415","Gene40","H4K8ac",0,"control3_leaves",40,"No Expression",59
"2416","Gene60","H4K8ac",0,"control3_leaves",60,"No Expression",59
"2417","Gene80","H4K8ac",0,"control3_leaves",80,"No Expression",59
"2418","Gene100","H4K8ac",0,"control3_leaves",100,"No Expression",59
"2419","Downstream","H4K8ac",0,"control3_leaves",120,"No Expression",59
"2420","DownstreamIntergenic","H4K8ac",0,"control3_leaves",140,"No Expression",59
"2421","UpstreamIntergenic","H3-1",0,"control3_leaves",-60,"No Expression",59
"2422","Promotor1000","H3-1",0,"control3_leaves",-40,"No Expression",59
"2423","Promotor500","H3-1",0,"control3_leaves",-20,"No Expression",59
"2424","Gene20","H3-1",0,"control3_leaves",20,"No Expression",59
"2425","Gene40","H3-1",0,"control3_leaves",40,"No Expression",59
"2426","Gene60","H3-1",0,"control3_leaves",60,"No Expression",59
"2427","Gene80","H3-1",0,"control3_leaves",80,"No Expression",59
"2428","Gene100","H3-1",0,"control3_leaves",100,"No Expression",59
"2429","Downstream","H3-1",0,"control3_leaves",120,"No Expression",59
"2430","DownstreamIntergenic","H3-1",0,"control3_leaves",140,"No Expression",59
"2431","UpstreamIntergenic","H3K9ac",8.31772769185433e-05,"control3_leaves",-60,"No Expression",59
"2432","Promotor1000","H3K9ac",0.0271186440677966,"control3_leaves",-40,"No Expression",59
"2433","Promotor500","H3K9ac",0.0281694915254237,"control3_leaves",-20,"No Expression",59
"2434","Gene20","H3K9ac",0.0169491525423729,"control3_leaves",20,"No Expression",59
"2435","Gene40","H3K9ac",0.0169491525423729,"control3_leaves",40,"No Expression",59
"2436","Gene60","H3K9ac",0.0169491525423729,"control3_leaves",60,"No Expression",59
"2437","Gene80","H3K9ac",0.0262470773401683,"control3_leaves",80,"No Expression",59
"2438","Gene100","H3K9ac",0.0338983050847458,"control3_leaves",100,"No Expression",59
"2439","Downstream","H3K9ac",0.0423728813559322,"control3_leaves",120,"No Expression",59
"2440","DownstreamIntergenic","H3K9ac",0.00179907205757031,"control3_leaves",140,"No Expression",59
"2441","UpstreamIntergenic","H4K12ac",0,"control3_leaves",-60,"No Expression",59
"2442","Promotor1000","H4K12ac",0,"control3_leaves",-40,"No Expression",59
"2443","Promotor500","H4K12ac",0,"control3_leaves",-20,"No Expression",59
"2444","Gene20","H4K12ac",0,"control3_leaves",20,"No Expression",59
"2445","Gene40","H4K12ac",0,"control3_leaves",40,"No Expression",59
"2446","Gene60","H4K12ac",0,"control3_leaves",60,"No Expression",59
"2447","Gene80","H4K12ac",0,"control3_leaves",80,"No Expression",59
"2448","Gene100","H4K12ac",0,"control3_leaves",100,"No Expression",59
"2449","Downstream","H4K12ac",0,"control3_leaves",120,"No Expression",59
"2450","DownstreamIntergenic","H4K12ac",0,"control3_leaves",140,"No Expression",59
"2451","UpstreamIntergenic","H3K27me1",0.0266185251808439,"control3_leaves",-60,"No Expression",59
"2452","Promotor1000","H3K27me1",0.0642203389830509,"control3_leaves",-40,"No Expression",59
"2453","Promotor500","H3K27me1",0.0829491525423729,"control3_leaves",-20,"No Expression",59
"2454","Gene20","H3K27me1",0.315185738120343,"control3_leaves",20,"No Expression",59
"2455","Gene40","H3K27me1",0.487137791556978,"control3_leaves",40,"No Expression",59
"2456","Gene60","H3K27me1",0.42539565648652,"control3_leaves",60,"No Expression",59
"2457","Gene80","H3K27me1",0.422592550426655,"control3_leaves",80,"No Expression",59
"2458","Gene100","H3K27me1",0.324126240722874,"control3_leaves",100,"No Expression",59
"2459","Downstream","H3K27me1",0.13,"control3_leaves",120,"No Expression",59
"2460","DownstreamIntergenic","H3K27me1",0.0469160873753547,"control3_leaves",140,"No Expression",59
"2461","UpstreamIntergenic","H4K16ac",0,"control3_leaves",-60,"No Expression",59
"2462","Promotor1000","H4K16ac",0,"control3_leaves",-40,"No Expression",59
"2463","Promotor500","H4K16ac",0,"control3_leaves",-20,"No Expression",59
"2464","Gene20","H4K16ac",0,"control3_leaves",20,"No Expression",59
"2465","Gene40","H4K16ac",0,"control3_leaves",40,"No Expression",59
"2466","Gene60","H4K16ac",0,"control3_leaves",60,"No Expression",59
"2467","Gene80","H4K16ac",0,"control3_leaves",80,"No Expression",59
"2468","Gene100","H4K16ac",0,"control3_leaves",100,"No Expression",59
"2469","Downstream","H4K16ac",0,"control3_leaves",120,"No Expression",59
"2470","DownstreamIntergenic","H4K16ac",0,"control3_leaves",140,"No Expression",59
"2471","UpstreamIntergenic","H3K14ac",0,"control3_leaves",-60,"No Expression",59
"2472","Promotor1000","H3K14ac",0,"control3_leaves",-40,"No Expression",59
"2473","Promotor500","H3K14ac",0,"control3_leaves",-20,"No Expression",59
"2474","Gene20","H3K14ac",0,"control3_leaves",20,"No Expression",59
"2475","Gene40","H3K14ac",0,"control3_leaves",40,"No Expression",59
"2476","Gene60","H3K14ac",0,"control3_leaves",60,"No Expression",59
"2477","Gene80","H3K14ac",0,"control3_leaves",80,"No Expression",59
"2478","Gene100","H3K14ac",0,"control3_leaves",100,"No Expression",59
"2479","Downstream","H3K14ac",0,"control3_leaves",120,"No Expression",59
"2480","DownstreamIntergenic","H3K14ac",0,"control3_leaves",140,"No Expression",59
"2481","UpstreamIntergenic","H2A",0.0152421838201797,"control3_leaves",-60,"No Expression",59
"2482","Promotor1000","H2A",0.0736610169491525,"control3_leaves",-40,"No Expression",59
"2483","Promotor500","H2A",0.0303050847457627,"control3_leaves",-20,"No Expression",59
"2484","Gene20","H2A",0.0335527353352924,"control3_leaves",20,"No Expression",59
"2485","Gene40","H2A",0.0564971751412429,"control3_leaves",40,"No Expression",59
"2486","Gene60","H2A",0.0913927103574537,"control3_leaves",60,"No Expression",59
"2487","Gene80","H2A",0.0794454724668025,"control3_leaves",80,"No Expression",59
"2488","Gene100","H2A",0.0600182222866358,"control3_leaves",100,"No Expression",59
"2489","Downstream","H2A",0.0596610169491525,"control3_leaves",120,"No Expression",59
"2490","DownstreamIntergenic","H2A",0.0092821901860799,"control3_leaves",140,"No Expression",59
"2491","UpstreamIntergenic","H3",0,"control3_leaves",-60,"No Expression",59
"2492","Promotor1000","H3",0,"control3_leaves",-40,"No Expression",59
"2493","Promotor500","H3",0,"control3_leaves",-20,"No Expression",59
"2494","Gene20","H3",0,"control3_leaves",20,"No Expression",59
"2495","Gene40","H3",0.012692794703128,"control3_leaves",40,"No Expression",59
"2496","Gene60","H3",0.0169491525423729,"control3_leaves",60,"No Expression",59
"2497","Gene80","H3",0.0147523226898319,"control3_leaves",80,"No Expression",59
"2498","Gene100","H3",0,"control3_leaves",100,"No Expression",59
"2499","Downstream","H3",0,"control3_leaves",120,"No Expression",59
"2500","DownstreamIntergenic","H3",0,"control3_leaves",140,"No Expression",59
"2501","UpstreamIntergenic","H2A-X",0.00493343450925368,"control3_leaves",-60,"No Expression",59
"2502","Promotor1000","H2A-X",0.00672881355932203,"control3_leaves",-40,"No Expression",59
"2503","Promotor500","H2A-X",0,"control3_leaves",-20,"No Expression",59
"2504","Gene20","H2A-X",0,"control3_leaves",20,"No Expression",59
"2505","Gene40","H2A-X",0.0158817514842148,"control3_leaves",40,"No Expression",59
"2506","Gene60","H2A-X",0.0438924735883449,"control3_leaves",60,"No Expression",59
"2507","Gene80","H2A-X",0.016315208438299,"control3_leaves",80,"No Expression",59
"2508","Gene100","H2A-X",0,"control3_leaves",100,"No Expression",59
"2509","Downstream","H2A-X",0,"control3_leaves",120,"No Expression",59
"2510","DownstreamIntergenic","H2A-X",0.000165089148139996,"control3_leaves",140,"No Expression",59
"2511","UpstreamIntergenic","H3K18ac",0,"control3_leaves",-60,"No Expression",59
"2512","Promotor1000","H3K18ac",0,"control3_leaves",-40,"No Expression",59
"2513","Promotor500","H3K18ac",0,"control3_leaves",-20,"No Expression",59
"2514","Gene20","H3K18ac",0,"control3_leaves",20,"No Expression",59
"2515","Gene40","H3K18ac",0,"control3_leaves",40,"No Expression",59
"2516","Gene60","H3K18ac",0,"control3_leaves",60,"No Expression",59
"2517","Gene80","H3K18ac",0,"control3_leaves",80,"No Expression",59
"2518","Gene100","H3K18ac",0,"control3_leaves",100,"No Expression",59
"2519","Downstream","H3K18ac",0,"control3_leaves",120,"No Expression",59
"2520","DownstreamIntergenic","H3K18ac",0,"control3_leaves",140,"No Expression",59
"2521","UpstreamIntergenic","H3-3",0,"control3_leaves",-60,"Low Expression",108
"2522","Promotor1000","H3-3",0,"control3_leaves",-40,"Low Expression",108
"2523","Promotor500","H3-3",0,"control3_leaves",-20,"Low Expression",108
"2524","Gene20","H3-3",0,"control3_leaves",20,"Low Expression",108
"2525","Gene40","H3-3",0,"control3_leaves",40,"Low Expression",108
"2526","Gene60","H3-3",0,"control3_leaves",60,"Low Expression",108
"2527","Gene80","H3-3",0,"control3_leaves",80,"Low Expression",108
"2528","Gene100","H3-3",0,"control3_leaves",100,"Low Expression",108
"2529","Downstream","H3-3",0,"control3_leaves",120,"Low Expression",108
"2530","DownstreamIntergenic","H3-3",0,"control3_leaves",140,"Low Expression",108
"2531","UpstreamIntergenic","H3K9me2",0,"control3_leaves",-60,"Low Expression",108
"2532","Promotor1000","H3K9me2",0,"control3_leaves",-40,"Low Expression",108
"2533","Promotor500","H3K9me2",0,"control3_leaves",-20,"Low Expression",108
"2534","Gene20","H3K9me2",0,"control3_leaves",20,"Low Expression",108
"2535","Gene40","H3K9me2",0,"control3_leaves",40,"Low Expression",108
"2536","Gene60","H3K9me2",0,"control3_leaves",60,"Low Expression",108
"2537","Gene80","H3K9me2",0,"control3_leaves",80,"Low Expression",108
"2538","Gene100","H3K9me2",0,"control3_leaves",100,"Low Expression",108
"2539","Downstream","H3K9me2",0,"control3_leaves",120,"Low Expression",108
"2540","DownstreamIntergenic","H3K9me2",0,"control3_leaves",140,"Low Expression",108
"2541","UpstreamIntergenic","H3K27me3",0.0396656057162322,"control3_leaves",-60,"Low Expression",108
"2542","Promotor1000","H3K27me3",0.0503240740740741,"control3_leaves",-40,"Low Expression",108
"2543","Promotor500","H3K27me3",0.057462962962963,"control3_leaves",-20,"Low Expression",108
"2544","Gene20","H3K27me3",0.0751527531091833,"control3_leaves",20,"Low Expression",108
"2545","Gene40","H3K27me3",0.0907674611396696,"control3_leaves",40,"Low Expression",108
"2546","Gene60","H3K27me3",0.0906087751830946,"control3_leaves",60,"Low Expression",108
"2547","Gene80","H3K27me3",0.0822574325623969,"control3_leaves",80,"Low Expression",108
"2548","Gene100","H3K27me3",0.0616332951066084,"control3_leaves",100,"Low Expression",108
"2549","Downstream","H3K27me3",0.0628703703703704,"control3_leaves",120,"Low Expression",108
"2550","DownstreamIntergenic","H3K27me3",0.0192176608486575,"control3_leaves",140,"Low Expression",108
"2551","UpstreamIntergenic","H2A-Z",0.0734057437986159,"control3_leaves",-60,"Low Expression",108
"2552","Promotor1000","H2A-Z",0.135675925925926,"control3_leaves",-40,"Low Expression",108
"2553","Promotor500","H2A-Z",0.338518518518518,"control3_leaves",-20,"Low Expression",108
"2554","Gene20","H2A-Z",0.69103883441414,"control3_leaves",20,"Low Expression",108
"2555","Gene40","H2A-Z",0.421153010863591,"control3_leaves",40,"Low Expression",108
"2556","Gene60","H2A-Z",0.305882321458911,"control3_leaves",60,"Low Expression",108
"2557","Gene80","H2A-Z",0.281371464716322,"control3_leaves",80,"Low Expression",108
"2558","Gene100","H2A-Z",0.187074440390758,"control3_leaves",100,"Low Expression",108
"2559","Downstream","H2A-Z",0.139583333333333,"control3_leaves",120,"Low Expression",108
"2560","DownstreamIntergenic","H2A-Z",0.0568957093435185,"control3_leaves",140,"Low Expression",108
"2561","UpstreamIntergenic","H2AK121ub",0,"control3_leaves",-60,"Low Expression",108
"2562","Promotor1000","H2AK121ub",0,"control3_leaves",-40,"Low Expression",108
"2563","Promotor500","H2AK121ub",0,"control3_leaves",-20,"Low Expression",108
"2564","Gene20","H2AK121ub",0,"control3_leaves",20,"Low Expression",108
"2565","Gene40","H2AK121ub",0,"control3_leaves",40,"Low Expression",108
"2566","Gene60","H2AK121ub",0,"control3_leaves",60,"Low Expression",108
"2567","Gene80","H2AK121ub",0,"control3_leaves",80,"Low Expression",108
"2568","Gene100","H2AK121ub",0,"control3_leaves",100,"Low Expression",108
"2569","Downstream","H2AK121ub",0,"control3_leaves",120,"Low Expression",108
"2570","DownstreamIntergenic","H2AK121ub",0,"control3_leaves",140,"Low Expression",108
"2571","UpstreamIntergenic","H3ac",0,"control3_leaves",-60,"Low Expression",108
"2572","Promotor1000","H3ac",0,"control3_leaves",-40,"Low Expression",108
"2573","Promotor500","H3ac",0,"control3_leaves",-20,"Low Expression",108
"2574","Gene20","H3ac",0,"control3_leaves",20,"Low Expression",108
"2575","Gene40","H3ac",0,"control3_leaves",40,"Low Expression",108
"2576","Gene60","H3ac",0,"control3_leaves",60,"Low Expression",108
"2577","Gene80","H3ac",0,"control3_leaves",80,"Low Expression",108
"2578","Gene100","H3ac",0,"control3_leaves",100,"Low Expression",108
"2579","Downstream","H3ac",0,"control3_leaves",120,"Low Expression",108
"2580","DownstreamIntergenic","H3ac",0,"control3_leaves",140,"Low Expression",108
"2581","UpstreamIntergenic","H3K4me3",0,"control3_leaves",-60,"Low Expression",108
"2582","Promotor1000","H3K4me3",0.0682407407407407,"control3_leaves",-40,"Low Expression",108
"2583","Promotor500","H3K4me3",0.184444444444444,"control3_leaves",-20,"Low Expression",108
"2584","Gene20","H3K4me3",0.662619794403284,"control3_leaves",20,"Low Expression",108
"2585","Gene40","H3K4me3",0.33905431722656,"control3_leaves",40,"Low Expression",108
"2586","Gene60","H3K4me3",0.165857071042066,"control3_leaves",60,"Low Expression",108
"2587","Gene80","H3K4me3",0.102069928970485,"control3_leaves",80,"Low Expression",108
"2588","Gene100","H3K4me3",0.0639039762582977,"control3_leaves",100,"Low Expression",108
"2589","Downstream","H3K4me3",0.0887037037037037,"control3_leaves",120,"Low Expression",108
"2590","DownstreamIntergenic","H3K4me3",0.00925925925925926,"control3_leaves",140,"Low Expression",108
"2591","UpstreamIntergenic","H3K36me3",0,"control3_leaves",-60,"Low Expression",108
"2592","Promotor1000","H3K36me3",0.0893981481481481,"control3_leaves",-40,"Low Expression",108
"2593","Promotor500","H3K36me3",0.156962962962963,"control3_leaves",-20,"Low Expression",108
"2594","Gene20","H3K36me3",0.531572100173822,"control3_leaves",20,"Low Expression",108
"2595","Gene40","H3K36me3",0.609503064616922,"control3_leaves",40,"Low Expression",108
"2596","Gene60","H3K36me3",0.473482646123931,"control3_leaves",60,"Low Expression",108
"2597","Gene80","H3K36me3",0.159484219248435,"control3_leaves",80,"Low Expression",108
"2598","Gene100","H3K36me3",0.0415886913715734,"control3_leaves",100,"Low Expression",108
"2599","Downstream","H3K36me3",0.045462962962963,"control3_leaves",120,"Low Expression",108
"2600","DownstreamIntergenic","H3K36me3",0.00925925925925926,"control3_leaves",140,"Low Expression",108
"2601","UpstreamIntergenic","H3K27ac",0,"control3_leaves",-60,"Low Expression",108
"2602","Promotor1000","H3K27ac",0,"control3_leaves",-40,"Low Expression",108
