"","Region","Modification","Frequency","axisGroup","Expression","dataToAnalyse"
"260","Promotor500","H3K36me3",31.404958677686,-20,"Low Expression","control1_seedlings"
"261","Promotor500","H3K27ac",20.6611570247934,-20,"Low Expression","control1_seedlings"
"262","Promotor500","H4K5ac",56.198347107438,-20,"Low Expression","control1_seedlings"
"263","Promotor500","H4K8ac",41.3223140495868,-20,"Low Expression","control1_seedlings"
"264","Promotor500","H3-1",9.91735537190083,-20,"Low Expression","control1_seedlings"
"265","Promotor500","H3K9ac",65.2892561983471,-20,"Low Expression","control1_seedlings"
"266","Promotor500","H4K12ac",35.5371900826446,-20,"Low Expression","control1_seedlings"
"267","Promotor500","H3K27me1",0,-20,"Low Expression","control1_seedlings"
"268","Promotor500","H4K16ac",21.4876033057851,-20,"Low Expression","control1_seedlings"
"269","Promotor500","H3K14ac",30.5785123966942,-20,"Low Expression","control1_seedlings"
"270","Promotor500","H2A",0,-20,"Low Expression","control1_seedlings"
"271","Promotor500","H3",4.13223140495868,-20,"Low Expression","control1_seedlings"
"272","Promotor500","H2A-X",0,-20,"Low Expression","control1_seedlings"
"273","Promotor500","H3K18ac",6.61157024793388,-20,"Low Expression","control1_seedlings"
"274","Gene20","H3-3",28.099173553719,20,"Low Expression","control1_seedlings"
"275","Gene20","H3K9me2",0,20,"Low Expression","control1_seedlings"
"276","Gene20","H3K27me3",20.6611570247934,20,"Low Expression","control1_seedlings"
"277","Gene20","H2A-Z",94.2148760330578,20,"Low Expression","control1_seedlings"
"278","Gene20","H2AK121ub",52.8925619834711,20,"Low Expression","control1_seedlings"
"279","Gene20","H3ac",0,20,"Low Expression","control1_seedlings"
"280","Gene20","H3K4me3",90.9090909090909,20,"Low Expression","control1_seedlings"
"281","Gene20","H3K36me3",80.1652892561983,20,"Low Expression","control1_seedlings"
"282","Gene20","H3K27ac",70.2479338842975,20,"Low Expression","control1_seedlings"
"283","Gene20","H4K5ac",82.6446280991736,20,"Low Expression","control1_seedlings"
"284","Gene20","H4K8ac",82.6446280991736,20,"Low Expression","control1_seedlings"
"285","Gene20","H3-1",23.1404958677686,20,"Low Expression","control1_seedlings"
"286","Gene20","H3K9ac",90.9090909090909,20,"Low Expression","control1_seedlings"
"287","Gene20","H4K12ac",81.8181818181818,20,"Low Expression","control1_seedlings"
"288","Gene20","H3K27me1",0,20,"Low Expression","control1_seedlings"
"289","Gene20","H4K16ac",78.5123966942149,20,"Low Expression","control1_seedlings"
"290","Gene20","H3K14ac",76.8595041322314,20,"Low Expression","control1_seedlings"
"291","Gene20","H2A",0,20,"Low Expression","control1_seedlings"
"292","Gene20","H3",16.5289256198347,20,"Low Expression","control1_seedlings"
"293","Gene20","H2A-X",0,20,"Low Expression","control1_seedlings"
"294","Gene20","H3K18ac",28.099173553719,20,"Low Expression","control1_seedlings"
"295","Gene40","H3-3",56.198347107438,40,"Low Expression","control1_seedlings"
"296","Gene40","H3K9me2",0,40,"Low Expression","control1_seedlings"
"297","Gene40","H3K27me3",19.8347107438017,40,"Low Expression","control1_seedlings"
"298","Gene40","H2A-Z",79.3388429752066,40,"Low Expression","control1_seedlings"
"299","Gene40","H2AK121ub",37.1900826446281,40,"Low Expression","control1_seedlings"
"300","Gene40","H3ac",0,40,"Low Expression","control1_seedlings"
"301","Gene40","H3K4me3",89.2561983471074,40,"Low Expression","control1_seedlings"
"302","Gene40","H3K36me3",83.4710743801653,40,"Low Expression","control1_seedlings"
"303","Gene40","H3K27ac",52.0661157024793,40,"Low Expression","control1_seedlings"
"304","Gene40","H4K5ac",57.8512396694215,40,"Low Expression","control1_seedlings"
"305","Gene40","H4K8ac",59.504132231405,40,"Low Expression","control1_seedlings"
"306","Gene40","H3-1",42.1487603305785,40,"Low Expression","control1_seedlings"
"307","Gene40","H3K9ac",78.5123966942149,40,"Low Expression","control1_seedlings"
"308","Gene40","H4K12ac",57.0247933884297,40,"Low Expression","control1_seedlings"
"309","Gene40","H3K27me1",0,40,"Low Expression","control1_seedlings"
"310","Gene40","H4K16ac",57.8512396694215,40,"Low Expression","control1_seedlings"
"311","Gene40","H3K14ac",62.8099173553719,40,"Low Expression","control1_seedlings"
"312","Gene40","H2A",0,40,"Low Expression","control1_seedlings"
"313","Gene40","H3",28.099173553719,40,"Low Expression","control1_seedlings"
"314","Gene40","H2A-X",0,40,"Low Expression","control1_seedlings"
"315","Gene40","H3K18ac",19.0082644628099,40,"Low Expression","control1_seedlings"
"316","Gene60","H3-3",83.4710743801653,60,"Low Expression","control1_seedlings"
"317","Gene60","H3K9me2",0,60,"Low Expression","control1_seedlings"
"318","Gene60","H3K27me3",18.1818181818182,60,"Low Expression","control1_seedlings"
"319","Gene60","H2A-Z",52.8925619834711,60,"Low Expression","control1_seedlings"
"320","Gene60","H2AK121ub",27.2727272727273,60,"Low Expression","control1_seedlings"
"321","Gene60","H3ac",0,60,"Low Expression","control1_seedlings"
"322","Gene60","H3K4me3",82.6446280991736,60,"Low Expression","control1_seedlings"
"323","Gene60","H3K36me3",80.1652892561983,60,"Low Expression","control1_seedlings"
"324","Gene60","H3K27ac",31.404958677686,60,"Low Expression","control1_seedlings"
"325","Gene60","H4K5ac",23.1404958677686,60,"Low Expression","control1_seedlings"
