"","Region","Modification","Proportion","Tissue","axisGroup","Expression","SampleSize"
"756","Gene60","H3K9ac",0.887261378312514,"control1_seedlings",60,"High Expression",6
"757","Gene80","H3K9ac",0.526993243090346,"control1_seedlings",80,"High Expression",6
"758","Gene100","H3K9ac",0.199211045364892,"control1_seedlings",100,"High Expression",6
"759","Downstream","H3K9ac",0.228333333333333,"control1_seedlings",120,"High Expression",6
"760","DownstreamIntergenic","H3K9ac",0,"control1_seedlings",140,"High Expression",6
"761","UpstreamIntergenic","H4K12ac",0,"control1_seedlings",-60,"High Expression",6
"762","Promotor1000","H4K12ac",0.0545,"control1_seedlings",-40,"High Expression",6
"763","Promotor500","H4K12ac",0,"control1_seedlings",-20,"High Expression",6
"764","Gene20","H4K12ac",0.70321202943644,"control1_seedlings",20,"High Expression",6
"765","Gene40","H4K12ac",0.882613775958431,"control1_seedlings",40,"High Expression",6
"766","Gene60","H4K12ac",0.36613684237308,"control1_seedlings",60,"High Expression",6
"767","Gene80","H4K12ac",0.0246310763881402,"control1_seedlings",80,"High Expression",6
"768","Gene100","H4K12ac",0,"control1_seedlings",100,"High Expression",6
"769","Downstream","H4K12ac",0,"control1_seedlings",120,"High Expression",6
"770","DownstreamIntergenic","H4K12ac",0,"control1_seedlings",140,"High Expression",6
"771","UpstreamIntergenic","H3K27me1",0,"control1_seedlings",-60,"High Expression",6
"772","Promotor1000","H3K27me1",0,"control1_seedlings",-40,"High Expression",6
"773","Promotor500","H3K27me1",0,"control1_seedlings",-20,"High Expression",6
"774","Gene20","H3K27me1",0,"control1_seedlings",20,"High Expression",6
"775","Gene40","H3K27me1",0,"control1_seedlings",40,"High Expression",6
"776","Gene60","H3K27me1",0,"control1_seedlings",60,"High Expression",6
"777","Gene80","H3K27me1",0,"control1_seedlings",80,"High Expression",6
"778","Gene100","H3K27me1",0,"control1_seedlings",100,"High Expression",6
"779","Downstream","H3K27me1",0,"control1_seedlings",120,"High Expression",6
"780","DownstreamIntergenic","H3K27me1",0,"control1_seedlings",140,"High Expression",6
"781","UpstreamIntergenic","H4K16ac",0,"control1_seedlings",-60,"High Expression",6
"782","Promotor1000","H4K16ac",0.0596666666666667,"control1_seedlings",-40,"High Expression",6
"783","Promotor500","H4K16ac",0,"control1_seedlings",-20,"High Expression",6
"784","Gene20","H4K16ac",0.667208935795321,"control1_seedlings",20,"High Expression",6
"785","Gene40","H4K16ac",0.920708775557518,"control1_seedlings",40,"High Expression",6
"786","Gene60","H4K16ac",0.613381810673151,"control1_seedlings",60,"High Expression",6
"787","Gene80","H4K16ac",0.313963369851051,"control1_seedlings",80,"High Expression",6
"788","Gene100","H4K16ac",0.166666666666667,"control1_seedlings",100,"High Expression",6
"789","Downstream","H4K16ac",0.166666666666667,"control1_seedlings",120,"High Expression",6
"790","DownstreamIntergenic","H4K16ac",0,"control1_seedlings",140,"High Expression",6
"791","UpstreamIntergenic","H3K14ac",0,"control1_seedlings",-60,"High Expression",6
"792","Promotor1000","H3K14ac",0.133333333333333,"control1_seedlings",-40,"High Expression",6
"793","Promotor500","H3K14ac",0.166333333333333,"control1_seedlings",-20,"High Expression",6
"794","Gene20","H3K14ac",0.587669348856431,"control1_seedlings",20,"High Expression",6
"795","Gene40","H3K14ac",0.920191791097339,"control1_seedlings",40,"High Expression",6
"796","Gene60","H3K14ac",0.599384249942637,"control1_seedlings",60,"High Expression",6
"797","Gene80","H3K14ac",0.339752368341842,"control1_seedlings",80,"High Expression",6
"798","Gene100","H3K14ac",0.166666666666667,"control1_seedlings",100,"High Expression",6
"799","Downstream","H3K14ac",0.166666666666667,"control1_seedlings",120,"High Expression",6
"800","DownstreamIntergenic","H3K14ac",0,"control1_seedlings",140,"High Expression",6
"801","UpstreamIntergenic","H2A",0,"control1_seedlings",-60,"High Expression",6
"802","Promotor1000","H2A",0,"control1_seedlings",-40,"High Expression",6
"803","Promotor500","H2A",0,"control1_seedlings",-20,"High Expression",6
"804","Gene20","H2A",0,"control1_seedlings",20,"High Expression",6
"805","Gene40","H2A",0,"control1_seedlings",40,"High Expression",6
"806","Gene60","H2A",0,"control1_seedlings",60,"High Expression",6
"807","Gene80","H2A",0,"control1_seedlings",80,"High Expression",6
"808","Gene100","H2A",0,"control1_seedlings",100,"High Expression",6
"809","Downstream","H2A",0,"control1_seedlings",120,"High Expression",6
"810","DownstreamIntergenic","H2A",0,"control1_seedlings",140,"High Expression",6
"811","UpstreamIntergenic","H3",0.0186789909493549,"control1_seedlings",-60,"High Expression",6
"812","Promotor1000","H3",0,"control1_seedlings",-40,"High Expression",6
"813","Promotor500","H3",0,"control1_seedlings",-20,"High Expression",6
"814","Gene20","H3",0.113287849884864,"control1_seedlings",20,"High Expression",6
"815","Gene40","H3",0.460481099655842,"control1_seedlings",40,"High Expression",6
"816","Gene60","H3",0.473582474227077,"control1_seedlings",60,"High Expression",6
"817","Gene80","H3",0.0514755138728875,"control1_seedlings",80,"High Expression",6
"818","Gene100","H3",0,"control1_seedlings",100,"High Expression",6
"819","Downstream","H3",0,"control1_seedlings",120,"High Expression",6
"820","DownstreamIntergenic","H3",0,"control1_seedlings",140,"High Expression",6
"821","UpstreamIntergenic","H2A-X",0,"control1_seedlings",-60,"High Expression",6
"822","Promotor1000","H2A-X",0,"control1_seedlings",-40,"High Expression",6
"823","Promotor500","H2A-X",0,"control1_seedlings",-20,"High Expression",6
"824","Gene20","H2A-X",0,"control1_seedlings",20,"High Expression",6
"825","Gene40","H2A-X",0,"control1_seedlings",40,"High Expression",6
"826","Gene60","H2A-X",0,"control1_seedlings",60,"High Expression",6
"827","Gene80","H2A-X",0,"control1_seedlings",80,"High Expression",6
"828","Gene100","H2A-X",0,"control1_seedlings",100,"High Expression",6
"829","Downstream","H2A-X",0,"control1_seedlings",120,"High Expression",6
"830","DownstreamIntergenic","H2A-X",0,"control1_seedlings",140,"High Expression",6
"831","UpstreamIntergenic","H3K18ac",0,"control1_seedlings",-60,"High Expression",6
"832","Promotor1000","H3K18ac",0.0085,"control1_seedlings",-40,"High Expression",6
"833","Promotor500","H3K18ac",0,"control1_seedlings",-20,"High Expression",6
"834","Gene20","H3K18ac",0.201439126485053,"control1_seedlings",20,"High Expression",6
"835","Gene40","H3K18ac",0.278283276208115,"control1_seedlings",40,"High Expression",6
"836","Gene60","H3K18ac",0.282299273338593,"control1_seedlings",60,"High Expression",6
"837","Gene80","H3K18ac",0,"control1_seedlings",80,"High Expression",6
"838","Gene100","H3K18ac",0,"control1_seedlings",100,"High Expression",6
"839","Downstream","H3K18ac",0,"control1_seedlings",120,"High Expression",6
"840","DownstreamIntergenic","H3K18ac",0,"control1_seedlings",140,"High Expression",6
"841","UpstreamIntergenic","H3-3",0.0152386700867562,"control10_seedlings",-60,"No Expression",56
"842","Promotor1000","H3-3",0.169660714285714,"control10_seedlings",-40,"No Expression",56
"843","Promotor500","H3-3",0.242142857142857,"control10_seedlings",-20,"No Expression",56
"844","Gene20","H3-3",0.38449363684201,"control10_seedlings",20,"No Expression",56
"845","Gene40","H3-3",0.469844350479545,"control10_seedlings",40,"No Expression",56
"846","Gene60","H3-3",0.521249663251868,"control10_seedlings",60,"No Expression",56
"847","Gene80","H3-3",0.569575441590092,"control10_seedlings",80,"No Expression",56
"848","Gene100","H3-3",0.568349317744588,"control10_seedlings",100,"No Expression",56
"849","Downstream","H3-3",0.384553571428571,"control10_seedlings",120,"No Expression",56
"850","DownstreamIntergenic","H3-3",0.0701630243653026,"control10_seedlings",140,"No Expression",56
"851","UpstreamIntergenic","H3K9me2",0.00130185731643812,"control10_seedlings",-60,"No Expression",56
"852","Promotor1000","H3K9me2",0.00592857142857143,"control10_seedlings",-40,"No Expression",56
"853","Promotor500","H3K9me2",0.0178214285714286,"control10_seedlings",-20,"No Expression",56
"854","Gene20","H3K9me2",0.0197545260495065,"control10_seedlings",20,"No Expression",56
"855","Gene40","H3K9me2",0.0356937848722475,"control10_seedlings",40,"No Expression",56
"856","Gene60","H3K9me2",0.0457466138093673,"control10_seedlings",60,"No Expression",56
"857","Gene80","H3K9me2",0.0509673389947941,"control10_seedlings",80,"No Expression",56
"858","Gene100","H3K9me2",0.0357142857142857,"control10_seedlings",100,"No Expression",56
"859","Downstream","H3K9me2",0.0202678571428571,"control10_seedlings",120,"No Expression",56
"860","DownstreamIntergenic","H3K9me2",0.0166504441912544,"control10_seedlings",140,"No Expression",56
"861","UpstreamIntergenic","H3K27me3",0.115995234856474,"control10_seedlings",-60,"No Expression",56
"862","Promotor1000","H3K27me3",0.165142857142857,"control10_seedlings",-40,"No Expression",56
"863","Promotor500","H3K27me3",0.294321428571429,"control10_seedlings",-20,"No Expression",56
"864","Gene20","H3K27me3",0.426545976725644,"control10_seedlings",20,"No Expression",56
"865","Gene40","H3K27me3",0.454092274282326,"control10_seedlings",40,"No Expression",56
"866","Gene60","H3K27me3",0.464285714285714,"control10_seedlings",60,"No Expression",56
"867","Gene80","H3K27me3",0.457044488860772,"control10_seedlings",80,"No Expression",56
"868","Gene100","H3K27me3",0.400693082942468,"control10_seedlings",100,"No Expression",56
"869","Downstream","H3K27me3",0.377946428571429,"control10_seedlings",120,"No Expression",56
"870","DownstreamIntergenic","H3K27me3",0.164253064175248,"control10_seedlings",140,"No Expression",56
"871","UpstreamIntergenic","H2A-Z",0.0912666974698661,"control10_seedlings",-60,"No Expression",56
"872","Promotor1000","H2A-Z",0.240982142857143,"control10_seedlings",-40,"No Expression",56
"873","Promotor500","H2A-Z",0.569035714285714,"control10_seedlings",-20,"No Expression",56
"874","Gene20","H2A-Z",0.768383355434095,"control10_seedlings",20,"No Expression",56
"875","Gene40","H2A-Z",0.82242920091672,"control10_seedlings",40,"No Expression",56
"876","Gene60","H2A-Z",0.788276209657733,"control10_seedlings",60,"No Expression",56
"877","Gene80","H2A-Z",0.76458233781723,"control10_seedlings",80,"No Expression",56
"878","Gene100","H2A-Z",0.682380727845639,"control10_seedlings",100,"No Expression",56
"879","Downstream","H2A-Z",0.578035714285714,"control10_seedlings",120,"No Expression",56
"880","DownstreamIntergenic","H2A-Z",0.139801897063296,"control10_seedlings",140,"No Expression",56
"881","UpstreamIntergenic","H2AK121ub",0.0733011871887292,"control10_seedlings",-60,"No Expression",56
"882","Promotor1000","H2AK121ub",0.130053571428571,"control10_seedlings",-40,"No Expression",56
"883","Promotor500","H2AK121ub",0.252107142857143,"control10_seedlings",-20,"No Expression",56
"884","Gene20","H2AK121ub",0.489350732101605,"control10_seedlings",20,"No Expression",56
"885","Gene40","H2AK121ub",0.48808378108226,"control10_seedlings",40,"No Expression",56
"886","Gene60","H2AK121ub",0.41397579748308,"control10_seedlings",60,"No Expression",56
"887","Gene80","H2AK121ub",0.387962818849219,"control10_seedlings",80,"No Expression",56
"888","Gene100","H2AK121ub",0.338020371041071,"control10_seedlings",100,"No Expression",56
"889","Downstream","H2AK121ub",0.208125,"control10_seedlings",120,"No Expression",56
"890","DownstreamIntergenic","H2AK121ub",0.0613674674673592,"control10_seedlings",140,"No Expression",56
"891","UpstreamIntergenic","H3ac",0,"control10_seedlings",-60,"No Expression",56
"892","Promotor1000","H3ac",0,"control10_seedlings",-40,"No Expression",56
"893","Promotor500","H3ac",0,"control10_seedlings",-20,"No Expression",56
"894","Gene20","H3ac",0,"control10_seedlings",20,"No Expression",56
"895","Gene40","H3ac",0,"control10_seedlings",40,"No Expression",56
"896","Gene60","H3ac",0,"control10_seedlings",60,"No Expression",56
"897","Gene80","H3ac",0,"control10_seedlings",80,"No Expression",56
"898","Gene100","H3ac",0,"control10_seedlings",100,"No Expression",56
"899","Downstream","H3ac",0,"control10_seedlings",120,"No Expression",56
"900","DownstreamIntergenic","H3ac",0,"control10_seedlings",140,"No Expression",56
"901","UpstreamIntergenic","H3K4me3",0.0178571428571429,"control10_seedlings",-60,"No Expression",56
"902","Promotor1000","H3K4me3",0.114321428571429,"control10_seedlings",-40,"No Expression",56
"903","Promotor500","H3K4me3",0.154535714285714,"control10_seedlings",-20,"No Expression",56
"904","Gene20","H3K4me3",0.34208940948878,"control10_seedlings",20,"No Expression",56
"905","Gene40","H3K4me3",0.381113454538892,"control10_seedlings",40,"No Expression",56
"906","Gene60","H3K4me3",0.340796916637085,"control10_seedlings",60,"No Expression",56
"907","Gene80","H3K4me3",0.364703016692662,"control10_seedlings",80,"No Expression",56
"908","Gene100","H3K4me3",0.256168684571119,"control10_seedlings",100,"No Expression",56
"909","Downstream","H3K4me3",0.129732142857143,"control10_seedlings",120,"No Expression",56
"910","DownstreamIntergenic","H3K4me3",0.00206919384207913,"control10_seedlings",140,"No Expression",56
"911","UpstreamIntergenic","H3K36me3",0,"control10_seedlings",-60,"No Expression",56
"912","Promotor1000","H3K36me3",0.068125,"control10_seedlings",-40,"No Expression",56
"913","Promotor500","H3K36me3",0.0630714285714286,"control10_seedlings",-20,"No Expression",56
"914","Gene20","H3K36me3",0.0707727115160538,"control10_seedlings",20,"No Expression",56
"915","Gene40","H3K36me3",0.0434791727399651,"control10_seedlings",40,"No Expression",56
"916","Gene60","H3K36me3",0.0204504789672274,"control10_seedlings",60,"No Expression",56
"917","Gene80","H3K36me3",0.0348708031600485,"control10_seedlings",80,"No Expression",56
"918","Gene100","H3K36me3",0.0189499304589762,"control10_seedlings",100,"No Expression",56
"919","Downstream","H3K36me3",0.0248214285714286,"control10_seedlings",120,"No Expression",56
"920","DownstreamIntergenic","H3K36me3",0,"control10_seedlings",140,"No Expression",56
"921","UpstreamIntergenic","H3K27ac",0.00473394055608821,"control10_seedlings",-60,"No Expression",56
"922","Promotor1000","H3K27ac",0.0564464285714286,"control10_seedlings",-40,"No Expression",56
"923","Promotor500","H3K27ac",0.0597142857142857,"control10_seedlings",-20,"No Expression",56
"924","Gene20","H3K27ac",0.0411690879013145,"control10_seedlings",20,"No Expression",56
"925","Gene40","H3K27ac",0.0356540751934282,"control10_seedlings",40,"No Expression",56
"926","Gene60","H3K27ac",0.0178571428571429,"control10_seedlings",60,"No Expression",56
"927","Gene80","H3K27ac",0.000164919739128273,"control10_seedlings",80,"No Expression",56
"928","Gene100","H3K27ac",0,"control10_seedlings",100,"No Expression",56
"929","Downstream","H3K27ac",0.00535714285714286,"control10_seedlings",120,"No Expression",56
"930","DownstreamIntergenic","H3K27ac",0,"control10_seedlings",140,"No Expression",56
"931","UpstreamIntergenic","H4K5ac",0.0261194029850746,"control10_seedlings",-60,"No Expression",56
"932","Promotor1000","H4K5ac",0.0732321428571429,"control10_seedlings",-40,"No Expression",56
"933","Promotor500","H4K5ac",0.13525,"control10_seedlings",-20,"No Expression",56
"934","Gene20","H4K5ac",0.164085941587488,"control10_seedlings",20,"No Expression",56
"935","Gene40","H4K5ac",0.126615602810227,"control10_seedlings",40,"No Expression",56
"936","Gene60","H4K5ac",0.0648888645734629,"control10_seedlings",60,"No Expression",56
"937","Gene80","H4K5ac",0.0221584984358707,"control10_seedlings",80,"No Expression",56
"938","Gene100","H4K5ac",0.0178571428571429,"control10_seedlings",100,"No Expression",56
"939","Downstream","H4K5ac",0.0123214285714286,"control10_seedlings",120,"No Expression",56
"940","DownstreamIntergenic","H4K5ac",0,"control10_seedlings",140,"No Expression",56
"941","UpstreamIntergenic","H4K8ac",0.0144895427153492,"control10_seedlings",-60,"No Expression",56
"942","Promotor1000","H4K8ac",0.07425,"control10_seedlings",-40,"No Expression",56
"943","Promotor500","H4K8ac",0.0951785714285714,"control10_seedlings",-20,"No Expression",56
"944","Gene20","H4K8ac",0.156493434688566,"control10_seedlings",20,"No Expression",56
"945","Gene40","H4K8ac",0.136589544845549,"control10_seedlings",40,"No Expression",56
"946","Gene60","H4K8ac",0.0787685045497771,"control10_seedlings",60,"No Expression",56
"947","Gene80","H4K8ac",0.0353852887634948,"control10_seedlings",80,"No Expression",56
"948","Gene100","H4K8ac",0.0178571428571429,"control10_seedlings",100,"No Expression",56
"949","Downstream","H4K8ac",0.0123214285714286,"control10_seedlings",120,"No Expression",56
"950","DownstreamIntergenic","H4K8ac",0.000513849804116316,"control10_seedlings",140,"No Expression",56
"951","UpstreamIntergenic","H3-1",0.0153922817652426,"control10_seedlings",-60,"No Expression",56
"952","Promotor1000","H3-1",0.073125,"control10_seedlings",-40,"No Expression",56
"953","Promotor500","H3-1",0.170357142857143,"control10_seedlings",-20,"No Expression",56
"954","Gene20","H3-1",0.485760825495996,"control10_seedlings",20,"No Expression",56
"955","Gene40","H3-1",0.622619455746117,"control10_seedlings",40,"No Expression",56
"956","Gene60","H3-1",0.686617827032274,"control10_seedlings",60,"No Expression",56
"957","Gene80","H3-1",0.666905881227811,"control10_seedlings",80,"No Expression",56
"958","Gene100","H3-1",0.515413794859771,"control10_seedlings",100,"No Expression",56
"959","Downstream","H3-1",0.274821428571429,"control10_seedlings",120,"No Expression",56
"960","DownstreamIntergenic","H3-1",0.0454769622553893,"control10_seedlings",140,"No Expression",56
"961","UpstreamIntergenic","H3K9ac",0.0492009874573907,"control10_seedlings",-60,"No Expression",56
"962","Promotor1000","H3K9ac",0.102821428571429,"control10_seedlings",-40,"No Expression",56
"963","Promotor500","H3K9ac",0.122071428571429,"control10_seedlings",-20,"No Expression",56
"964","Gene20","H3K9ac",0.180772341380763,"control10_seedlings",20,"No Expression",56
"965","Gene40","H3K9ac",0.1643214679082,"control10_seedlings",40,"No Expression",56
"966","Gene60","H3K9ac",0.154361463892369,"control10_seedlings",60,"No Expression",56
"967","Gene80","H3K9ac",0.112416230073317,"control10_seedlings",80,"No Expression",56
"968","Gene100","H3K9ac",0.0819942158798017,"control10_seedlings",100,"No Expression",56
"969","Downstream","H3K9ac",0.059375,"control10_seedlings",120,"No Expression",56
"970","DownstreamIntergenic","H3K9ac",0.0316847377842167,"control10_seedlings",140,"No Expression",56
"971","UpstreamIntergenic","H4K12ac",0.0126285005317263,"control10_seedlings",-60,"No Expression",56
"972","Promotor1000","H4K12ac",0.0669285714285714,"control10_seedlings",-40,"No Expression",56
"973","Promotor500","H4K12ac",0.0854285714285714,"control10_seedlings",-20,"No Expression",56
"974","Gene20","H4K12ac",0.0907126103996298,"control10_seedlings",20,"No Expression",56
"975","Gene40","H4K12ac",0.0803736700892607,"control10_seedlings",40,"No Expression",56
"976","Gene60","H4K12ac",0.048351965733453,"control10_seedlings",60,"No Expression",56
"977","Gene80","H4K12ac",0.0178571428571429,"control10_seedlings",80,"No Expression",56
"978","Gene100","H4K12ac",0.0178571428571429,"control10_seedlings",100,"No Expression",56
"979","Downstream","H4K12ac",0.0216071428571429,"control10_seedlings",120,"No Expression",56
"980","DownstreamIntergenic","H4K12ac",0.0173192771084337,"control10_seedlings",140,"No Expression",56
"981","UpstreamIntergenic","H3K27me1",0,"control10_seedlings",-60,"No Expression",56
"982","Promotor1000","H3K27me1",0,"control10_seedlings",-40,"No Expression",56
"983","Promotor500","H3K27me1",0,"control10_seedlings",-20,"No Expression",56
"984","Gene20","H3K27me1",0,"control10_seedlings",20,"No Expression",56
"985","Gene40","H3K27me1",0,"control10_seedlings",40,"No Expression",56
"986","Gene60","H3K27me1",0,"control10_seedlings",60,"No Expression",56
"987","Gene80","H3K27me1",0,"control10_seedlings",80,"No Expression",56
"988","Gene100","H3K27me1",0,"control10_seedlings",100,"No Expression",56
"989","Downstream","H3K27me1",0,"control10_seedlings",120,"No Expression",56
"990","DownstreamIntergenic","H3K27me1",0,"control10_seedlings",140,"No Expression",56
"991","UpstreamIntergenic","H4K16ac",0.0105902162353775,"control10_seedlings",-60,"No Expression",56
"992","Promotor1000","H4K16ac",0.0744642857142857,"control10_seedlings",-40,"No Expression",56
"993","Promotor500","H4K16ac",0.0643928571428571,"control10_seedlings",-20,"No Expression",56
"994","Gene20","H4K16ac",0.108591752919695,"control10_seedlings",20,"No Expression",56
"995","Gene40","H4K16ac",0.128408148677252,"control10_seedlings",40,"No Expression",56
"996","Gene60","H4K16ac",0.112078163154358,"control10_seedlings",60,"No Expression",56
"997","Gene80","H4K16ac",0.0686922411338445,"control10_seedlings",80,"No Expression",56
"998","Gene100","H4K16ac",0.0258300167574294,"control10_seedlings",100,"No Expression",56
"999","Downstream","H4K16ac",0.00651785714285714,"control10_seedlings",120,"No Expression",56
"1000","DownstreamIntergenic","H4K16ac",0,"control10_seedlings",140,"No Expression",56
"1001","UpstreamIntergenic","H3K14ac",0.00877348457993619,"control10_seedlings",-60,"No Expression",56
"1002","Promotor1000","H3K14ac",0.0801428571428571,"control10_seedlings",-40,"No Expression",56
"1003","Promotor500","H3K14ac",0.0947142857142857,"control10_seedlings",-20,"No Expression",56
"1004","Gene20","H3K14ac",0.138269550909554,"control10_seedlings",20,"No Expression",56
"1005","Gene40","H3K14ac",0.182446739795935,"control10_seedlings",40,"No Expression",56
"1006","Gene60","H3K14ac",0.129351600030579,"control10_seedlings",60,"No Expression",56
"1007","Gene80","H3K14ac",0.130503576209537,"control10_seedlings",80,"No Expression",56
"1008","Gene100","H3K14ac",0.0880673632277699,"control10_seedlings",100,"No Expression",56
"1009","Downstream","H3K14ac",0.0591071428571429,"control10_seedlings",120,"No Expression",56
"1010","DownstreamIntergenic","H3K14ac",0,"control10_seedlings",140,"No Expression",56
"1011","UpstreamIntergenic","H2A",0,"control10_seedlings",-60,"No Expression",56
"1012","Promotor1000","H2A",0,"control10_seedlings",-40,"No Expression",56
"1013","Promotor500","H2A",0,"control10_seedlings",-20,"No Expression",56
"1014","Gene20","H2A",0,"control10_seedlings",20,"No Expression",56
"1015","Gene40","H2A",0,"control10_seedlings",40,"No Expression",56
"1016","Gene60","H2A",0,"control10_seedlings",60,"No Expression",56
"1017","Gene80","H2A",0,"control10_seedlings",80,"No Expression",56
"1018","Gene100","H2A",0,"control10_seedlings",100,"No Expression",56
"1019","Downstream","H2A",0,"control10_seedlings",120,"No Expression",56
"1020","DownstreamIntergenic","H2A",0,"control10_seedlings",140,"No Expression",56
"1021","UpstreamIntergenic","H3",0,"control10_seedlings",-60,"No Expression",56
"1022","Promotor1000","H3",0.0148392857142857,"control10_seedlings",-40,"No Expression",56
"1023","Promotor500","H3",0.0260714285714286,"control10_seedlings",-20,"No Expression",56
"1024","Gene20","H3",0.200596881459078,"control10_seedlings",20,"No Expression",56
"1025","Gene40","H3",0.301127836286984,"control10_seedlings",40,"No Expression",56
"1026","Gene60","H3",0.283138514285301,"control10_seedlings",60,"No Expression",56
"1027","Gene80","H3",0.199243256989476,"control10_seedlings",80,"No Expression",56
"1028","Gene100","H3",0.116950057519156,"control10_seedlings",100,"No Expression",56
"1029","Downstream","H3",0.0709821428571429,"control10_seedlings",120,"No Expression",56
"1030","DownstreamIntergenic","H3",0.00468252233102241,"control10_seedlings",140,"No Expression",56
"1031","UpstreamIntergenic","H2A-X",0,"control10_seedlings",-60,"No Expression",56
"1032","Promotor1000","H2A-X",0,"control10_seedlings",-40,"No Expression",56
"1033","Promotor500","H2A-X",0,"control10_seedlings",-20,"No Expression",56
"1034","Gene20","H2A-X",0,"control10_seedlings",20,"No Expression",56
"1035","Gene40","H2A-X",0,"control10_seedlings",40,"No Expression",56
"1036","Gene60","H2A-X",0,"control10_seedlings",60,"No Expression",56
"1037","Gene80","H2A-X",0,"control10_seedlings",80,"No Expression",56
"1038","Gene100","H2A-X",0,"control10_seedlings",100,"No Expression",56
"1039","Downstream","H2A-X",0,"control10_seedlings",120,"No Expression",56
"1040","DownstreamIntergenic","H2A-X",0,"control10_seedlings",140,"No Expression",56
"1041","UpstreamIntergenic","H3K18ac",0.0110733348301354,"control10_seedlings",-60,"No Expression",56
"1042","Promotor1000","H3K18ac",0.0376964285714286,"control10_seedlings",-40,"No Expression",56
"1043","Promotor500","H3K18ac",0.0366785714285714,"control10_seedlings",-20,"No Expression",56
"1044","Gene20","H3K18ac",0.0481692963403504,"control10_seedlings",20,"No Expression",56
"1045","Gene40","H3K18ac",0.0535714285714286,"control10_seedlings",40,"No Expression",56
"1046","Gene60","H3K18ac",0.0527694649153699,"control10_seedlings",60,"No Expression",56
"1047","Gene80","H3K18ac",0.0473039826674591,"control10_seedlings",80,"No Expression",56
"1048","Gene100","H3K18ac",0.0413074788426873,"control10_seedlings",100,"No Expression",56
"1049","Downstream","H3K18ac",0,"control10_seedlings",120,"No Expression",56
"1050","DownstreamIntergenic","H3K18ac",0.00124193095705866,"control10_seedlings",140,"No Expression",56
"1051","UpstreamIntergenic","H3-3",0.0413167151608376,"control10_seedlings",-60,"Low Expression",129
"1052","Promotor1000","H3-3",0.124457364341085,"control10_seedlings",-40,"Low Expression",129
"1053","Promotor500","H3-3",0.0930387596899225,"control10_seedlings",-20,"Low Expression",129
"1054","Gene20","H3-3",0.217519666805654,"control10_seedlings",20,"Low Expression",129
"1055","Gene40","H3-3",0.462741646860434,"control10_seedlings",40,"Low Expression",129
"1056","Gene60","H3-3",0.710247471888847,"control10_seedlings",60,"Low Expression",129
"1057","Gene80","H3-3",0.758065155912753,"control10_seedlings",80,"Low Expression",129
"1058","Gene100","H3-3",0.69886821525871,"control10_seedlings",100,"Low Expression",129
"1059","Downstream","H3-3",0.503565891472868,"control10_seedlings",120,"Low Expression",129
"1060","DownstreamIntergenic","H3-3",0.0888497213895513,"control10_seedlings",140,"Low Expression",129
"1061","UpstreamIntergenic","H3K9me2",0.0140673187619227,"control10_seedlings",-60,"Low Expression",129
"1062","Promotor1000","H3K9me2",0.00708527131782946,"control10_seedlings",-40,"Low Expression",129
"1063","Promotor500","H3K9me2",0.00283720930232558,"control10_seedlings",-20,"Low Expression",129
"1064","Gene20","H3K9me2",0.00297131451442449,"control10_seedlings",20,"Low Expression",129
"1065","Gene40","H3K9me2",0.00917915481392144,"control10_seedlings",40,"Low Expression",129
"1066","Gene60","H3K9me2",0.01904326103915,"control10_seedlings",60,"Low Expression",129
"1067","Gene80","H3K9me2",0.0155038759689922,"control10_seedlings",80,"Low Expression",129
"1068","Gene100","H3K9me2",0.0147082225101727,"control10_seedlings",100,"Low Expression",129
"1069","Downstream","H3K9me2",0.00775193798449612,"control10_seedlings",120,"Low Expression",129
"1070","DownstreamIntergenic","H3K9me2",0.00390113628325959,"control10_seedlings",140,"Low Expression",129
"1071","UpstreamIntergenic","H3K27me3",0.100521264470113,"control10_seedlings",-60,"Low Expression",129
"1072","Promotor1000","H3K27me3",0.0646976744186046,"control10_seedlings",-40,"Low Expression",129
"1073","Promotor500","H3K27me3",0.111085271317829,"control10_seedlings",-20,"Low Expression",129
"1074","Gene20","H3K27me3",0.164325227330995,"control10_seedlings",20,"Low Expression",129
"1075","Gene40","H3K27me3",0.162142247522078,"control10_seedlings",40,"Low Expression",129
"1076","Gene60","H3K27me3",0.137495034099932,"control10_seedlings",60,"Low Expression",129
"1077","Gene80","H3K27me3",0.12485386096756,"control10_seedlings",80,"Low Expression",129
"1078","Gene100","H3K27me3",0.13311156330794,"control10_seedlings",100,"Low Expression",129
"1079","Downstream","H3K27me3",0.106627906976744,"control10_seedlings",120,"Low Expression",129
"1080","DownstreamIntergenic","H3K27me3",0.0968643435300725,"control10_seedlings",140,"Low Expression",129
"1081","UpstreamIntergenic","H2A-Z",0.0835905981601167,"control10_seedlings",-60,"Low Expression",129
"1082","Promotor1000","H2A-Z",0.204217054263566,"control10_seedlings",-40,"Low Expression",129
"1083","Promotor500","H2A-Z",0.49922480620155,"control10_seedlings",-20,"Low Expression",129
"1084","Gene20","H2A-Z",0.81563091494695,"control10_seedlings",20,"Low Expression",129
"1085","Gene40","H2A-Z",0.575722718379258,"control10_seedlings",40,"Low Expression",129
"1086","Gene60","H2A-Z",0.425112858077697,"control10_seedlings",60,"Low Expression",129
"1087","Gene80","H2A-Z",0.361510518271303,"control10_seedlings",80,"Low Expression",129
"1088","Gene100","H2A-Z",0.331148133015008,"control10_seedlings",100,"Low Expression",129
